alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,contamination_fraction,contamination_multiplier,redraw_train_test,n_train,n_test
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,0.8475,31774713854.98193,23.892778845511103,0.0029981136322021484,0.0,10.0,True,7200,800
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,0.81,23238694442.734093,21.675507462334508,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,0.87375,6060221861988.384,18.977930523022522,0.0,0.0,10.0,True,7200,800
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,0.775,15980075740.936367,23.889412879181293,0.000995635986328125,0.0,10.0,True,7200,800
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,0.89375,57324299644.28139,23.16494415888807,0.003998756408691406,0.0,10.0,True,7200,800
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,0.85375,28921515109.370262,23.811927124701555,0.0,0.0,10.0,True,7200,800
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,0.91,7612225794481.783,19.415615651742417,0.0,0.0,10.0,True,7200,800
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,0.81375,27420221488.591454,21.462284950619594,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,0.8925,35981893332.03281,23.03471996567232,0.0029993057250976562,0.0,10.0,True,7200,800
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,0.8275,27838478046.25948,23.985959317296775,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,0.84125,3827439138719.1177,18.125534796692698,0.0,0.0,10.0,True,7200,800
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,0.83125,19340241364.919273,20.030488131422153,0.0009961128234863281,0.0,10.0,True,7200,800
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,0.8575,36091498477.39632,23.01102505243037,0.00400853157043457,0.0,10.0,True,7200,800
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,0.88625,36378386496.31931,24.577818662732927,0.0009987354278564453,0.0,10.0,True,7200,800
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,0.78875,1803302812801.22,16.81151552555243,0.0,0.0,10.0,True,7200,800
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,0.7225,11369156694.35466,22.405635016005274,0.00099945068359375,0.0,10.0,True,7200,800
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,0.88,48440452617.41178,29.242133851950154,0.003999948501586914,0.0,10.0,True,7200,800
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,0.8525,52922905287.17193,29.541401073044028,0.0,0.0,10.0,True,7200,800
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,0.8675,6594131887912.796,19.138846660895968,0.0,0.0,10.0,True,7200,800
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,0.8075,24652735698.44333,31.426564386019244,0.002014636993408203,0.0,10.0,True,7200,800
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,0.90625,45392367637.66531,26.63880501926085,0.004006385803222656,0.0,10.0,True,7200,800
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,0.805,15028242580.447336,21.67123834732521,0.0,0.0,10.0,True,7200,800
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,0.89125,6291887575736.041,19.04925938359604,0.0,0.0,10.0,True,7200,800
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,0.84875,26735270713.938213,21.67123834732521,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,0.89125,43003351304.00831,28.467879750640293,0.003999948501586914,0.0,10.0,True,7200,800
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,0.9,59160962760.721375,32.34059481129465,0.0,0.0,10.0,True,7200,800
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,0.8975,7335175143867.23,19.343766841096944,0.0,0.0,10.0,True,7200,800
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,0.82375,19198377238.59553,25.597590972862463,0.0020012855529785156,0.0,10.0,True,7200,800
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,0.92875,73167635450.87932,26.98763415926436,0.004001140594482422,0.0,10.0,True,7200,800
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,0.975,271247325516.6677,29.549852054004084,0.0,0.0,10.0,True,7200,800
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,0.90625,9990286415042.184,19.950684186994284,0.0,0.0,10.0,True,7200,800
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,0.8575,29197121722.599213,23.594165018163366,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,0.87,35212531090.96621,22.049135013675517,0.0029981136322021484,0.0,10.0,True,7200,800
0.1,10,100,109,Point_CHR,Gaussian,absolute_residual,0.90875,51716854388.95779,25.59721784614465,0.001001596450805664,0.0,10.0,True,7200,800
0.1,10,100,109,Unscaled,Gaussian,absolute_residual,0.87,6385022964330.605,19.077270880975302,0.0,0.0,10.0,True,7200,800
0.1,10,100,109,Empirical_copula,Gaussian,absolute_residual,0.75875,15091011846.396202,21.081710899808343,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,110,TSCP_R,Gaussian,absolute_residual,0.91375,90399661533.6512,27.192072319216585,0.004992485046386719,0.0,10.0,True,7200,800
0.1,10,100,110,Point_CHR,Gaussian,absolute_residual,0.92375,89440774543.46284,25.695826096194388,0.0,0.0,10.0,True,7200,800
0.1,10,100,110,Unscaled,Gaussian,absolute_residual,0.89125,5949856595841.521,18.943082463216445,0.0,0.0,10.0,True,7200,800
0.1,10,100,110,Empirical_copula,Gaussian,absolute_residual,0.87,43639011436.692024,28.849206557862054,0.0010068416595458984,0.0,10.0,True,7200,800
0.1,10,100,111,TSCP_R,Gaussian,absolute_residual,0.86125,33307997461.054344,26.997654923309526,0.003999233245849609,0.0,10.0,True,7200,800
0.1,10,100,111,Point_CHR,Gaussian,absolute_residual,0.88875,63814909822.61489,24.162912302398063,0.0,0.0,10.0,True,7200,800
0.1,10,100,111,Unscaled,Gaussian,absolute_residual,0.87625,5176297667823.317,18.681077591935146,0.0,0.0,10.0,True,7200,800
0.1,10,100,111,Empirical_copula,Gaussian,absolute_residual,0.7575,13528682292.780157,24.162912302398063,0.0010020732879638672,0.0,10.0,True,7200,800
0.1,10,100,112,TSCP_R,Gaussian,absolute_residual,0.91375,69271773982.92207,24.520531462208915,0.004014730453491211,0.0,10.0,True,7200,800
0.1,10,100,112,Point_CHR,Gaussian,absolute_residual,0.85,31599256106.122486,21.921270494362965,0.000993967056274414,0.0,10.0,True,7200,800
0.1,10,100,112,Unscaled,Gaussian,absolute_residual,0.85875,4167694713952.1777,18.280563969045,0.0,0.0,10.0,True,7200,800
0.1,10,100,112,Empirical_copula,Gaussian,absolute_residual,0.845,28441659769.4402,21.098815471098277,0.0009984970092773438,0.0,10.0,True,7200,800
0.1,10,100,113,TSCP_R,Gaussian,absolute_residual,0.86375,28258131130.49908,22.786601497670812,0.0030066967010498047,0.0,10.0,True,7200,800
0.1,10,100,113,Point_CHR,Gaussian,absolute_residual,0.85,30653718056.914898,24.21762789262154,0.0,0.0,10.0,True,7200,800
0.1,10,100,113,Unscaled,Gaussian,absolute_residual,0.80125,2497772175524.0923,17.36821882942551,0.0,0.0,10.0,True,7200,800
0.1,10,100,113,Empirical_copula,Gaussian,absolute_residual,0.715,10174220313.429836,19.513570905618533,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,114,TSCP_R,Gaussian,absolute_residual,0.87375,48113943911.01477,28.94335502042081,0.003998994827270508,0.0,10.0,True,7200,800
0.1,10,100,114,Point_CHR,Gaussian,absolute_residual,0.90375,136808524865.6226,35.81835800316729,0.0,0.0,10.0,True,7200,800
0.1,10,100,114,Unscaled,Gaussian,absolute_residual,0.95,30640588415660.35,22.31668637249798,0.0,0.0,10.0,True,7200,800
0.1,10,100,114,Empirical_copula,Gaussian,absolute_residual,0.7775,22201071972.895535,26.629955608711192,0.0009989738464355469,0.0,10.0,True,7200,800
0.1,10,100,115,TSCP_R,Gaussian,absolute_residual,0.9325,85864224762.89876,27.735394630205953,0.0030059814453125,0.0,10.0,True,7200,800
0.1,10,100,115,Point_CHR,Gaussian,absolute_residual,0.94,159119539919.4454,28.119615791080484,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,115,Unscaled,Gaussian,absolute_residual,0.92,9402025734540.057,19.82997394407997,0.0,0.0,10.0,True,7200,800
0.1,10,100,115,Empirical_copula,Gaussian,absolute_residual,0.87875,36547196591.48182,27.410052923524557,0.000993490219116211,0.0,10.0,True,7200,800
0.1,10,100,116,TSCP_R,Gaussian,absolute_residual,0.9025,41494437833.61319,25.690900470214267,0.0029981136322021484,0.0,10.0,True,7200,800
0.1,10,100,116,Point_CHR,Gaussian,absolute_residual,0.9025,58110849680.30672,30.380525471167097,0.001001119613647461,0.0,10.0,True,7200,800
0.1,10,100,116,Unscaled,Gaussian,absolute_residual,0.90625,8212723542322.186,19.563597557718214,0.0,0.0,10.0,True,7200,800
0.1,10,100,116,Empirical_copula,Gaussian,absolute_residual,0.815,16421811908.785088,23.933420272320927,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,117,TSCP_R,Gaussian,absolute_residual,0.86375,37485364613.743,23.784580818654494,0.003978252410888672,0.0,10.0,True,7200,800
0.1,10,100,117,Point_CHR,Gaussian,absolute_residual,0.8625,46361163263.65476,24.0016300856784,0.0,0.0,10.0,True,7200,800
0.1,10,100,117,Unscaled,Gaussian,absolute_residual,0.85375,4040292231667.857,18.22389807857136,0.0,0.0,10.0,True,7200,800
0.1,10,100,117,Empirical_copula,Gaussian,absolute_residual,0.6925,9240469692.031923,19.616873783341774,0.0019936561584472656,0.0,10.0,True,7200,800
0.1,10,100,118,TSCP_R,Gaussian,absolute_residual,0.905,41846250933.322044,25.6578710497675,0.0029938220977783203,0.0,10.0,True,7200,800
0.1,10,100,118,Point_CHR,Gaussian,absolute_residual,0.92875,72248332849.63156,28.23671336694477,0.0010063648223876953,0.0,10.0,True,7200,800
0.1,10,100,118,Unscaled,Gaussian,absolute_residual,0.89125,5927856828689.616,18.936066521921877,0.0,0.0,10.0,True,7200,800
0.1,10,100,118,Empirical_copula,Gaussian,absolute_residual,0.795,17894134438.29843,21.62787385453519,0.00099945068359375,0.0,10.0,True,7200,800
0.1,10,100,119,TSCP_R,Gaussian,absolute_residual,0.8775,37396594979.92153,25.74191453890023,0.0030069351196289062,0.0,10.0,True,7200,800
0.1,10,100,119,Point_CHR,Gaussian,absolute_residual,0.8575,40341324373.83078,26.938684019855017,0.00099945068359375,0.0,10.0,True,7200,800
0.1,10,100,119,Unscaled,Gaussian,absolute_residual,0.9025,8240673930919.6455,19.570245468359857,0.0,0.0,10.0,True,7200,800
0.1,10,100,119,Empirical_copula,Gaussian,absolute_residual,0.77,15774791514.020638,23.11413180881174,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,120,TSCP_R,Gaussian,absolute_residual,0.8675,34900388263.686264,26.112177500434566,0.003993511199951172,0.0,10.0,True,7200,800
0.1,10,100,120,Point_CHR,Gaussian,absolute_residual,0.88125,44513761865.6406,25.954748500344344,0.0010013580322265625,0.0,10.0,True,7200,800
0.1,10,100,120,Unscaled,Gaussian,absolute_residual,0.91125,10909793969649.2,20.127120880236422,0.0,0.0,10.0,True,7200,800
0.1,10,100,120,Empirical_copula,Gaussian,absolute_residual,0.80875,16409933602.470701,23.937924160407768,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,121,TSCP_R,Gaussian,absolute_residual,0.8975,50637594905.2206,27.144040014750924,0.003004789352416992,0.0,10.0,True,7200,800
0.1,10,100,121,Point_CHR,Gaussian,absolute_residual,0.88875,48976440366.139626,26.991133587576996,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,121,Unscaled,Gaussian,absolute_residual,0.83625,3893996963861.1196,18.15681049691786,0.0,0.0,10.0,True,7200,800
0.1,10,100,121,Empirical_copula,Gaussian,absolute_residual,0.77,16282554187.177105,26.56213539557676,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,122,TSCP_R,Gaussian,absolute_residual,0.915,75454170680.30795,26.336465017868548,0.003990888595581055,0.0,10.0,True,7200,800
0.1,10,100,122,Point_CHR,Gaussian,absolute_residual,0.95875,312986197083.57855,27.30035423892152,0.0,0.0,10.0,True,7200,800
0.1,10,100,122,Unscaled,Gaussian,absolute_residual,0.885,6930692645884.332,19.234356621157705,0.0,0.0,10.0,True,7200,800
0.1,10,100,122,Empirical_copula,Gaussian,absolute_residual,0.86875,43914771211.14764,25.9968229678512,0.0020067691802978516,0.0,10.0,True,7200,800
0.1,10,100,123,TSCP_R,Gaussian,absolute_residual,0.88125,33296422337.772514,25.208589254566363,0.004006862640380859,0.0,10.0,True,7200,800
0.1,10,100,123,Point_CHR,Gaussian,absolute_residual,0.90375,59151887355.57084,23.680906470002967,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,123,Unscaled,Gaussian,absolute_residual,0.80875,2147825371198.412,17.10802581137042,0.0,0.0,10.0,True,7200,800
0.1,10,100,123,Empirical_copula,Gaussian,absolute_residual,0.77375,12244965886.23132,26.843241409013473,0.0010004043579101562,0.0,10.0,True,7200,800
0.1,10,100,124,TSCP_R,Gaussian,absolute_residual,0.9075,53200393714.41465,25.442023560375183,0.0040013790130615234,0.0,10.0,True,7200,800
0.1,10,100,124,Point_CHR,Gaussian,absolute_residual,0.88625,60627303847.448555,28.314321924729292,0.0,0.0,10.0,True,7200,800
0.1,10,100,124,Unscaled,Gaussian,absolute_residual,0.94625,24904068187815.867,21.8588358976974,0.0,0.0,10.0,True,7200,800
0.1,10,100,124,Empirical_copula,Gaussian,absolute_residual,0.81125,20806581679.68423,24.880849476876662,0.0010094642639160156,0.0,10.0,True,7200,800
0.1,10,100,125,TSCP_R,Gaussian,absolute_residual,0.895,50249024630.48763,26.34172764534859,0.0040073394775390625,0.0,10.0,True,7200,800
0.1,10,100,125,Point_CHR,Gaussian,absolute_residual,0.93125,179275443324.95154,27.280207276549636,0.0,0.0,10.0,True,7200,800
0.1,10,100,125,Unscaled,Gaussian,absolute_residual,0.90875,8965773715278.754,19.735983680272923,0.0,0.0,10.0,True,7200,800
0.1,10,100,125,Empirical_copula,Gaussian,absolute_residual,0.8175,21516614374.64442,24.719118008535343,0.00099945068359375,0.0,10.0,True,7200,800
0.1,10,100,126,TSCP_R,Gaussian,absolute_residual,0.93625,112914151192.57503,27.84319891610092,0.004006862640380859,0.0,10.0,True,7200,800
0.1,10,100,126,Point_CHR,Gaussian,absolute_residual,0.93125,122923023403.76297,32.31117587457256,0.0,0.0,10.0,True,7200,800
0.1,10,100,126,Unscaled,Gaussian,absolute_residual,0.9325,17503818344188.377,21.10149764534265,0.0,0.0,10.0,True,7200,800
0.1,10,100,126,Empirical_copula,Gaussian,absolute_residual,0.905,61741304965.2337,24.05041309463641,0.0010058879852294922,0.0,10.0,True,7200,800
0.1,10,100,127,TSCP_R,Gaussian,absolute_residual,0.89875,49059305265.30907,25.933818590901296,0.004008054733276367,0.0,10.0,True,7200,800
0.1,10,100,127,Point_CHR,Gaussian,absolute_residual,0.92375,111591320970.42517,28.2618961511024,0.0009992122650146484,0.0,10.0,True,7200,800
0.1,10,100,127,Unscaled,Gaussian,absolute_residual,0.91875,13689574149734.576,20.589177317622017,0.0,0.0,10.0,True,7200,800
0.1,10,100,127,Empirical_copula,Gaussian,absolute_residual,0.8175,22390893361.928734,25.444301575869908,0.0009987354278564453,0.0,10.0,True,7200,800
0.1,10,100,128,TSCP_R,Gaussian,absolute_residual,0.89875,44970379195.032585,24.934114392666896,0.002998828887939453,0.0,10.0,True,7200,800
0.1,10,100,128,Point_CHR,Gaussian,absolute_residual,0.805,29597082959.7523,29.71484122514933,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,128,Unscaled,Gaussian,absolute_residual,0.905,9415877669533.305,19.832893544359226,0.0,0.0,10.0,True,7200,800
0.1,10,100,128,Empirical_copula,Gaussian,absolute_residual,0.78,18689083508.853554,25.536294395036954,0.0009965896606445312,0.0,10.0,True,7200,800
0.1,10,100,129,TSCP_R,Gaussian,absolute_residual,0.93875,114550863818.7515,27.15784883195005,0.004000425338745117,0.0,10.0,True,7200,800
0.1,10,100,129,Point_CHR,Gaussian,absolute_residual,0.9325,115766920332.0137,33.81822075270751,0.0,0.0,10.0,True,7200,800
0.1,10,100,129,Unscaled,Gaussian,absolute_residual,0.93375,17570105981673.059,21.109475278364798,0.0,0.0,10.0,True,7200,800
0.1,10,100,129,Empirical_copula,Gaussian,absolute_residual,0.88625,50393177052.754845,25.125446645095366,0.0010018348693847656,0.0,10.0,True,7200,800
0.1,10,100,130,TSCP_R,Gaussian,absolute_residual,0.90625,55367240360.422966,23.925264169317742,0.0030066967010498047,0.0,10.0,True,7200,800
0.1,10,100,130,Point_CHR,Gaussian,absolute_residual,0.89375,52993455022.40946,24.14834901666251,0.0009930133819580078,0.0,10.0,True,7200,800
0.1,10,100,130,Unscaled,Gaussian,absolute_residual,0.87375,5372305294114.445,18.750638822322834,0.0,0.0,10.0,True,7200,800
0.1,10,100,130,Empirical_copula,Gaussian,absolute_residual,0.825,24728239383.6732,22.739476008437965,0.0010027885437011719,0.0,10.0,True,7200,800
0.1,10,100,131,TSCP_R,Gaussian,absolute_residual,0.87875,37244326520.31666,25.5903225888385,0.004006147384643555,0.0,10.0,True,7200,800
0.1,10,100,131,Point_CHR,Gaussian,absolute_residual,0.81875,18291860947.05712,24.153357519418442,0.0,0.0,10.0,True,7200,800
0.1,10,100,131,Unscaled,Gaussian,absolute_residual,0.9275,11421285607100.438,20.219550621457845,0.0,0.0,10.0,True,7200,800
0.1,10,100,131,Empirical_copula,Gaussian,absolute_residual,0.79,17124881858.798843,22.509442503193153,0.0009968280792236328,0.0,10.0,True,7200,800
0.1,10,100,132,TSCP_R,Gaussian,absolute_residual,0.84875,32547972116.08615,26.42058554136635,0.004006147384643555,0.0,10.0,True,7200,800
0.1,10,100,132,Point_CHR,Gaussian,absolute_residual,0.925,121206818804.14784,28.824659311788288,0.0,0.0,10.0,True,7200,800
0.1,10,100,132,Unscaled,Gaussian,absolute_residual,0.9225,12366376238371.184,20.38094164680996,0.0,0.0,10.0,True,7200,800
0.1,10,100,132,Empirical_copula,Gaussian,absolute_residual,0.77875,16759833195.72933,23.161102271030252,0.0019960403442382812,0.0,10.0,True,7200,800
0.1,10,100,133,TSCP_R,Gaussian,absolute_residual,0.90625,45224485267.69644,24.61950936988013,0.003999471664428711,0.0,10.0,True,7200,800
0.1,10,100,133,Point_CHR,Gaussian,absolute_residual,0.94375,160527949773.97296,33.87557967789513,0.001008749008178711,0.0,10.0,True,7200,800
0.1,10,100,133,Unscaled,Gaussian,absolute_residual,0.93625,13711636838594.781,20.592493151280124,0.0,0.0,10.0,True,7200,800
0.1,10,100,133,Empirical_copula,Gaussian,absolute_residual,0.815,15499729050.889559,23.51565410587178,0.0009987354278564453,0.0,10.0,True,7200,800
0.1,10,100,134,TSCP_R,Gaussian,absolute_residual,0.92625,68580314135.46038,23.75570155617877,0.0030062198638916016,0.0,10.0,True,7200,800
0.1,10,100,134,Point_CHR,Gaussian,absolute_residual,0.93875,90239796274.00963,28.852042790996233,0.0010008811950683594,0.0,10.0,True,7200,800
0.1,10,100,134,Unscaled,Gaussian,absolute_residual,0.87,4022951662122.3105,18.21606139864094,0.0,0.0,10.0,True,7200,800
0.1,10,100,134,Empirical_copula,Gaussian,absolute_residual,0.84375,25905952103.064358,24.24744183417222,0.0010018348693847656,0.0,10.0,True,7200,800
0.1,10,100,135,TSCP_R,Gaussian,absolute_residual,0.91125,72271031172.15134,26.225533121691438,0.0029876232147216797,0.0,10.0,True,7200,800
0.1,10,100,135,Point_CHR,Gaussian,absolute_residual,0.875,47105086277.23038,28.014050826883985,0.0009982585906982422,0.0,10.0,True,7200,800
0.1,10,100,135,Unscaled,Gaussian,absolute_residual,0.87875,6487490601382.466,19.107667448055192,0.0,0.0,10.0,True,7200,800
0.1,10,100,135,Empirical_copula,Gaussian,absolute_residual,0.81625,28665497299.550236,22.995899261190846,0.001007080078125,0.0,10.0,True,7200,800
0.1,10,100,136,TSCP_R,Gaussian,absolute_residual,0.8525,35972210254.01037,26.07363594861427,0.0040013790130615234,0.0,10.0,True,7200,800
0.1,10,100,136,Point_CHR,Gaussian,absolute_residual,0.84,34033117170.75256,25.207836562010993,0.0,0.0,10.0,True,7200,800
0.1,10,100,136,Unscaled,Gaussian,absolute_residual,0.83625,3133057992659.7095,17.7662939489267,0.0,0.0,10.0,True,7200,800
0.1,10,100,136,Empirical_copula,Gaussian,absolute_residual,0.78,20779082345.373226,22.013125420007732,0.001993894577026367,0.0,10.0,True,7200,800
0.1,10,100,137,TSCP_R,Gaussian,absolute_residual,0.86,27052619756.07756,21.42414659036411,0.004011869430541992,0.0,10.0,True,7200,800
0.1,10,100,137,Point_CHR,Gaussian,absolute_residual,0.6925,7995569973.688657,19.68886842463624,0.0,0.0,10.0,True,7200,800
0.1,10,100,137,Unscaled,Gaussian,absolute_residual,0.835,2059537994258.3196,17.036366752119466,0.0,0.0,10.0,True,7200,800
0.1,10,100,137,Empirical_copula,Gaussian,absolute_residual,0.77375,12793486610.6536,19.39190046458247,0.0019893646240234375,0.0,10.0,True,7200,800
0.1,10,100,138,TSCP_R,Gaussian,absolute_residual,0.915,55905780498.01265,28.84958565558946,0.003999471664428711,0.0,10.0,True,7200,800
0.1,10,100,138,Point_CHR,Gaussian,absolute_residual,0.9275,84451944112.38957,32.42623832508534,0.0,0.0,10.0,True,7200,800
0.1,10,100,138,Unscaled,Gaussian,absolute_residual,0.93625,15019214753747.58,20.78091771523459,0.0010018348693847656,0.0,10.0,True,7200,800
0.1,10,100,138,Empirical_copula,Gaussian,absolute_residual,0.8625,29952671116.10298,28.716742992775632,0.0009999275207519531,0.0,10.0,True,7200,800
0.1,10,100,139,TSCP_R,Gaussian,absolute_residual,0.91,45399090204.1722,26.406711035361823,0.0040013790130615234,0.0,10.0,True,7200,800
0.1,10,100,139,Point_CHR,Gaussian,absolute_residual,0.84875,27471408209.804577,25.917117899015846,0.0,0.0,10.0,True,7200,800
0.1,10,100,139,Unscaled,Gaussian,absolute_residual,0.9325,12888763575212.02,20.465441859663,0.0,0.0,10.0,True,7200,800
0.1,10,100,139,Empirical_copula,Gaussian,absolute_residual,0.8225,20220595292.93712,26.24060535078935,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,140,TSCP_R,Gaussian,absolute_residual,0.93,51163753621.41106,24.787989620122772,0.004006624221801758,0.0,10.0,True,7200,800
0.1,10,100,140,Point_CHR,Gaussian,absolute_residual,0.915,47228709748.709755,29.824343115895616,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,140,Unscaled,Gaussian,absolute_residual,0.94125,13285822995521.348,20.52763165650668,0.0,0.0,10.0,True,7200,800
0.1,10,100,140,Empirical_copula,Gaussian,absolute_residual,0.865,24663441707.095207,22.77892839627976,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,141,TSCP_R,Gaussian,absolute_residual,0.90625,68531803463.14835,31.17222584098524,0.004002094268798828,0.0,10.0,True,7200,800
0.1,10,100,141,Point_CHR,Gaussian,absolute_residual,0.94125,186834836703.0258,35.6775522416891,0.0,0.0,10.0,True,7200,800
0.1,10,100,141,Unscaled,Gaussian,absolute_residual,0.9225,12588923038802.732,20.417325751310784,0.0,0.0,10.0,True,7200,800
0.1,10,100,141,Empirical_copula,Gaussian,absolute_residual,0.825,28652062835.295666,26.453519619561682,0.000997781753540039,0.0,10.0,True,7200,800
0.1,10,100,142,TSCP_R,Gaussian,absolute_residual,0.895,41614790078.279785,29.07356701545646,0.004004240036010742,0.0,10.0,True,7200,800
0.1,10,100,142,Point_CHR,Gaussian,absolute_residual,0.865,37068849850.273605,26.773595876176955,0.0,0.0,10.0,True,7200,800
0.1,10,100,142,Unscaled,Gaussian,absolute_residual,0.9125,8836106820470.53,19.707253167331203,0.0,0.0,10.0,True,7200,800
0.1,10,100,142,Empirical_copula,Gaussian,absolute_residual,0.82,19469638815.806084,27.897605336932,0.0010001659393310547,0.0,10.0,True,7200,800
0.1,10,100,143,TSCP_R,Gaussian,absolute_residual,0.91875,75050366070.80473,24.961885693036834,0.0040073394775390625,0.0,10.0,True,7200,800
0.1,10,100,143,Point_CHR,Gaussian,absolute_residual,0.89625,80821761616.9144,24.968760400405582,0.0,0.0,10.0,True,7200,800
0.1,10,100,143,Unscaled,Gaussian,absolute_residual,0.8925,8469790540167.51,19.623987882400826,0.0,0.0,10.0,True,7200,800
0.1,10,100,143,Empirical_copula,Gaussian,absolute_residual,0.83125,28499500005.610252,23.071495281452925,0.0009961128234863281,0.0,10.0,True,7200,800
0.1,10,100,144,TSCP_R,Gaussian,absolute_residual,0.9325,103093737704.69391,29.76900882119251,0.0030002593994140625,0.0,10.0,True,7200,800
0.1,10,100,144,Point_CHR,Gaussian,absolute_residual,0.935,125959028522.74602,30.3614365475777,0.0,0.0,10.0,True,7200,800
0.1,10,100,144,Unscaled,Gaussian,absolute_residual,0.9175,12318115762743.008,20.372973867577336,0.0,0.0,10.0,True,7200,800
0.1,10,100,144,Empirical_copula,Gaussian,absolute_residual,0.83125,30168205006.889736,30.572595220480675,0.0009984970092773438,0.0,10.0,True,7200,800
0.1,10,100,145,TSCP_R,Gaussian,absolute_residual,0.8725,41012378593.42144,26.305588533191614,0.004006624221801758,0.0,10.0,True,7200,800
0.1,10,100,145,Point_CHR,Gaussian,absolute_residual,0.91875,173650966311.85434,28.774801920125178,0.0,0.0,10.0,True,7200,800
0.1,10,100,145,Unscaled,Gaussian,absolute_residual,0.91,10922100287691.64,20.129390080853064,0.0,0.0,10.0,True,7200,800
0.1,10,100,145,Empirical_copula,Gaussian,absolute_residual,0.77875,21736375118.403717,25.27368877852976,0.0010008811950683594,0.0,10.0,True,7200,800
0.1,10,100,146,TSCP_R,Gaussian,absolute_residual,0.89875,47446262819.53774,26.13786253602672,0.0040073394775390625,0.0,10.0,True,7200,800
0.1,10,100,146,Point_CHR,Gaussian,absolute_residual,0.88,77140581551.5894,28.471672852381843,0.0,0.0,10.0,True,7200,800
0.1,10,100,146,Unscaled,Gaussian,absolute_residual,0.90125,12323962233281.87,20.373940610883285,0.0,0.0,10.0,True,7200,800
0.1,10,100,146,Empirical_copula,Gaussian,absolute_residual,0.8225,22306747321.024715,25.568455567087412,0.0010004043579101562,0.0,10.0,True,7200,800
0.1,10,100,147,TSCP_R,Gaussian,absolute_residual,0.94125,76522432900.52338,27.23791162500506,0.0040056705474853516,0.0,10.0,True,7200,800
0.1,10,100,147,Point_CHR,Gaussian,absolute_residual,0.90875,51956655101.90794,25.898641743989323,0.0,0.0,10.0,True,7200,800
0.1,10,100,147,Unscaled,Gaussian,absolute_residual,0.9175,8182842799280.128,19.55646796010367,0.0,0.0,10.0,True,7200,800
0.1,10,100,147,Empirical_copula,Gaussian,absolute_residual,0.8425,24481812502.00811,26.516508389139624,0.0009996891021728516,0.0,10.0,True,7200,800
0.1,10,100,148,TSCP_R,Gaussian,absolute_residual,0.91875,74901877022.45776,27.0190725638422,0.005011558532714844,0.0,10.0,True,7200,800
0.1,10,100,148,Point_CHR,Gaussian,absolute_residual,0.90375,73430930116.3374,27.931021910196392,0.0,0.0,10.0,True,7200,800
