alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,redraw_train_test,n_train,n_test,noise_ratio
0.1,10,100,159,Empirical_copula,Gaussian,absolute_residual,10,2.7499576026166483,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,1,2.4392446348211334,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,2,2.227680545348746,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,3,2.2713961684359507,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,4,2.4102155129116416,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,5,2.385637463174855,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,6,2.7453947972476698,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,7,2.445144130879269,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,8,2.4058353911616073,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,9,2.7202165965053884,True,7200,800,1
0.1,10,100,160,TSCP_R,Gaussian,absolute_residual,10,2.4865966285348824,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,1,2.422007057374938,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,2,2.320209325745844,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,3,2.5496403826552223,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,4,2.381137697658707,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,5,1.9770571787421103,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,6,2.832112154386412,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,7,2.633830907040437,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,8,2.91480743257007,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,9,3.0949772777188747,True,7200,800,1
0.1,10,100,160,Point_CHR,Gaussian,absolute_residual,10,2.4908429251447908,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,1,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,2,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,3,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,4,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,5,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,6,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,7,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,8,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,9,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Unscaled,Gaussian,absolute_residual,10,2.4222524232289357,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,1,2.165325053328951,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,2,2.002164233553405,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,3,2.0194305717010064,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,4,2.537278396706355,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,5,2.4891181628316943,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,6,2.4222524231544593,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,7,2.447292785806461,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,8,2.087925282171348,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,9,2.5304534647355155,True,7200,800,1
0.1,10,100,160,Empirical_copula,Gaussian,absolute_residual,10,2.0695701986179103,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,1,2.6796351777978518,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,2,2.7123788063082612,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,3,2.700404215040642,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,4,3.1166606492329296,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,5,3.0020431623921926,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,6,2.495129640578933,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,7,2.7026917936321664,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,8,2.8753683173178124,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,9,2.3935289902291856,True,7200,800,1
0.1,10,100,161,TSCP_R,Gaussian,absolute_residual,10,3.289167851231055,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,1,2.700479694555743,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,2,2.337289828334617,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,3,2.7165703301797057,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,4,2.969779069653941,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,5,2.739436422958957,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,6,2.2979969580233366,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,7,2.343340773715199,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,8,2.6205079989238316,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,9,2.2124645382665857,True,7200,800,1
0.1,10,100,161,Point_CHR,Gaussian,absolute_residual,10,3.3863388558679737,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,1,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,2,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,3,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,4,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,5,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,6,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,7,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,8,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,9,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Unscaled,Gaussian,absolute_residual,10,2.6445818364058833,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,1,2.6158678847998247,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,2,2.2865769318284617,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,3,2.526291044305215,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,4,2.6344161261498957,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,5,2.404360230277824,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,6,2.2979969580233366,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,7,2.2622223842679148,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,8,2.4466368646851144,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,9,2.075344184789064,True,7200,800,1
0.1,10,100,161,Empirical_copula,Gaussian,absolute_residual,10,2.837996846078733,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,1,2.455467489650921,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,2,2.5785640441520106,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,3,2.7710073557901906,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,4,2.6008636988007576,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,5,2.641443608365372,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,6,2.8854381543421406,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,7,3.104384891721594,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,8,2.737783956444053,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,9,2.6669938714574006,True,7200,800,1
0.1,10,100,162,TSCP_R,Gaussian,absolute_residual,10,2.504069642636136,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,1,2.6702297404192,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,2,2.2706685462213403,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,3,2.959471682315287,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,4,2.4119253136829415,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,5,2.5530326487752983,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,6,2.6097794074346434,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,7,3.6240463089434316,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,8,3.2131242311393287,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,9,2.8294435495498114,True,7200,800,1
0.1,10,100,162,Point_CHR,Gaussian,absolute_residual,10,2.3460827566423164,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,1,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,2,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,3,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,4,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,5,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,6,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,7,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,8,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,9,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Unscaled,Gaussian,absolute_residual,10,2.6993168463392765,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,1,1.9976150291434216,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,2,2.6321532048308303,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,3,2.501766240525521,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,4,2.5045672971099293,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,5,2.331513013302125,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,6,2.735594998611548,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,7,2.845002570953719,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,8,2.7675277306433625,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,9,2.407489159175997,True,7200,800,1
0.1,10,100,162,Empirical_copula,Gaussian,absolute_residual,10,2.4567023793551552,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,1,2.9299811186534663,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,2,3.2771942046285485,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,3,2.8919274142769953,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,4,2.966896494678948,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,5,2.8733668100575054,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,6,2.885310559337758,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,7,2.9067418138546306,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,8,2.8084836122601438,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,9,2.8205937275409916,True,7200,800,1
0.1,10,100,163,TSCP_R,Gaussian,absolute_residual,10,2.617531373474865,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,1,3.0402319685817227,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,2,3.177493363830896,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,3,2.881525110651278,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,4,2.8895303895052007,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,5,2.865071968903436,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,6,2.630562517388292,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,7,2.7083448152633554,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,8,2.444278909175093,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,9,3.2159619334143157,True,7200,800,1
0.1,10,100,163,Point_CHR,Gaussian,absolute_residual,10,2.5259140126400923,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,1,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,2,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,3,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,4,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,5,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,6,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,7,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,8,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,9,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Unscaled,Gaussian,absolute_residual,10,2.7912598245102713,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,1,2.3655518400828335,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,2,2.8032378867576746,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,3,2.766675126694862,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,4,2.8505143824836794,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,5,2.33502754652881,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,6,2.854212319608589,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,7,2.7190125384212624,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,8,2.7102597593983337,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,9,2.5123336344330536,True,7200,800,1
0.1,10,100,163,Empirical_copula,Gaussian,absolute_residual,10,2.017184575115552,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,1,2.9168364464283933,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,2,3.0382855889914353,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,3,2.626624824754015,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,4,2.591167632140081,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,5,2.5855175778956383,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,6,2.8192782338975286,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,7,2.4969810827249472,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,8,2.6587265887677995,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,9,2.6534536141519327,True,7200,800,1
0.1,10,100,164,TSCP_R,Gaussian,absolute_residual,10,2.8250920671247908,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,1,2.432805758330826,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,2,2.716706824289728,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,3,2.6966256270693405,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,4,2.656746130674221,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,5,2.650787912636414,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,6,2.72016224550186,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,7,2.479047987907667,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,8,2.781067422911465,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,9,2.266636431320084,True,7200,800,1
0.1,10,100,164,Point_CHR,Gaussian,absolute_residual,10,2.262492272082439,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,1,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,2,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,3,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,4,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,5,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,6,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,7,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,8,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,9,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Unscaled,Gaussian,absolute_residual,10,2.6507879126652467,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,1,2.6921682038861334,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,2,2.610339522523911,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,3,2.4835310843033938,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,4,2.1898745446313903,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,5,2.3838293391814513,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,6,2.2856809232924107,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,7,2.2670082771370144,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,8,2.603527285835151,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,9,2.3168121053713193,True,7200,800,1
0.1,10,100,164,Empirical_copula,Gaussian,absolute_residual,10,2.444364233610444,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,1,3.488022214261027,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,2,3.0615856181732064,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,3,2.7916230243040205,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,4,2.8422346984946305,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,5,2.7841232784661614,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,6,2.6877344628864703,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,7,2.7632877315807933,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,8,3.1875180400016885,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,9,2.6444134618261526,True,7200,800,1
0.1,10,100,165,TSCP_R,Gaussian,absolute_residual,10,2.8867157285843126,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,1,3.3209419676071024,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,2,2.8943008520742937,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,3,2.729473617362959,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,4,3.0975136010847057,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,5,2.391072607348412,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,6,2.65244617601307,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,7,2.7754703206143576,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,8,3.8660604882142477,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,9,2.3942644969569846,True,7200,800,1
0.1,10,100,165,Point_CHR,Gaussian,absolute_residual,10,2.3898335921623834,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,1,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,2,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,3,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,4,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,5,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,6,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,7,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,8,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,9,2.617326321616439,True,7200,800,1
0.1,10,100,165,Unscaled,Gaussian,absolute_residual,10,2.617326321616439,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,1,2.564529367214158,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,2,2.559714656787593,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,3,2.2363428746424514,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,4,2.2946082493519384,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,5,2.3127919821716647,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,6,2.6173263215838567,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,7,2.136652224786431,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,8,3.2070845270154305,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,9,2.058879490654604,True,7200,800,1
0.1,10,100,165,Empirical_copula,Gaussian,absolute_residual,10,2.814261728398307,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,1,2.8336729920636925,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,2,3.1874950896849845,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,3,3.062777747940148,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,4,3.2930652742667594,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,5,2.5859810782855117,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,6,2.899220830128275,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,7,2.576389462360587,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,8,3.234511215648411,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,9,2.904020186430166,True,7200,800,1
0.1,10,100,166,TSCP_R,Gaussian,absolute_residual,10,2.837331792615676,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,1,2.506789069352447,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,2,3.63081834047873,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,3,3.225374222382314,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,4,3.164605926378856,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,5,2.458036227171507,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,6,3.0897072707472475,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,7,2.50541646943312,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,8,3.267082485610273,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,9,2.860220243419272,True,7200,800,1
0.1,10,100,166,Point_CHR,Gaussian,absolute_residual,10,3.183862751654588,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,1,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,2,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,3,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,4,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,5,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,6,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,7,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,8,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,9,2.810598319506304,True,7200,800,1
0.1,10,100,166,Unscaled,Gaussian,absolute_residual,10,2.810598319506304,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,1,2.8362975057502524,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,2,2.826133742853422,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,3,2.5368062766328006,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,4,3.45525105054757,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,5,2.5043264668016256,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,6,2.713551534651613,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,7,2.083653719599705,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,8,2.810598319461265,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,9,2.517433976656113,True,7200,800,1
0.1,10,100,166,Empirical_copula,Gaussian,absolute_residual,10,2.2499761748857665,True,7200,800,1
