alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,correlation,correlation_structure,redraw_train_test,n_train,n_test
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,0.8425,9612460788.73552,19.762385321384606,0.0009996891021728516,0.6,equicorrelated,True,7200,800
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,0.9725,134349717265.57271,27.61467578483557,0.0040013790130615234,0.6,equicorrelated,True,7200,800
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,0.9925,1251380221992.8992,37.179386490734196,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,0.9425,17549009036751.062,21.106939230752836,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,0.9225,85881825750.09499,24.56222133612198,0.0020062923431396484,0.6,equicorrelated,True,7200,800
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,0.88375,18464930018.376278,22.694837543406063,0.002992391586303711,0.6,equicorrelated,True,7200,800
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,0.93625,73098725681.83954,25.006073592575312,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,0.86875,3361031425367.0947,17.891520785169664,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,0.86625,17233068135.365784,21.82475861578567,0.0009996891021728516,0.6,equicorrelated,True,7200,800
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,0.79875,6212063422.163143,20.29178610650814,0.003005504608154297,0.6,equicorrelated,True,7200,800
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,0.80125,7448741178.307355,20.98236139233342,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,0.78625,809977790110.8617,15.518413187618489,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,0.75,3345751453.713441,20.200448773598822,0.0009999275207519531,0.6,equicorrelated,True,7200,800
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,0.945,109568161093.30754,25.985147990266825,0.004016876220703125,0.6,equicorrelated,True,7200,800
0.05,10,100,32,Point_CHR,Gaussian,absolute_residual,0.94625,131599865317.49106,28.098927814541103,0.000995635986328125,0.6,equicorrelated,True,7200,800
0.05,10,100,32,Unscaled,Gaussian,absolute_residual,0.90375,7571093576455.811,19.405098939786,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,32,Empirical_copula,Gaussian,absolute_residual,0.875,22090001660.083305,21.453930383568096,0.0009951591491699219,0.6,equicorrelated,True,7200,800
0.1,10,100,32,TSCP_R,Gaussian,absolute_residual,0.90625,31473974812.51613,23.179583332237808,0.0029969215393066406,0.6,equicorrelated,True,7200,800
0.1,10,100,32,Point_CHR,Gaussian,absolute_residual,0.8625,22647532146.706,24.6430713505838,0.000995635986328125,0.6,equicorrelated,True,7200,800
0.1,10,100,32,Unscaled,Gaussian,absolute_residual,0.85125,2931877827002.051,17.64877583221678,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,32,Empirical_copula,Gaussian,absolute_residual,0.875,22090001660.083305,21.453930383568096,0.0010118484497070312,0.6,equicorrelated,True,7200,800
0.2,10,100,32,TSCP_R,Gaussian,absolute_residual,0.77875,5171289258.111871,19.285810827643203,0.0029926300048828125,0.6,equicorrelated,True,7200,800
0.2,10,100,32,Point_CHR,Gaussian,absolute_residual,0.78875,6942813870.349522,19.947168978604964,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,32,Unscaled,Gaussian,absolute_residual,0.75125,644477211782.777,15.167735844899088,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,32,Empirical_copula,Gaussian,absolute_residual,0.7225,3364670140.234391,17.648775832166677,0.0010001659393310547,0.6,equicorrelated,True,7200,800
0.05,10,100,33,TSCP_R,Gaussian,absolute_residual,0.975,219921896476.96277,30.182656840435353,0.003004789352416992,0.6,equicorrelated,True,7200,800
0.05,10,100,33,Point_CHR,Gaussian,absolute_residual,0.94375,115003564730.50166,30.194797542659266,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,33,Unscaled,Gaussian,absolute_residual,0.9625,36846576703657.04,22.732108199492338,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,33,Empirical_copula,Gaussian,absolute_residual,0.9475,115356353186.27687,27.098717981898947,0.0009989738464355469,0.6,equicorrelated,True,7200,800
0.1,10,100,33,TSCP_R,Gaussian,absolute_residual,0.94625,72731783334.15828,27.035454162997983,0.0030057430267333984,0.6,equicorrelated,True,7200,800
0.1,10,100,33,Point_CHR,Gaussian,absolute_residual,0.875,18632372153.533234,26.191824757545852,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,33,Unscaled,Gaussian,absolute_residual,0.92375,9309999940683.809,19.810478602983647,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,33,Empirical_copula,Gaussian,absolute_residual,0.91375,39212381491.044624,24.764601827776062,0.0009975433349609375,0.6,equicorrelated,True,7200,800
0.2,10,100,33,TSCP_R,Gaussian,absolute_residual,0.8325,8829408185.929607,21.61826741765342,0.003006458282470703,0.6,equicorrelated,True,7200,800
0.2,10,100,33,Point_CHR,Gaussian,absolute_residual,0.76,4911857521.965319,22.880217726386515,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,33,Unscaled,Gaussian,absolute_residual,0.86,2357149822813.0806,17.26786794516015,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,33,Empirical_copula,Gaussian,absolute_residual,0.82875,8567967648.583871,21.420186036376926,0.0009932518005371094,0.6,equicorrelated,True,7200,800
0.05,10,100,34,TSCP_R,Gaussian,absolute_residual,0.91375,38769785951.62924,26.044221871425385,0.004011392593383789,0.6,equicorrelated,True,7200,800
0.05,10,100,34,Point_CHR,Gaussian,absolute_residual,0.9625,130738571883.88371,31.910697869915474,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,34,Unscaled,Gaussian,absolute_residual,0.94625,15994112469473.223,20.912021395023626,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,34,Empirical_copula,Gaussian,absolute_residual,0.8775,28614707506.77277,23.893367975869864,0.0010042190551757812,0.6,equicorrelated,True,7200,800
0.1,10,100,34,TSCP_R,Gaussian,absolute_residual,0.87125,17556797996.204666,23.86278483085524,0.004985809326171875,0.6,equicorrelated,True,7200,800
0.1,10,100,34,Point_CHR,Gaussian,absolute_residual,0.88125,21703037251.623333,28.319109780621545,0.00101470947265625,0.6,equicorrelated,True,7200,800
0.1,10,100,34,Unscaled,Gaussian,absolute_residual,0.8825,3484334852528.439,17.956098888671384,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,34,Empirical_copula,Gaussian,absolute_residual,0.8275,10689014819.343504,22.366770861518877,0.0009927749633789062,0.6,equicorrelated,True,7200,800
0.2,10,100,34,TSCP_R,Gaussian,absolute_residual,0.7725,4668778967.620558,20.910175129964227,0.0029952526092529297,0.6,equicorrelated,True,7200,800
0.2,10,100,34,Point_CHR,Gaussian,absolute_residual,0.78875,5332182075.196582,22.573639238177886,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,34,Unscaled,Gaussian,absolute_residual,0.775,652136450602.2036,15.185666138140881,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,34,Empirical_copula,Gaussian,absolute_residual,0.72375,2750220120.34402,20.912021395009646,0.0019979476928710938,0.6,equicorrelated,True,7200,800
0.05,10,100,35,TSCP_R,Gaussian,absolute_residual,0.985,158128063688.10135,28.881032569140384,0.0029909610748291016,0.6,equicorrelated,True,7200,800
0.05,10,100,35,Point_CHR,Gaussian,absolute_residual,1.0,9937013644977.346,49.351534088816294,0.0010082721710205078,0.6,equicorrelated,True,7200,800
0.05,10,100,35,Unscaled,Gaussian,absolute_residual,0.97375,55864066868667.19,23.698085110373807,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,35,Empirical_copula,Gaussian,absolute_residual,0.92625,42173920396.38909,24.46009969122668,0.0009963512420654297,0.6,equicorrelated,True,7200,800
0.1,10,100,35,TSCP_R,Gaussian,absolute_residual,0.9475,59218426911.58359,26.192045395630593,0.002999544143676758,0.6,equicorrelated,True,7200,800
0.1,10,100,35,Point_CHR,Gaussian,absolute_residual,0.965,103422398080.72661,26.49752240116758,0.0009992122650146484,0.6,equicorrelated,True,7200,800
0.1,10,100,35,Unscaled,Gaussian,absolute_residual,0.95125,11285544171010.773,20.19539028349206,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,35,Empirical_copula,Gaussian,absolute_residual,0.92625,42173920396.38909,24.46009969122668,0.0009975433349609375,0.6,equicorrelated,True,7200,800
0.2,10,100,35,TSCP_R,Gaussian,absolute_residual,0.84125,6880438512.185443,21.020346630846994,0.0020036697387695312,0.6,equicorrelated,True,7200,800
0.2,10,100,35,Point_CHR,Gaussian,absolute_residual,0.79875,6626565821.438369,20.118678512036617,0.0010001659393310547,0.6,equicorrelated,True,7200,800
0.2,10,100,35,Unscaled,Gaussian,absolute_residual,0.81125,750518384286.4939,15.40054653964406,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,35,Empirical_copula,Gaussian,absolute_residual,0.785,4625761582.368602,21.67341536525302,0.0009996891021728516,0.6,equicorrelated,True,7200,800
0.05,10,100,36,TSCP_R,Gaussian,absolute_residual,0.95125,110982247194.686,29.96194481714324,0.004018306732177734,0.6,equicorrelated,True,7200,800
0.05,10,100,36,Point_CHR,Gaussian,absolute_residual,0.97125,183737444296.38177,30.00433212731599,0.0009832382202148438,0.6,equicorrelated,True,7200,800
0.05,10,100,36,Unscaled,Gaussian,absolute_residual,0.93375,18686305430717.58,21.239893965637233,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,36,Empirical_copula,Gaussian,absolute_residual,0.9175,87613473635.72505,31.530413569358068,0.0010061264038085938,0.6,equicorrelated,True,7200,800
0.1,10,100,36,TSCP_R,Gaussian,absolute_residual,0.89125,27630051074.36453,26.08852793390532,0.0029976367950439453,0.6,equicorrelated,True,7200,800
0.1,10,100,36,Point_CHR,Gaussian,absolute_residual,0.8775,25158731996.774353,24.524201716456176,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,36,Unscaled,Gaussian,absolute_residual,0.8925,3652174431758.3013,18.040773381503783,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,36,Empirical_copula,Gaussian,absolute_residual,0.875,18406243576.769783,27.12047949969116,0.0010013580322265625,0.6,equicorrelated,True,7200,800
0.2,10,100,36,TSCP_R,Gaussian,absolute_residual,0.81625,5726607401.432723,22.224100025084,0.0030057430267333984,0.6,equicorrelated,True,7200,800
0.2,10,100,36,Point_CHR,Gaussian,absolute_residual,0.77125,3421907087.595103,21.191469082120086,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,36,Unscaled,Gaussian,absolute_residual,0.8125,996029290126.4475,15.842627500478953,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,36,Empirical_copula,Gaussian,absolute_residual,0.81375,5844034466.7351,22.2561288695111,0.001999378204345703,0.6,equicorrelated,True,7200,800
0.05,10,100,37,TSCP_R,Gaussian,absolute_residual,0.94125,63466137087.99856,24.58434588447502,0.003997802734375,0.6,equicorrelated,True,7200,800
0.05,10,100,37,Point_CHR,Gaussian,absolute_residual,0.9575,117418546451.81183,28.55526350586827,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,37,Unscaled,Gaussian,absolute_residual,0.95125,15433048490593.01,20.837478852198924,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,37,Empirical_copula,Gaussian,absolute_residual,0.9225,64021970031.14923,33.18262029124563,0.0010099411010742188,0.6,equicorrelated,True,7200,800
0.1,10,100,37,TSCP_R,Gaussian,absolute_residual,0.89625,23115137459.62924,22.245572560284785,0.002991914749145508,0.6,equicorrelated,True,7200,800
0.1,10,100,37,Point_CHR,Gaussian,absolute_residual,0.8875,26277695262.75097,24.070775744153757,0.0010001659393310547,0.6,equicorrelated,True,7200,800
0.1,10,100,37,Unscaled,Gaussian,absolute_residual,0.8975,4053324101383.093,18.22976764057159,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,37,Empirical_copula,Gaussian,absolute_residual,0.85375,12749517963.834957,20.96185226112683,0.0010013580322265625,0.6,equicorrelated,True,7200,800
0.2,10,100,37,TSCP_R,Gaussian,absolute_residual,0.79625,7188793896.219607,19.84471273648873,0.0029981136322021484,0.6,equicorrelated,True,7200,800
0.2,10,100,37,Point_CHR,Gaussian,absolute_residual,0.6925,1712885837.0062373,18.572091715029046,0.0010013580322265625,0.6,equicorrelated,True,7200,800
0.2,10,100,37,Unscaled,Gaussian,absolute_residual,0.785,649849947903.5177,15.180333362733107,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,37,Empirical_copula,Gaussian,absolute_residual,0.77625,4567121860.881992,20.359108249153355,0.0010006427764892578,0.6,equicorrelated,True,7200,800
0.05,10,100,38,TSCP_R,Gaussian,absolute_residual,0.9375,81432157888.67451,26.352349800235533,0.004002571105957031,0.6,equicorrelated,True,7200,800
0.05,10,100,38,Point_CHR,Gaussian,absolute_residual,0.95,231127613349.69617,28.51101250533539,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,38,Unscaled,Gaussian,absolute_residual,0.955,14712544021664.871,20.738091079995318,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,38,Empirical_copula,Gaussian,absolute_residual,0.9175,79860963686.06192,28.608665459401053,0.0009949207305908203,0.6,equicorrelated,True,7200,800
0.1,10,100,38,TSCP_R,Gaussian,absolute_residual,0.905,32451042586.106033,24.021608948426408,0.002996683120727539,0.6,equicorrelated,True,7200,800
0.1,10,100,38,Point_CHR,Gaussian,absolute_residual,0.9075,38704129906.28263,22.899107134007554,0.0009949207305908203,0.6,equicorrelated,True,7200,800
0.1,10,100,38,Unscaled,Gaussian,absolute_residual,0.89625,5264189746777.942,18.712557743055875,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,38,Empirical_copula,Gaussian,absolute_residual,0.89,23635597774.06263,25.10414979681797,0.0010006427764892578,0.6,equicorrelated,True,7200,800
0.2,10,100,38,TSCP_R,Gaussian,absolute_residual,0.81875,8552967389.168418,21.000697480451986,0.0030052661895751953,0.6,equicorrelated,True,7200,800
0.2,10,100,38,Point_CHR,Gaussian,absolute_residual,0.77375,6096997051.206657,20.520461884040742,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,38,Unscaled,Gaussian,absolute_residual,0.75625,521094302003.6055,14.848809392195191,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,38,Empirical_copula,Gaussian,absolute_residual,0.74625,4686651910.665975,18.990221564655133,0.0009992122650146484,0.6,equicorrelated,True,7200,800
0.05,10,100,39,TSCP_R,Gaussian,absolute_residual,0.96625,96862774005.01826,27.069787236322167,0.0029914379119873047,0.6,equicorrelated,True,7200,800
0.05,10,100,39,Point_CHR,Gaussian,absolute_residual,0.98375,475815451779.43646,36.85097660304718,0.0009965896606445312,0.6,equicorrelated,True,7200,800
0.05,10,100,39,Unscaled,Gaussian,absolute_residual,0.94625,18047397146329.973,21.166129919792784,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,39,Empirical_copula,Gaussian,absolute_residual,0.90375,28483374296.952053,25.83777137990034,0.0009996891021728516,0.6,equicorrelated,True,7200,800
0.1,10,100,39,TSCP_R,Gaussian,absolute_residual,0.91,26947625684.20686,23.87365740425267,0.0030057430267333984,0.6,equicorrelated,True,7200,800
0.1,10,100,39,Point_CHR,Gaussian,absolute_residual,0.92875,56834509493.63271,24.523546651583175,0.0010001659393310547,0.6,equicorrelated,True,7200,800
0.1,10,100,39,Unscaled,Gaussian,absolute_residual,0.8925,4939796933165.417,18.593917924963822,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,39,Empirical_copula,Gaussian,absolute_residual,0.90375,28483374296.952053,25.83777137990034,0.0009992122650146484,0.6,equicorrelated,True,7200,800
0.2,10,100,39,TSCP_R,Gaussian,absolute_residual,0.825,7178723946.429309,20.764120582179036,0.0030057430267333984,0.6,equicorrelated,True,7200,800
0.2,10,100,39,Point_CHR,Gaussian,absolute_residual,0.8325,13436649760.488178,22.058260473931846,0.000995635986328125,0.6,equicorrelated,True,7200,800
0.2,10,100,39,Unscaled,Gaussian,absolute_residual,0.785,571045278476.2323,14.98535564708896,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,39,Empirical_copula,Gaussian,absolute_residual,0.7875,6147575572.332703,21.166129919722756,0.00099945068359375,0.6,equicorrelated,True,7200,800
0.05,10,100,40,TSCP_R,Gaussian,absolute_residual,0.98875,301367069862.4573,29.998369777842623,0.0040035247802734375,0.6,equicorrelated,True,7200,800
0.05,10,100,40,Point_CHR,Gaussian,absolute_residual,0.995,1108817544767.6243,33.90550739248755,0.0010111331939697266,0.6,equicorrelated,True,7200,800
0.05,10,100,40,Unscaled,Gaussian,absolute_residual,0.9125,8643413793187.89,19.663848995655734,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,40,Empirical_copula,Gaussian,absolute_residual,0.97,150446498378.62595,29.986179662798563,0.0009856224060058594,0.6,equicorrelated,True,7200,800
0.1,10,100,40,TSCP_R,Gaussian,absolute_residual,0.92625,34573824581.92193,24.216996217905677,0.004006624221801758,0.6,equicorrelated,True,7200,800
0.1,10,100,40,Point_CHR,Gaussian,absolute_residual,0.93125,57827250298.8457,24.712769076898667,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,40,Unscaled,Gaussian,absolute_residual,0.88125,4350107857732.5293,18.359041456178115,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,40,Empirical_copula,Gaussian,absolute_residual,0.86,18885252767.583668,19.897991924832766,0.000997304916381836,0.6,equicorrelated,True,7200,800
0.2,10,100,40,TSCP_R,Gaussian,absolute_residual,0.83375,9797182544.013586,21.316703537934103,0.003002643585205078,0.6,equicorrelated,True,7200,800
0.2,10,100,40,Point_CHR,Gaussian,absolute_residual,0.83875,13077832742.155647,19.865285974286856,0.0009989738464355469,0.6,equicorrelated,True,7200,800
0.2,10,100,40,Unscaled,Gaussian,absolute_residual,0.83875,1559532539778.043,16.5691200302883,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,40,Empirical_copula,Gaussian,absolute_residual,0.7725,4587528709.832184,19.17652516758989,0.0010001659393310547,0.6,equicorrelated,True,7200,800
0.05,10,100,41,TSCP_R,Gaussian,absolute_residual,0.93625,57888268371.0356,27.325920245955935,0.0040051937103271484,0.6,equicorrelated,True,7200,800
0.05,10,100,41,Point_CHR,Gaussian,absolute_residual,0.96875,334334626515.71094,38.077923189331955,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,41,Unscaled,Gaussian,absolute_residual,0.96125,35379400929622.0,22.63992831894978,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,41,Empirical_copula,Gaussian,absolute_residual,0.87375,24202700556.046223,26.67989923924475,0.0010082721710205078,0.6,equicorrelated,True,7200,800
0.1,10,100,41,TSCP_R,Gaussian,absolute_residual,0.86,15745456690.146416,23.88613441586231,0.0019958019256591797,0.6,equicorrelated,True,7200,800
0.1,10,100,41,Point_CHR,Gaussian,absolute_residual,0.885,26017670022.94603,26.822022143517792,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,41,Unscaled,Gaussian,absolute_residual,0.865,3137910489410.4766,17.769043685988468,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,41,Empirical_copula,Gaussian,absolute_residual,0.81,8359924585.183725,23.60625323761089,0.0010006427764892578,0.6,equicorrelated,True,7200,800
0.2,10,100,41,TSCP_R,Gaussian,absolute_residual,0.78375,5954335891.517873,21.949040397708725,0.003004312515258789,0.6,equicorrelated,True,7200,800
0.2,10,100,41,Point_CHR,Gaussian,absolute_residual,0.7925,9254021258.931171,25.547653850150553,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,41,Unscaled,Gaussian,absolute_residual,0.81375,1055853742966.2325,15.935304858506123,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,41,Empirical_copula,Gaussian,absolute_residual,0.71875,2695896502.990509,21.362917777160163,0.0009982585906982422,0.6,equicorrelated,True,7200,800
0.05,10,100,42,TSCP_R,Gaussian,absolute_residual,0.93875,71263120390.20288,26.38515554887473,0.003998756408691406,0.6,equicorrelated,True,7200,800
0.05,10,100,42,Point_CHR,Gaussian,absolute_residual,0.95875,145327582471.8909,31.827697543233114,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,42,Unscaled,Gaussian,absolute_residual,0.9375,20541348442921.945,21.44188166951974,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,42,Empirical_copula,Gaussian,absolute_residual,0.9175,49263975867.42081,25.80846756519049,0.000997781753540039,0.6,equicorrelated,True,7200,800
0.1,10,100,42,TSCP_R,Gaussian,absolute_residual,0.89875,28178161251.95725,23.970039889933517,0.002997875213623047,0.6,equicorrelated,True,7200,800
0.1,10,100,42,Point_CHR,Gaussian,absolute_residual,0.9325,76486713565.41422,28.881050035775488,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,42,Unscaled,Gaussian,absolute_residual,0.89,4136680292810.8574,18.266914487838196,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,42,Empirical_copula,Gaussian,absolute_residual,0.88625,25713230196.789528,25.020441538267242,0.0020072460174560547,0.6,equicorrelated,True,7200,800
0.2,10,100,42,TSCP_R,Gaussian,absolute_residual,0.7975,4716011134.004116,19.940180501429374,0.0019941329956054688,0.6,equicorrelated,True,7200,800
0.2,10,100,42,Point_CHR,Gaussian,absolute_residual,0.835,14053541098.510302,23.895511338072843,0.0009915828704833984,0.6,equicorrelated,True,7200,800
0.2,10,100,42,Unscaled,Gaussian,absolute_residual,0.76875,525805344282.54565,14.862179409106089,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,42,Empirical_copula,Gaussian,absolute_residual,0.75375,3020747721.3631988,19.61444732051505,0.0010080337524414062,0.6,equicorrelated,True,7200,800
0.05,10,100,43,TSCP_R,Gaussian,absolute_residual,0.95375,81981540159.25606,29.606416503030253,0.00400543212890625,0.6,equicorrelated,True,7200,800
0.05,10,100,43,Point_CHR,Gaussian,absolute_residual,0.91375,60436159506.34503,29.289722532974075,0.0009963512420654297,0.6,equicorrelated,True,7200,800
0.05,10,100,43,Unscaled,Gaussian,absolute_residual,0.97,29855988535608.465,22.258871665035123,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.945,79043957040.70009,26.014522940435896,0.001001119613647461,0.6,equicorrelated,True,7200,800
0.1,10,100,43,TSCP_R,Gaussian,absolute_residual,0.90375,30122701302.608654,26.745560051936387,0.002997875213623047,0.6,equicorrelated,True,7200,800
0.1,10,100,43,Point_CHR,Gaussian,absolute_residual,0.87875,19427206698.712975,27.232871660001827,0.0009996891021728516,0.6,equicorrelated,True,7200,800
0.1,10,100,43,Unscaled,Gaussian,absolute_residual,0.94625,13792152468358.887,20.604553364105136,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.8775,23613853221.17339,25.933942804659278,0.001001119613647461,0.6,equicorrelated,True,7200,800
0.2,10,100,43,TSCP_R,Gaussian,absolute_residual,0.845,11219733494.316408,24.251427124593217,0.003003835678100586,0.6,equicorrelated,True,7200,800
0.2,10,100,43,Point_CHR,Gaussian,absolute_residual,0.79,5439506005.780311,22.784802863162106,0.0009975433349609375,0.6,equicorrelated,True,7200,800
0.2,10,100,43,Unscaled,Gaussian,absolute_residual,0.8325,1513647071187.808,16.51971165031301,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.84625,16145357045.067362,25.404111363370795,0.0009975433349609375,0.6,equicorrelated,True,7200,800
0.05,10,100,44,TSCP_R,Gaussian,absolute_residual,0.92,38503944186.64483,27.60497716250706,0.005005359649658203,0.6,equicorrelated,True,7200,800
0.05,10,100,44,Point_CHR,Gaussian,absolute_residual,0.96125,194482023419.0042,31.375358937399405,0.0009911060333251953,0.6,equicorrelated,True,7200,800
0.05,10,100,44,Unscaled,Gaussian,absolute_residual,0.9625,31866784291984.332,22.404426116944098,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.88375,25390492562.23137,26.61734441683057,0.0020074844360351562,0.6,equicorrelated,True,7200,800
0.1,10,100,44,TSCP_R,Gaussian,absolute_residual,0.88625,18940303562.213013,25.646202016842476,0.006003141403198242,0.6,equicorrelated,True,7200,800
0.1,10,100,44,Point_CHR,Gaussian,absolute_residual,0.91625,39481560344.1176,24.6034371828102,0.0009963512420654297,0.6,equicorrelated,True,7200,800
0.1,10,100,44,Unscaled,Gaussian,absolute_residual,0.85625,2305368770944.9214,17.229554199464342,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.82875,10599939198.049858,24.829435220570833,0.0009944438934326172,0.6,equicorrelated,True,7200,800
0.2,10,100,44,TSCP_R,Gaussian,absolute_residual,0.7925,5853114036.189508,22.604630143376493,0.0029990673065185547,0.6,equicorrelated,True,7200,800
0.2,10,100,44,Point_CHR,Gaussian,absolute_residual,0.80875,7542708520.814215,20.718170856318576,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,44,Unscaled,Gaussian,absolute_residual,0.8125,872845644052.7463,15.634850932116072,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.74625,3818844111.8261337,22.404426116866702,0.00099945068359375,0.6,equicorrelated,True,7200,800
0.05,10,100,45,TSCP_R,Gaussian,absolute_residual,0.9425,72212912750.76065,29.56104437726832,0.0039942264556884766,0.6,equicorrelated,True,7200,800
0.05,10,100,45,Point_CHR,Gaussian,absolute_residual,0.97375,172703261429.50427,33.83152825346789,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,45,Unscaled,Gaussian,absolute_residual,0.985,91367279942392.25,24.89310491997669,0.0,0.6,equicorrelated,True,7200,800
0.05,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.8975,35215414391.16563,26.873743530008493,0.001008749008178711,0.6,equicorrelated,True,7200,800
0.1,10,100,45,TSCP_R,Gaussian,absolute_residual,0.91625,39910278502.41434,27.820132133725057,0.003993511199951172,0.6,equicorrelated,True,7200,800
0.1,10,100,45,Point_CHR,Gaussian,absolute_residual,0.91625,48194812143.57029,29.29440077522399,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,45,Unscaled,Gaussian,absolute_residual,0.93875,15370592046908.754,20.82903067694767,0.0,0.6,equicorrelated,True,7200,800
0.1,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.8825,22627323667.7176,26.80010433952316,0.0010051727294921875,0.6,equicorrelated,True,7200,800
0.2,10,100,45,TSCP_R,Gaussian,absolute_residual,0.86125,14330607654.96889,25.108377163443905,0.002001523971557617,0.6,equicorrelated,True,7200,800
0.2,10,100,45,Point_CHR,Gaussian,absolute_residual,0.82875,12372702754.911663,25.56803025060384,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,45,Unscaled,Gaussian,absolute_residual,0.875,3384653123624.4834,17.904055550449552,0.0,0.6,equicorrelated,True,7200,800
0.2,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.8475,10839518678.360828,25.772805353437416,0.0009984970092773438,0.6,equicorrelated,True,7200,800
0.05,10,100,46,TSCP_R,Gaussian,absolute_residual,0.9925,357642628489.60913,30.695761191814505,0.003994464874267578,0.6,equicorrelated,True,7200,800
