alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,correlation,correlation_structure,redraw_train_test,n_train,n_test
0.1,10,30,9,TSCP_R,Gaussian,absolute_residual,0.85875,43793215307.920845,26.132398997684696,0.0018873214721679688,0.0,equicorrelated,True,7200,800
0.1,10,30,9,Point_CHR,Gaussian,absolute_residual,0.9325,98590916209.3117,31.3448006377246,0.0020024776458740234,0.0,equicorrelated,True,7200,800
0.1,10,30,9,Unscaled,Gaussian,absolute_residual,0.885,7150828311342.882,19.294593581672768,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,9,Empirical_copula,Gaussian,absolute_residual,0.6825,8792617152.004763,23.116510201646587,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,10,TSCP_R,Gaussian,absolute_residual,0.7675,23464705276.552498,23.270398284438393,0.0020062923431396484,0.0,equicorrelated,True,7200,800
0.1,10,30,10,Point_CHR,Gaussian,absolute_residual,0.97625,487263196997.28064,28.28628303149236,0.00099945068359375,0.0,equicorrelated,True,7200,800
0.1,10,30,10,Unscaled,Gaussian,absolute_residual,0.76,1234363010587.6182,16.18617717504921,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,10,Empirical_copula,Gaussian,absolute_residual,0.56125,6070458753.123755,19.964653830986506,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,11,TSCP_R,Gaussian,absolute_residual,0.905,74952627864.97594,26.626508939134627,0.0019981861114501953,0.0,equicorrelated,True,7200,800
0.1,10,30,11,Point_CHR,Gaussian,absolute_residual,0.9475,416496809236.6064,41.70755178312827,0.0009989738464355469,0.0,equicorrelated,True,7200,800
0.1,10,30,11,Unscaled,Gaussian,absolute_residual,0.79,1495130383746.9365,16.499390704384233,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,11,Empirical_copula,Gaussian,absolute_residual,0.64375,7794047705.718764,24.02109301113206,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,12,TSCP_R,Gaussian,absolute_residual,0.94625,160623330660.81274,32.65100248873111,0.0038962364196777344,0.0,equicorrelated,True,7200,800
0.1,10,30,12,Point_CHR,Gaussian,absolute_residual,0.945,364301946298.1249,30.59892769900348,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,12,Unscaled,Gaussian,absolute_residual,0.9225,9055107960558.86,19.755560835254883,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,12,Empirical_copula,Gaussian,absolute_residual,0.7775,17022484585.001337,30.13166436636164,0.0009975433349609375,0.0,equicorrelated,True,7200,800
0.1,10,30,13,TSCP_R,Gaussian,absolute_residual,0.8325,22562856893.791412,22.248083085456006,0.0029687881469726562,0.0,equicorrelated,True,7200,800
0.1,10,30,13,Point_CHR,Gaussian,absolute_residual,0.93875,476837058404.5107,37.798334438774404,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,13,Unscaled,Gaussian,absolute_residual,0.87,3074147137836.1187,17.73260193419876,0.0009593963623046875,0.0,equicorrelated,True,7200,800
0.1,10,30,13,Empirical_copula,Gaussian,absolute_residual,0.58875,3724670227.323793,19.96812702026746,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,14,TSCP_R,Gaussian,absolute_residual,0.87375,47602866702.32676,29.231138561834626,0.002000093460083008,0.0,equicorrelated,True,7200,800
0.1,10,30,14,Point_CHR,Gaussian,absolute_residual,0.86875,124143014724.96243,31.472684357785305,0.0010073184967041016,0.0,equicorrelated,True,7200,800
0.1,10,30,14,Unscaled,Gaussian,absolute_residual,0.8925,5297947668104.631,18.724523145909732,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,14,Empirical_copula,Gaussian,absolute_residual,0.59625,5861114005.483052,27.605473625731232,0.0008895397186279297,0.0,equicorrelated,True,7200,800
0.1,10,30,15,TSCP_R,Gaussian,absolute_residual,0.89,48470693283.977455,22.38001025069392,0.00299072265625,0.0,equicorrelated,True,7200,800
0.1,10,30,15,Point_CHR,Gaussian,absolute_residual,0.98625,3231530118100.689,42.76208196592134,0.0009987354278564453,0.0,equicorrelated,True,7200,800
0.1,10,30,15,Unscaled,Gaussian,absolute_residual,0.86375,3729652672206.781,18.078685050073457,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,15,Empirical_copula,Gaussian,absolute_residual,0.69875,7749896534.339185,21.76007096367098,0.001007080078125,0.0,equicorrelated,True,7200,800
0.1,10,30,16,TSCP_R,Gaussian,absolute_residual,0.97,355178644818.4338,32.16292086694261,0.002998828887939453,0.0,equicorrelated,True,7200,800
0.1,10,30,16,Point_CHR,Gaussian,absolute_residual,0.96625,2063913479090.515,39.63507013236675,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,16,Unscaled,Gaussian,absolute_residual,0.89125,13441516501165.58,20.551561592475316,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,16,Empirical_copula,Gaussian,absolute_residual,0.7575,23967566263.14215,27.0387793525685,0.0010004043579101562,0.0,equicorrelated,True,7200,800
0.1,10,30,17,TSCP_R,Gaussian,absolute_residual,0.96625,400844686602.0449,32.567400603691695,0.0029985904693603516,0.0,equicorrelated,True,7200,800
0.1,10,30,17,Point_CHR,Gaussian,absolute_residual,0.95,455022045255.19836,39.005752591495906,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,17,Unscaled,Gaussian,absolute_residual,0.92625,13305739488241.14,20.530706835904468,0.000993490219116211,0.0,equicorrelated,True,7200,800
0.1,10,30,17,Empirical_copula,Gaussian,absolute_residual,0.75,23250941684.00176,27.096156075428183,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,18,TSCP_R,Gaussian,absolute_residual,0.9775,416977951295.5096,33.19867416711375,0.0029888153076171875,0.0,equicorrelated,True,7200,800
0.1,10,30,18,Point_CHR,Gaussian,absolute_residual,0.99375,3216954023776.429,45.412549540025594,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,18,Unscaled,Gaussian,absolute_residual,0.90625,9255837019496.916,19.79892314800804,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,18,Empirical_copula,Gaussian,absolute_residual,0.81625,33907674681.469723,25.77144361254261,0.0010111331939697266,0.0,equicorrelated,True,7200,800
0.1,10,30,19,TSCP_R,Gaussian,absolute_residual,0.915,72925991557.28247,28.10916865582592,0.0029985904693603516,0.0,equicorrelated,True,7200,800
0.1,10,30,19,Point_CHR,Gaussian,absolute_residual,0.945,176113912893.0332,34.958457985860704,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,19,Unscaled,Gaussian,absolute_residual,0.91625,10536248552014.13,20.05712128663029,0.0010008811950683594,0.0,equicorrelated,True,7200,800
0.1,10,30,19,Empirical_copula,Gaussian,absolute_residual,0.79375,14528919281.906086,25.19158582468784,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,20,TSCP_R,Gaussian,absolute_residual,0.82625,30746352618.851063,26.188001177702454,0.0019991397857666016,0.0,equicorrelated,True,7200,800
0.1,10,30,20,Point_CHR,Gaussian,absolute_residual,0.895,97909235893.99774,32.484748931998624,0.00099945068359375,0.0,equicorrelated,True,7200,800
0.1,10,30,20,Unscaled,Gaussian,absolute_residual,0.88,5921692020700.218,18.934096300893632,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,20,Empirical_copula,Gaussian,absolute_residual,0.7,9889723024.628574,23.499272262388985,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,21,TSCP_R,Gaussian,absolute_residual,0.9325,159162421758.6279,36.41023084006365,0.002012491226196289,0.0,equicorrelated,True,7200,800
0.1,10,30,21,Point_CHR,Gaussian,absolute_residual,0.85125,1818573990759.8315,40.88705279107366,0.0009906291961669922,0.0,equicorrelated,True,7200,800
0.1,10,30,21,Unscaled,Gaussian,absolute_residual,0.96125,35542333332048.516,22.650333118030996,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,21,Empirical_copula,Gaussian,absolute_residual,0.64375,13738423551.73819,24.458150669237757,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,22,TSCP_R,Gaussian,absolute_residual,0.89375,49894532344.542244,29.433069115905965,0.0030002593994140625,0.0,equicorrelated,True,7200,800
0.1,10,30,22,Point_CHR,Gaussian,absolute_residual,0.8675,67334571648.7646,40.151370849619816,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,22,Unscaled,Gaussian,absolute_residual,0.80625,2405276538251.6055,17.3028045271249,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,22,Empirical_copula,Gaussian,absolute_residual,0.63,6230850809.520872,28.727469889630335,0.0009992122650146484,0.0,equicorrelated,True,7200,800
0.1,10,30,23,TSCP_R,Gaussian,absolute_residual,0.8975,50837882641.81391,28.414580703508044,0.00299835205078125,0.0,equicorrelated,True,7200,800
0.1,10,30,23,Point_CHR,Gaussian,absolute_residual,0.91875,92462097235.56108,34.476254632166466,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,23,Unscaled,Gaussian,absolute_residual,0.955,34679433831665.0,22.594732281509536,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,23,Empirical_copula,Gaussian,absolute_residual,0.685,8631525116.481041,23.10990243288942,0.0009999275207519531,0.0,equicorrelated,True,7200,800
0.1,10,30,24,TSCP_R,Gaussian,absolute_residual,0.95625,205092452698.89468,33.4495703653224,0.0029985904693603516,0.0,equicorrelated,True,7200,800
0.1,10,30,24,Point_CHR,Gaussian,absolute_residual,0.94125,306380027267.7161,31.333948322342465,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,24,Unscaled,Gaussian,absolute_residual,0.92375,12638009157134.07,20.425272841812095,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,24,Empirical_copula,Gaussian,absolute_residual,0.62375,9458534015.316889,20.861459274263453,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,25,TSCP_R,Gaussian,absolute_residual,0.91625,72379159597.58986,26.42864530653415,0.003000974655151367,0.0,equicorrelated,True,7200,800
0.1,10,30,25,Point_CHR,Gaussian,absolute_residual,0.9675,364666726174.3379,30.818219903429664,0.0009984970092773438,0.0,equicorrelated,True,7200,800
0.1,10,30,25,Unscaled,Gaussian,absolute_residual,0.8925,7152444935437.467,19.29502973998457,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,25,Empirical_copula,Gaussian,absolute_residual,0.71625,10727206560.145628,19.864384263896547,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,26,TSCP_R,Gaussian,absolute_residual,0.96125,223123634612.50885,30.296788026063112,0.0030012130737304688,0.0,equicorrelated,True,7200,800
0.1,10,30,26,Point_CHR,Gaussian,absolute_residual,0.96625,412672941169.3756,28.36825673292281,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,26,Unscaled,Gaussian,absolute_residual,0.91875,11553239722920.11,20.242790407616422,0.0,0.0,equicorrelated,True,7200,800
