alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,redraw_train_test,n_train,n_test,noise_ratio
0.1,10,100,174,Empirical_copula,Gaussian,absolute_residual,0.80375,25120021.398407836,14.026318136384889,0.0010075569152832031,True,7200,800,5
0.1,10,100,175,TSCP_R,Gaussian,absolute_residual,0.9225,66843034.47904859,12.726069154208766,0.0029964447021484375,True,7200,800,5
0.1,10,100,175,Point_CHR,Gaussian,absolute_residual,0.94625,132545348.53988485,15.641255471970373,0.0010027885437011719,True,7200,800,5
0.1,10,100,175,Unscaled,Gaussian,absolute_residual,0.8875,4470683137.421378,9.226508560087412,0.0,True,7200,800,5
0.1,10,100,175,Empirical_copula,Gaussian,absolute_residual,0.845,25567056.7408343,11.143604041755065,0.0010006427764892578,True,7200,800,5
0.1,10,100,176,TSCP_R,Gaussian,absolute_residual,0.8875,49717278.059516355,12.234368038188148,0.004002571105957031,True,7200,800,5
0.1,10,100,176,Point_CHR,Gaussian,absolute_residual,0.93125,134825855.1722482,14.790931079823032,0.0010159015655517578,True,7200,800,5
0.1,10,100,176,Unscaled,Gaussian,absolute_residual,0.87375,3247057786.470422,8.936120198158097,0.0,True,7200,800,5
0.1,10,100,176,Empirical_copula,Gaussian,absolute_residual,0.80125,24977549.475994,10.422759232174656,0.0009882450103759766,True,7200,800,5
0.1,10,100,177,TSCP_R,Gaussian,absolute_residual,0.85625,30974625.4486515,12.908009253774315,0.00299835205078125,True,7200,800,5
0.1,10,100,177,Point_CHR,Gaussian,absolute_residual,0.85375,32743012.639822308,11.583977914070484,0.001001119613647461,True,7200,800,5
0.1,10,100,177,Unscaled,Gaussian,absolute_residual,0.9025,5916416013.20183,9.48868152548739,0.0,True,7200,800,5
0.1,10,100,177,Empirical_copula,Gaussian,absolute_residual,0.75,14364370.605945813,11.06427296874049,0.001001596450805664,True,7200,800,5
0.1,10,100,178,TSCP_R,Gaussian,absolute_residual,0.91,47965732.95698275,11.964725058507744,0.004006624221801758,True,7200,800,5
0.1,10,100,178,Point_CHR,Gaussian,absolute_residual,0.8975,41638596.39598344,11.803984484578846,0.0009982585906982422,True,7200,800,5
0.1,10,100,178,Unscaled,Gaussian,absolute_residual,0.925,7272241054.752348,9.686498746728592,0.0,True,7200,800,5
0.1,10,100,178,Empirical_copula,Gaussian,absolute_residual,0.82875,19833737.831645977,11.143157528960115,0.0009992122650146484,True,7200,800,5
0.1,10,100,179,TSCP_R,Gaussian,absolute_residual,0.92125,45460772.092672616,12.795880312791555,0.005001544952392578,True,7200,800,5
0.1,10,100,179,Point_CHR,Gaussian,absolute_residual,0.92625,82978471.69930992,13.595916980262796,0.0009999275207519531,True,7200,800,5
0.1,10,100,179,Unscaled,Gaussian,absolute_residual,0.90625,5655591894.418665,9.445997065832952,0.0,True,7200,800,5
0.1,10,100,179,Empirical_copula,Gaussian,absolute_residual,0.8275,19696249.703676175,12.856961552306773,0.0010056495666503906,True,7200,800,5
0.1,10,100,180,TSCP_R,Gaussian,absolute_residual,0.945,70933727.54587913,15.16233709258728,0.0029976367950439453,True,7200,800,5
0.1,10,100,180,Point_CHR,Gaussian,absolute_residual,0.96875,135377786.3135161,18.33601299565661,0.0,True,7200,800,5
0.1,10,100,180,Unscaled,Gaussian,absolute_residual,0.8925,3746262668.36417,9.064833310807453,0.0,True,7200,800,5
0.1,10,100,180,Empirical_copula,Gaussian,absolute_residual,0.82125,20771797.0593857,14.109787461552905,0.002001523971557617,True,7200,800,5
0.1,10,100,181,TSCP_R,Gaussian,absolute_residual,0.9375,89452969.18332213,13.96161805616582,0.004001617431640625,True,7200,800,5
0.1,10,100,181,Point_CHR,Gaussian,absolute_residual,0.86875,41801687.408923864,13.795370181856107,0.0010027885437011719,True,7200,800,5
0.1,10,100,181,Unscaled,Gaussian,absolute_residual,0.87875,3237482984.581797,8.933481645535428,0.0,True,7200,800,5
0.1,10,100,181,Empirical_copula,Gaussian,absolute_residual,0.8425,35447496.41575696,14.004715921360239,0.0010004043579101562,True,7200,800,5
0.1,10,100,182,TSCP_R,Gaussian,absolute_residual,0.91375,37502791.80131684,12.923657688497155,0.003020048141479492,True,7200,800,5
0.1,10,100,182,Point_CHR,Gaussian,absolute_residual,0.88875,35385744.05890354,13.732865890663259,0.0009725093841552734,True,7200,800,5
0.1,10,100,182,Unscaled,Gaussian,absolute_residual,0.915,4397291270.871653,9.211249020891621,0.0,True,7200,800,5
0.1,10,100,182,Empirical_copula,Gaussian,absolute_residual,0.8225,15941416.458064876,11.948558277763475,0.0009992122650146484,True,7200,800,5
0.1,10,100,183,TSCP_R,Gaussian,absolute_residual,0.91125,44960203.932969145,12.130957443653935,0.004002571105957031,True,7200,800,5
0.1,10,100,183,Point_CHR,Gaussian,absolute_residual,0.96625,296889741.1775459,19.392209353952545,0.0,True,7200,800,5
0.1,10,100,183,Unscaled,Gaussian,absolute_residual,0.915,5814721655.178028,9.472244355804046,0.0,True,7200,800,5
0.1,10,100,183,Empirical_copula,Gaussian,absolute_residual,0.835,25873036.14670948,10.31619452705348,0.0009963512420654297,True,7200,800,5
0.1,10,100,184,TSCP_R,Gaussian,absolute_residual,0.87,34494168.86252507,11.511960488612559,0.003999948501586914,True,7200,800,5
0.1,10,100,184,Point_CHR,Gaussian,absolute_residual,0.8375,38430721.15034424,12.172521272404818,0.0,True,7200,800,5
0.1,10,100,184,Unscaled,Gaussian,absolute_residual,0.83125,1555171662.435594,8.301906415423394,0.0010099411010742188,True,7200,800,5
0.1,10,100,184,Empirical_copula,Gaussian,absolute_residual,0.785,14329908.178870121,10.885578054172406,0.0009963512420654297,True,7200,800,5
0.1,10,100,185,TSCP_R,Gaussian,absolute_residual,0.895,66866460.500136435,13.160362633987301,0.0039980411529541016,True,7200,800,5
0.1,10,100,185,Point_CHR,Gaussian,absolute_residual,0.8975,66182146.909235224,12.48469757856391,0.0,True,7200,800,5
0.1,10,100,185,Unscaled,Gaussian,absolute_residual,0.84875,1475236025.6269307,8.258214344681443,0.0,True,7200,800,5
0.1,10,100,185,Empirical_copula,Gaussian,absolute_residual,0.8325,25910635.316438474,13.61804729104049,0.0020012855529785156,True,7200,800,5
0.1,10,100,186,TSCP_R,Gaussian,absolute_residual,0.90875,53662314.063458845,12.579809292178206,0.004013538360595703,True,7200,800,5
0.1,10,100,186,Point_CHR,Gaussian,absolute_residual,0.93625,84445219.94594352,12.209903234405683,0.0009930133819580078,True,7200,800,5
0.1,10,100,186,Unscaled,Gaussian,absolute_residual,0.86375,2773243295.54762,8.796274976152088,0.0,True,7200,800,5
0.1,10,100,186,Empirical_copula,Gaussian,absolute_residual,0.85625,25461292.39422437,11.25146818690313,0.00099945068359375,True,7200,800,5
0.1,10,100,187,TSCP_R,Gaussian,absolute_residual,0.91125,44158812.83465015,11.268067024892025,0.004007816314697266,True,7200,800,5
0.1,10,100,187,Point_CHR,Gaussian,absolute_residual,0.9075,48980704.22648988,10.851673005636906,0.0,True,7200,800,5
0.1,10,100,187,Unscaled,Gaussian,absolute_residual,0.84625,1173111137.9954975,8.071122071171375,0.0,True,7200,800,5
0.1,10,100,187,Empirical_copula,Gaussian,absolute_residual,0.84375,19064681.52656048,11.42715740620207,0.001993894577026367,True,7200,800,5
0.1,10,100,188,TSCP_R,Gaussian,absolute_residual,0.89,33094487.778347917,13.78660256796617,0.003996849060058594,True,7200,800,5
0.1,10,100,188,Point_CHR,Gaussian,absolute_residual,0.945,175545119.409385,19.10758545316468,0.0010030269622802734,True,7200,800,5
0.1,10,100,188,Unscaled,Gaussian,absolute_residual,0.9475,13750283693.538824,10.323599926466919,0.0,True,7200,800,5
0.1,10,100,188,Empirical_copula,Gaussian,absolute_residual,0.795,14203408.01207332,12.089690007645512,0.0010004043579101562,True,7200,800,5
0.1,10,100,189,TSCP_R,Gaussian,absolute_residual,0.92375,57531385.93398582,14.676642811468229,0.004000663757324219,True,7200,800,5
0.1,10,100,189,Point_CHR,Gaussian,absolute_residual,0.89375,33414656.583370287,11.34621229087302,0.0010082721710205078,True,7200,800,5
0.1,10,100,189,Unscaled,Gaussian,absolute_residual,0.925,5621047998.673193,9.4402116080198,0.0,True,7200,800,5
0.1,10,100,189,Empirical_copula,Gaussian,absolute_residual,0.87375,25344609.33620869,12.47546011639745,0.000997781753540039,True,7200,800,5
0.1,10,100,190,TSCP_R,Gaussian,absolute_residual,0.885,35064207.61264257,12.341917994566305,0.003999233245849609,True,7200,800,5
0.1,10,100,190,Point_CHR,Gaussian,absolute_residual,0.9025,64808688.67091792,14.238240672114731,0.0010020732879638672,True,7200,800,5
0.1,10,100,190,Unscaled,Gaussian,absolute_residual,0.86875,2659199667.449268,8.759414841107956,0.0,True,7200,800,5
0.1,10,100,190,Empirical_copula,Gaussian,absolute_residual,0.7575,12132141.63846871,10.758226186767839,0.0010085105895996094,True,7200,800,5
0.1,10,100,191,TSCP_R,Gaussian,absolute_residual,0.90125,40789281.804845504,11.459684200200513,0.004010438919067383,True,7200,800,5
0.1,10,100,191,Point_CHR,Gaussian,absolute_residual,0.88125,27318488.37778752,12.113618176680355,0.0009975433349609375,True,7200,800,5
0.1,10,100,191,Unscaled,Gaussian,absolute_residual,0.8525,1560224947.9671533,8.304600052934774,0.0,True,7200,800,5
0.1,10,100,191,Empirical_copula,Gaussian,absolute_residual,0.84375,22890870.860042393,11.505892998105487,0.0009996891021728516,True,7200,800,5
0.1,10,100,192,TSCP_R,Gaussian,absolute_residual,0.84,23005919.623256333,12.725295986996661,0.0029909610748291016,True,7200,800,5
0.1,10,100,192,Point_CHR,Gaussian,absolute_residual,0.815,27605104.82925201,12.80942282848144,0.0,True,7200,800,5
0.1,10,100,192,Unscaled,Gaussian,absolute_residual,0.9025,5821627725.870324,9.473368761357882,0.0,True,7200,800,5
0.1,10,100,192,Empirical_copula,Gaussian,absolute_residual,0.72125,11017721.926833479,11.301969856347554,0.0010001659393310547,True,7200,800,5
0.1,10,100,193,TSCP_R,Gaussian,absolute_residual,0.865,32700770.352034982,12.598934035108963,0.0029926300048828125,True,7200,800,5
0.1,10,100,193,Point_CHR,Gaussian,absolute_residual,0.935,111197150.5771285,15.926368246229856,0.0010001659393310547,True,7200,800,5
0.1,10,100,193,Unscaled,Gaussian,absolute_residual,0.9,3958223759.124638,9.114860664256746,0.0,True,7200,800,5
0.1,10,100,193,Empirical_copula,Gaussian,absolute_residual,0.76875,12477250.043081898,11.281768106121024,0.0009999275207519531,True,7200,800,5
0.1,10,100,194,TSCP_R,Gaussian,absolute_residual,0.96625,130844755.50412314,14.063450094452408,0.00400233268737793,True,7200,800,5
0.1,10,100,194,Point_CHR,Gaussian,absolute_residual,0.9475,86358862.66395988,13.712325855072786,0.0,True,7200,800,5
0.1,10,100,194,Unscaled,Gaussian,absolute_residual,0.90125,5578782430.561901,9.433089227588393,0.0,True,7200,800,5
0.1,10,100,194,Empirical_copula,Gaussian,absolute_residual,0.915,40599043.424669765,13.712325855072786,0.001008749008178711,True,7200,800,5
0.1,10,100,195,TSCP_R,Gaussian,absolute_residual,0.91125,42146609.10411739,13.761389567177563,0.003997087478637695,True,7200,800,5
0.1,10,100,195,Point_CHR,Gaussian,absolute_residual,0.8775,30563918.745408762,13.537557638359878,0.0,True,7200,800,5
0.1,10,100,195,Unscaled,Gaussian,absolute_residual,0.915,7476745373.211984,9.713399678270637,0.0010025501251220703,True,7200,800,5
0.1,10,100,195,Empirical_copula,Gaussian,absolute_residual,0.83875,17892956.572818346,12.83606961377023,0.0009968280792236328,True,7200,800,5
0.1,10,100,196,TSCP_R,Gaussian,absolute_residual,0.97,134302934.69879717,14.654401229007227,0.0040149688720703125,True,7200,800,5
0.1,10,100,196,Point_CHR,Gaussian,absolute_residual,0.91875,74862707.59334974,15.290199123997407,0.0009922981262207031,True,7200,800,5
0.1,10,100,196,Unscaled,Gaussian,absolute_residual,0.92375,6555102144.350488,9.586452977316407,0.0,True,7200,800,5
0.1,10,100,196,Empirical_copula,Gaussian,absolute_residual,0.8725,26169684.559157606,11.72549634105381,0.0009992122650146484,True,7200,800,5
0.1,10,100,197,TSCP_R,Gaussian,absolute_residual,0.91625,60774897.76987954,14.791152902428134,0.003005504608154297,True,7200,800,5
0.1,10,100,197,Point_CHR,Gaussian,absolute_residual,0.94375,89961309.32322048,13.494493220842525,0.0009999275207519531,True,7200,800,5
0.1,10,100,197,Unscaled,Gaussian,absolute_residual,0.95625,11261087283.342253,10.119476180071578,0.0,True,7200,800,5
0.1,10,100,197,Empirical_copula,Gaussian,absolute_residual,0.82875,23806998.718868755,17.29106933248329,0.0009961128234863281,True,7200,800,5
0.1,10,100,198,TSCP_R,Gaussian,absolute_residual,0.92,78745816.43826452,14.055324186603627,0.0030007362365722656,True,7200,800,5
0.1,10,100,198,Point_CHR,Gaussian,absolute_residual,0.91875,69072706.59959249,12.526510605661208,0.0009980201721191406,True,7200,800,5
0.1,10,100,198,Unscaled,Gaussian,absolute_residual,0.9375,12831564103.32765,10.252457078151412,0.0,True,7200,800,5
0.1,10,100,198,Empirical_copula,Gaussian,absolute_residual,0.87875,38160113.06546095,11.97205477216356,0.0009996891021728516,True,7200,800,5
0.1,10,100,199,TSCP_R,Gaussian,absolute_residual,0.88375,43165966.72947841,13.166906227989392,0.002991199493408203,True,7200,800,5
0.1,10,100,199,Point_CHR,Gaussian,absolute_residual,0.915,64343491.65789778,13.030694062890824,0.0010137557983398438,True,7200,800,5
0.1,10,100,199,Unscaled,Gaussian,absolute_residual,0.9,5857398999.073305,9.479173685762516,0.0,True,7200,800,5
0.1,10,100,199,Empirical_copula,Gaussian,absolute_residual,0.77,15942828.73731702,11.863198436761204,0.000986337661743164,True,7200,800,5
0.1,10,100,0,TSCP_R,Gaussian,absolute_residual,0.92375,1411575770.037061,27.166795666408074,0.005001544952392578,True,7200,800,10
0.1,10,100,0,Point_CHR,Gaussian,absolute_residual,0.90125,1365050666.4367306,29.61576127389729,0.0,True,7200,800,10
0.1,10,100,0,Unscaled,Gaussian,absolute_residual,0.91375,4692433525049.155,18.498640518719196,0.0,True,7200,800,10
0.1,10,100,0,Empirical_copula,Gaussian,absolute_residual,0.8075,531075179.02320623,27.767868237975676,0.0019996166229248047,True,7200,800,10
0.1,10,100,1,TSCP_R,Gaussian,absolute_residual,0.8925,1442325317.9995522,28.37379671230231,0.00400090217590332,True,7200,800,10
0.1,10,100,1,Point_CHR,Gaussian,absolute_residual,0.915,2770959433.111436,31.001941624803784,0.0,True,7200,800,10
0.1,10,100,1,Unscaled,Gaussian,absolute_residual,0.92,6433438887729.226,19.091687541012384,0.0,True,7200,800,10
0.1,10,100,1,Empirical_copula,Gaussian,absolute_residual,0.805,518686808.05362016,26.152641369450325,0.0009992122650146484,True,7200,800,10
0.1,10,100,2,TSCP_R,Gaussian,absolute_residual,0.92375,1597215434.118805,25.632430830134425,0.004004716873168945,True,7200,800,10
0.1,10,100,2,Point_CHR,Gaussian,absolute_residual,0.9375,2963110498.7131023,28.78507560187413,0.0,True,7200,800,10
0.1,10,100,2,Unscaled,Gaussian,absolute_residual,0.89875,3089037894650.815,17.741172703471644,0.0,True,7200,800,10
0.1,10,100,2,Empirical_copula,Gaussian,absolute_residual,0.81,667579976.8975278,23.508723341905842,0.0009999275207519531,True,7200,800,10
0.1,10,100,3,TSCP_R,Gaussian,absolute_residual,0.91375,1714193605.286655,26.74978553038865,0.002993345260620117,True,7200,800,10
0.1,10,100,3,Point_CHR,Gaussian,absolute_residual,0.90625,2849943754.18588,28.46650829945387,0.0010085105895996094,True,7200,800,10
0.1,10,100,3,Unscaled,Gaussian,absolute_residual,0.89125,3251333449450.8696,17.83225029068576,0.0,True,7200,800,10
0.1,10,100,3,Empirical_copula,Gaussian,absolute_residual,0.8625,940908294.8642954,27.969996757008232,0.0009908676147460938,True,7200,800,10
0.1,10,100,4,TSCP_R,Gaussian,absolute_residual,0.90375,961922189.3896047,25.700221630814106,0.0030074119567871094,True,7200,800,10
0.1,10,100,4,Point_CHR,Gaussian,absolute_residual,0.9125,1085018513.5980785,28.584897139184854,0.000997304916381836,True,7200,800,10
0.1,10,100,4,Unscaled,Gaussian,absolute_residual,0.91375,4120961155190.9434,18.25996127151004,0.0,True,7200,800,10
0.1,10,100,4,Empirical_copula,Gaussian,absolute_residual,0.8275,549941879.9333909,23.841194894984866,0.0009999275207519531,True,7200,800,10
0.1,10,100,5,TSCP_R,Gaussian,absolute_residual,0.89875,1215742966.5518017,23.7622646923922,0.0030002593994140625,True,7200,800,10
0.1,10,100,5,Point_CHR,Gaussian,absolute_residual,0.94625,2189347232.8810177,27.21756643704071,0.0,True,7200,800,10
0.1,10,100,5,Unscaled,Gaussian,absolute_residual,0.88125,1804390081969.0566,16.81252887089341,0.0,True,7200,800,10
0.1,10,100,5,Empirical_copula,Gaussian,absolute_residual,0.795,510090220.52165633,22.886941403729583,0.0009946823120117188,True,7200,800,10
0.1,10,100,6,TSCP_R,Gaussian,absolute_residual,0.855,954406032.8478905,25.175287644404094,0.0029952526092529297,True,7200,800,10
0.1,10,100,6,Point_CHR,Gaussian,absolute_residual,0.8275,579268165.6247873,22.46787395744353,0.0010027885437011719,True,7200,800,10
0.1,10,100,6,Unscaled,Gaussian,absolute_residual,0.875,1547505129929.554,16.5562970464657,0.0,True,7200,800,10
0.1,10,100,6,Empirical_copula,Gaussian,absolute_residual,0.8,514349936.1095244,26.32881192729143,0.0009992122650146484,True,7200,800,10
0.1,10,100,7,TSCP_R,Gaussian,absolute_residual,0.91375,1857075149.0528016,26.975218637871954,0.004995822906494141,True,7200,800,10
0.1,10,100,7,Point_CHR,Gaussian,absolute_residual,0.905,2328754295.3381114,30.48036888564986,0.0,True,7200,800,10
0.1,10,100,7,Unscaled,Gaussian,absolute_residual,0.9175,4358684100406.8203,18.362657736208558,0.0,True,7200,800,10
0.1,10,100,7,Empirical_copula,Gaussian,absolute_residual,0.81625,595711475.6224208,21.69465547198289,0.001001596450805664,True,7200,800,10
0.1,10,100,8,TSCP_R,Gaussian,absolute_residual,0.87375,1052792121.4568261,24.334567813941764,0.002996206283569336,True,7200,800,10
0.1,10,100,8,Point_CHR,Gaussian,absolute_residual,0.89875,1589737231.9106522,28.925291235139078,0.001004934310913086,True,7200,800,10
0.1,10,100,8,Unscaled,Gaussian,absolute_residual,0.89125,3484702198912.9014,17.956288187213843,0.0,True,7200,800,10
0.1,10,100,8,Empirical_copula,Gaussian,absolute_residual,0.7625,447117453.07376224,21.55558789854193,0.0009965896606445312,True,7200,800,10
0.1,10,100,9,TSCP_R,Gaussian,absolute_residual,0.89375,1078338330.3544242,23.716928743528705,0.004010200500488281,True,7200,800,10
0.1,10,100,9,Point_CHR,Gaussian,absolute_residual,0.90625,1710770058.9652226,27.205504021128846,0.0,True,7200,800,10
0.1,10,100,9,Unscaled,Gaussian,absolute_residual,0.8875,1808552367330.6765,16.81640308905475,0.0,True,7200,800,10
0.1,10,100,9,Empirical_copula,Gaussian,absolute_residual,0.8425,550012629.1365243,20.540569452713715,0.002000570297241211,True,7200,800,10
0.1,10,100,10,TSCP_R,Gaussian,absolute_residual,0.8675,1139299110.9064305,21.460933084302724,0.0030050277709960938,True,7200,800,10
0.1,10,100,10,Point_CHR,Gaussian,absolute_residual,0.87875,1504852272.1741219,24.361068743518477,0.0009951591491699219,True,7200,800,10
0.1,10,100,10,Unscaled,Gaussian,absolute_residual,0.85625,1150945580514.1292,16.073315851218062,0.0,True,7200,800,10
0.1,10,100,10,Empirical_copula,Gaussian,absolute_residual,0.78375,545846895.8870618,19.058092909835793,0.0010144710540771484,True,7200,800,10
0.1,10,100,11,TSCP_R,Gaussian,absolute_residual,0.89625,1676068774.581853,27.843945248271254,0.0040051937103271484,True,7200,800,10
0.1,10,100,11,Point_CHR,Gaussian,absolute_residual,0.805,649743316.9019033,25.831587590105016,0.0,True,7200,800,10
0.1,10,100,11,Unscaled,Gaussian,absolute_residual,0.90875,3030661516386.7295,17.70735700791875,0.0,True,7200,800,10
0.1,10,100,11,Empirical_copula,Gaussian,absolute_residual,0.80625,653993881.846585,25.690934516949,0.0019979476928710938,True,7200,800,10
0.1,10,100,12,TSCP_R,Gaussian,absolute_residual,0.91875,1732863671.4153044,24.563317296049295,0.003999233245849609,True,7200,800,10
0.1,10,100,12,Point_CHR,Gaussian,absolute_residual,0.9575,5550343383.763996,25.87069478968113,0.0009999275207519531,True,7200,800,10
0.1,10,100,12,Unscaled,Gaussian,absolute_residual,0.87375,1178591630785.3164,16.111513342107138,0.0,True,7200,800,10
0.1,10,100,12,Empirical_copula,Gaussian,absolute_residual,0.85625,684290491.4194671,24.259078429702654,0.0010006427764892578,True,7200,800,10
0.1,10,100,13,TSCP_R,Gaussian,absolute_residual,0.85875,827401479.6793518,22.724924103165122,0.0040013790130615234,True,7200,800,10
0.1,10,100,13,Point_CHR,Gaussian,absolute_residual,0.89625,1827631386.4777684,24.260640915617877,0.0,True,7200,800,10
0.1,10,100,13,Unscaled,Gaussian,absolute_residual,0.8725,1407963369983.8455,16.400577305557086,0.0,True,7200,800,10
0.1,10,100,13,Empirical_copula,Gaussian,absolute_residual,0.775,384002349.28861934,20.638695180379454,0.0010004043579101562,True,7200,800,10
0.1,10,100,14,TSCP_R,Gaussian,absolute_residual,0.94375,2983112616.5125384,26.810023728798814,0.0029916763305664062,True,7200,800,10
0.1,10,100,14,Point_CHR,Gaussian,absolute_residual,0.93625,3571244338.9734254,26.813662206498602,0.0,True,7200,800,10
0.1,10,100,14,Unscaled,Gaussian,absolute_residual,0.87,1538060031287.6582,16.5461641547011,0.0,True,7200,800,10
0.1,10,100,14,Empirical_copula,Gaussian,absolute_residual,0.80625,579457910.1511021,22.53801334079081,0.0010001659393310547,True,7200,800,10
0.1,10,100,15,TSCP_R,Gaussian,absolute_residual,0.96,3188278546.521647,30.010296186681238,0.0040013790130615234,True,7200,800,10
0.1,10,100,15,Point_CHR,Gaussian,absolute_residual,0.9375,3811169500.165339,37.4623994077175,0.0,True,7200,800,10
0.1,10,100,15,Unscaled,Gaussian,absolute_residual,0.95125,7680956883128.467,19.43307526543463,0.0,True,7200,800,10
0.1,10,100,15,Empirical_copula,Gaussian,absolute_residual,0.915,1340409472.027539,26.48634846433601,0.002000570297241211,True,7200,800,10
0.1,10,100,16,TSCP_R,Gaussian,absolute_residual,0.935,2649966329.4977956,29.186431491555005,0.0040018558502197266,True,7200,800,10
0.1,10,100,16,Point_CHR,Gaussian,absolute_residual,0.95875,6805604811.799345,32.722446616693745,0.0009980201721191406,True,7200,800,10
0.1,10,100,16,Unscaled,Gaussian,absolute_residual,0.9,4205177447490.3516,18.29693868283804,0.0,True,7200,800,10
0.1,10,100,16,Empirical_copula,Gaussian,absolute_residual,0.83375,619383854.2698127,25.388117516646002,0.0010066032409667969,True,7200,800,10
0.1,10,100,17,TSCP_R,Gaussian,absolute_residual,0.9175,1881981143.7312334,22.993688817898217,0.004003763198852539,True,7200,800,10
0.1,10,100,17,Point_CHR,Gaussian,absolute_residual,0.9175,1920715036.033431,23.35047062466682,0.0,True,7200,800,10
0.1,10,100,17,Unscaled,Gaussian,absolute_residual,0.915,4855388243433.542,18.561898615549985,0.0,True,7200,800,10
0.1,10,100,17,Empirical_copula,Gaussian,absolute_residual,0.8725,986338227.6283587,21.15008335502838,0.0009992122650146484,True,7200,800,10
0.1,10,100,18,TSCP_R,Gaussian,absolute_residual,0.9375,2015204815.9634073,26.5650409214157,0.00400233268737793,True,7200,800,10
0.1,10,100,18,Point_CHR,Gaussian,absolute_residual,0.9575,3759079065.692979,24.44552951518768,0.0,True,7200,800,10
0.1,10,100,18,Unscaled,Gaussian,absolute_residual,0.90125,2216728110054.6206,17.162132193416536,0.0,True,7200,800,10
0.1,10,100,18,Empirical_copula,Gaussian,absolute_residual,0.865,857143616.8853627,28.310913447434803,0.0009951591491699219,True,7200,800,10
0.1,10,100,19,TSCP_R,Gaussian,absolute_residual,0.94625,2911078355.737944,25.96916825870648,0.003999233245849609,True,7200,800,10
0.1,10,100,19,Point_CHR,Gaussian,absolute_residual,0.95125,4643972638.259791,29.835603367339964,0.0,True,7200,800,10
0.1,10,100,19,Unscaled,Gaussian,absolute_residual,0.88375,2534072104310.024,17.393296358202832,0.0,True,7200,800,10
0.1,10,100,19,Empirical_copula,Gaussian,absolute_residual,0.885,1244486371.5160353,25.40545287707944,0.002004384994506836,True,7200,800,10
0.1,10,100,20,TSCP_R,Gaussian,absolute_residual,0.88125,950856455.961637,21.886546079626108,0.004009723663330078,True,7200,800,10
0.1,10,100,20,Point_CHR,Gaussian,absolute_residual,0.91,1879590953.3171444,22.929777682713315,0.0009963512420654297,True,7200,800,10
0.1,10,100,20,Unscaled,Gaussian,absolute_residual,0.8475,864288107739.3055,15.61945419063225,0.0,True,7200,800,10
0.1,10,100,20,Empirical_copula,Gaussian,absolute_residual,0.81,426806025.00070536,22.01386641196491,0.0009996891021728516,True,7200,800,10
0.1,10,100,21,TSCP_R,Gaussian,absolute_residual,0.915,2388571856.2383113,28.077264768751796,0.004054069519042969,True,7200,800,10
0.1,10,100,21,Point_CHR,Gaussian,absolute_residual,0.89,2587652541.3176026,32.22336519806553,0.0009443759918212891,True,7200,800,10
0.1,10,100,21,Unscaled,Gaussian,absolute_residual,0.92,3428508326664.4917,17.927119805827726,0.0,True,7200,800,10
0.1,10,100,21,Empirical_copula,Gaussian,absolute_residual,0.80875,708007957.9635551,23.48234921226456,0.0009975433349609375,True,7200,800,10
0.1,10,100,22,TSCP_R,Gaussian,absolute_residual,0.875,1082215682.1687107,27.660018810342294,0.0030074119567871094,True,7200,800,10
0.1,10,100,22,Point_CHR,Gaussian,absolute_residual,0.91125,2072884409.0985038,27.627055964875737,0.0009975433349609375,True,7200,800,10
0.1,10,100,22,Unscaled,Gaussian,absolute_residual,0.9325,8897687153761.465,19.72094460428437,0.0,True,7200,800,10
0.1,10,100,22,Empirical_copula,Gaussian,absolute_residual,0.78625,515826208.9126644,24.00327875655915,0.0009999275207519531,True,7200,800,10
0.1,10,100,23,TSCP_R,Gaussian,absolute_residual,0.89625,1171144352.87747,26.337788408144583,0.004001140594482422,True,7200,800,10
0.1,10,100,23,Point_CHR,Gaussian,absolute_residual,0.9,1148348101.01081,26.512611169173844,0.0,True,7200,800,10
0.1,10,100,23,Unscaled,Gaussian,absolute_residual,0.90125,2909814161482.8916,17.63544916239665,0.0,True,7200,800,10
0.1,10,100,23,Empirical_copula,Gaussian,absolute_residual,0.80875,477594647.510921,25.347411592131724,0.0019998550415039062,True,7200,800,10
0.1,10,100,24,TSCP_R,Gaussian,absolute_residual,0.925,2153571095.717849,24.62379953231684,0.003996849060058594,True,7200,800,10
0.1,10,100,24,Point_CHR,Gaussian,absolute_residual,0.94625,5080396609.778455,31.28861153169278,0.0,True,7200,800,10
0.1,10,100,24,Unscaled,Gaussian,absolute_residual,0.89,1654216942813.973,16.667069502955226,0.0,True,7200,800,10
0.1,10,100,24,Empirical_copula,Gaussian,absolute_residual,0.8025,672587059.3499439,22.122938272914975,0.0010018348693847656,True,7200,800,10
0.1,10,100,25,TSCP_R,Gaussian,absolute_residual,0.91375,1836632092.0246706,29.09788481560622,0.0029916763305664062,True,7200,800,10
0.1,10,100,25,Point_CHR,Gaussian,absolute_residual,0.89,1762781150.7674696,29.903399829422927,0.0010004043579101562,True,7200,800,10
0.1,10,100,25,Unscaled,Gaussian,absolute_residual,0.925,5213497291601.232,18.69445958656271,0.0,True,7200,800,10
0.1,10,100,25,Empirical_copula,Gaussian,absolute_residual,0.83375,742375672.891406,25.50405995140455,0.0010051727294921875,True,7200,800,10
0.1,10,100,26,TSCP_R,Gaussian,absolute_residual,0.8725,820036714.2356958,23.18892144787053,0.0040056705474853516,True,7200,800,10
