alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,redraw_train_test,n_train,n_test,noise_ratio
0.1,10,100,53,Unscaled,Gaussian,absolute_residual,0.92125,1937810.4371640638,4.253350074708563,0.0,True,7200,800,2
0.1,10,100,53,Empirical_copula,Gaussian,absolute_residual,0.80375,246793.35935686438,5.850722174844407,0.0020055770874023438,True,7200,800,2
0.1,10,100,54,TSCP_R,Gaussian,absolute_residual,0.9225,703861.978504409,5.393079826148593,0.004001617431640625,True,7200,800,2
0.1,10,100,54,Point_CHR,Gaussian,absolute_residual,0.90375,771230.9786970663,5.5554395563851715,0.0,True,7200,800,2
0.1,10,100,54,Unscaled,Gaussian,absolute_residual,0.93,2263282.5464942935,4.319901828725797,0.0,True,7200,800,2
0.1,10,100,54,Empirical_copula,Gaussian,absolute_residual,0.83125,278918.0934916355,4.9950888974044005,0.0010008811950683594,True,7200,800,2
0.1,10,100,55,TSCP_R,Gaussian,absolute_residual,0.92875,723675.8646839953,5.404357510518507,0.00400090217590332,True,7200,800,2
0.1,10,100,55,Point_CHR,Gaussian,absolute_residual,0.9175,980353.5279830305,5.704734345182503,0.0010058879852294922,True,7200,800,2
0.1,10,100,55,Unscaled,Gaussian,absolute_residual,0.895,882947.0592783337,3.931818542160032,0.0,True,7200,800,2
0.1,10,100,55,Empirical_copula,Gaussian,absolute_residual,0.84625,252139.425801008,4.904260203596106,0.0009927749633789062,True,7200,800,2
0.1,10,100,56,TSCP_R,Gaussian,absolute_residual,0.935,744580.4357620638,5.23391673243297,0.003000497817993164,True,7200,800,2
0.1,10,100,56,Point_CHR,Gaussian,absolute_residual,0.9625,1975235.8152792598,6.9813384043608275,0.0010144710540771484,True,7200,800,2
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,0.91125,1630500.3849688754,4.180537183303442,0.0,True,7200,800,2
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,0.795,234532.77741412484,5.090697079138876,0.0009925365447998047,True,7200,800,2
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,0.8625,291862.1883857281,5.02480200005667,0.004004716873168945,True,7200,800,2
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,0.87875,393091.20089106704,5.087491311130917,0.0,True,7200,800,2
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,0.8225,517694.63543139806,3.727411720410499,0.0,True,7200,800,2
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,0.7975,196680.8457054106,4.950366705866916,0.0009999275207519531,True,7200,800,2
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,0.9225,561373.6757845123,5.760003557572006,0.0039997100830078125,True,7200,800,2
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,0.89,520811.0192366799,5.843524349660667,0.0,True,7200,800,2
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,0.94375,2500788.651177167,4.363225904164148,0.0,True,7200,800,2
0.1,10,100,58,Empirical_copula,Gaussian,absolute_residual,0.82125,216838.3505130743,5.5898120354648455,0.0009980201721191406,True,7200,800,2
0.1,10,100,59,TSCP_R,Gaussian,absolute_residual,0.83625,244062.88826827268,4.9054777980563316,0.003996849060058594,True,7200,800,2
0.1,10,100,59,Point_CHR,Gaussian,absolute_residual,0.86125,325416.56982283446,5.228160619264737,0.0,True,7200,800,2
0.1,10,100,59,Unscaled,Gaussian,absolute_residual,0.8525,841470.4733267726,3.912946302884007,0.0,True,7200,800,2
0.1,10,100,59,Empirical_copula,Gaussian,absolute_residual,0.7675,126641.71223584656,4.308378928304823,0.002002239227294922,True,7200,800,2
0.1,10,100,60,TSCP_R,Gaussian,absolute_residual,0.89,451753.37911785993,4.908629962286234,0.0030143260955810547,True,7200,800,2
0.1,10,100,60,Point_CHR,Gaussian,absolute_residual,0.9025,739016.757591417,5.242474952482838,0.0009963512420654297,True,7200,800,2
0.1,10,100,60,Unscaled,Gaussian,absolute_residual,0.8475,772036.2290936072,3.8793929130266016,0.0,True,7200,800,2
0.1,10,100,60,Empirical_copula,Gaussian,absolute_residual,0.7775,185618.24062386574,4.696761069418244,0.0009961128234863281,True,7200,800,2
0.1,10,100,61,TSCP_R,Gaussian,absolute_residual,0.89875,582376.9307425215,5.564602128412153,0.002990245819091797,True,7200,800,2
0.1,10,100,61,Point_CHR,Gaussian,absolute_residual,0.89125,484610.51418498246,5.234267512387636,0.0009996891021728516,True,7200,800,2
0.1,10,100,61,Unscaled,Gaussian,absolute_residual,0.92625,2198576.4258748684,4.30738961549618,0.0,True,7200,800,2
0.1,10,100,61,Empirical_copula,Gaussian,absolute_residual,0.78,188045.3090170414,5.927362388482216,0.0009942054748535156,True,7200,800,2
0.1,10,100,62,TSCP_R,Gaussian,absolute_residual,0.92875,640723.0653754799,5.775003945036328,0.003996610641479492,True,7200,800,2
0.1,10,100,62,Point_CHR,Gaussian,absolute_residual,0.8925,449750.47610539326,5.717029298352939,0.0009992122650146484,True,7200,800,2
0.1,10,100,62,Unscaled,Gaussian,absolute_residual,0.9075,1621235.2284523996,4.178155538144452,0.0,True,7200,800,2
0.1,10,100,62,Empirical_copula,Gaussian,absolute_residual,0.82875,195385.1121840308,5.083995355600177,0.0010063648223876953,True,7200,800,2
0.1,10,100,63,TSCP_R,Gaussian,absolute_residual,0.8825,355578.453280293,5.0907799062982155,0.0030045509338378906,True,7200,800,2
0.1,10,100,63,Point_CHR,Gaussian,absolute_residual,0.8925,450426.0924981451,5.366913796265552,0.0009999275207519531,True,7200,800,2
0.1,10,100,63,Unscaled,Gaussian,absolute_residual,0.8875,838920.5019478248,3.911758913174967,0.0,True,7200,800,2
0.1,10,100,63,Empirical_copula,Gaussian,absolute_residual,0.84875,259985.22210166257,4.653826168282804,0.0009982585906982422,True,7200,800,2
0.1,10,100,64,TSCP_R,Gaussian,absolute_residual,0.91125,478639.8463798576,5.5702121348850575,0.004000425338745117,True,7200,800,2
0.1,10,100,64,Point_CHR,Gaussian,absolute_residual,0.86875,343395.6301710334,5.872036328765995,0.0,True,7200,800,2
0.1,10,100,64,Unscaled,Gaussian,absolute_residual,0.92375,1778877.2922106024,4.217106793045678,0.0,True,7200,800,2
0.1,10,100,64,Empirical_copula,Gaussian,absolute_residual,0.8225,203409.7642940925,5.566422614017208,0.0010061264038085938,True,7200,800,2
0.1,10,100,65,TSCP_R,Gaussian,absolute_residual,0.93875,864869.7894282376,5.261099540928106,0.003003835678100586,True,7200,800,2
0.1,10,100,65,Point_CHR,Gaussian,absolute_residual,0.995,15122115.090948548,7.387017952525708,0.0,True,7200,800,2
0.1,10,100,65,Unscaled,Gaussian,absolute_residual,0.9025,1706325.9666926602,4.1995832994593485,0.0,True,7200,800,2
0.1,10,100,65,Empirical_copula,Gaussian,absolute_residual,0.83,194252.36248625477,4.972112590149077,0.0009999275207519531,True,7200,800,2
0.1,10,100,66,TSCP_R,Gaussian,absolute_residual,0.8875,347487.9432600673,4.8134769446414465,0.0040013790130615234,True,7200,800,2
0.1,10,100,66,Point_CHR,Gaussian,absolute_residual,0.93625,838457.8367588716,5.417383430482024,0.0,True,7200,800,2
0.1,10,100,66,Unscaled,Gaussian,absolute_residual,0.845,688578.511839173,3.8352647298407234,0.0,True,7200,800,2
0.1,10,100,66,Empirical_copula,Gaussian,absolute_residual,0.7825,158727.06585719794,4.949535813331428,0.0009915828704833984,True,7200,800,2
0.1,10,100,67,TSCP_R,Gaussian,absolute_residual,0.91,589500.9099768933,5.893726227345501,0.0030057430267333984,True,7200,800,2
0.1,10,100,67,Point_CHR,Gaussian,absolute_residual,0.91125,568694.5818111954,5.243857414090867,0.0009996891021728516,True,7200,800,2
0.1,10,100,67,Unscaled,Gaussian,absolute_residual,0.94375,2752408.8168441486,4.405257447067241,0.0,True,7200,800,2
0.1,10,100,67,Empirical_copula,Gaussian,absolute_residual,0.81375,245899.47898627364,6.393723930246061,0.0009999275207519531,True,7200,800,2
0.1,10,100,68,TSCP_R,Gaussian,absolute_residual,0.925,588600.3143570282,5.552565520833421,0.004004240036010742,True,7200,800,2
0.1,10,100,68,Point_CHR,Gaussian,absolute_residual,0.90875,628521.9883690473,5.856167289027656,0.0,True,7200,800,2
0.1,10,100,68,Unscaled,Gaussian,absolute_residual,0.90875,1566697.9085976512,4.163883081495037,0.0,True,7200,800,2
0.1,10,100,68,Empirical_copula,Gaussian,absolute_residual,0.83125,204403.03995539507,5.194128668783345,0.0020084381103515625,True,7200,800,2
0.1,10,100,69,TSCP_R,Gaussian,absolute_residual,0.91625,583557.1473183179,5.370732081575243,0.004002094268798828,True,7200,800,2
0.1,10,100,69,Point_CHR,Gaussian,absolute_residual,0.935,1163670.5771594378,6.396444235851375,0.0,True,7200,800,2
0.1,10,100,69,Unscaled,Gaussian,absolute_residual,0.87,1016568.5592475497,3.9876190984542657,0.0,True,7200,800,2
0.1,10,100,69,Empirical_copula,Gaussian,absolute_residual,0.82125,215670.9779406033,5.520181205103247,0.0009996891021728516,True,7200,800,2
0.1,10,100,70,TSCP_R,Gaussian,absolute_residual,0.9325,765069.2333700071,5.206769010471049,0.004000663757324219,True,7200,800,2
0.1,10,100,70,Point_CHR,Gaussian,absolute_residual,0.92,1462534.99358138,6.792063788426068,0.0,True,7200,800,2
0.1,10,100,70,Unscaled,Gaussian,absolute_residual,0.97,6987340.425125281,4.835386462460548,0.0,True,7200,800,2
0.1,10,100,70,Empirical_copula,Gaussian,absolute_residual,0.81125,247200.65856599767,5.189746426930082,0.0009987354278564453,True,7200,800,2
0.1,10,100,71,TSCP_R,Gaussian,absolute_residual,0.89375,485031.9735316119,5.5876737581964,0.0038585662841796875,True,7200,800,2
0.1,10,100,71,Point_CHR,Gaussian,absolute_residual,0.88,660666.3785381763,5.862212658890712,0.0,True,7200,800,2
0.1,10,100,71,Unscaled,Gaussian,absolute_residual,0.92375,1839961.690145255,4.231368786399379,0.0,True,7200,800,2
0.1,10,100,71,Empirical_copula,Gaussian,absolute_residual,0.82375,289327.51530782244,6.1407255299275985,0.0009996891021728516,True,7200,800,2
0.1,10,100,72,TSCP_R,Gaussian,absolute_residual,0.9475,1192340.7419985067,6.185212490330148,0.00402522087097168,True,7200,800,2
0.1,10,100,72,Point_CHR,Gaussian,absolute_residual,0.875,457249.57444008975,5.528676605024209,0.0009732246398925781,True,7200,800,2
0.1,10,100,72,Unscaled,Gaussian,absolute_residual,0.91125,1849345.5402392612,4.233521858222818,0.0,True,7200,800,2
0.1,10,100,72,Empirical_copula,Gaussian,absolute_residual,0.86375,386973.170199037,5.528676605024209,0.0009961128234863281,True,7200,800,2
0.1,10,100,73,TSCP_R,Gaussian,absolute_residual,0.85375,304059.4397000691,5.111626584881375,0.004006147384643555,True,7200,800,2
0.1,10,100,73,Point_CHR,Gaussian,absolute_residual,0.84625,392830.52582868194,5.6514684397601656,0.0,True,7200,800,2
0.1,10,100,73,Unscaled,Gaussian,absolute_residual,0.90625,1544764.9177642022,4.158016800679024,0.0,True,7200,800,2
0.1,10,100,73,Empirical_copula,Gaussian,absolute_residual,0.77125,138815.36460281225,4.544070305799583,0.0009992122650146484,True,7200,800,2
0.1,10,100,74,TSCP_R,Gaussian,absolute_residual,0.91625,557072.8781735708,5.48832410545736,0.004003047943115234,True,7200,800,2
0.1,10,100,74,Point_CHR,Gaussian,absolute_residual,0.95,2038241.205387935,6.539409575225438,0.0009999275207519531,True,7200,800,2
0.1,10,100,74,Unscaled,Gaussian,absolute_residual,0.90375,1466349.619082841,4.136411654223545,0.0,True,7200,800,2
0.1,10,100,74,Empirical_copula,Gaussian,absolute_residual,0.83625,223715.61187905743,6.163973112841021,0.0009982585906982422,True,7200,800,2
0.1,10,100,75,TSCP_R,Gaussian,absolute_residual,0.915,572576.6532357151,5.152451954681214,0.0030050277709960938,True,7200,800,2
0.1,10,100,75,Point_CHR,Gaussian,absolute_residual,0.88875,432351.14490719564,4.930220420914738,0.0,True,7200,800,2
0.1,10,100,75,Unscaled,Gaussian,absolute_residual,0.91875,1641594.4418856455,4.18337298276347,0.0,True,7200,800,2
0.1,10,100,75,Empirical_copula,Gaussian,absolute_residual,0.86625,279546.6032818753,4.78777548796932,0.0009982585906982422,True,7200,800,2
0.1,10,100,76,TSCP_R,Gaussian,absolute_residual,0.91,536975.5054387272,5.71988799991911,0.003994941711425781,True,7200,800,2
0.1,10,100,76,Point_CHR,Gaussian,absolute_residual,0.9175,761007.744201941,6.121387424138595,0.0,True,7200,800,2
0.1,10,100,76,Unscaled,Gaussian,absolute_residual,0.9275,2590929.658595371,4.378703741167072,0.0,True,7200,800,2
0.1,10,100,76,Empirical_copula,Gaussian,absolute_residual,0.85125,282333.6250709455,5.013953228075032,0.0019969940185546875,True,7200,800,2
0.1,10,100,77,TSCP_R,Gaussian,absolute_residual,0.915,575576.2028446856,5.212738758199995,0.004006862640380859,True,7200,800,2
0.1,10,100,77,Point_CHR,Gaussian,absolute_residual,0.9325,831810.3870504621,5.724404013347767,0.0,True,7200,800,2
0.1,10,100,77,Unscaled,Gaussian,absolute_residual,0.9425,2569237.098674078,4.375023785164437,0.0009999275207519531,True,7200,800,2
0.1,10,100,77,Empirical_copula,Gaussian,absolute_residual,0.87,314581.8814588167,5.028308587701455,0.0009999275207519531,True,7200,800,2
0.1,10,100,78,TSCP_R,Gaussian,absolute_residual,0.88625,382834.4509708724,4.996551468996502,0.002995014190673828,True,7200,800,2
0.1,10,100,78,Point_CHR,Gaussian,absolute_residual,0.88625,401374.9529184279,5.2180117930096745,0.001001119613647461,True,7200,800,2
0.1,10,100,78,Unscaled,Gaussian,absolute_residual,0.87375,933166.2799732551,3.9536289096956985,0.0,True,7200,800,2
0.1,10,100,78,Empirical_copula,Gaussian,absolute_residual,0.8325,189838.02800742563,4.795579113868624,0.0010023117065429688,True,7200,800,2
0.1,10,100,79,TSCP_R,Gaussian,absolute_residual,0.9025,595936.1611695491,6.065516335930829,0.004006862640380859,True,7200,800,2
0.1,10,100,79,Point_CHR,Gaussian,absolute_residual,0.94375,1152742.2884743542,5.682967122643273,0.0,True,7200,800,2
0.1,10,100,79,Unscaled,Gaussian,absolute_residual,0.9025,1514431.831458384,4.149779041381071,0.0,True,7200,800,2
0.1,10,100,79,Empirical_copula,Gaussian,absolute_residual,0.84375,269454.2763439765,5.774294992302304,0.0010001659393310547,True,7200,800,2
0.1,10,100,80,TSCP_R,Gaussian,absolute_residual,0.90125,453255.8331727431,5.406947646611874,0.004002571105957031,True,7200,800,2
0.1,10,100,80,Point_CHR,Gaussian,absolute_residual,0.935,1694051.4423021602,6.532589920056883,0.0009984970092773438,True,7200,800,2
0.1,10,100,80,Unscaled,Gaussian,absolute_residual,0.905,1472481.9307373113,4.138138265325822,0.0,True,7200,800,2
0.1,10,100,80,Empirical_copula,Gaussian,absolute_residual,0.84625,208403.89021795016,4.6940313443264365,0.0010116100311279297,True,7200,800,2
0.1,10,100,81,TSCP_R,Gaussian,absolute_residual,0.85875,332689.267710507,5.298818027952109,0.00400543212890625,True,7200,800,2
0.1,10,100,81,Point_CHR,Gaussian,absolute_residual,0.8575,525571.0313812926,5.140274524657471,0.0,True,7200,800,2
0.1,10,100,81,Unscaled,Gaussian,absolute_residual,0.905,1687385.2305913207,4.194898183854816,0.0,True,7200,800,2
0.1,10,100,81,Empirical_copula,Gaussian,absolute_residual,0.76625,146507.32236912235,5.140274524657471,0.0010004043579101562,True,7200,800,2
0.1,10,100,82,TSCP_R,Gaussian,absolute_residual,0.9175,611171.2497148883,5.27445995041029,0.004002571105957031,True,7200,800,2
0.1,10,100,82,Point_CHR,Gaussian,absolute_residual,0.895,644250.8022408026,5.440248370628341,0.0009980201721191406,True,7200,800,2
0.1,10,100,82,Unscaled,Gaussian,absolute_residual,0.91125,1791505.5134273653,4.22009098957884,0.0,True,7200,800,2
0.1,10,100,82,Empirical_copula,Gaussian,absolute_residual,0.79375,183761.98570160326,4.821384164729324,0.0010077953338623047,True,7200,800,2
0.1,10,100,83,TSCP_R,Gaussian,absolute_residual,0.9225,595666.9222361929,5.791975653361414,0.003996133804321289,True,7200,800,2
0.1,10,100,83,Point_CHR,Gaussian,absolute_residual,0.9425,940043.4230563913,6.145071023830225,0.0010135173797607422,True,7200,800,2
0.1,10,100,83,Unscaled,Gaussian,absolute_residual,0.91125,1623203.6807779765,4.1786625595579325,0.0,True,7200,800,2
0.1,10,100,83,Empirical_copula,Gaussian,absolute_residual,0.83375,239049.71601157635,5.83712647591565,0.000986337661743164,True,7200,800,2
0.1,10,100,84,TSCP_R,Gaussian,absolute_residual,0.93125,867428.9367204066,5.301833185196636,0.004000186920166016,True,7200,800,2
0.1,10,100,84,Point_CHR,Gaussian,absolute_residual,0.92875,1081706.321770393,5.941847035461417,0.0,True,7200,800,2
0.1,10,100,84,Unscaled,Gaussian,absolute_residual,0.91625,1346372.6009870474,4.101252673560043,0.0,True,7200,800,2
0.1,10,100,84,Empirical_copula,Gaussian,absolute_residual,0.84625,272621.4154041714,5.0198456254419135,0.00200653076171875,True,7200,800,2
0.1,10,100,85,TSCP_R,Gaussian,absolute_residual,0.8825,465212.57319962233,4.912479862469537,0.002996683120727539,True,7200,800,2
0.1,10,100,85,Point_CHR,Gaussian,absolute_residual,0.8675,351136.1403986279,4.946178512013115,0.001001596450805664,True,7200,800,2
0.1,10,100,85,Unscaled,Gaussian,absolute_residual,0.8425,638531.3489323055,3.806433285348718,0.0,True,7200,800,2
0.1,10,100,85,Empirical_copula,Gaussian,absolute_residual,0.79125,153441.99618527663,4.244825006111711,0.0010008811950683594,True,7200,800,2
0.1,10,100,86,TSCP_R,Gaussian,absolute_residual,0.88,329727.66935022315,5.50623912402406,0.004002809524536133,True,7200,800,2
0.1,10,100,86,Point_CHR,Gaussian,absolute_residual,0.845,309426.2687666641,5.051535476854502,0.0,True,7200,800,2
0.1,10,100,86,Unscaled,Gaussian,absolute_residual,0.90875,1310642.595227722,4.09023657451436,0.0,True,7200,800,2
0.1,10,100,86,Empirical_copula,Gaussian,absolute_residual,0.845,213384.11738788403,5.0317613382880975,0.002005338668823242,True,7200,800,2
0.1,10,100,87,TSCP_R,Gaussian,absolute_residual,0.93125,553648.385665715,5.360825360366524,0.004004001617431641,True,7200,800,2
0.1,10,100,87,Point_CHR,Gaussian,absolute_residual,0.9525,1007995.211256971,5.975240777040877,0.0,True,7200,800,2
0.1,10,100,87,Unscaled,Gaussian,absolute_residual,0.89,954664.1983542913,3.9626440556741573,0.0,True,7200,800,2
0.1,10,100,87,Empirical_copula,Gaussian,absolute_residual,0.80875,157744.83566688732,4.83268221812755,0.001996278762817383,True,7200,800,2
0.1,10,100,88,TSCP_R,Gaussian,absolute_residual,0.87125,271862.9612459121,5.093538516395193,0.004001617431640625,True,7200,800,2
0.1,10,100,88,Point_CHR,Gaussian,absolute_residual,0.8525,224052.46207775958,5.107718521347239,0.0,True,7200,800,2
0.1,10,100,88,Unscaled,Gaussian,absolute_residual,0.85125,628520.9655688371,3.800423342529903,0.0009989738464355469,True,7200,800,2
0.1,10,100,88,Empirical_copula,Gaussian,absolute_residual,0.77375,120384.62620221807,4.947306708910386,0.0010068416595458984,True,7200,800,2
0.1,10,100,89,TSCP_R,Gaussian,absolute_residual,0.93875,927124.8518920013,5.862695694245479,0.0029969215393066406,True,7200,800,2
0.1,10,100,89,Point_CHR,Gaussian,absolute_residual,0.93375,1041080.41253873,5.962866028059026,0.0010027885437011719,True,7200,800,2
0.1,10,100,89,Unscaled,Gaussian,absolute_residual,0.90125,1610380.9368009781,4.175349768033524,0.0,True,7200,800,2
0.1,10,100,89,Empirical_copula,Gaussian,absolute_residual,0.79875,222921.5060131372,5.303700124898651,0.0009984970092773438,True,7200,800,2
0.1,10,100,90,TSCP_R,Gaussian,absolute_residual,0.935,778633.3104836916,5.782771031726466,0.004999637603759766,True,7200,800,2
0.1,10,100,90,Point_CHR,Gaussian,absolute_residual,0.94875,1603793.6444820534,6.9436052310937395,0.0,True,7200,800,2
0.1,10,100,90,Unscaled,Gaussian,absolute_residual,0.9175,1732062.8840280282,4.205875042360004,0.0,True,7200,800,2
0.1,10,100,90,Empirical_copula,Gaussian,absolute_residual,0.83125,205859.63532311452,4.4659540229900845,0.0020024776458740234,True,7200,800,2
0.1,10,100,91,TSCP_R,Gaussian,absolute_residual,0.9175,652858.5773904691,5.321290516574235,0.0030045509338378906,True,7200,800,2
0.1,10,100,91,Point_CHR,Gaussian,absolute_residual,0.8025,199566.04294232273,4.833558656087706,0.0010004043579101562,True,7200,800,2
0.1,10,100,91,Unscaled,Gaussian,absolute_residual,0.90125,1503869.8867383865,4.146875780810232,0.0,True,7200,800,2
0.1,10,100,91,Empirical_copula,Gaussian,absolute_residual,0.82125,212231.4614554914,4.647640176206689,0.0009951591491699219,True,7200,800,2
0.1,10,100,92,TSCP_R,Gaussian,absolute_residual,0.97125,1202999.814317329,5.850643022365404,0.003999948501586914,True,7200,800,2
0.1,10,100,92,Point_CHR,Gaussian,absolute_residual,0.95375,839964.9139086833,5.206447459313001,0.0,True,7200,800,2
0.1,10,100,92,Unscaled,Gaussian,absolute_residual,0.89,1093165.1645904402,4.016692435393827,0.0,True,7200,800,2
0.1,10,100,92,Empirical_copula,Gaussian,absolute_residual,0.8225,273770.9048701039,5.421787523720861,0.0009989738464355469,True,7200,800,2
0.1,10,100,93,TSCP_R,Gaussian,absolute_residual,0.8725,240531.35772633363,5.130655111796813,0.002996683120727539,True,7200,800,2
0.1,10,100,93,Point_CHR,Gaussian,absolute_residual,0.86625,354274.79423532065,4.5886311560302415,0.0009999275207519531,True,7200,800,2
0.1,10,100,93,Unscaled,Gaussian,absolute_residual,0.85625,674172.8223727237,3.827164451868878,0.0,True,7200,800,2
0.1,10,100,93,Empirical_copula,Gaussian,absolute_residual,0.82125,152046.03485839412,5.43717523041511,0.0009958744049072266,True,7200,800,2
0.1,10,100,94,TSCP_R,Gaussian,absolute_residual,0.9375,866400.8659290806,5.167296727519046,0.004009723663330078,True,7200,800,2
0.1,10,100,94,Point_CHR,Gaussian,absolute_residual,0.92875,847346.0627299361,5.269566292920103,0.0009968280792236328,True,7200,800,2
0.1,10,100,94,Unscaled,Gaussian,absolute_residual,0.915,1210992.9604911865,4.058019801266404,0.0,True,7200,800,2
0.1,10,100,94,Empirical_copula,Gaussian,absolute_residual,0.87625,388595.83446345694,5.530347784849177,0.00099945068359375,True,7200,800,2
0.1,10,100,95,TSCP_R,Gaussian,absolute_residual,0.93125,619053.4058314319,5.078284564124819,0.004093647003173828,True,7200,800,2
0.1,10,100,95,Point_CHR,Gaussian,absolute_residual,0.95375,1638469.5977710818,5.937614502750054,0.0009112358093261719,True,7200,800,2
0.1,10,100,95,Unscaled,Gaussian,absolute_residual,0.89,847436.7007930117,3.9157118632676977,0.0,True,7200,800,2
0.1,10,100,95,Empirical_copula,Gaussian,absolute_residual,0.86125,267802.76221820497,4.709665090007821,0.001997232437133789,True,7200,800,2
0.1,10,100,96,TSCP_R,Gaussian,absolute_residual,0.88125,361931.8670126168,5.33088996649613,0.004004240036010742,True,7200,800,2
0.1,10,100,96,Point_CHR,Gaussian,absolute_residual,0.8925,519507.51543632743,6.148148207669399,0.0,True,7200,800,2
0.1,10,100,96,Unscaled,Gaussian,absolute_residual,0.91,2002983.6824798374,4.267443119387909,0.0,True,7200,800,2
0.1,10,100,96,Empirical_copula,Gaussian,absolute_residual,0.80375,218440.26088082805,5.363770420863773,0.001994609832763672,True,7200,800,2
0.1,10,100,97,TSCP_R,Gaussian,absolute_residual,0.92,687216.8352031149,5.594872016461729,0.004000663757324219,True,7200,800,2
0.1,10,100,97,Point_CHR,Gaussian,absolute_residual,0.945,1139733.313623267,5.924976486541624,0.0010077953338623047,True,7200,800,2
0.1,10,100,97,Unscaled,Gaussian,absolute_residual,0.91125,1821196.6936006648,4.227033457297599,0.0,True,7200,800,2
0.1,10,100,97,Empirical_copula,Gaussian,absolute_residual,0.84375,228722.33325924302,4.913793936214521,0.0009987354278564453,True,7200,800,2
0.1,10,100,98,TSCP_R,Gaussian,absolute_residual,0.91125,428331.1936813852,5.236721930379003,0.004006147384643555,True,7200,800,2
0.1,10,100,98,Point_CHR,Gaussian,absolute_residual,0.96,2667408.9992329106,6.373699511137223,0.0,True,7200,800,2
0.1,10,100,98,Unscaled,Gaussian,absolute_residual,0.91625,1659096.15159722,4.18781179340391,0.0,True,7200,800,2
0.1,10,100,98,Empirical_copula,Gaussian,absolute_residual,0.79875,166500.95367235088,4.943236281266862,0.000993490219116211,True,7200,800,2
0.1,10,100,99,TSCP_R,Gaussian,absolute_residual,0.89,511769.04609490884,5.732525516644805,0.003996372222900391,True,7200,800,2
0.1,10,100,99,Point_CHR,Gaussian,absolute_residual,0.83875,301880.6416012938,5.291447345684416,0.0,True,7200,800,2
0.1,10,100,99,Unscaled,Gaussian,absolute_residual,0.9025,1894545.2174469258,4.243756897650189,0.0,True,7200,800,2
0.1,10,100,99,Empirical_copula,Gaussian,absolute_residual,0.7725,145816.2596042239,4.848166154449809,0.0010018348693847656,True,7200,800,2
0.1,10,100,100,TSCP_R,Gaussian,absolute_residual,0.90875,385051.76289650257,5.170937380926678,0.0030045509338378906,True,7200,800,2
0.1,10,100,100,Point_CHR,Gaussian,absolute_residual,0.88125,340919.2952968256,5.091220445521998,0.0010001659393310547,True,7200,800,2
0.1,10,100,100,Unscaled,Gaussian,absolute_residual,0.90125,925092.3917275964,3.950194781405739,0.0,True,7200,800,2
0.1,10,100,100,Empirical_copula,Gaussian,absolute_residual,0.83375,198083.23189866406,4.7371881714650605,0.0009953975677490234,True,7200,800,2
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,0.92375,653909.9454482171,5.385140308588763,0.0040111541748046875,True,7200,800,2
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,0.89625,522562.04034220893,4.995416466722313,0.0,True,7200,800,2
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,0.88375,1407455.5358050407,4.119490146109957,0.0,True,7200,800,2
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,0.80625,176178.5308813059,5.195308349572191,0.001995086669921875,True,7200,800,2
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,0.92,369860.28704099165,4.69364458545871,0.004004478454589844,True,7200,800,2
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,0.915,481600.55991237395,5.103171227841802,0.0,True,7200,800,2
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,0.86375,700182.4058515264,3.841679404779472,0.0,True,7200,800,2
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,0.8475,167092.2477405791,4.157221762962903,0.003000020980834961,True,7200,800,2
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,0.91875,584176.9520686279,5.327678045113538,0.003001689910888672,True,7200,800,2
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,0.9175,653586.509373608,5.778513851372483,0.0009965896606445312,True,7200,800,2
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,0.9125,1754352.7917366356,4.211256489474994,0.0,True,7200,800,2
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,0.825,178173.3322107102,4.643127039094886,0.0009999275207519531,True,7200,800,2
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,0.88,323643.45989144663,5.63891786006112,0.0030052661895751953,True,7200,800,2
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,0.8875,399121.8569495914,4.919057280003491,0.0009999275207519531,True,7200,800,2
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,0.915,1090333.9970098236,4.0156509455140466,0.0,True,7200,800,2
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,0.79875,137498.148509956,5.2482435235135085,0.001995086669921875,True,7200,800,2
