alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,df,redraw_train_test,n_train,n_test
0.1,10,500,93,TSCP_R,t,absolute_residual,3,12.149986716812077,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,4,27.973429233605042,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,5,30.592990166274966,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,6,18.401042834732316,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,7,36.10522314920588,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,8,31.182712091321687,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,9,15.317222339848808,1.5,True,7200,800
0.1,10,500,93,TSCP_R,t,absolute_residual,10,23.277533050360635,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,1,18.89226706870692,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,2,16.880526880818067,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,3,17.38335784232073,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,4,18.263555810711807,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,5,17.60847969379289,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,6,20.323597924569853,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,7,18.47949427301754,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,8,74.3637637049743,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,9,11.619678158777507,1.5,True,7200,800
0.1,10,500,93,Point_CHR,t,absolute_residual,10,13.355253907402146,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,1,15.739350654285612,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,2,19.738299103239818,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,3,15.129092108597595,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,4,18.822396130218845,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,5,25.68189357005888,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,6,17.968929862721755,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,7,20.986288441016775,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,8,29.338764380526733,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,9,14.658554419670327,1.5,True,7200,800
0.1,10,500,93,Empirical_copula,t,absolute_residual,10,11.032007852185568,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,1,15.760978108790306,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,2,24.305714542555528,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,3,11.307291706649568,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,4,23.43443595366884,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,5,25.949653835269196,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,6,22.403960008289854,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,7,15.0925564755974,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,8,31.404549133497365,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,9,49.82235951439202,1.5,True,7200,800
0.1,10,500,94,TSCP_R,t,absolute_residual,10,31.855068075348576,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,1,18.580542130783357,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,2,19.726589245069484,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,3,24.338862175750656,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,4,20.16649598797688,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,5,16.25008800555758,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,6,18.810838386072497,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,7,18.786980796799206,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,8,20.083113696136945,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,9,17.281882298606664,1.5,True,7200,800
0.1,10,500,94,Point_CHR,t,absolute_residual,10,18.03084183998061,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,1,14.831879370497976,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,2,24.497319455663995,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,3,13.847346578644096,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,4,23.548772524805916,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,5,17.260442327007162,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,6,23.09106308575226,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,7,20.567881555685382,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,8,14.515856010023285,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,9,19.71207012784387,1.5,True,7200,800
0.1,10,500,94,Empirical_copula,t,absolute_residual,10,17.995638304137778,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,1,20.963002853844156,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,2,19.02498414421859,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,3,18.44446614480264,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,4,63.73787755703569,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,5,13.014843251136263,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,6,11.664107850751838,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,7,10.125520420096763,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,8,15.359653923137593,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,9,13.880883368830254,1.5,True,7200,800
0.1,10,500,95,TSCP_R,t,absolute_residual,10,11.947694742404199,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,1,15.398410068280597,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,2,15.749358002664104,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,3,15.179070846145715,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,4,17.044633342705,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,5,15.336898116214268,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,6,15.318722327801538,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,7,14.015536800109006,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,8,19.086285107453772,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,9,16.580021992389902,1.5,True,7200,800
0.1,10,500,95,Point_CHR,t,absolute_residual,10,16.486131889905998,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,1,13.87116906039358,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,2,22.771126019263583,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,3,13.549343812728644,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,4,16.09452583062195,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,5,13.785183626226107,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,6,11.074808577371257,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,7,11.207450246727188,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,8,16.04473822411189,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,9,16.338056607804468,1.5,True,7200,800
0.1,10,500,95,Empirical_copula,t,absolute_residual,10,13.456082442149736,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,1,10.666842121924844,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,2,15.19087192205586,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,3,15.979897830325962,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,4,14.386004983125211,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,5,67.52792390423889,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,6,9.136556647407108,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,7,31.65081503944637,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,8,15.261404505396484,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,9,29.755827460129204,1.5,True,7200,800
0.1,10,500,96,TSCP_R,t,absolute_residual,10,23.789477100943923,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,1,16.05665933984948,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,2,14.67690435824897,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,3,18.820887680950193,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,4,20.710366975792695,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,5,18.125956119975257,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,6,14.861638425123955,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,7,14.510627794222284,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,8,17.632005791051984,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,9,16.593656020120157,1.5,True,7200,800
0.1,10,500,96,Point_CHR,t,absolute_residual,10,21.37892806332595,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,1,10.863085698667383,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,2,18.6359552260185,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,3,18.265320417401153,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,4,11.45328946988185,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,5,14.526242241894188,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,6,9.53039972989541,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,7,28.954375634436744,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,8,27.435515729274343,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,9,17.276830253475968,1.5,True,7200,800
0.1,10,500,96,Empirical_copula,t,absolute_residual,10,21.16052022518302,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,1,17.257962831211223,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,2,10.630346127692322,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,3,73.71587681809521,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,4,168.28756043004316,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,5,10.184339246390564,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,6,16.262315028836543,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,7,10.199035943217675,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,8,18.489726695356495,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,9,14.427106318716628,1.5,True,7200,800
0.1,10,500,97,TSCP_R,t,absolute_residual,10,21.18216801132153,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,1,17.1381752604811,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,2,14.661545628553842,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,3,20.26759719822782,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,4,15.150684943416938,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,5,14.325638575049586,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,6,16.530312570564924,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,7,17.159941932524646,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,8,18.620508546320103,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,9,16.22019703469754,1.5,True,7200,800
0.1,10,500,97,Point_CHR,t,absolute_residual,10,18.151348630522712,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,1,12.289310128546365,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,2,14.892535063160183,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,3,21.399468603664907,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,4,14.408183012096853,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,5,12.905015803168514,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,6,14.273384919318815,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,7,12.199578986717103,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,8,17.462184004631286,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,9,15.531215739281413,1.5,True,7200,800
0.1,10,500,97,Empirical_copula,t,absolute_residual,10,18.17661919776907,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,1,15.424158898772871,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,2,11.640581390648702,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,3,24.443723686740917,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,4,19.48434383695949,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,5,16.10503518039939,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,6,29.138406732707637,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,7,21.617172497230033,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,8,12.141750834496145,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,9,18.467710433526975,1.5,True,7200,800
0.1,10,500,98,TSCP_R,t,absolute_residual,10,17.101092864624864,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,1,15.290784726822572,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,2,14.78764459157824,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,3,19.30631773955251,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,4,23.033892708871235,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,5,19.15811535707181,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,6,15.269624442632358,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,7,14.626285500526567,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,8,15.731606407260028,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,9,13.525538456821995,1.5,True,7200,800
0.1,10,500,98,Point_CHR,t,absolute_residual,10,14.907209990632632,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,1,19.666355599238063,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,2,13.309231239506364,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,3,14.168637201859617,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,4,22.66006121402568,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,5,16.828911200264013,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,6,30.199271647705967,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,7,18.543314133918436,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,8,10.063891249982055,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,9,13.525538456821991,1.5,True,7200,800
0.1,10,500,98,Empirical_copula,t,absolute_residual,10,12.33013935659966,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,1,29.113564518169728,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,2,25.480099090220627,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,3,32.11451475585316,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,4,13.178930182175774,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,5,128.16810095815666,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,6,21.80312544761327,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,7,19.54675281803838,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,8,19.737102118050455,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,9,17.745357852629407,1.5,True,7200,800
0.1,10,500,99,TSCP_R,t,absolute_residual,10,22.609569850877584,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,1,21.559215565016288,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,2,18.800366188061755,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,3,18.835202066451014,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,4,17.89700676679641,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,5,18.152065101215285,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,6,22.730739636560667,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,7,16.127344178509798,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,8,21.30375986294606,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,9,17.216183339386234,1.5,True,7200,800
0.1,10,500,99,Point_CHR,t,absolute_residual,10,18.274494720707168,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,1,25.59102743229672,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,2,16.465154656122788,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,3,22.28794765908471,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,4,15.263515056854853,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,5,12.729978271909093,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,6,23.324642444701457,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,7,14.88570374934154,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,8,19.1347312689248,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,9,21.98658352330201,1.5,True,7200,800
0.1,10,500,99,Empirical_copula,t,absolute_residual,10,12.504582223969507,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,1,12.649435942212461,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,2,26.866379596265396,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,3,22.827775453720097,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,4,43.01068131700123,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,5,21.54096265503678,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,6,20.294515709225493,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,7,12.01248467452508,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,8,19.215943831467115,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,9,10.210606044940722,1.5,True,7200,800
0.1,10,500,100,TSCP_R,t,absolute_residual,10,17.967167361938998,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,1,18.203499324986904,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,2,21.845576642622994,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,3,19.298872048022897,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,4,23.835635841158744,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,5,22.06095727465048,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,6,27.377031466071212,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,7,18.834628017617433,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,8,23.112884822557834,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,9,22.055962778633422,1.5,True,7200,800
0.1,10,500,100,Point_CHR,t,absolute_residual,10,15.27770661207244,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,1,10.406155509508947,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,2,22.99768747807,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,3,23.052888357110497,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,4,16.881780007867093,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,5,23.02197552909476,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,6,20.421506697581716,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,7,11.488178917597711,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,8,23.12047274922537,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,9,10.665976920819237,1.5,True,7200,800
0.1,10,500,100,Empirical_copula,t,absolute_residual,10,15.27770661207244,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,1,19.466274555107475,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,2,39.64801902836492,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,3,17.610038281612887,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,4,32.05103014502409,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,5,13.012671878351453,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,6,13.828700507350964,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,7,13.99297064193307,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,8,15.998189091336693,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,9,15.749363788222427,1.5,True,7200,800
0.1,10,500,101,TSCP_R,t,absolute_residual,10,27.636787932705666,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,1,18.597372666394747,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,2,15.676406550555653,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,3,21.280503830476277,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,4,17.90878103742417,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,5,19.2332282366906,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,6,14.567503470171063,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,7,23.518217717322052,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,8,16.340019228984275,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,9,19.43144689568981,1.5,True,7200,800
0.1,10,500,101,Point_CHR,t,absolute_residual,10,20.325715087936505,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,1,19.45173759828831,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,2,16.041647557781765,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,3,16.78588454937996,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,4,19.038925608071253,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,5,12.524930874719665,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,6,14.004475754714253,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,7,11.06050174943457,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,8,16.558926745094332,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,9,14.721610403785412,1.5,True,7200,800
0.1,10,500,101,Empirical_copula,t,absolute_residual,10,28.915580792885752,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,1,58.98842989277862,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,2,18.870943632710382,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,3,14.050925540077547,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,4,23.53661635582114,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,5,14.254031747407625,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,6,16.571735441185467,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,7,12.964518422560491,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,8,23.125723826842286,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,9,57.33243833367643,1.5,True,7200,800
0.1,10,500,102,TSCP_R,t,absolute_residual,10,45.096748853155844,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,1,14.513178967958199,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,2,18.99373009222864,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,3,16.649548917098244,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,4,15.48973734473942,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,5,14.896796224063776,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,6,17.205407634538865,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,7,21.999614489056952,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,8,17.39740948585862,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,9,19.886229259115023,1.5,True,7200,800
0.1,10,500,102,Point_CHR,t,absolute_residual,10,95.57024031558728,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,1,21.9548347689898,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,2,24.2759692335194,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,3,16.221285102442106,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,4,18.61970028610813,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,5,14.880289212253658,1.5,True,7200,800
0.1,10,500,102,Empirical_copula,t,absolute_residual,6,21.5155546907193,1.5,True,7200,800
