alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,redraw_train_test,n_train,n_test
0.1,2,30,68,Point_CHR,Gaussian,absolute_residual,0.9533333333333334,13.387459808656216,6.801048443167852,0.0,True,2400,600
0.1,2,30,68,Unscaled,Gaussian,absolute_residual,0.925,12.965034208076737,3.60069912768017,0.0,True,2400,600
0.1,2,30,69,TSCP_R,Gaussian,absolute_residual,0.9683333333333334,11.62998953529523,5.028433605913412,0.0,True,2400,600
0.1,2,30,69,Point_CHR,Gaussian,absolute_residual,0.9533333333333334,12.553718071682912,6.10154576772524,0.0010073184967041016,True,2400,600
0.1,2,30,69,Unscaled,Gaussian,absolute_residual,0.8933333333333333,11.2675877535818,3.3567227698429014,0.0,True,2400,600
0.1,2,30,70,TSCP_R,Gaussian,absolute_residual,0.8833333333333333,7.855697177680456,4.642614270005673,0.0009942054748535156,True,2400,600
0.1,2,30,70,Point_CHR,Gaussian,absolute_residual,0.8916666666666667,10.13525745352986,6.149460150584198,0.0,True,2400,600
0.1,2,30,70,Unscaled,Gaussian,absolute_residual,0.9616666666666667,16.417891843185846,4.051899781977072,0.0,True,2400,600
0.1,2,30,71,TSCP_R,Gaussian,absolute_residual,0.935,9.754048661174874,4.8558266428815635,0.0010085105895996094,True,2400,600
0.1,2,30,71,Point_CHR,Gaussian,absolute_residual,0.98,22.99317882604792,9.236271244177921,0.0,True,2400,600
0.1,2,30,71,Unscaled,Gaussian,absolute_residual,0.8916666666666667,10.929738461549196,3.306015496265738,0.0,True,2400,600
0.1,2,30,72,TSCP_R,Gaussian,absolute_residual,0.9116666666666666,8.44037929191662,3.7471316613811076,0.0,True,2400,600
0.1,2,30,72,Point_CHR,Gaussian,absolute_residual,0.9483333333333334,9.585843316792895,4.34776139921545,0.0,True,2400,600
0.1,2,30,72,Unscaled,Gaussian,absolute_residual,0.905,11.587590636368311,3.40405502839897,0.0,True,2400,600
0.1,2,30,73,TSCP_R,Gaussian,absolute_residual,0.9666666666666667,12.027322480023487,5.565336830050736,0.0010094642639160156,True,2400,600
0.1,2,30,73,Point_CHR,Gaussian,absolute_residual,0.995,23.035255010403052,5.9980856733525645,0.0,True,2400,600
0.1,2,30,73,Unscaled,Gaussian,absolute_residual,0.9483333333333334,16.57599111774708,4.071362317179236,0.0,True,2400,600
0.1,2,30,74,TSCP_R,Gaussian,absolute_residual,0.9933333333333333,17.04172538576359,6.344979935651877,0.0010046958923339844,True,2400,600
0.1,2,30,74,Point_CHR,Gaussian,absolute_residual,1.0,51.98524112527986,7.701330324344459,0.0,True,2400,600
0.1,2,30,74,Unscaled,Gaussian,absolute_residual,0.8866666666666667,9.208234918842422,3.034507360156245,0.0,True,2400,600
0.1,2,30,75,TSCP_R,Gaussian,absolute_residual,0.865,6.613588090998856,3.5072259444886775,0.0009860992431640625,True,2400,600
0.1,2,30,75,Point_CHR,Gaussian,absolute_residual,0.8483333333333334,6.0248847541880854,3.242196991614789,0.0,True,2400,600
0.1,2,30,75,Unscaled,Gaussian,absolute_residual,0.8683333333333333,8.569424233318713,2.9273578929332698,0.0,True,2400,600
0.1,2,30,76,TSCP_R,Gaussian,absolute_residual,0.985,14.552521394207604,5.110619851759962,0.0,True,2400,600
0.1,2,30,76,Point_CHR,Gaussian,absolute_residual,0.995,21.05245756650162,7.50456743100925,0.0009961128234863281,True,2400,600
0.1,2,30,76,Unscaled,Gaussian,absolute_residual,0.9566666666666667,17.11409543453567,4.136918591722065,0.0,True,2400,600
0.1,2,30,77,TSCP_R,Gaussian,absolute_residual,0.9733333333333334,12.431295620897806,4.920458491410013,0.001007080078125,True,2400,600
0.1,2,30,77,Point_CHR,Gaussian,absolute_residual,0.99,16.805458855573924,6.183306801730354,0.0,True,2400,600
0.1,2,30,77,Unscaled,Gaussian,absolute_residual,0.9416666666666667,15.151400063672178,3.8924799374784422,0.0,True,2400,600
0.1,2,30,78,TSCP_R,Gaussian,absolute_residual,0.9016666666666666,7.603790711197558,4.266583280217005,0.0009949207305908203,True,2400,600
0.1,2,30,78,Point_CHR,Gaussian,absolute_residual,0.9866666666666667,12.88239900280317,4.9550828186300935,0.0,True,2400,600
0.1,2,30,78,Unscaled,Gaussian,absolute_residual,0.88,9.99206332347432,3.161022512332729,0.0,True,2400,600
0.1,2,30,79,TSCP_R,Gaussian,absolute_residual,0.96,10.638382483638141,4.400787865492306,0.0010075569152832031,True,2400,600
0.1,2,30,79,Point_CHR,Gaussian,absolute_residual,0.9283333333333333,9.492937449863716,3.971860729433181,0.0,True,2400,600
0.1,2,30,79,Unscaled,Gaussian,absolute_residual,0.8866666666666667,11.142597899059068,3.3380530102230352,0.0,True,2400,600
0.1,2,30,80,TSCP_R,Gaussian,absolute_residual,0.9183333333333333,7.851162049326346,3.7114765570805255,0.0,True,2400,600
0.1,2,30,80,Point_CHR,Gaussian,absolute_residual,0.92,9.931841968851815,3.4000418962807766,0.0010190010070800781,True,2400,600
0.1,2,30,80,Unscaled,Gaussian,absolute_residual,0.92,11.560284896902415,3.4000418963451633,0.0,True,2400,600
0.1,2,30,81,TSCP_R,Gaussian,absolute_residual,0.865,7.4885073254630905,4.195668440746402,0.0,True,2400,600
0.1,2,30,81,Point_CHR,Gaussian,absolute_residual,0.9483333333333334,10.234480302470564,4.263464568698762,0.00099945068359375,True,2400,600
0.1,2,30,81,Unscaled,Gaussian,absolute_residual,0.9383333333333334,15.294151341783161,3.9107737523133657,0.0,True,2400,600
0.1,2,30,82,TSCP_R,Gaussian,absolute_residual,0.8233333333333334,5.796430027824232,3.2803271893456163,0.0009999275207519531,True,2400,600
0.1,2,30,82,Point_CHR,Gaussian,absolute_residual,0.8916666666666667,8.889714265908676,3.1923913849172507,0.0,True,2400,600
0.1,2,30,82,Unscaled,Gaussian,absolute_residual,0.8733333333333333,9.211133420136335,3.0349849126702977,0.000995635986328125,True,2400,600
0.1,2,30,83,TSCP_R,Gaussian,absolute_residual,0.8866666666666667,7.223205283445902,3.272443411790934,0.0009999275207519531,True,2400,600
0.1,2,30,83,Point_CHR,Gaussian,absolute_residual,0.9216666666666666,8.336012861559057,3.6873558336335472,0.0,True,2400,600
0.1,2,30,83,Unscaled,Gaussian,absolute_residual,0.8383333333333334,7.9659256158278104,2.8223971399907226,0.0,True,2400,600
0.1,2,30,84,TSCP_R,Gaussian,absolute_residual,0.8033333333333333,6.449397781579648,3.8284594674980403,0.0010004043579101562,True,2400,600
0.1,2,30,84,Point_CHR,Gaussian,absolute_residual,0.9533333333333334,11.200933182683986,4.385473382733509,0.0,True,2400,600
0.1,2,30,84,Unscaled,Gaussian,absolute_residual,0.85,9.633375958706099,3.1037680259172236,0.0,True,2400,600
0.1,2,30,85,TSCP_R,Gaussian,absolute_residual,0.9266666666666666,8.017152020333473,4.079313989836903,0.0010008811950683594,True,2400,600
0.1,2,30,85,Point_CHR,Gaussian,absolute_residual,0.9833333333333333,16.485946193916995,5.04195117475358,0.0,True,2400,600
0.1,2,30,85,Unscaled,Gaussian,absolute_residual,0.8583333333333333,8.756378284102285,2.9591178219365117,0.0,True,2400,600
0.1,2,30,86,TSCP_R,Gaussian,absolute_residual,0.95,10.172687682031212,4.488584583436232,0.0,True,2400,600
0.1,2,30,86,Point_CHR,Gaussian,absolute_residual,0.9383333333333334,9.439322339259235,4.306462951100716,0.0010056495666503906,True,2400,600
0.1,2,30,86,Unscaled,Gaussian,absolute_residual,0.9266666666666666,13.397545182407887,3.660265725655432,0.0,True,2400,600
0.1,2,30,87,TSCP_R,Gaussian,absolute_residual,0.8866666666666667,7.1511701320009236,3.7927297573023693,0.0010068416595458984,True,2400,600
0.1,2,30,87,Point_CHR,Gaussian,absolute_residual,0.875,6.958443657804297,3.775805385345588,0.0,True,2400,600
0.1,2,30,87,Unscaled,Gaussian,absolute_residual,0.8783333333333333,8.74229244807994,2.9567367904634225,0.0,True,2400,600
0.1,2,30,88,TSCP_R,Gaussian,absolute_residual,0.95,11.425064067020903,5.288951104598004,0.0010056495666503906,True,2400,600
0.1,2,30,88,Point_CHR,Gaussian,absolute_residual,0.9016666666666666,8.120853400439437,4.270507139068496,0.0009999275207519531,True,2400,600
0.1,2,30,88,Unscaled,Gaussian,absolute_residual,0.9516666666666667,17.00126700239517,4.123259269363881,0.0,True,2400,600
0.1,2,30,89,TSCP_R,Gaussian,absolute_residual,0.9,7.78766304164423,3.6284188449374684,0.0010104179382324219,True,2400,600
0.1,2,30,89,Point_CHR,Gaussian,absolute_residual,0.9516666666666667,10.828323560234992,4.186096526656737,0.0009906291961669922,True,2400,600
0.1,2,30,89,Unscaled,Gaussian,absolute_residual,0.895,10.785233456647365,3.284087918531927,0.0,True,2400,600
0.1,2,30,90,TSCP_R,Gaussian,absolute_residual,0.895,7.690636521633219,3.6522224808778,0.0010080337524414062,True,2400,600
0.1,2,30,90,Point_CHR,Gaussian,absolute_residual,0.9833333333333333,16.63862142099778,4.724242671437649,0.0009996891021728516,True,2400,600
0.1,2,30,90,Unscaled,Gaussian,absolute_residual,0.79,7.637780495257136,2.7636534687361105,0.0,True,2400,600
0.1,2,30,91,TSCP_R,Gaussian,absolute_residual,0.96,9.89087343961753,4.370168869466685,0.00099945068359375,True,2400,600
0.1,2,30,91,Point_CHR,Gaussian,absolute_residual,0.9766666666666667,12.544418922131578,5.562749857269637,0.0009989738464355469,True,2400,600
0.1,2,30,91,Unscaled,Gaussian,absolute_residual,0.9683333333333334,15.380022795026264,3.921737216467501,0.0,True,2400,600
0.1,2,30,92,TSCP_R,Gaussian,absolute_residual,0.8833333333333333,7.592668043373889,3.355878330472578,0.0010004043579101562,True,2400,600
0.1,2,30,92,Point_CHR,Gaussian,absolute_residual,0.8916666666666667,7.8109361756031115,3.3417112297604765,0.0,True,2400,600
0.1,2,30,92,Unscaled,Gaussian,absolute_residual,0.875,8.912519184017924,2.985384260697092,0.0,True,2400,600
0.1,2,30,93,TSCP_R,Gaussian,absolute_residual,0.8616666666666667,7.073221983501559,3.2112333352282616,0.0,True,2400,600
0.1,2,30,93,Point_CHR,Gaussian,absolute_residual,0.96,10.20337897160605,4.0406409234825755,0.000993490219116211,True,2400,600
0.1,2,30,93,Unscaled,Gaussian,absolute_residual,0.7833333333333333,6.376575684419808,2.5251882473233174,0.0,True,2400,600
0.1,2,30,94,TSCP_R,Gaussian,absolute_residual,0.9733333333333334,10.199290312215684,4.222848077495705,0.0020186901092529297,True,2400,600
0.1,2,30,94,Point_CHR,Gaussian,absolute_residual,0.985,15.490622628108374,4.335896082655439,0.0,True,2400,600
0.1,2,30,94,Unscaled,Gaussian,absolute_residual,0.9216666666666666,11.173261883272495,3.3426429488164744,0.0,True,2400,600
0.1,2,30,95,TSCP_R,Gaussian,absolute_residual,0.865,6.845659133665491,3.8165806546616383,0.0,True,2400,600
0.1,2,30,95,Point_CHR,Gaussian,absolute_residual,0.8716666666666667,7.311431148553158,4.265557433604032,0.0010046958923339844,True,2400,600
0.1,2,30,95,Unscaled,Gaussian,absolute_residual,0.9216666666666666,12.37611383569956,3.517970130018099,0.0,True,2400,600
0.1,2,30,96,TSCP_R,Gaussian,absolute_residual,0.9066666666666666,8.02131524252246,4.561392531616519,0.0010075569152832031,True,2400,600
0.1,2,30,96,Point_CHR,Gaussian,absolute_residual,0.9866666666666667,17.601165367226606,7.098350589036331,0.0009975433349609375,True,2400,600
0.1,2,30,96,Unscaled,Gaussian,absolute_residual,0.9666666666666667,17.401731060392706,4.171538212745115,0.0,True,2400,600
0.1,2,30,97,TSCP_R,Gaussian,absolute_residual,0.8783333333333333,7.353613263347134,3.354572210405647,0.0,True,2400,600
0.1,2,30,97,Point_CHR,Gaussian,absolute_residual,0.7133333333333334,4.2282997915828995,2.4666639267389767,0.0009992122650146484,True,2400,600
0.1,2,30,97,Unscaled,Gaussian,absolute_residual,0.7433333333333333,5.759559914328082,2.3999083137336896,0.0,True,2400,600
0.1,2,30,98,TSCP_R,Gaussian,absolute_residual,0.9516666666666667,11.012958560636873,5.332029065201618,0.0010089874267578125,True,2400,600
0.1,2,30,98,Point_CHR,Gaussian,absolute_residual,1.0,25.620754708265206,6.7691697061775695,0.0,True,2400,600
0.1,2,30,98,Unscaled,Gaussian,absolute_residual,0.975,16.407118243282962,4.050570113364656,0.0009963512420654297,True,2400,600
0.1,2,30,99,TSCP_R,Gaussian,absolute_residual,0.8833333333333333,7.336191698862393,3.373267269910118,0.0009932518005371094,True,2400,600
0.1,2,30,99,Point_CHR,Gaussian,absolute_residual,0.96,17.836700900209735,4.2502742493905625,0.0009999275207519531,True,2400,600
0.1,2,30,99,Unscaled,Gaussian,absolute_residual,0.79,6.471109196088523,2.5438374940409467,0.0,True,2400,600
0.1,2,50,0,TSCP_R,Gaussian,absolute_residual,0.9,7.883434899130449,4.384993729694623,0.0009951591491699219,True,2400,600
0.1,2,50,0,Point_CHR,Gaussian,absolute_residual,0.915,8.30101707561885,4.336999592957454,0.0,True,2400,600
0.1,2,50,0,Unscaled,Gaussian,absolute_residual,0.9483333333333334,14.411087436051282,3.7961938090739364,0.0,True,2400,600
0.1,2,50,1,TSCP_R,Gaussian,absolute_residual,0.84,5.555572910340255,3.1450934395028116,0.0010094642639160156,True,2400,600
0.1,2,50,1,Point_CHR,Gaussian,absolute_residual,0.9383333333333334,9.350296320178437,4.3379143937415074,0.0009951591491699219,True,2400,600
0.1,2,50,1,Unscaled,Gaussian,absolute_residual,0.805,5.66742999722493,2.380636468935341,0.0,True,2400,600
0.1,2,50,2,TSCP_R,Gaussian,absolute_residual,0.8816666666666667,6.9793043253328415,4.053236201491901,0.0010068416595458984,True,2400,600
0.1,2,50,2,Point_CHR,Gaussian,absolute_residual,0.8833333333333333,7.663024617439014,4.558409112458617,0.0,True,2400,600
0.1,2,50,2,Unscaled,Gaussian,absolute_residual,0.9383333333333334,14.705426791069,3.834765545775778,0.0,True,2400,600
0.1,2,50,3,TSCP_R,Gaussian,absolute_residual,0.8283333333333334,5.898334916945294,3.618470264306862,0.0010094642639160156,True,2400,600
0.1,2,50,3,Point_CHR,Gaussian,absolute_residual,0.855,6.368490584496372,3.522134657466408,0.0,True,2400,600
0.1,2,50,3,Unscaled,Gaussian,absolute_residual,0.9016666666666666,11.250005544460215,3.354102792768912,0.0,True,2400,600
0.1,2,50,4,TSCP_R,Gaussian,absolute_residual,0.8983333333333333,7.657915357260321,3.6843000112539874,0.0010073184967041016,True,2400,600
0.1,2,50,4,Point_CHR,Gaussian,absolute_residual,0.9333333333333333,9.042063794433776,3.8690830554809064,0.0,True,2400,600
0.1,2,50,4,Unscaled,Gaussian,absolute_residual,0.875,9.859220937648892,3.1399396391728445,0.0,True,2400,600
0.1,2,50,5,TSCP_R,Gaussian,absolute_residual,0.82,5.650387677494139,3.6601261126291984,0.0,True,2400,600
0.1,2,50,5,Point_CHR,Gaussian,absolute_residual,0.895,8.686605059535209,5.093826967187349,0.0009999275207519531,True,2400,600
0.1,2,50,5,Unscaled,Gaussian,absolute_residual,0.9133333333333333,12.430593515932179,3.5257046835962,0.0,True,2400,600
0.1,2,50,6,TSCP_R,Gaussian,absolute_residual,0.9433333333333334,9.757068386531218,4.4490657852514826,0.000993967056274414,True,2400,600
0.1,2,50,6,Point_CHR,Gaussian,absolute_residual,0.97,13.556557352458002,6.207867636508721,0.0,True,2400,600
0.1,2,50,6,Unscaled,Gaussian,absolute_residual,0.9366666666666666,15.007194848465263,3.8739120857945735,0.0,True,2400,600
0.1,2,50,7,TSCP_R,Gaussian,absolute_residual,0.9283333333333333,8.030529062741888,4.180148874417652,0.0010001659393310547,True,2400,600
0.1,2,50,7,Point_CHR,Gaussian,absolute_residual,0.9383333333333334,8.395971714536792,3.8747750680703126,0.0,True,2400,600
0.1,2,50,7,Unscaled,Gaussian,absolute_residual,0.915,12.34942974977647,3.514175543392286,0.0,True,2400,600
0.1,2,50,8,TSCP_R,Gaussian,absolute_residual,0.8583333333333333,6.449108674921771,3.2143087043286496,0.0010063648223876953,True,2400,600
0.1,2,50,8,Point_CHR,Gaussian,absolute_residual,0.9233333333333333,10.663820846019242,3.708299164803381,0.0,True,2400,600
0.1,2,50,8,Unscaled,Gaussian,absolute_residual,0.8633333333333333,9.063538614095698,3.0105711441677805,0.0,True,2400,600
0.1,2,50,9,TSCP_R,Gaussian,absolute_residual,0.8666666666666667,6.546090724373269,3.7090471620725793,0.0010061264038085938,True,2400,600
0.1,2,50,9,Point_CHR,Gaussian,absolute_residual,0.8733333333333333,6.8301728712001735,3.768020018390584,0.0,True,2400,600
0.1,2,50,9,Unscaled,Gaussian,absolute_residual,0.86,9.560806314921798,3.092055354440117,0.0,True,2400,600
0.1,2,50,10,TSCP_R,Gaussian,absolute_residual,0.9483333333333334,9.780880137995325,4.259045534466271,0.0,True,2400,600
0.1,2,50,10,Point_CHR,Gaussian,absolute_residual,0.9466666666666667,13.747638832462416,7.179907363941442,0.0009932518005371094,True,2400,600
0.1,2,50,10,Unscaled,Gaussian,absolute_residual,0.865,7.443597049277749,2.7282956308431365,0.0,True,2400,600
0.1,2,50,11,TSCP_R,Gaussian,absolute_residual,0.9633333333333334,10.957788191965832,4.484409313320826,0.0009984970092773438,True,2400,600
0.1,2,50,11,Point_CHR,Gaussian,absolute_residual,0.9866666666666667,14.030948702666217,5.15954225306785,0.0,True,2400,600
0.1,2,50,11,Unscaled,Gaussian,absolute_residual,0.895,11.013204464054704,3.3186148411731518,0.0,True,2400,600
0.1,2,50,12,TSCP_R,Gaussian,absolute_residual,0.91,7.6101393718514965,3.851193153390905,0.0010001659393310547,True,2400,600
0.1,2,50,12,Point_CHR,Gaussian,absolute_residual,0.895,7.4156269699886455,3.4163096911547153,0.0,True,2400,600
0.1,2,50,12,Unscaled,Gaussian,absolute_residual,0.9,10.857815321672065,3.295119925233688,0.0,True,2400,600
0.1,2,50,13,TSCP_R,Gaussian,absolute_residual,0.9483333333333334,9.894888547112922,4.683485099603551,0.0010030269622802734,True,2400,600
0.1,2,50,13,Point_CHR,Gaussian,absolute_residual,0.835,6.28100781058358,4.46731258662863,0.00099945068359375,True,2400,600
0.1,2,50,13,Unscaled,Gaussian,absolute_residual,0.91,11.9817596024517,3.461467839291837,0.0,True,2400,600
0.1,2,50,14,TSCP_R,Gaussian,absolute_residual,0.935,9.335038607043728,4.7826390344278,0.0,True,2400,600
0.1,2,50,14,Point_CHR,Gaussian,absolute_residual,0.9466666666666667,10.046988006945096,5.085710774083957,0.0009982585906982422,True,2400,600
0.1,2,50,14,Unscaled,Gaussian,absolute_residual,0.9466666666666667,15.549278628920746,3.943257362754902,0.0,True,2400,600
0.1,2,50,15,TSCP_R,Gaussian,absolute_residual,0.905,7.951258765772592,3.4031073248478174,0.0010008811950683594,True,2400,600
0.1,2,50,15,Point_CHR,Gaussian,absolute_residual,0.915,8.232672149206323,3.6746600874149085,0.0010001659393310547,True,2400,600
0.1,2,50,15,Unscaled,Gaussian,absolute_residual,0.8283333333333334,7.9174871476530635,2.8138029688755863,0.0,True,2400,600
0.1,2,50,16,TSCP_R,Gaussian,absolute_residual,0.8366666666666667,6.584295426928815,4.214520174155674,0.0009987354278564453,True,2400,600
0.1,2,50,16,Point_CHR,Gaussian,absolute_residual,0.9133333333333333,8.926536543008798,4.826699092725187,0.0,True,2400,600
0.1,2,50,16,Unscaled,Gaussian,absolute_residual,0.9516666666666667,15.441949801778328,3.9296246387890954,0.0,True,2400,600
0.1,2,50,17,TSCP_R,Gaussian,absolute_residual,0.945,9.637873841061502,4.326329397465317,0.0010001659393310547,True,2400,600
0.1,2,50,17,Point_CHR,Gaussian,absolute_residual,0.9616666666666667,11.103290836580541,4.400528645669086,0.0,True,2400,600
0.1,2,50,17,Unscaled,Gaussian,absolute_residual,0.9233333333333333,13.982097901341538,3.739264352963232,0.0,True,2400,600
0.1,2,50,18,TSCP_R,Gaussian,absolute_residual,0.88,7.460658284703435,3.4158618456675827,0.0,True,2400,600
0.1,2,50,18,Point_CHR,Gaussian,absolute_residual,0.9133333333333333,8.419629233032452,3.9128414088275747,0.0009987354278564453,True,2400,600
0.1,2,50,18,Unscaled,Gaussian,absolute_residual,0.83,7.358275224619149,2.7126140943044494,0.0,True,2400,600
0.1,2,50,19,TSCP_R,Gaussian,absolute_residual,0.93,9.140736590089894,4.707667349783648,0.0010073184967041016,True,2400,600
0.1,2,50,19,Point_CHR,Gaussian,absolute_residual,0.865,6.827998916087577,4.0269993719962365,0.0010006427764892578,True,2400,600
0.1,2,50,19,Unscaled,Gaussian,absolute_residual,0.96,16.21672394272872,4.026999372079504,0.0,True,2400,600
0.1,2,50,20,TSCP_R,Gaussian,absolute_residual,0.8883333333333333,7.4333680189844085,3.4083790552718947,0.0009996891021728516,True,2400,600
0.1,2,50,20,Point_CHR,Gaussian,absolute_residual,0.9016666666666666,9.319667525684345,3.3517516057254593,0.0,True,2400,600
0.1,2,50,20,Unscaled,Gaussian,absolute_residual,0.8383333333333334,8.00387462259024,2.8291119848090567,0.0009992122650146484,True,2400,600
0.1,2,50,21,TSCP_R,Gaussian,absolute_residual,0.9333333333333333,8.297135100560249,4.0273340694393776,0.0009946823120117188,True,2400,600
0.1,2,50,21,Point_CHR,Gaussian,absolute_residual,0.8833333333333333,6.645165234384122,3.269820834811244,0.0,True,2400,600
0.1,2,50,21,Unscaled,Gaussian,absolute_residual,0.86,8.39101322307364,2.8967245680377762,0.0,True,2400,600
0.1,2,50,22,TSCP_R,Gaussian,absolute_residual,0.9233333333333333,8.266422171970834,4.020275947012236,0.0010099411010742188,True,2400,600
0.1,2,50,22,Point_CHR,Gaussian,absolute_residual,0.9,7.347606974836244,3.577340981560943,0.0,True,2400,600
0.1,2,50,22,Unscaled,Gaussian,absolute_residual,0.8916666666666667,10.321658345068835,3.2127337806094105,0.0,True,2400,600
0.1,2,50,23,TSCP_R,Gaussian,absolute_residual,0.86,6.428911532509754,3.352156384464713,0.0009989738464355469,True,2400,600
0.1,2,50,23,Point_CHR,Gaussian,absolute_residual,0.83,5.8722922885232425,3.0455059227551726,0.0,True,2400,600
0.1,2,50,23,Unscaled,Gaussian,absolute_residual,0.8416666666666667,8.447295881874846,2.906423211074885,0.0,True,2400,600
0.1,2,50,24,TSCP_R,Gaussian,absolute_residual,0.9533333333333334,9.57862443079536,4.489529578284854,0.0,True,2400,600
0.1,2,50,24,Point_CHR,Gaussian,absolute_residual,0.9566666666666667,10.8419185876837,4.318775676892127,0.0009992122650146484,True,2400,600
0.1,2,50,24,Unscaled,Gaussian,absolute_residual,0.925,13.278615825937692,3.6439835106566676,0.0,True,2400,600
0.1,2,50,25,TSCP_R,Gaussian,absolute_residual,0.9366666666666666,8.760658989562534,4.225276928292592,0.001001596450805664,True,2400,600
0.1,2,50,25,Point_CHR,Gaussian,absolute_residual,0.94,9.452115283619996,4.666597303750736,0.0009996891021728516,True,2400,600
0.1,2,50,25,Unscaled,Gaussian,absolute_residual,0.93,11.849694074445795,3.442338460181653,0.0,True,2400,600
0.1,2,50,26,TSCP_R,Gaussian,absolute_residual,0.9166666666666666,9.417056505877687,3.654841478079655,0.0010066032409667969,True,2400,600
0.1,2,50,26,Point_CHR,Gaussian,absolute_residual,0.9516666666666667,11.00861155018046,4.739154346180962,0.0,True,2400,600
0.1,2,50,26,Unscaled,Gaussian,absolute_residual,0.875,9.538631296995915,3.0884674673688752,0.0,True,2400,600
0.1,2,50,27,TSCP_R,Gaussian,absolute_residual,0.95,9.130859423828722,4.2881570491474506,0.0009953975677490234,True,2400,600
0.1,2,50,27,Point_CHR,Gaussian,absolute_residual,0.9683333333333334,10.835249395577215,4.8558198184663794,0.0,True,2400,600
0.1,2,50,27,Unscaled,Gaussian,absolute_residual,0.935,13.234698863170197,3.6379525647223874,0.0,True,2400,600
0.1,2,50,28,TSCP_R,Gaussian,absolute_residual,0.8833333333333333,6.644210351127773,3.623474053068911,0.0009996891021728516,True,2400,600
0.1,2,50,28,Point_CHR,Gaussian,absolute_residual,0.96,9.737756697264565,4.294071462506988,0.0,True,2400,600
0.1,2,50,28,Unscaled,Gaussian,absolute_residual,0.8483333333333334,8.048891982121905,2.8370569226086926,0.0,True,2400,600
0.1,2,50,29,TSCP_R,Gaussian,absolute_residual,0.8866666666666667,7.866369439860278,3.5615441423606775,0.0,True,2400,600
0.1,2,50,29,Point_CHR,Gaussian,absolute_residual,0.86,7.680629272617997,3.271698173930382,0.0010068416595458984,True,2400,600
0.1,2,50,29,Unscaled,Gaussian,absolute_residual,0.865,9.863964188852346,3.140694857647324,0.0,True,2400,600
0.1,2,50,30,TSCP_R,Gaussian,absolute_residual,0.915,8.084930898190906,4.282903219114063,0.0,True,2400,600
0.1,2,50,30,Point_CHR,Gaussian,absolute_residual,0.9766666666666667,13.534431384417568,6.104090569001186,0.0010099411010742188,True,2400,600
0.1,2,50,30,Unscaled,Gaussian,absolute_residual,0.9416666666666667,14.718255797058665,3.836437904757311,0.0,True,2400,600
0.1,2,50,31,TSCP_R,Gaussian,absolute_residual,0.9083333333333333,8.834400768093989,4.5552503564086795,0.0010068416595458984,True,2400,600
0.1,2,50,31,Point_CHR,Gaussian,absolute_residual,0.935,10.319493045776772,4.755219291193644,0.0,True,2400,600
0.1,2,50,31,Unscaled,Gaussian,absolute_residual,0.9483333333333334,16.550282834367177,4.068203883087373,0.0,True,2400,600
0.1,2,50,32,TSCP_R,Gaussian,absolute_residual,0.9083333333333333,8.780137423890416,4.431913915231416,0.00099945068359375,True,2400,600
0.1,2,50,32,Point_CHR,Gaussian,absolute_residual,0.9266666666666666,9.76982793551428,4.979721902044301,0.0,True,2400,600
0.1,2,50,32,Unscaled,Gaussian,absolute_residual,0.9233333333333333,13.94113038899766,3.733782316766426,0.0,True,2400,600
0.1,2,50,33,TSCP_R,Gaussian,absolute_residual,0.9516666666666667,10.227649935381779,4.853470946225128,0.000997304916381836,True,2400,600
0.1,2,50,33,Point_CHR,Gaussian,absolute_residual,0.97,12.456042974298196,5.328657509893549,0.0,True,2400,600
0.1,2,50,33,Unscaled,Gaussian,absolute_residual,0.965,18.39407090262947,4.288830948245625,0.0,True,2400,600
0.1,2,50,34,TSCP_R,Gaussian,absolute_residual,0.8766666666666667,7.05214597498009,3.6049422207761754,0.0,True,2400,600
0.1,2,50,34,Point_CHR,Gaussian,absolute_residual,0.9116666666666666,8.465151582694432,4.497452993380771,0.001007080078125,True,2400,600
0.1,2,50,34,Unscaled,Gaussian,absolute_residual,0.8966666666666666,10.392239550381717,3.223699668142446,0.0,True,2400,600
0.1,2,50,35,TSCP_R,Gaussian,absolute_residual,0.8683333333333333,6.536876650464034,3.7530372013156654,0.001001119613647461,True,2400,600
0.1,2,50,35,Point_CHR,Gaussian,absolute_residual,0.9566666666666667,9.91543718871655,4.114352012616617,0.0010013580322265625,True,2400,600
0.1,2,50,35,Unscaled,Gaussian,absolute_residual,0.8866666666666667,10.288790026461022,3.2076143824439094,0.0,True,2400,600
0.1,2,50,36,TSCP_R,Gaussian,absolute_residual,0.875,7.172703480271331,3.707230404733866,0.0009992122650146484,True,2400,600
0.1,2,50,36,Point_CHR,Gaussian,absolute_residual,0.915,8.63427672821876,4.291535052756353,0.0,True,2400,600
0.1,2,50,36,Unscaled,Gaussian,absolute_residual,0.8933333333333333,10.841887259859545,3.292702121337359,0.0,True,2400,600
0.1,2,50,37,TSCP_R,Gaussian,absolute_residual,0.9333333333333333,8.89611950966517,3.5005300740358662,0.0010001659393310547,True,2400,600
0.1,2,50,37,Point_CHR,Gaussian,absolute_residual,0.8933333333333333,7.610260892992857,3.102067031292865,0.0005025863647460938,True,2400,600
0.1,2,50,37,Unscaled,Gaussian,absolute_residual,0.8983333333333333,9.62281986709619,3.1020670313673415,0.0,True,2400,600
