dataset,trial,n_cal,n_test,n_dim,coordinate,target,branch,binary_candidates,backward_candidates
scm1d,193,490,1961,16,15,MTLp15,binary,9,0
scm1d,193,490,1961,16,16,MTLp16,binary,9,0
scm1d,194,490,1961,16,1,LBL,binary,8,0
scm1d,194,490,1961,16,2,MTLp2,binary,8,0
scm1d,194,490,1961,16,3,MTLp3,binary,8,0
scm1d,194,490,1961,16,4,MTLp4,binary,9,0
scm1d,194,490,1961,16,5,MTLp5,binary,8,0
scm1d,194,490,1961,16,6,MTLp6,binary,9,0
scm1d,194,490,1961,16,7,MTLp7,binary,9,0
scm1d,194,490,1961,16,8,MTLp8,binary,9,0
scm1d,194,490,1961,16,9,MTLp9,binary,8,0
scm1d,194,490,1961,16,10,MTLp10,binary,8,0
scm1d,194,490,1961,16,11,MTLp11,binary,8,0
scm1d,194,490,1961,16,12,MTLp12,binary,9,0
scm1d,194,490,1961,16,13,MTLp13,binary,8,0
scm1d,194,490,1961,16,14,MTLp14,binary,9,0
scm1d,194,490,1961,16,15,MTLp15,binary,8,0
scm1d,194,490,1961,16,16,MTLp16,binary,9,0
scm1d,195,490,1961,16,1,LBL,binary,8,0
scm1d,195,490,1961,16,2,MTLp2,binary,8,0
scm1d,195,490,1961,16,3,MTLp3,binary,9,0
scm1d,195,490,1961,16,4,MTLp4,binary,9,0
scm1d,195,490,1961,16,5,MTLp5,binary,8,0
scm1d,195,490,1961,16,6,MTLp6,binary,8,0
scm1d,195,490,1961,16,7,MTLp7,binary,8,0
scm1d,195,490,1961,16,8,MTLp8,binary,9,0
scm1d,195,490,1961,16,9,MTLp9,binary,9,0
scm1d,195,490,1961,16,10,MTLp10,binary,9,0
scm1d,195,490,1961,16,11,MTLp11,binary,9,0
scm1d,195,490,1961,16,12,MTLp12,binary,8,0
scm1d,195,490,1961,16,13,MTLp13,binary,8,0
scm1d,195,490,1961,16,14,MTLp14,binary,9,0
scm1d,195,490,1961,16,15,MTLp15,binary,8,0
scm1d,195,490,1961,16,16,MTLp16,binary,8,0
scm1d,196,490,1961,16,1,LBL,binary,9,0
scm1d,196,490,1961,16,2,MTLp2,binary,9,0
scm1d,196,490,1961,16,3,MTLp3,binary,9,0
scm1d,196,490,1961,16,4,MTLp4,binary,8,0
scm1d,196,490,1961,16,5,MTLp5,binary,8,0
scm1d,196,490,1961,16,6,MTLp6,binary,8,0
scm1d,196,490,1961,16,7,MTLp7,binary,8,0
scm1d,196,490,1961,16,8,MTLp8,binary,8,0
scm1d,196,490,1961,16,9,MTLp9,binary,9,0
scm1d,196,490,1961,16,10,MTLp10,binary,8,0
scm1d,196,490,1961,16,11,MTLp11,binary,9,0
scm1d,196,490,1961,16,12,MTLp12,binary,9,0
scm1d,196,490,1961,16,13,MTLp13,binary,8,0
scm1d,196,490,1961,16,14,MTLp14,binary,9,0
scm1d,196,490,1961,16,15,MTLp15,binary,8,0
scm1d,196,490,1961,16,16,MTLp16,binary,8,0
scm1d,197,490,1961,16,1,LBL,binary,8,0
scm1d,197,490,1961,16,2,MTLp2,binary,9,0
scm1d,197,490,1961,16,3,MTLp3,binary,8,0
scm1d,197,490,1961,16,4,MTLp4,binary,9,0
scm1d,197,490,1961,16,5,MTLp5,binary,8,0
scm1d,197,490,1961,16,6,MTLp6,binary,9,0
scm1d,197,490,1961,16,7,MTLp7,binary,9,0
scm1d,197,490,1961,16,8,MTLp8,binary,9,0
scm1d,197,490,1961,16,9,MTLp9,binary,9,0
scm1d,197,490,1961,16,10,MTLp10,binary,9,0
scm1d,197,490,1961,16,11,MTLp11,binary,9,0
scm1d,197,490,1961,16,12,MTLp12,binary,9,0
scm1d,197,490,1961,16,13,MTLp13,binary,8,0
scm1d,197,490,1961,16,14,MTLp14,binary,8,0
scm1d,197,490,1961,16,15,MTLp15,binary,9,0
scm1d,197,490,1961,16,16,MTLp16,binary,9,0
scm1d,198,490,1961,16,1,LBL,binary,9,0
scm1d,198,490,1961,16,2,MTLp2,binary,8,0
scm1d,198,490,1961,16,3,MTLp3,binary,9,0
scm1d,198,490,1961,16,4,MTLp4,binary,9,0
scm1d,198,490,1961,16,5,MTLp5,binary,8,0
scm1d,198,490,1961,16,6,MTLp6,binary,9,0
scm1d,198,490,1961,16,7,MTLp7,binary,9,0
scm1d,198,490,1961,16,8,MTLp8,binary,8,0
scm1d,198,490,1961,16,9,MTLp9,binary,9,0
scm1d,198,490,1961,16,10,MTLp10,binary,8,0
scm1d,198,490,1961,16,11,MTLp11,binary,9,0
scm1d,198,490,1961,16,12,MTLp12,binary,9,0
scm1d,198,490,1961,16,13,MTLp13,binary,9,0
scm1d,198,490,1961,16,14,MTLp14,binary,9,0
scm1d,198,490,1961,16,15,MTLp15,binary,9,0
scm1d,198,490,1961,16,16,MTLp16,binary,9,0
scm1d,199,490,1961,16,1,LBL,binary,8,0
scm1d,199,490,1961,16,2,MTLp2,binary,8,0
scm1d,199,490,1961,16,3,MTLp3,binary,9,0
scm1d,199,490,1961,16,4,MTLp4,binary,8,0
scm1d,199,490,1961,16,5,MTLp5,binary,9,0
scm1d,199,490,1961,16,6,MTLp6,binary,8,0
scm1d,199,490,1961,16,7,MTLp7,binary,8,0
scm1d,199,490,1961,16,8,MTLp8,binary,8,0
scm1d,199,490,1961,16,9,MTLp9,binary,8,0
scm1d,199,490,1961,16,10,MTLp10,binary,9,0
scm1d,199,490,1961,16,11,MTLp11,binary,8,0
scm1d,199,490,1961,16,12,MTLp12,binary,9,0
scm1d,199,490,1961,16,13,MTLp13,binary,8,0
scm1d,199,490,1961,16,14,MTLp14,binary,8,0
scm1d,199,490,1961,16,15,MTLp15,binary,8,0
scm1d,199,490,1961,16,16,MTLp16,binary,9,0
scm20d,0,448,1794,16,1,LBL,binary,8,0
scm20d,0,448,1794,16,2,MTLp2A,binary,8,0
scm20d,0,448,1794,16,3,MTLp3A,binary,8,0
scm20d,0,448,1794,16,4,MTLp4A,binary,8,0
scm20d,0,448,1794,16,5,MTLp5A,binary,8,0
scm20d,0,448,1794,16,6,MTLp6A,binary,8,0
scm20d,0,448,1794,16,7,MTLp7A,binary,8,0
scm20d,0,448,1794,16,8,MTLp8A,binary,8,0
scm20d,0,448,1794,16,9,MTLp9A,binary,8,0
scm20d,0,448,1794,16,10,MTLp10A,binary,8,0
scm20d,0,448,1794,16,11,MTLp11A,binary,8,0
scm20d,0,448,1794,16,12,MTLp12A,binary,8,0
scm20d,0,448,1794,16,13,MTLp13A,binary,9,0
scm20d,0,448,1794,16,14,MTLp14A,binary,9,0
scm20d,0,448,1794,16,15,MTLp15A,binary,9,0
scm20d,0,448,1794,16,16,MTLp16A,binary,8,0
scm20d,1,448,1794,16,1,LBL,binary,8,0
scm20d,1,448,1794,16,2,MTLp2A,binary,8,0
scm20d,1,448,1794,16,3,MTLp3A,binary,8,0
scm20d,1,448,1794,16,4,MTLp4A,binary,9,0
scm20d,1,448,1794,16,5,MTLp5A,binary,8,0
scm20d,1,448,1794,16,6,MTLp6A,binary,8,0
scm20d,1,448,1794,16,7,MTLp7A,binary,8,0
scm20d,1,448,1794,16,8,MTLp8A,binary,8,0
scm20d,1,448,1794,16,9,MTLp9A,binary,9,0
scm20d,1,448,1794,16,10,MTLp10A,binary,9,0
scm20d,1,448,1794,16,11,MTLp11A,binary,8,0
scm20d,1,448,1794,16,12,MTLp12A,binary,8,0
scm20d,1,448,1794,16,13,MTLp13A,binary,8,0
scm20d,1,448,1794,16,14,MTLp14A,binary,8,0
scm20d,1,448,1794,16,15,MTLp15A,binary,8,0
scm20d,1,448,1794,16,16,MTLp16A,binary,9,0
scm20d,2,448,1794,16,1,LBL,binary,9,0
scm20d,2,448,1794,16,2,MTLp2A,binary,9,0
scm20d,2,448,1794,16,3,MTLp3A,binary,9,0
scm20d,2,448,1794,16,4,MTLp4A,binary,8,0
scm20d,2,448,1794,16,5,MTLp5A,binary,8,0
scm20d,2,448,1794,16,6,MTLp6A,binary,8,0
scm20d,2,448,1794,16,7,MTLp7A,binary,8,0
scm20d,2,448,1794,16,8,MTLp8A,binary,8,0
scm20d,2,448,1794,16,9,MTLp9A,binary,8,0
scm20d,2,448,1794,16,10,MTLp10A,binary,8,0
scm20d,2,448,1794,16,11,MTLp11A,binary,9,0
scm20d,2,448,1794,16,12,MTLp12A,binary,8,0
scm20d,2,448,1794,16,13,MTLp13A,binary,9,0
scm20d,2,448,1794,16,14,MTLp14A,binary,9,0
scm20d,2,448,1794,16,15,MTLp15A,binary,9,0
scm20d,2,448,1794,16,16,MTLp16A,binary,9,0
scm20d,3,448,1794,16,1,LBL,binary,8,0
scm20d,3,448,1794,16,2,MTLp2A,binary,8,0
scm20d,3,448,1794,16,3,MTLp3A,binary,8,0
scm20d,3,448,1794,16,4,MTLp4A,binary,9,0
scm20d,3,448,1794,16,5,MTLp5A,binary,8,0
scm20d,3,448,1794,16,6,MTLp6A,binary,8,0
scm20d,3,448,1794,16,7,MTLp7A,binary,8,0
scm20d,3,448,1794,16,8,MTLp8A,binary,9,0
scm20d,3,448,1794,16,9,MTLp9A,binary,8,0
scm20d,3,448,1794,16,10,MTLp10A,binary,8,0
scm20d,3,448,1794,16,11,MTLp11A,binary,8,0
scm20d,3,448,1794,16,12,MTLp12A,binary,9,0
scm20d,3,448,1794,16,13,MTLp13A,binary,9,0
scm20d,3,448,1794,16,14,MTLp14A,binary,9,0
scm20d,3,448,1794,16,15,MTLp15A,binary,8,0
scm20d,3,448,1794,16,16,MTLp16A,binary,9,0
scm20d,4,448,1794,16,1,LBL,binary,8,0
scm20d,4,448,1794,16,2,MTLp2A,binary,9,0
scm20d,4,448,1794,16,3,MTLp3A,binary,9,0
scm20d,4,448,1794,16,4,MTLp4A,binary,8,0
scm20d,4,448,1794,16,5,MTLp5A,binary,9,0
scm20d,4,448,1794,16,6,MTLp6A,binary,9,0
scm20d,4,448,1794,16,7,MTLp7A,binary,8,0
scm20d,4,448,1794,16,8,MTLp8A,binary,9,0
scm20d,4,448,1794,16,9,MTLp9A,binary,8,0
scm20d,4,448,1794,16,10,MTLp10A,binary,8,0
scm20d,4,448,1794,16,11,MTLp11A,binary,8,0
scm20d,4,448,1794,16,12,MTLp12A,binary,8,0
scm20d,4,448,1794,16,13,MTLp13A,binary,8,0
scm20d,4,448,1794,16,14,MTLp14A,binary,8,0
scm20d,4,448,1794,16,15,MTLp15A,binary,9,0
scm20d,4,448,1794,16,16,MTLp16A,binary,9,0
scm20d,5,448,1794,16,1,LBL,binary,9,0
scm20d,5,448,1794,16,2,MTLp2A,binary,9,0
scm20d,5,448,1794,16,3,MTLp3A,binary,9,0
scm20d,5,448,1794,16,4,MTLp4A,binary,8,0
scm20d,5,448,1794,16,5,MTLp5A,binary,8,0
scm20d,5,448,1794,16,6,MTLp6A,binary,8,0
scm20d,5,448,1794,16,7,MTLp7A,binary,8,0
scm20d,5,448,1794,16,8,MTLp8A,binary,8,0
scm20d,5,448,1794,16,9,MTLp9A,binary,8,0
scm20d,5,448,1794,16,10,MTLp10A,binary,9,0
scm20d,5,448,1794,16,11,MTLp11A,binary,8,0
scm20d,5,448,1794,16,12,MTLp12A,binary,8,0
scm20d,5,448,1794,16,13,MTLp13A,binary,8,0
scm20d,5,448,1794,16,14,MTLp14A,binary,8,0
scm20d,5,448,1794,16,15,MTLp15A,binary,9,0
scm20d,5,448,1794,16,16,MTLp16A,binary,8,0
scm20d,6,448,1794,16,1,LBL,binary,9,0
scm20d,6,448,1794,16,2,MTLp2A,binary,8,0
scm20d,6,448,1794,16,3,MTLp3A,binary,9,0
scm20d,6,448,1794,16,4,MTLp4A,binary,8,0
scm20d,6,448,1794,16,5,MTLp5A,binary,9,0
scm20d,6,448,1794,16,6,MTLp6A,binary,8,0
scm20d,6,448,1794,16,7,MTLp7A,binary,9,0
scm20d,6,448,1794,16,8,MTLp8A,binary,8,0
scm20d,6,448,1794,16,9,MTLp9A,binary,8,0
scm20d,6,448,1794,16,10,MTLp10A,binary,8,0
scm20d,6,448,1794,16,11,MTLp11A,binary,8,0
scm20d,6,448,1794,16,12,MTLp12A,binary,8,0
scm20d,6,448,1794,16,13,MTLp13A,binary,9,0
scm20d,6,448,1794,16,14,MTLp14A,binary,9,0
scm20d,6,448,1794,16,15,MTLp15A,binary,9,0
scm20d,6,448,1794,16,16,MTLp16A,binary,8,0
scm20d,7,448,1794,16,1,LBL,binary,8,0
scm20d,7,448,1794,16,2,MTLp2A,binary,9,0
scm20d,7,448,1794,16,3,MTLp3A,binary,9,0
scm20d,7,448,1794,16,4,MTLp4A,binary,9,0
scm20d,7,448,1794,16,5,MTLp5A,binary,9,0
scm20d,7,448,1794,16,6,MTLp6A,binary,9,0
scm20d,7,448,1794,16,7,MTLp7A,binary,8,0
scm20d,7,448,1794,16,8,MTLp8A,binary,9,0
scm20d,7,448,1794,16,9,MTLp9A,binary,9,0
scm20d,7,448,1794,16,10,MTLp10A,binary,9,0
scm20d,7,448,1794,16,11,MTLp11A,binary,8,0
scm20d,7,448,1794,16,12,MTLp12A,binary,9,0
scm20d,7,448,1794,16,13,MTLp13A,binary,9,0
scm20d,7,448,1794,16,14,MTLp14A,binary,9,0
scm20d,7,448,1794,16,15,MTLp15A,binary,9,0
scm20d,7,448,1794,16,16,MTLp16A,binary,9,0
scm20d,8,448,1794,16,1,LBL,binary,8,0
scm20d,8,448,1794,16,2,MTLp2A,binary,9,0
scm20d,8,448,1794,16,3,MTLp3A,binary,9,0
scm20d,8,448,1794,16,4,MTLp4A,binary,9,0
scm20d,8,448,1794,16,5,MTLp5A,binary,9,0
scm20d,8,448,1794,16,6,MTLp6A,binary,9,0
scm20d,8,448,1794,16,7,MTLp7A,binary,9,0
scm20d,8,448,1794,16,8,MTLp8A,binary,9,0
scm20d,8,448,1794,16,9,MTLp9A,binary,9,0
scm20d,8,448,1794,16,10,MTLp10A,binary,8,0
scm20d,8,448,1794,16,11,MTLp11A,binary,8,0
scm20d,8,448,1794,16,12,MTLp12A,binary,9,0
scm20d,8,448,1794,16,13,MTLp13A,binary,8,0
scm20d,8,448,1794,16,14,MTLp14A,binary,8,0
scm20d,8,448,1794,16,15,MTLp15A,binary,9,0
scm20d,8,448,1794,16,16,MTLp16A,binary,8,0
scm20d,9,448,1794,16,1,LBL,binary,8,0
scm20d,9,448,1794,16,2,MTLp2A,binary,8,0
scm20d,9,448,1794,16,3,MTLp3A,binary,8,0
scm20d,9,448,1794,16,4,MTLp4A,binary,9,0
scm20d,9,448,1794,16,5,MTLp5A,binary,8,0
scm20d,9,448,1794,16,6,MTLp6A,binary,8,0
scm20d,9,448,1794,16,7,MTLp7A,binary,9,0
scm20d,9,448,1794,16,8,MTLp8A,binary,9,0
scm20d,9,448,1794,16,9,MTLp9A,binary,8,0
scm20d,9,448,1794,16,10,MTLp10A,binary,8,0
scm20d,9,448,1794,16,11,MTLp11A,binary,9,0
scm20d,9,448,1794,16,12,MTLp12A,binary,9,0
scm20d,9,448,1794,16,13,MTLp13A,binary,9,0
scm20d,9,448,1794,16,14,MTLp14A,binary,8,0
scm20d,9,448,1794,16,15,MTLp15A,binary,9,0
scm20d,9,448,1794,16,16,MTLp16A,binary,9,0
scm20d,10,448,1794,16,1,LBL,binary,8,0
scm20d,10,448,1794,16,2,MTLp2A,binary,9,0
scm20d,10,448,1794,16,3,MTLp3A,binary,9,0
scm20d,10,448,1794,16,4,MTLp4A,binary,8,0
scm20d,10,448,1794,16,5,MTLp5A,binary,8,0
scm20d,10,448,1794,16,6,MTLp6A,binary,9,0
scm20d,10,448,1794,16,7,MTLp7A,binary,9,0
scm20d,10,448,1794,16,8,MTLp8A,binary,9,0
scm20d,10,448,1794,16,9,MTLp9A,binary,9,0
scm20d,10,448,1794,16,10,MTLp10A,binary,8,0
scm20d,10,448,1794,16,11,MTLp11A,binary,9,0
scm20d,10,448,1794,16,12,MTLp12A,binary,9,0
scm20d,10,448,1794,16,13,MTLp13A,binary,9,0
scm20d,10,448,1794,16,14,MTLp14A,binary,9,0
scm20d,10,448,1794,16,15,MTLp15A,binary,8,0
scm20d,10,448,1794,16,16,MTLp16A,binary,8,0
scm20d,11,448,1794,16,1,LBL,binary,9,0
scm20d,11,448,1794,16,2,MTLp2A,binary,9,0
scm20d,11,448,1794,16,3,MTLp3A,binary,8,0
scm20d,11,448,1794,16,4,MTLp4A,binary,9,0
scm20d,11,448,1794,16,5,MTLp5A,binary,9,0
scm20d,11,448,1794,16,6,MTLp6A,binary,8,0
scm20d,11,448,1794,16,7,MTLp7A,binary,8,0
scm20d,11,448,1794,16,8,MTLp8A,binary,8,0
scm20d,11,448,1794,16,9,MTLp9A,binary,8,0
scm20d,11,448,1794,16,10,MTLp10A,binary,8,0
scm20d,11,448,1794,16,11,MTLp11A,binary,8,0
scm20d,11,448,1794,16,12,MTLp12A,binary,9,0
scm20d,11,448,1794,16,13,MTLp13A,binary,8,0
scm20d,11,448,1794,16,14,MTLp14A,binary,9,0
scm20d,11,448,1794,16,15,MTLp15A,binary,8,0
scm20d,11,448,1794,16,16,MTLp16A,binary,8,0
scm20d,12,448,1794,16,1,LBL,binary,8,0
scm20d,12,448,1794,16,2,MTLp2A,binary,8,0
scm20d,12,448,1794,16,3,MTLp3A,binary,9,0
scm20d,12,448,1794,16,4,MTLp4A,binary,8,0
scm20d,12,448,1794,16,5,MTLp5A,binary,9,0
scm20d,12,448,1794,16,6,MTLp6A,binary,8,0
scm20d,12,448,1794,16,7,MTLp7A,binary,9,0
scm20d,12,448,1794,16,8,MTLp8A,binary,8,0
scm20d,12,448,1794,16,9,MTLp9A,binary,8,0
scm20d,12,448,1794,16,10,MTLp10A,binary,9,0
scm20d,12,448,1794,16,11,MTLp11A,binary,9,0
scm20d,12,448,1794,16,12,MTLp12A,binary,9,0
scm20d,12,448,1794,16,13,MTLp13A,binary,8,0
scm20d,12,448,1794,16,14,MTLp14A,binary,9,0
scm20d,12,448,1794,16,15,MTLp15A,binary,8,0
scm20d,12,448,1794,16,16,MTLp16A,binary,8,0
scm20d,13,448,1794,16,1,LBL,binary,9,0
scm20d,13,448,1794,16,2,MTLp2A,binary,8,0
scm20d,13,448,1794,16,3,MTLp3A,binary,9,0
scm20d,13,448,1794,16,4,MTLp4A,binary,8,0
scm20d,13,448,1794,16,5,MTLp5A,binary,8,0
scm20d,13,448,1794,16,6,MTLp6A,binary,9,0
scm20d,13,448,1794,16,7,MTLp7A,binary,8,0
scm20d,13,448,1794,16,8,MTLp8A,binary,8,0
scm20d,13,448,1794,16,9,MTLp9A,binary,8,0
scm20d,13,448,1794,16,10,MTLp10A,binary,8,0
scm20d,13,448,1794,16,11,MTLp11A,binary,9,0
scm20d,13,448,1794,16,12,MTLp12A,binary,8,0
scm20d,13,448,1794,16,13,MTLp13A,binary,8,0
scm20d,13,448,1794,16,14,MTLp14A,binary,9,0
scm20d,13,448,1794,16,15,MTLp15A,binary,9,0
scm20d,13,448,1794,16,16,MTLp16A,binary,8,0
scm20d,14,448,1794,16,1,LBL,binary,8,0
scm20d,14,448,1794,16,2,MTLp2A,binary,8,0
scm20d,14,448,1794,16,3,MTLp3A,binary,9,0
scm20d,14,448,1794,16,4,MTLp4A,binary,9,0
scm20d,14,448,1794,16,5,MTLp5A,binary,8,0
scm20d,14,448,1794,16,6,MTLp6A,binary,9,0
scm20d,14,448,1794,16,7,MTLp7A,binary,8,0
scm20d,14,448,1794,16,8,MTLp8A,binary,8,0
scm20d,14,448,1794,16,9,MTLp9A,binary,8,0
scm20d,14,448,1794,16,10,MTLp10A,binary,9,0
scm20d,14,448,1794,16,11,MTLp11A,binary,8,0
scm20d,14,448,1794,16,12,MTLp12A,binary,8,0
scm20d,14,448,1794,16,13,MTLp13A,binary,8,0
scm20d,14,448,1794,16,14,MTLp14A,binary,9,0
scm20d,14,448,1794,16,15,MTLp15A,binary,8,0
scm20d,14,448,1794,16,16,MTLp16A,binary,8,0
scm20d,15,448,1794,16,1,LBL,binary,9,0
scm20d,15,448,1794,16,2,MTLp2A,binary,9,0
scm20d,15,448,1794,16,3,MTLp3A,binary,9,0
scm20d,15,448,1794,16,4,MTLp4A,binary,9,0
scm20d,15,448,1794,16,5,MTLp5A,binary,9,0
scm20d,15,448,1794,16,6,MTLp6A,binary,8,0
scm20d,15,448,1794,16,7,MTLp7A,binary,8,0
scm20d,15,448,1794,16,8,MTLp8A,binary,9,0
scm20d,15,448,1794,16,9,MTLp9A,binary,9,0
scm20d,15,448,1794,16,10,MTLp10A,binary,8,0
scm20d,15,448,1794,16,11,MTLp11A,binary,8,0
scm20d,15,448,1794,16,12,MTLp12A,binary,8,0
scm20d,15,448,1794,16,13,MTLp13A,binary,8,0
scm20d,15,448,1794,16,14,MTLp14A,binary,8,0
scm20d,15,448,1794,16,15,MTLp15A,binary,9,0
scm20d,15,448,1794,16,16,MTLp16A,binary,8,0
scm20d,16,448,1794,16,1,LBL,binary,9,0
scm20d,16,448,1794,16,2,MTLp2A,binary,9,0
scm20d,16,448,1794,16,3,MTLp3A,binary,8,0
scm20d,16,448,1794,16,4,MTLp4A,binary,8,0
scm20d,16,448,1794,16,5,MTLp5A,binary,8,0
scm20d,16,448,1794,16,6,MTLp6A,binary,9,0
scm20d,16,448,1794,16,7,MTLp7A,binary,9,0
scm20d,16,448,1794,16,8,MTLp8A,binary,9,0
scm20d,16,448,1794,16,9,MTLp9A,binary,9,0
scm20d,16,448,1794,16,10,MTLp10A,binary,9,0
scm20d,16,448,1794,16,11,MTLp11A,binary,9,0
scm20d,16,448,1794,16,12,MTLp12A,binary,9,0
scm20d,16,448,1794,16,13,MTLp13A,binary,9,0
scm20d,16,448,1794,16,14,MTLp14A,binary,9,0
scm20d,16,448,1794,16,15,MTLp15A,binary,8,0
scm20d,16,448,1794,16,16,MTLp16A,binary,9,0
scm20d,17,448,1794,16,1,LBL,binary,9,0
scm20d,17,448,1794,16,2,MTLp2A,binary,9,0
scm20d,17,448,1794,16,3,MTLp3A,binary,9,0
scm20d,17,448,1794,16,4,MTLp4A,binary,8,0
scm20d,17,448,1794,16,5,MTLp5A,binary,8,0
scm20d,17,448,1794,16,6,MTLp6A,binary,8,0
scm20d,17,448,1794,16,7,MTLp7A,binary,8,0
scm20d,17,448,1794,16,8,MTLp8A,binary,8,0
scm20d,17,448,1794,16,9,MTLp9A,binary,9,0
scm20d,17,448,1794,16,10,MTLp10A,binary,9,0
scm20d,17,448,1794,16,11,MTLp11A,binary,8,0
scm20d,17,448,1794,16,12,MTLp12A,binary,8,0
scm20d,17,448,1794,16,13,MTLp13A,binary,8,0
scm20d,17,448,1794,16,14,MTLp14A,binary,8,0
scm20d,17,448,1794,16,15,MTLp15A,binary,9,0
scm20d,17,448,1794,16,16,MTLp16A,binary,8,0
scm20d,18,448,1794,16,1,LBL,binary,8,0
scm20d,18,448,1794,16,2,MTLp2A,binary,9,0
scm20d,18,448,1794,16,3,MTLp3A,binary,9,0
scm20d,18,448,1794,16,4,MTLp4A,binary,8,0
scm20d,18,448,1794,16,5,MTLp5A,binary,9,0
scm20d,18,448,1794,16,6,MTLp6A,binary,8,0
scm20d,18,448,1794,16,7,MTLp7A,binary,9,0
scm20d,18,448,1794,16,8,MTLp8A,binary,9,0
scm20d,18,448,1794,16,9,MTLp9A,binary,8,0
scm20d,18,448,1794,16,10,MTLp10A,binary,9,0
scm20d,18,448,1794,16,11,MTLp11A,binary,9,0
scm20d,18,448,1794,16,12,MTLp12A,binary,9,0
scm20d,18,448,1794,16,13,MTLp13A,binary,9,0
scm20d,18,448,1794,16,14,MTLp14A,binary,8,0
scm20d,18,448,1794,16,15,MTLp15A,binary,9,0
scm20d,18,448,1794,16,16,MTLp16A,binary,8,0
scm20d,19,448,1794,16,1,LBL,binary,9,0
scm20d,19,448,1794,16,2,MTLp2A,binary,9,0
scm20d,19,448,1794,16,3,MTLp3A,binary,9,0
scm20d,19,448,1794,16,4,MTLp4A,binary,9,0
scm20d,19,448,1794,16,5,MTLp5A,binary,9,0
scm20d,19,448,1794,16,6,MTLp6A,binary,9,0
scm20d,19,448,1794,16,7,MTLp7A,binary,8,0
scm20d,19,448,1794,16,8,MTLp8A,binary,9,0
scm20d,19,448,1794,16,9,MTLp9A,binary,9,0
scm20d,19,448,1794,16,10,MTLp10A,binary,9,0
scm20d,19,448,1794,16,11,MTLp11A,binary,9,0
scm20d,19,448,1794,16,12,MTLp12A,binary,9,0
scm20d,19,448,1794,16,13,MTLp13A,binary,8,0
scm20d,19,448,1794,16,14,MTLp14A,binary,9,0
scm20d,19,448,1794,16,15,MTLp15A,binary,8,0
scm20d,19,448,1794,16,16,MTLp16A,binary,8,0
scm20d,20,448,1794,16,1,LBL,binary,8,0
scm20d,20,448,1794,16,2,MTLp2A,binary,9,0
scm20d,20,448,1794,16,3,MTLp3A,binary,9,0
scm20d,20,448,1794,16,4,MTLp4A,binary,8,0
scm20d,20,448,1794,16,5,MTLp5A,binary,9,0
scm20d,20,448,1794,16,6,MTLp6A,binary,9,0
scm20d,20,448,1794,16,7,MTLp7A,binary,9,0
scm20d,20,448,1794,16,8,MTLp8A,binary,9,0
scm20d,20,448,1794,16,9,MTLp9A,binary,9,0
scm20d,20,448,1794,16,10,MTLp10A,binary,9,0
scm20d,20,448,1794,16,11,MTLp11A,binary,8,0
scm20d,20,448,1794,16,12,MTLp12A,binary,9,0
scm20d,20,448,1794,16,13,MTLp13A,binary,8,0
scm20d,20,448,1794,16,14,MTLp14A,binary,8,0
scm20d,20,448,1794,16,15,MTLp15A,binary,8,0
scm20d,20,448,1794,16,16,MTLp16A,binary,8,0
scm20d,21,448,1794,16,1,LBL,binary,8,0
scm20d,21,448,1794,16,2,MTLp2A,binary,8,0
scm20d,21,448,1794,16,3,MTLp3A,binary,8,0
scm20d,21,448,1794,16,4,MTLp4A,binary,9,0
scm20d,21,448,1794,16,5,MTLp5A,binary,9,0
scm20d,21,448,1794,16,6,MTLp6A,binary,8,0
scm20d,21,448,1794,16,7,MTLp7A,binary,9,0
scm20d,21,448,1794,16,8,MTLp8A,binary,9,0
scm20d,21,448,1794,16,9,MTLp9A,binary,9,0
scm20d,21,448,1794,16,10,MTLp10A,binary,9,0
scm20d,21,448,1794,16,11,MTLp11A,binary,9,0
scm20d,21,448,1794,16,12,MTLp12A,binary,9,0
scm20d,21,448,1794,16,13,MTLp13A,binary,9,0
scm20d,21,448,1794,16,14,MTLp14A,binary,8,0
scm20d,21,448,1794,16,15,MTLp15A,binary,9,0
scm20d,21,448,1794,16,16,MTLp16A,binary,9,0
scm20d,22,448,1794,16,1,LBL,binary,8,0
scm20d,22,448,1794,16,2,MTLp2A,binary,9,0
scm20d,22,448,1794,16,3,MTLp3A,binary,8,0
scm20d,22,448,1794,16,4,MTLp4A,binary,9,0
scm20d,22,448,1794,16,5,MTLp5A,binary,8,0
scm20d,22,448,1794,16,6,MTLp6A,binary,8,0
scm20d,22,448,1794,16,7,MTLp7A,binary,8,0
scm20d,22,448,1794,16,8,MTLp8A,binary,8,0
scm20d,22,448,1794,16,9,MTLp9A,binary,9,0
scm20d,22,448,1794,16,10,MTLp10A,binary,8,0
scm20d,22,448,1794,16,11,MTLp11A,binary,9,0
scm20d,22,448,1794,16,12,MTLp12A,binary,8,0
scm20d,22,448,1794,16,13,MTLp13A,binary,8,0
scm20d,22,448,1794,16,14,MTLp14A,binary,8,0
scm20d,22,448,1794,16,15,MTLp15A,binary,9,0
scm20d,22,448,1794,16,16,MTLp16A,binary,8,0
scm20d,23,448,1794,16,1,LBL,binary,9,0
scm20d,23,448,1794,16,2,MTLp2A,binary,9,0
scm20d,23,448,1794,16,3,MTLp3A,binary,9,0
scm20d,23,448,1794,16,4,MTLp4A,binary,8,0
scm20d,23,448,1794,16,5,MTLp5A,binary,9,0
