dataset,trial,n_cal,n_test,n_dim,coordinate,target,branch,binary_candidates,backward_candidates
scm1d,5,490,1961,16,16,MTLp16,binary,8,0
scm1d,6,490,1961,16,1,LBL,binary,8,0
scm1d,6,490,1961,16,2,MTLp2,binary,8,0
scm1d,6,490,1961,16,3,MTLp3,binary,9,0
scm1d,6,490,1961,16,4,MTLp4,binary,8,0
scm1d,6,490,1961,16,5,MTLp5,binary,9,0
scm1d,6,490,1961,16,6,MTLp6,binary,9,0
scm1d,6,490,1961,16,7,MTLp7,binary,8,0
scm1d,6,490,1961,16,8,MTLp8,binary,8,0
scm1d,6,490,1961,16,9,MTLp9,binary,8,0
scm1d,6,490,1961,16,10,MTLp10,binary,9,0
scm1d,6,490,1961,16,11,MTLp11,binary,8,0
scm1d,6,490,1961,16,12,MTLp12,binary,8,0
scm1d,6,490,1961,16,13,MTLp13,binary,8,0
scm1d,6,490,1961,16,14,MTLp14,binary,8,0
scm1d,6,490,1961,16,15,MTLp15,binary,8,0
scm1d,6,490,1961,16,16,MTLp16,binary,9,0
scm1d,7,490,1961,16,1,LBL,binary,8,0
scm1d,7,490,1961,16,2,MTLp2,binary,8,0
scm1d,7,490,1961,16,3,MTLp3,binary,9,0
scm1d,7,490,1961,16,4,MTLp4,binary,8,0
scm1d,7,490,1961,16,5,MTLp5,binary,8,0
scm1d,7,490,1961,16,6,MTLp6,binary,9,0
scm1d,7,490,1961,16,7,MTLp7,binary,8,0
scm1d,7,490,1961,16,8,MTLp8,binary,8,0
scm1d,7,490,1961,16,9,MTLp9,binary,8,0
scm1d,7,490,1961,16,10,MTLp10,binary,9,0
scm1d,7,490,1961,16,11,MTLp11,binary,9,0
scm1d,7,490,1961,16,12,MTLp12,binary,8,0
scm1d,7,490,1961,16,13,MTLp13,binary,9,0
scm1d,7,490,1961,16,14,MTLp14,binary,9,0
scm1d,7,490,1961,16,15,MTLp15,binary,9,0
scm1d,7,490,1961,16,16,MTLp16,binary,9,0
scm1d,8,490,1961,16,1,LBL,binary,9,0
scm1d,8,490,1961,16,2,MTLp2,binary,9,0
scm1d,8,490,1961,16,3,MTLp3,binary,8,0
scm1d,8,490,1961,16,4,MTLp4,binary,9,0
scm1d,8,490,1961,16,5,MTLp5,binary,8,0
scm1d,8,490,1961,16,6,MTLp6,binary,8,0
scm1d,8,490,1961,16,7,MTLp7,binary,8,0
scm1d,8,490,1961,16,8,MTLp8,binary,8,0
scm1d,8,490,1961,16,9,MTLp9,binary,8,0
scm1d,8,490,1961,16,10,MTLp10,binary,8,0
scm1d,8,490,1961,16,11,MTLp11,binary,9,0
scm1d,8,490,1961,16,12,MTLp12,binary,8,0
scm1d,8,490,1961,16,13,MTLp13,binary,8,0
scm1d,8,490,1961,16,14,MTLp14,binary,9,0
scm1d,8,490,1961,16,15,MTLp15,binary,8,0
scm1d,8,490,1961,16,16,MTLp16,binary,8,0
scm1d,9,490,1961,16,1,LBL,binary,8,0
scm1d,9,490,1961,16,2,MTLp2,binary,9,0
scm1d,9,490,1961,16,3,MTLp3,binary,8,0
scm1d,9,490,1961,16,4,MTLp4,binary,8,0
scm1d,9,490,1961,16,5,MTLp5,binary,9,0
scm1d,9,490,1961,16,6,MTLp6,binary,8,0
scm1d,9,490,1961,16,7,MTLp7,binary,9,0
scm1d,9,490,1961,16,8,MTLp8,binary,9,0
scm1d,9,490,1961,16,9,MTLp9,binary,9,0
scm1d,9,490,1961,16,10,MTLp10,binary,8,0
scm1d,9,490,1961,16,11,MTLp11,binary,8,0
scm1d,9,490,1961,16,12,MTLp12,binary,9,0
scm1d,9,490,1961,16,13,MTLp13,binary,9,0
scm1d,9,490,1961,16,14,MTLp14,binary,8,0
scm1d,9,490,1961,16,15,MTLp15,binary,8,0
scm1d,9,490,1961,16,16,MTLp16,binary,9,0
scm1d,10,490,1961,16,1,LBL,binary,9,0
scm1d,10,490,1961,16,2,MTLp2,binary,8,0
scm1d,10,490,1961,16,3,MTLp3,binary,9,0
scm1d,10,490,1961,16,4,MTLp4,binary,8,0
scm1d,10,490,1961,16,5,MTLp5,binary,9,0
scm1d,10,490,1961,16,6,MTLp6,binary,8,0
scm1d,10,490,1961,16,7,MTLp7,binary,8,0
scm1d,10,490,1961,16,8,MTLp8,binary,8,0
scm1d,10,490,1961,16,9,MTLp9,binary,8,0
scm1d,10,490,1961,16,10,MTLp10,binary,8,0
scm1d,10,490,1961,16,11,MTLp11,binary,8,0
scm1d,10,490,1961,16,12,MTLp12,binary,9,0
scm1d,10,490,1961,16,13,MTLp13,binary,8,0
scm1d,10,490,1961,16,14,MTLp14,binary,9,0
scm1d,10,490,1961,16,15,MTLp15,binary,9,0
scm1d,10,490,1961,16,16,MTLp16,binary,8,0
scm1d,11,490,1961,16,1,LBL,binary,9,0
scm1d,11,490,1961,16,2,MTLp2,binary,8,0
scm1d,11,490,1961,16,3,MTLp3,binary,9,0
scm1d,11,490,1961,16,4,MTLp4,binary,8,0
scm1d,11,490,1961,16,5,MTLp5,binary,8,0
scm1d,11,490,1961,16,6,MTLp6,binary,8,0
scm1d,11,490,1961,16,7,MTLp7,binary,8,0
scm1d,11,490,1961,16,8,MTLp8,binary,9,0
scm1d,11,490,1961,16,9,MTLp9,binary,9,0
scm1d,11,490,1961,16,10,MTLp10,binary,9,0
scm1d,11,490,1961,16,11,MTLp11,binary,8,0
scm1d,11,490,1961,16,12,MTLp12,binary,9,0
scm1d,11,490,1961,16,13,MTLp13,binary,8,0
scm1d,11,490,1961,16,14,MTLp14,binary,9,0
scm1d,11,490,1961,16,15,MTLp15,binary,9,0
scm1d,11,490,1961,16,16,MTLp16,binary,9,0
scm1d,12,490,1961,16,1,LBL,binary,8,0
scm1d,12,490,1961,16,2,MTLp2,binary,8,0
scm1d,12,490,1961,16,3,MTLp3,binary,9,0
scm1d,12,490,1961,16,4,MTLp4,binary,9,0
scm1d,12,490,1961,16,5,MTLp5,binary,9,0
scm1d,12,490,1961,16,6,MTLp6,binary,8,0
scm1d,12,490,1961,16,7,MTLp7,binary,9,0
scm1d,12,490,1961,16,8,MTLp8,binary,8,0
scm1d,12,490,1961,16,9,MTLp9,binary,8,0
scm1d,12,490,1961,16,10,MTLp10,binary,9,0
scm1d,12,490,1961,16,11,MTLp11,binary,8,0
scm1d,12,490,1961,16,12,MTLp12,binary,9,0
scm1d,12,490,1961,16,13,MTLp13,binary,8,0
scm1d,12,490,1961,16,14,MTLp14,binary,9,0
scm1d,12,490,1961,16,15,MTLp15,binary,8,0
scm1d,12,490,1961,16,16,MTLp16,binary,8,0
scm1d,13,490,1961,16,1,LBL,binary,8,0
scm1d,13,490,1961,16,2,MTLp2,binary,8,0
scm1d,13,490,1961,16,3,MTLp3,binary,9,0
scm1d,13,490,1961,16,4,MTLp4,binary,9,0
scm1d,13,490,1961,16,5,MTLp5,binary,9,0
scm1d,13,490,1961,16,6,MTLp6,binary,8,0
scm1d,13,490,1961,16,7,MTLp7,binary,8,0
scm1d,13,490,1961,16,8,MTLp8,binary,8,0
scm1d,13,490,1961,16,9,MTLp9,binary,9,0
scm1d,13,490,1961,16,10,MTLp10,binary,8,0
scm1d,13,490,1961,16,11,MTLp11,binary,9,0
scm1d,13,490,1961,16,12,MTLp12,binary,9,0
scm1d,13,490,1961,16,13,MTLp13,binary,9,0
scm1d,13,490,1961,16,14,MTLp14,binary,9,0
scm1d,13,490,1961,16,15,MTLp15,binary,8,0
scm1d,13,490,1961,16,16,MTLp16,binary,8,0
scm1d,14,490,1961,16,1,LBL,binary,8,0
scm1d,14,490,1961,16,2,MTLp2,binary,8,0
scm1d,14,490,1961,16,3,MTLp3,binary,9,0
scm1d,14,490,1961,16,4,MTLp4,binary,9,0
scm1d,14,490,1961,16,5,MTLp5,binary,8,0
scm1d,14,490,1961,16,6,MTLp6,binary,8,0
scm1d,14,490,1961,16,7,MTLp7,binary,8,0
scm1d,14,490,1961,16,8,MTLp8,binary,8,0
scm1d,14,490,1961,16,9,MTLp9,binary,8,0
scm1d,14,490,1961,16,10,MTLp10,binary,9,0
scm1d,14,490,1961,16,11,MTLp11,binary,9,0
scm1d,14,490,1961,16,12,MTLp12,binary,8,0
scm1d,14,490,1961,16,13,MTLp13,binary,8,0
scm1d,14,490,1961,16,14,MTLp14,binary,8,0
scm1d,14,490,1961,16,15,MTLp15,binary,9,0
scm1d,14,490,1961,16,16,MTLp16,binary,8,0
scm1d,15,490,1961,16,1,LBL,binary,9,0
scm1d,15,490,1961,16,2,MTLp2,binary,8,0
scm1d,15,490,1961,16,3,MTLp3,binary,9,0
scm1d,15,490,1961,16,4,MTLp4,binary,8,0
scm1d,15,490,1961,16,5,MTLp5,binary,9,0
scm1d,15,490,1961,16,6,MTLp6,binary,9,0
scm1d,15,490,1961,16,7,MTLp7,binary,8,0
scm1d,15,490,1961,16,8,MTLp8,binary,9,0
scm1d,15,490,1961,16,9,MTLp9,binary,8,0
scm1d,15,490,1961,16,10,MTLp10,binary,9,0
scm1d,15,490,1961,16,11,MTLp11,binary,9,0
scm1d,15,490,1961,16,12,MTLp12,binary,9,0
scm1d,15,490,1961,16,13,MTLp13,binary,8,0
scm1d,15,490,1961,16,14,MTLp14,binary,8,0
scm1d,15,490,1961,16,15,MTLp15,binary,9,0
scm1d,15,490,1961,16,16,MTLp16,binary,9,0
scm1d,16,490,1961,16,1,LBL,binary,9,0
scm1d,16,490,1961,16,2,MTLp2,binary,8,0
scm1d,16,490,1961,16,3,MTLp3,binary,9,0
scm1d,16,490,1961,16,4,MTLp4,binary,8,0
scm1d,16,490,1961,16,5,MTLp5,binary,8,0
scm1d,16,490,1961,16,6,MTLp6,binary,9,0
scm1d,16,490,1961,16,7,MTLp7,binary,8,0
scm1d,16,490,1961,16,8,MTLp8,binary,8,0
scm1d,16,490,1961,16,9,MTLp9,binary,9,0
scm1d,16,490,1961,16,10,MTLp10,binary,9,0
scm1d,16,490,1961,16,11,MTLp11,binary,8,0
scm1d,16,490,1961,16,12,MTLp12,binary,9,0
scm1d,16,490,1961,16,13,MTLp13,binary,8,0
scm1d,16,490,1961,16,14,MTLp14,binary,8,0
scm1d,16,490,1961,16,15,MTLp15,binary,8,0
scm1d,16,490,1961,16,16,MTLp16,binary,8,0
scm1d,17,490,1961,16,1,LBL,binary,8,0
scm1d,17,490,1961,16,2,MTLp2,binary,8,0
scm1d,17,490,1961,16,3,MTLp3,binary,9,0
scm1d,17,490,1961,16,4,MTLp4,binary,8,0
scm1d,17,490,1961,16,5,MTLp5,binary,8,0
scm1d,17,490,1961,16,6,MTLp6,binary,9,0
scm1d,17,490,1961,16,7,MTLp7,binary,8,0
scm1d,17,490,1961,16,8,MTLp8,binary,9,0
scm1d,17,490,1961,16,9,MTLp9,binary,9,0
scm1d,17,490,1961,16,10,MTLp10,binary,9,0
scm1d,17,490,1961,16,11,MTLp11,binary,8,0
scm1d,17,490,1961,16,12,MTLp12,binary,8,0
scm1d,17,490,1961,16,13,MTLp13,binary,8,0
scm1d,17,490,1961,16,14,MTLp14,binary,8,0
scm1d,17,490,1961,16,15,MTLp15,binary,8,0
scm1d,17,490,1961,16,16,MTLp16,binary,9,0
scm1d,18,490,1961,16,1,LBL,binary,9,0
scm1d,18,490,1961,16,2,MTLp2,binary,8,0
scm1d,18,490,1961,16,3,MTLp3,binary,9,0
scm1d,18,490,1961,16,4,MTLp4,binary,9,0
scm1d,18,490,1961,16,5,MTLp5,binary,8,0
scm1d,18,490,1961,16,6,MTLp6,binary,9,0
scm1d,18,490,1961,16,7,MTLp7,binary,9,0
scm1d,18,490,1961,16,8,MTLp8,binary,9,0
scm1d,18,490,1961,16,9,MTLp9,binary,8,0
scm1d,18,490,1961,16,10,MTLp10,binary,8,0
scm1d,18,490,1961,16,11,MTLp11,binary,8,0
scm1d,18,490,1961,16,12,MTLp12,binary,9,0
scm1d,18,490,1961,16,13,MTLp13,binary,8,0
scm1d,18,490,1961,16,14,MTLp14,binary,9,0
scm1d,18,490,1961,16,15,MTLp15,binary,9,0
scm1d,18,490,1961,16,16,MTLp16,binary,8,0
scm1d,19,490,1961,16,1,LBL,binary,8,0
scm1d,19,490,1961,16,2,MTLp2,binary,8,0
scm1d,19,490,1961,16,3,MTLp3,binary,8,0
scm1d,19,490,1961,16,4,MTLp4,binary,8,0
scm1d,19,490,1961,16,5,MTLp5,binary,8,0
scm1d,19,490,1961,16,6,MTLp6,binary,8,0
scm1d,19,490,1961,16,7,MTLp7,binary,9,0
scm1d,19,490,1961,16,8,MTLp8,binary,9,0
scm1d,19,490,1961,16,9,MTLp9,binary,8,0
scm1d,19,490,1961,16,10,MTLp10,binary,9,0
scm1d,19,490,1961,16,11,MTLp11,binary,9,0
scm1d,19,490,1961,16,12,MTLp12,binary,9,0
scm1d,19,490,1961,16,13,MTLp13,binary,9,0
scm1d,19,490,1961,16,14,MTLp14,binary,8,0
scm1d,19,490,1961,16,15,MTLp15,binary,9,0
scm1d,19,490,1961,16,16,MTLp16,binary,9,0
scm1d,20,490,1961,16,1,LBL,binary,8,0
scm1d,20,490,1961,16,2,MTLp2,binary,8,0
scm1d,20,490,1961,16,3,MTLp3,binary,9,0
scm1d,20,490,1961,16,4,MTLp4,binary,9,0
scm1d,20,490,1961,16,5,MTLp5,binary,8,0
scm1d,20,490,1961,16,6,MTLp6,binary,8,0
scm1d,20,490,1961,16,7,MTLp7,binary,8,0
scm1d,20,490,1961,16,8,MTLp8,binary,8,0
scm1d,20,490,1961,16,9,MTLp9,binary,8,0
scm1d,20,490,1961,16,10,MTLp10,binary,9,0
scm1d,20,490,1961,16,11,MTLp11,binary,9,0
scm1d,20,490,1961,16,12,MTLp12,binary,9,0
scm1d,20,490,1961,16,13,MTLp13,binary,8,0
scm1d,20,490,1961,16,14,MTLp14,binary,9,0
scm1d,20,490,1961,16,15,MTLp15,binary,9,0
scm1d,20,490,1961,16,16,MTLp16,binary,8,0
scm1d,21,490,1961,16,1,LBL,binary,9,0
scm1d,21,490,1961,16,2,MTLp2,binary,8,0
scm1d,21,490,1961,16,3,MTLp3,binary,9,0
scm1d,21,490,1961,16,4,MTLp4,binary,9,0
scm1d,21,490,1961,16,5,MTLp5,binary,9,0
scm1d,21,490,1961,16,6,MTLp6,binary,9,0
scm1d,21,490,1961,16,7,MTLp7,binary,9,0
scm1d,21,490,1961,16,8,MTLp8,binary,9,0
scm1d,21,490,1961,16,9,MTLp9,binary,8,0
scm1d,21,490,1961,16,10,MTLp10,binary,9,0
scm1d,21,490,1961,16,11,MTLp11,binary,8,0
scm1d,21,490,1961,16,12,MTLp12,binary,8,0
scm1d,21,490,1961,16,13,MTLp13,binary,9,0
scm1d,21,490,1961,16,14,MTLp14,binary,8,0
scm1d,21,490,1961,16,15,MTLp15,binary,9,0
scm1d,21,490,1961,16,16,MTLp16,binary,9,0
scm1d,22,490,1961,16,1,LBL,binary,8,0
scm1d,22,490,1961,16,2,MTLp2,binary,8,0
scm1d,22,490,1961,16,3,MTLp3,binary,9,0
scm1d,22,490,1961,16,4,MTLp4,binary,9,0
scm1d,22,490,1961,16,5,MTLp5,binary,9,0
scm1d,22,490,1961,16,6,MTLp6,binary,9,0
scm1d,22,490,1961,16,7,MTLp7,binary,9,0
scm1d,22,490,1961,16,8,MTLp8,binary,8,0
scm1d,22,490,1961,16,9,MTLp9,binary,8,0
scm1d,22,490,1961,16,10,MTLp10,binary,9,0
scm1d,22,490,1961,16,11,MTLp11,binary,8,0
scm1d,22,490,1961,16,12,MTLp12,binary,8,0
scm1d,22,490,1961,16,13,MTLp13,binary,9,0
scm1d,22,490,1961,16,14,MTLp14,binary,8,0
scm1d,22,490,1961,16,15,MTLp15,binary,8,0
scm1d,22,490,1961,16,16,MTLp16,binary,8,0
scm1d,23,490,1961,16,1,LBL,binary,8,0
scm1d,23,490,1961,16,2,MTLp2,binary,8,0
scm1d,23,490,1961,16,3,MTLp3,binary,8,0
scm1d,23,490,1961,16,4,MTLp4,binary,8,0
scm1d,23,490,1961,16,5,MTLp5,binary,9,0
scm1d,23,490,1961,16,6,MTLp6,binary,8,0
scm1d,23,490,1961,16,7,MTLp7,binary,9,0
scm1d,23,490,1961,16,8,MTLp8,binary,8,0
scm1d,23,490,1961,16,9,MTLp9,binary,9,0
scm1d,23,490,1961,16,10,MTLp10,binary,8,0
scm1d,23,490,1961,16,11,MTLp11,binary,9,0
scm1d,23,490,1961,16,12,MTLp12,binary,9,0
scm1d,23,490,1961,16,13,MTLp13,binary,8,0
scm1d,23,490,1961,16,14,MTLp14,binary,8,0
scm1d,23,490,1961,16,15,MTLp15,binary,9,0
scm1d,23,490,1961,16,16,MTLp16,binary,8,0
scm1d,24,490,1961,16,1,LBL,binary,8,0
scm1d,24,490,1961,16,2,MTLp2,binary,9,0
scm1d,24,490,1961,16,3,MTLp3,binary,9,0
scm1d,24,490,1961,16,4,MTLp4,binary,9,0
scm1d,24,490,1961,16,5,MTLp5,binary,9,0
scm1d,24,490,1961,16,6,MTLp6,binary,8,0
scm1d,24,490,1961,16,7,MTLp7,binary,8,0
scm1d,24,490,1961,16,8,MTLp8,binary,8,0
scm1d,24,490,1961,16,9,MTLp9,binary,9,0
scm1d,24,490,1961,16,10,MTLp10,binary,8,0
scm1d,24,490,1961,16,11,MTLp11,binary,9,0
scm1d,24,490,1961,16,12,MTLp12,binary,9,0
scm1d,24,490,1961,16,13,MTLp13,binary,8,0
scm1d,24,490,1961,16,14,MTLp14,binary,8,0
scm1d,24,490,1961,16,15,MTLp15,binary,8,0
scm1d,24,490,1961,16,16,MTLp16,binary,8,0
scm1d,25,490,1961,16,1,LBL,binary,9,0
scm1d,25,490,1961,16,2,MTLp2,binary,8,0
scm1d,25,490,1961,16,3,MTLp3,binary,9,0
scm1d,25,490,1961,16,4,MTLp4,binary,9,0
scm1d,25,490,1961,16,5,MTLp5,binary,9,0
scm1d,25,490,1961,16,6,MTLp6,binary,9,0
scm1d,25,490,1961,16,7,MTLp7,binary,9,0
scm1d,25,490,1961,16,8,MTLp8,binary,9,0
scm1d,25,490,1961,16,9,MTLp9,binary,8,0
scm1d,25,490,1961,16,10,MTLp10,binary,9,0
scm1d,25,490,1961,16,11,MTLp11,binary,9,0
scm1d,25,490,1961,16,12,MTLp12,binary,8,0
scm1d,25,490,1961,16,13,MTLp13,binary,9,0
scm1d,25,490,1961,16,14,MTLp14,binary,8,0
scm1d,25,490,1961,16,15,MTLp15,binary,8,0
scm1d,25,490,1961,16,16,MTLp16,binary,8,0
scm1d,26,490,1961,16,1,LBL,binary,8,0
scm1d,26,490,1961,16,2,MTLp2,binary,9,0
scm1d,26,490,1961,16,3,MTLp3,binary,8,0
scm1d,26,490,1961,16,4,MTLp4,binary,8,0
scm1d,26,490,1961,16,5,MTLp5,binary,9,0
scm1d,26,490,1961,16,6,MTLp6,binary,9,0
scm1d,26,490,1961,16,7,MTLp7,binary,9,0
scm1d,26,490,1961,16,8,MTLp8,binary,9,0
scm1d,26,490,1961,16,9,MTLp9,binary,8,0
scm1d,26,490,1961,16,10,MTLp10,binary,9,0
scm1d,26,490,1961,16,11,MTLp11,binary,9,0
scm1d,26,490,1961,16,12,MTLp12,binary,8,0
scm1d,26,490,1961,16,13,MTLp13,binary,9,0
scm1d,26,490,1961,16,14,MTLp14,binary,9,0
scm1d,26,490,1961,16,15,MTLp15,binary,8,0
scm1d,26,490,1961,16,16,MTLp16,binary,8,0
scm1d,27,490,1961,16,1,LBL,binary,9,0
scm1d,27,490,1961,16,2,MTLp2,binary,9,0
scm1d,27,490,1961,16,3,MTLp3,binary,9,0
scm1d,27,490,1961,16,4,MTLp4,binary,8,0
scm1d,27,490,1961,16,5,MTLp5,binary,8,0
scm1d,27,490,1961,16,6,MTLp6,binary,9,0
scm1d,27,490,1961,16,7,MTLp7,binary,9,0
scm1d,27,490,1961,16,8,MTLp8,binary,8,0
scm1d,27,490,1961,16,9,MTLp9,binary,8,0
scm1d,27,490,1961,16,10,MTLp10,binary,8,0
scm1d,27,490,1961,16,11,MTLp11,binary,9,0
scm1d,27,490,1961,16,12,MTLp12,binary,9,0
scm1d,27,490,1961,16,13,MTLp13,binary,8,0
scm1d,27,490,1961,16,14,MTLp14,binary,8,0
scm1d,27,490,1961,16,15,MTLp15,binary,9,0
scm1d,27,490,1961,16,16,MTLp16,binary,9,0
scm1d,28,490,1961,16,1,LBL,binary,8,0
scm1d,28,490,1961,16,2,MTLp2,binary,9,0
scm1d,28,490,1961,16,3,MTLp3,binary,8,0
scm1d,28,490,1961,16,4,MTLp4,binary,9,0
scm1d,28,490,1961,16,5,MTLp5,binary,8,0
scm1d,28,490,1961,16,6,MTLp6,binary,8,0
scm1d,28,490,1961,16,7,MTLp7,binary,8,0
scm1d,28,490,1961,16,8,MTLp8,binary,8,0
scm1d,28,490,1961,16,9,MTLp9,binary,8,0
scm1d,28,490,1961,16,10,MTLp10,binary,8,0
scm1d,28,490,1961,16,11,MTLp11,binary,9,0
scm1d,28,490,1961,16,12,MTLp12,binary,8,0
scm1d,28,490,1961,16,13,MTLp13,binary,9,0
scm1d,28,490,1961,16,14,MTLp14,binary,9,0
scm1d,28,490,1961,16,15,MTLp15,binary,8,0
scm1d,28,490,1961,16,16,MTLp16,binary,8,0
scm1d,29,490,1961,16,1,LBL,binary,8,0
scm1d,29,490,1961,16,2,MTLp2,binary,8,0
scm1d,29,490,1961,16,3,MTLp3,binary,9,0
scm1d,29,490,1961,16,4,MTLp4,binary,9,0
scm1d,29,490,1961,16,5,MTLp5,binary,8,0
scm1d,29,490,1961,16,6,MTLp6,binary,9,0
scm1d,29,490,1961,16,7,MTLp7,binary,9,0
scm1d,29,490,1961,16,8,MTLp8,binary,9,0
scm1d,29,490,1961,16,9,MTLp9,binary,9,0
scm1d,29,490,1961,16,10,MTLp10,binary,8,0
scm1d,29,490,1961,16,11,MTLp11,binary,8,0
scm1d,29,490,1961,16,12,MTLp12,binary,8,0
scm1d,29,490,1961,16,13,MTLp13,binary,8,0
scm1d,29,490,1961,16,14,MTLp14,binary,8,0
scm1d,29,490,1961,16,15,MTLp15,binary,9,0
scm1d,29,490,1961,16,16,MTLp16,binary,9,0
scm1d,30,490,1961,16,1,LBL,binary,9,0
scm1d,30,490,1961,16,2,MTLp2,binary,9,0
scm1d,30,490,1961,16,3,MTLp3,binary,9,0
scm1d,30,490,1961,16,4,MTLp4,binary,8,0
scm1d,30,490,1961,16,5,MTLp5,binary,9,0
scm1d,30,490,1961,16,6,MTLp6,binary,8,0
scm1d,30,490,1961,16,7,MTLp7,binary,8,0
scm1d,30,490,1961,16,8,MTLp8,binary,8,0
scm1d,30,490,1961,16,9,MTLp9,binary,9,0
scm1d,30,490,1961,16,10,MTLp10,binary,9,0
scm1d,30,490,1961,16,11,MTLp11,binary,8,0
scm1d,30,490,1961,16,12,MTLp12,binary,9,0
scm1d,30,490,1961,16,13,MTLp13,binary,8,0
scm1d,30,490,1961,16,14,MTLp14,binary,8,0
scm1d,30,490,1961,16,15,MTLp15,binary,8,0
scm1d,30,490,1961,16,16,MTLp16,binary,9,0
scm1d,31,490,1961,16,1,LBL,binary,8,0
scm1d,31,490,1961,16,2,MTLp2,binary,8,0
scm1d,31,490,1961,16,3,MTLp3,binary,8,0
scm1d,31,490,1961,16,4,MTLp4,binary,9,0
scm1d,31,490,1961,16,5,MTLp5,binary,9,0
scm1d,31,490,1961,16,6,MTLp6,binary,8,0
scm1d,31,490,1961,16,7,MTLp7,binary,9,0
scm1d,31,490,1961,16,8,MTLp8,binary,9,0
scm1d,31,490,1961,16,9,MTLp9,binary,8,0
scm1d,31,490,1961,16,10,MTLp10,binary,8,0
scm1d,31,490,1961,16,11,MTLp11,binary,8,0
scm1d,31,490,1961,16,12,MTLp12,binary,8,0
scm1d,31,490,1961,16,13,MTLp13,binary,8,0
scm1d,31,490,1961,16,14,MTLp14,binary,8,0
scm1d,31,490,1961,16,15,MTLp15,binary,9,0
scm1d,31,490,1961,16,16,MTLp16,binary,8,0
scm1d,32,490,1961,16,1,LBL,binary,9,0
scm1d,32,490,1961,16,2,MTLp2,binary,8,0
scm1d,32,490,1961,16,3,MTLp3,binary,9,0
scm1d,32,490,1961,16,4,MTLp4,binary,9,0
scm1d,32,490,1961,16,5,MTLp5,binary,8,0
scm1d,32,490,1961,16,6,MTLp6,binary,9,0
scm1d,32,490,1961,16,7,MTLp7,binary,8,0
scm1d,32,490,1961,16,8,MTLp8,binary,9,0
scm1d,32,490,1961,16,9,MTLp9,binary,8,0
scm1d,32,490,1961,16,10,MTLp10,binary,8,0
scm1d,32,490,1961,16,11,MTLp11,binary,8,0
scm1d,32,490,1961,16,12,MTLp12,binary,9,0
scm1d,32,490,1961,16,13,MTLp13,binary,9,0
scm1d,32,490,1961,16,14,MTLp14,binary,8,0
scm1d,32,490,1961,16,15,MTLp15,binary,9,0
scm1d,32,490,1961,16,16,MTLp16,binary,9,0
scm1d,33,490,1961,16,1,LBL,binary,8,0
scm1d,33,490,1961,16,2,MTLp2,binary,9,0
scm1d,33,490,1961,16,3,MTLp3,binary,8,0
scm1d,33,490,1961,16,4,MTLp4,binary,8,0
scm1d,33,490,1961,16,5,MTLp5,binary,8,0
scm1d,33,490,1961,16,6,MTLp6,binary,9,0
scm1d,33,490,1961,16,7,MTLp7,binary,8,0
scm1d,33,490,1961,16,8,MTLp8,binary,9,0
scm1d,33,490,1961,16,9,MTLp9,binary,9,0
scm1d,33,490,1961,16,10,MTLp10,binary,8,0
scm1d,33,490,1961,16,11,MTLp11,binary,9,0
scm1d,33,490,1961,16,12,MTLp12,binary,9,0
scm1d,33,490,1961,16,13,MTLp13,binary,9,0
scm1d,33,490,1961,16,14,MTLp14,binary,9,0
scm1d,33,490,1961,16,15,MTLp15,binary,8,0
scm1d,33,490,1961,16,16,MTLp16,binary,8,0
scm1d,34,490,1961,16,1,LBL,binary,9,0
scm1d,34,490,1961,16,2,MTLp2,binary,9,0
scm1d,34,490,1961,16,3,MTLp3,binary,9,0
scm1d,34,490,1961,16,4,MTLp4,binary,8,0
scm1d,34,490,1961,16,5,MTLp5,binary,9,0
scm1d,34,490,1961,16,6,MTLp6,binary,8,0
scm1d,34,490,1961,16,7,MTLp7,binary,9,0
scm1d,34,490,1961,16,8,MTLp8,binary,8,0
scm1d,34,490,1961,16,9,MTLp9,binary,8,0
scm1d,34,490,1961,16,10,MTLp10,binary,8,0
scm1d,34,490,1961,16,11,MTLp11,binary,9,0
scm1d,34,490,1961,16,12,MTLp12,binary,8,0
scm1d,34,490,1961,16,13,MTLp13,binary,8,0
scm1d,34,490,1961,16,14,MTLp14,binary,8,0
scm1d,34,490,1961,16,15,MTLp15,binary,9,0
scm1d,34,490,1961,16,16,MTLp16,binary,9,0
scm1d,35,490,1961,16,1,LBL,binary,9,0
scm1d,35,490,1961,16,2,MTLp2,binary,8,0
scm1d,35,490,1961,16,3,MTLp3,binary,8,0
scm1d,35,490,1961,16,4,MTLp4,binary,8,0
scm1d,35,490,1961,16,5,MTLp5,binary,8,0
scm1d,35,490,1961,16,6,MTLp6,binary,8,0
scm1d,35,490,1961,16,7,MTLp7,binary,9,0
scm1d,35,490,1961,16,8,MTLp8,binary,8,0
scm1d,35,490,1961,16,9,MTLp9,binary,9,0
scm1d,35,490,1961,16,10,MTLp10,binary,9,0
scm1d,35,490,1961,16,11,MTLp11,binary,8,0
scm1d,35,490,1961,16,12,MTLp12,binary,8,0
scm1d,35,490,1961,16,13,MTLp13,binary,8,0
scm1d,35,490,1961,16,14,MTLp14,binary,8,0
scm1d,35,490,1961,16,15,MTLp15,binary,8,0
scm1d,35,490,1961,16,16,MTLp16,binary,8,0
scm1d,36,490,1961,16,1,LBL,binary,8,0
scm1d,36,490,1961,16,2,MTLp2,binary,8,0
