dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates
stock,180,15,64,6,0.3,0,0,0,6,23,0,binary_only,1.0138,0
stock,180,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7325,0
stock,180,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.6085,0
stock,180,15,64,6,0.9,1,0,0,0,0,0,fallback,0.11,0
stock,181,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.02,0
stock,181,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.886,0
stock,181,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7155,0
stock,181,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6344,0
stock,181,15,64,6,0.9,0,0,0,6,19,0,binary_only,0.3691,0
stock,182,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0344,0
stock,182,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9951,0
stock,182,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.6951,0
stock,182,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7527,0
stock,182,15,64,6,0.9,0,0,0,6,22,0,binary_only,0.5138,0
stock,183,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9579,0
stock,183,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8337,0
stock,183,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.8067,0
stock,183,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6022,0
stock,183,15,64,6,0.9,1,0,0,0,0,0,fallback,0.107,0
stock,184,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9523,0
stock,184,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9547,0
stock,184,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7933,0
stock,184,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6312,0
stock,184,15,64,6,0.9,0,0,0,6,18,0,binary_only,0.2901,0
stock,185,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0047,0
stock,185,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0698,0
stock,185,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.9019,0
stock,185,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7506,0
stock,185,15,64,6,0.9,0,0,0,6,21,0,binary_only,0.4913,0
stock,186,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0116,0
stock,186,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9012,0
stock,186,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.9036,0
stock,186,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8791,0
stock,186,15,64,6,0.9,1,0,0,0,0,0,fallback,0.115,0
stock,187,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0304,0
stock,187,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9973,0
stock,187,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7232,0
stock,187,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5011,0
stock,187,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1123,0
stock,188,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9711,0
stock,188,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.1226,0
stock,188,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8219,0
stock,188,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6747,0
stock,188,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.5317,0
stock,189,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9741,0
stock,189,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9054,0
stock,189,15,64,6,0.5,0,0,0,6,23,0,binary_only,1.1732,0
stock,189,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5713,0
stock,189,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1211,0
stock,190,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0056,0
stock,190,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0409,0
stock,190,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7533,0
stock,190,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6439,0
stock,190,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1139,0
stock,191,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9958,0
stock,191,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9113,0
stock,191,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7709,0
stock,191,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6379,0
stock,191,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1126,0
stock,192,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9431,0
stock,192,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8626,0
stock,192,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7434,0
stock,192,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7976,0
stock,192,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1105,0
stock,193,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9498,0
stock,193,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8279,0
stock,193,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.602,0
stock,193,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5,0
stock,193,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1063,0
stock,194,15,64,6,0.1,0,0,0,6,27,0,binary_only,1.0317,0
stock,194,15,64,6,0.3,0,0,0,6,27,0,binary_only,0.9828,0
stock,194,15,64,6,0.5,0,0,0,6,26,0,binary_only,0.7907,0
stock,194,15,64,6,0.7,0,0,0,6,25,0,binary_only,0.776,0
stock,194,15,64,6,0.9,0,0,0,6,22,0,binary_only,0.5133,0
stock,195,15,64,6,0.1,0,0,0,6,22,0,binary_only,0.9293,0
stock,195,15,64,6,0.3,0,0,0,6,22,0,binary_only,0.8847,0
stock,195,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.7294,0
stock,195,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.535,0
stock,195,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1147,0
stock,196,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9864,0
stock,196,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.8829,0
stock,196,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8864,0
stock,196,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.7548,0
stock,196,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1211,0
stock,197,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0074,0
stock,197,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9352,0
stock,197,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7212,0
stock,197,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8889,0
stock,197,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1274,0
stock,198,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0283,0
stock,198,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9787,0
stock,198,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8903,0
stock,198,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.972,0
stock,198,15,64,6,0.9,0,0,0,6,24,0,binary_only,0.5477,0
stock,199,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.991,0
stock,199,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0212,0
stock,199,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7614,0
stock,199,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6248,0
stock,199,15,64,6,0.9,0,0,0,6,19,0,binary_only,0.3236,0
rf2,0,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7763,0
rf2,0,384,1536,8,0.3,0,0,0,8,66,0,binary_only,2.5509,0
rf2,0,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.212,0
rf2,0,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.221,0
rf2,0,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3083,0
rf2,1,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.8699,0
rf2,1,384,1536,8,0.3,0,0,0,8,61,0,binary_only,2.3576,0
rf2,1,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.3102,0
rf2,1,384,1536,8,0.7,0,0,0,8,62,0,binary_only,2.1791,0
rf2,1,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3252,0
rf2,2,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.566,0
rf2,2,384,1536,8,0.3,0,0,0,8,65,0,binary_only,2.9386,0
rf2,2,384,1536,8,0.5,0,0,0,8,62,0,binary_only,1.9499,0
rf2,2,384,1536,8,0.7,0,0,0,8,63,0,binary_only,2.1269,0
rf2,2,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.289,0
rf2,3,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6173,0
rf2,3,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.3579,0
rf2,3,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.4153,0
rf2,3,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.6602,0
rf2,3,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3134,0
rf2,4,384,1536,8,0.1,0,0,0,8,60,0,binary_only,2.6842,0
rf2,4,384,1536,8,0.3,0,0,0,8,61,0,binary_only,2.4705,0
rf2,4,384,1536,8,0.5,0,0,0,8,60,0,binary_only,1.9068,0
rf2,4,384,1536,8,0.7,0,0,0,8,60,0,binary_only,2.0639,0
rf2,4,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3081,0
rf2,5,384,1536,8,0.1,0,0,0,8,63,0,binary_only,3.2176,0
rf2,5,384,1536,8,0.3,0,0,0,8,64,0,binary_only,3.2537,0
rf2,5,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.2254,0
rf2,5,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.1991,0
rf2,5,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3009,0
rf2,6,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9295,0
rf2,6,384,1536,8,0.3,0,0,0,8,65,0,binary_only,2.473,0
rf2,6,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.0987,0
rf2,6,384,1536,8,0.7,0,0,0,8,66,0,binary_only,2.3594,0
rf2,6,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3162,0
rf2,7,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7704,0
rf2,7,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.5661,0
rf2,7,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.4851,0
rf2,7,384,1536,8,0.7,0,0,0,8,61,0,binary_only,1.8707,0
rf2,7,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3037,0
rf2,8,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8431,0
rf2,8,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.0711,0
rf2,8,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.1521,0
rf2,8,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.2461,0
rf2,8,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2979,0
rf2,9,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.7335,0
rf2,9,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.2751,0
rf2,9,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.3058,0
rf2,9,384,1536,8,0.7,0,0,0,8,63,0,binary_only,1.8813,0
rf2,9,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.4002,0
rf2,10,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.9116,0
rf2,10,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.4833,0
rf2,10,384,1536,8,0.5,0,0,0,8,61,0,binary_only,2.1604,0
rf2,10,384,1536,8,0.7,0,0,0,8,61,0,binary_only,2.1871,0
rf2,10,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3007,0
rf2,11,384,1536,8,0.1,0,0,0,8,63,0,binary_only,3.71,0
rf2,11,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.7682,0
rf2,11,384,1536,8,0.5,0,0,0,8,61,0,binary_only,2.2756,0
rf2,11,384,1536,8,0.7,0,0,0,8,63,0,binary_only,2.1854,0
rf2,11,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3406,0
rf2,12,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8263,0
rf2,12,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.213,0
rf2,12,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.3664,0
rf2,12,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.2536,0
rf2,12,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3225,0
rf2,13,384,1536,8,0.1,0,0,0,8,58,0,binary_only,2.4339,0
rf2,13,384,1536,8,0.3,0,0,0,8,59,0,binary_only,2.3225,0
rf2,13,384,1536,8,0.5,0,0,0,8,58,0,binary_only,1.9242,0
rf2,13,384,1536,8,0.7,0,0,0,8,58,0,binary_only,1.864,0
rf2,13,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.296,0
rf2,14,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.2065,0
rf2,14,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.4058,0
rf2,14,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.1629,0
rf2,14,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.1153,0
rf2,14,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.373,0
rf2,15,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8854,0
rf2,15,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.2689,0
rf2,15,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.2552,0
rf2,15,384,1536,8,0.7,0,0,0,8,63,0,binary_only,2.0779,0
rf2,15,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2912,0
rf2,16,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8924,0
rf2,16,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.5553,0
rf2,16,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.1379,0
rf2,16,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.1485,0
rf2,16,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3761,0
rf2,17,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.527,0
rf2,17,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.6202,0
rf2,17,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.4427,0
rf2,17,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.3881,0
rf2,17,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3046,0
rf2,18,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7207,0
rf2,18,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.069,0
rf2,18,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.2856,0
rf2,18,384,1536,8,0.7,0,0,0,8,63,0,binary_only,1.9303,0
rf2,18,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2993,0
rf2,19,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6747,0
rf2,19,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.4238,0
rf2,19,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.4443,0
rf2,19,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.1202,0
rf2,19,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3056,0
rf2,20,384,1536,8,0.1,0,0,0,8,62,0,binary_only,3.7188,0
rf2,20,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.9603,0
rf2,20,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.4661,0
rf2,20,384,1536,8,0.7,0,0,0,8,61,0,binary_only,3.6741,0
rf2,20,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2925,0
rf2,21,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.5806,0
rf2,21,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.1842,0
rf2,21,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.2748,0
rf2,21,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.1945,0
rf2,21,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3109,0
rf2,22,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.767,0
rf2,22,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.4056,0
rf2,22,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.2203,0
rf2,22,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.1894,0
rf2,22,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3181,0
rf2,23,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.9307,0
rf2,23,384,1536,8,0.3,0,0,0,8,61,0,binary_only,2.4663,0
rf2,23,384,1536,8,0.5,0,0,0,8,61,0,binary_only,2.1799,0
rf2,23,384,1536,8,0.7,0,0,0,8,62,0,binary_only,2.0804,0
rf2,23,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3001,0
rf2,24,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.5728,0
rf2,24,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.5239,0
rf2,24,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.3452,0
rf2,24,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.186,0
rf2,24,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3011,0
rf2,25,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8567,0
rf2,25,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.5306,0
rf2,25,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.1978,0
rf2,25,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.2062,0
rf2,25,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3063,0
rf2,26,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8722,0
rf2,26,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.4521,0
rf2,26,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.463,0
rf2,26,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.3968,0
rf2,26,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2996,0
rf2,27,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6874,0
rf2,27,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.4295,0
rf2,27,384,1536,8,0.5,0,0,0,8,66,0,binary_only,2.5764,0
rf2,27,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.2661,0
rf2,27,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3056,0
rf2,28,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8804,0
rf2,28,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.4263,0
rf2,28,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.1215,0
rf2,28,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.1766,0
rf2,28,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3418,0
rf2,29,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.5905,0
rf2,29,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.2794,0
rf2,29,384,1536,8,0.5,0,0,0,8,60,0,binary_only,1.981,0
rf2,29,384,1536,8,0.7,0,0,0,8,60,0,binary_only,1.9537,0
rf2,29,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.301,0
rf2,30,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9592,0
rf2,30,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.3422,0
rf2,30,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.5279,0
rf2,30,384,1536,8,0.7,0,0,0,8,63,0,binary_only,1.9596,0
rf2,30,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3077,0
rf2,31,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7685,0
rf2,31,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.5183,0
rf2,31,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.4621,0
rf2,31,384,1536,8,0.7,0,0,0,8,63,0,binary_only,2.4471,0
rf2,31,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.325,0
rf2,32,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.8555,0
rf2,32,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.2436,0
rf2,32,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.1849,0
rf2,32,384,1536,8,0.7,0,0,0,8,62,0,binary_only,1.8202,0
rf2,32,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2917,0
rf2,33,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.8428,0
rf2,33,384,1536,8,0.3,0,0,0,8,65,0,binary_only,2.7309,0
rf2,33,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.1528,0
rf2,33,384,1536,8,0.7,0,0,0,8,62,0,binary_only,2.1323,0
rf2,33,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.4424,0
rf2,34,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6834,0
rf2,34,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.3106,0
rf2,34,384,1536,8,0.5,0,0,0,8,63,0,binary_only,2.0425,0
rf2,34,384,1536,8,0.7,0,0,0,8,62,0,binary_only,1.966,0
rf2,34,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3139,0
rf2,35,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6859,0
rf2,35,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.3834,0
rf2,35,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.7429,0
rf2,35,384,1536,8,0.7,0,0,0,8,62,0,binary_only,1.8831,0
rf2,35,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3063,0
rf2,36,384,1536,8,0.1,0,0,0,8,60,0,binary_only,2.4248,0
rf2,36,384,1536,8,0.3,0,0,0,8,59,0,binary_only,2.4041,0
rf2,36,384,1536,8,0.5,0,0,0,8,60,0,binary_only,2.124,0
rf2,36,384,1536,8,0.7,0,0,0,8,58,0,binary_only,1.8932,0
rf2,36,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3038,0
rf2,37,384,1536,8,0.1,0,0,0,8,63,0,binary_only,3.1872,0
rf2,37,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.3949,0
rf2,37,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.3756,0
rf2,37,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.4599,0
rf2,37,384,1536,8,0.9,0,0,0,8,64,0,binary_only,1.7938,0
rf2,38,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7737,0
rf2,38,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.434,0
rf2,38,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.2946,0
rf2,38,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.2444,0
rf2,38,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3029,0
rf2,39,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9773,0
rf2,39,384,1536,8,0.3,0,0,0,8,66,0,binary_only,2.6314,0
rf2,39,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.4795,0
rf2,39,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.2951,0
rf2,39,384,1536,8,0.9,0,0,0,8,64,0,binary_only,1.4481,0
rf2,40,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7825,0
rf2,40,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.6414,0
rf2,40,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.0947,0
rf2,40,384,1536,8,0.7,0,0,0,8,62,0,binary_only,2.1511,0
rf2,40,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3102,0
rf2,41,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7514,0
rf2,41,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.2638,0
rf2,41,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.2255,0
rf2,41,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.5136,0
rf2,41,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3877,0
rf2,42,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.621,0
rf2,42,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.2946,0
rf2,42,384,1536,8,0.5,0,0,0,8,62,0,binary_only,2.0426,0
rf2,42,384,1536,8,0.7,0,0,0,8,62,0,binary_only,2.1101,0
rf2,42,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3027,0
rf2,43,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.8178,0
rf2,43,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.6166,0
rf2,43,384,1536,8,0.5,0,0,0,8,65,0,binary_only,2.2582,0
rf2,43,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.3337,0
rf2,43,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.297,0
rf2,44,384,1536,8,0.1,0,0,0,8,57,0,binary_only,2.5531,0
rf2,44,384,1536,8,0.3,0,0,0,8,57,0,binary_only,2.4486,0
rf2,44,384,1536,8,0.5,0,0,0,8,57,0,binary_only,2.0238,0
rf2,44,384,1536,8,0.7,0,0,0,8,57,0,binary_only,1.8755,0
rf2,44,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3244,0
rf2,45,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.9219,0
rf2,45,384,1536,8,0.3,0,0,0,8,62,0,binary_only,2.5787,0
rf2,45,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.1098,0
rf2,45,384,1536,8,0.7,0,0,0,8,63,0,binary_only,2.0913,0
rf2,45,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2908,0
rf2,46,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8725,0
rf2,46,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.3433,0
rf2,46,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.4373,0
rf2,46,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.5072,0
rf2,46,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.2969,0
rf2,47,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8722,0
rf2,47,384,1536,8,0.3,0,0,0,8,63,0,binary_only,2.4629,0
rf2,47,384,1536,8,0.5,0,0,0,8,62,0,binary_only,1.9388,0
rf2,47,384,1536,8,0.7,0,0,0,8,65,0,binary_only,2.3799,0
rf2,47,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.4136,0
rf2,48,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6937,0
rf2,48,384,1536,8,0.3,0,0,0,8,64,0,binary_only,2.4559,0
rf2,48,384,1536,8,0.5,0,0,0,8,64,0,binary_only,2.3845,0
rf2,48,384,1536,8,0.7,0,0,0,8,64,0,binary_only,2.29,0
rf2,48,384,1536,8,0.9,1,0,0,0,0,0,fallback,0.3015,0
rf2,49,384,1536,8,0.1,0,0,0,8,59,0,binary_only,2.6373,0
rf2,49,384,1536,8,0.3,0,0,0,8,60,0,binary_only,2.3863,0
