dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates
stock,0,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0357,0
stock,0,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0039,0
stock,0,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.9965,0
stock,0,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6756,0
stock,0,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.6058,0
stock,1,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.0089,0
stock,1,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9876,0
stock,1,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.6488,0
stock,1,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6324,0
stock,1,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1366,0
stock,2,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0486,0
stock,2,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0255,0
stock,2,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.6149,0
stock,2,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.619,0
stock,2,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1258,0
stock,3,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.2818,0
stock,3,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0214,0
stock,3,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7819,0
stock,3,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7333,0
stock,3,15,64,6,0.9,1,0,0,0,0,0,fallback,0.117,0
stock,4,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0334,0
stock,4,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9935,0
stock,4,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8529,0
stock,4,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1258,0
stock,4,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1156,0
stock,5,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0042,0
stock,5,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.2029,0
stock,5,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7976,0
stock,5,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6518,0
stock,5,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1164,0
stock,6,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0016,0
stock,6,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.8792,0
stock,6,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7326,0
stock,6,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6791,0
stock,6,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1125,0
stock,7,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.1072,0
stock,7,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8398,0
stock,7,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7383,0
stock,7,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.8087,0
stock,7,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1214,0
stock,8,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0117,0
stock,8,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.0375,0
stock,8,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8073,0
stock,8,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7562,0
stock,8,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.6018,0
stock,9,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0141,0
stock,9,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9395,0
stock,9,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7968,0
stock,9,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6098,0
stock,9,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1106,0
stock,10,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9862,0
stock,10,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9947,0
stock,10,15,64,6,0.5,0,0,0,6,24,0,binary_only,1.3505,0
stock,10,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1191,0
stock,10,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1098,0
stock,11,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9692,0
stock,11,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9382,0
stock,11,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7485,0
stock,11,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7694,0
stock,11,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1249,0
stock,12,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0415,0
stock,12,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9723,0
stock,12,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8612,0
stock,12,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7097,0
stock,12,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.5432,0
stock,13,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9643,0
stock,13,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9333,0
stock,13,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7513,0
stock,13,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6249,0
stock,13,15,64,6,0.9,0,0,0,6,24,0,binary_only,0.6197,0
stock,14,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.016,0
stock,14,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.1845,0
stock,14,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8516,0
stock,14,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6727,0
stock,14,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1138,0
stock,15,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0027,0
stock,15,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.955,0
stock,15,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.7682,0
stock,15,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6193,0
stock,15,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1139,0
stock,16,15,64,6,0.1,0,0,0,6,25,0,binary_only,0.999,0
stock,16,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.0844,0
stock,16,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8174,0
stock,16,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7976,0
stock,16,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.6133,0
stock,17,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9936,0
stock,17,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9452,0
stock,17,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.716,0
stock,17,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1147,0
stock,17,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1098,0
stock,18,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0198,0
stock,18,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9818,0
stock,18,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7255,0
stock,18,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6755,0
stock,18,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1266,0
stock,19,15,64,6,0.1,0,0,0,6,26,0,binary_only,1.3086,0
stock,19,15,64,6,0.3,0,0,0,6,26,0,binary_only,1.1154,0
stock,19,15,64,6,0.5,0,0,0,6,26,0,binary_only,1.3755,0
stock,19,15,64,6,0.7,0,0,0,6,25,0,binary_only,0.8107,0
stock,19,15,64,6,0.9,0,0,0,6,22,0,binary_only,0.4297,0
stock,20,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9962,0
stock,20,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9905,0
stock,20,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.8454,0
stock,20,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7016,0
stock,20,15,64,6,0.9,1,0,0,0,0,0,fallback,0.157,0
stock,21,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0134,0
stock,21,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9665,0
stock,21,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8762,0
stock,21,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.8253,0
stock,21,15,64,6,0.9,0,0,0,6,24,0,binary_only,0.7085,0
stock,22,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0157,0
stock,22,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9075,0
stock,22,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7915,0
stock,22,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6767,0
stock,22,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1111,0
stock,23,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.0103,0
stock,23,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8905,0
stock,23,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.6933,0
stock,23,15,64,6,0.7,0,0,0,6,20,0,binary_only,0.6986,0
stock,23,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1309,0
stock,24,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0067,0
stock,24,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9228,0
stock,24,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8054,0
stock,24,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7885,0
stock,24,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1148,0
stock,25,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9851,0
stock,25,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9732,0
stock,25,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8952,0
stock,25,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7485,0
stock,25,15,64,6,0.9,0,0,0,6,21,0,binary_only,0.4433,0
stock,26,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9809,0
stock,26,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9968,0
stock,26,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.6908,0
stock,26,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6199,0
stock,26,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1213,0
stock,27,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9286,0
stock,27,15,64,6,0.3,0,0,0,6,23,0,binary_only,1.0474,0
stock,27,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7768,0
stock,27,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1153,0
stock,27,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1168,0
stock,28,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0326,0
stock,28,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0107,0
stock,28,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8705,0
stock,28,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8706,0
stock,28,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1154,0
stock,29,15,64,6,0.1,0,0,0,6,22,0,binary_only,0.9155,0
stock,29,15,64,6,0.3,0,0,0,6,22,0,binary_only,0.8106,0
stock,29,15,64,6,0.5,0,0,0,6,21,0,binary_only,0.6604,0
stock,29,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5731,0
stock,29,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1075,0
stock,30,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9289,0
stock,30,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8947,0
stock,30,15,64,6,0.5,0,0,0,6,21,0,binary_only,0.6007,0
stock,30,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1076,0
stock,30,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1345,0
stock,31,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0185,0
stock,31,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9275,0
stock,31,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8779,0
stock,31,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.9029,0
stock,31,15,64,6,0.9,0,0,0,6,21,0,binary_only,0.3068,0
stock,32,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9769,0
stock,32,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9755,0
stock,32,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.5586,0
stock,32,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1123,0
stock,32,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1262,0
stock,33,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.1379,0
stock,33,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9287,0
stock,33,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7702,0
stock,33,15,64,6,0.7,0,0,0,6,19,0,binary_only,0.4979,0
stock,33,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1187,0
stock,34,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9679,0
stock,34,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9955,0
stock,34,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.8172,0
stock,34,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.5223,0
stock,34,15,64,6,0.9,0,0,0,6,18,0,binary_only,0.3163,0
stock,35,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0475,0
stock,35,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9645,0
stock,35,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8436,0
stock,35,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8303,0
stock,35,15,64,6,0.9,0,0,0,6,25,0,binary_only,0.6252,0
stock,36,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9709,0
stock,36,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0501,0
stock,36,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7249,0
stock,36,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.521,0
stock,36,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1025,0
stock,37,15,64,6,0.1,0,0,0,6,25,0,binary_only,0.9602,0
stock,37,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.0201,0
stock,37,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8109,0
stock,37,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6438,0
stock,37,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1186,0
stock,38,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9808,0
stock,38,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9777,0
stock,38,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7539,0
stock,38,15,64,6,0.7,1,0,0,0,0,0,fallback,0.2613,0
stock,38,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1103,0
stock,39,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0068,0
stock,39,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9109,0
stock,39,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.699,0
stock,39,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6096,0
stock,39,15,64,6,0.9,0,0,0,6,19,0,binary_only,0.436,0
stock,40,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9982,0
stock,40,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9905,0
stock,40,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8733,0
stock,40,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.759,0
stock,40,15,64,6,0.9,1,0,0,0,0,0,fallback,0.114,0
stock,41,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.1575,0
stock,41,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.955,0
stock,41,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7931,0
stock,41,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7464,0
stock,41,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1085,0
stock,42,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0193,0
stock,42,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9563,0
stock,42,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7838,0
stock,42,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5454,0
stock,42,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1149,0
stock,43,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0028,0
stock,43,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9244,0
stock,43,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.822,0
stock,43,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6038,0
stock,43,15,64,6,0.9,0,0,0,6,21,0,binary_only,0.5368,0
stock,44,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9927,0
stock,44,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.8394,0
stock,44,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.8023,0
stock,44,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.591,0
stock,44,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1483,0
stock,45,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9432,0
stock,45,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.93,0
stock,45,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.8432,0
stock,45,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.7053,0
stock,45,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1114,0
stock,46,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.927,0
stock,46,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.926,0
stock,46,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.812,0
stock,46,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.5857,0
stock,46,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1048,0
stock,47,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9951,0
stock,47,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9836,0
stock,47,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7857,0
stock,47,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5483,0
stock,47,15,64,6,0.9,0,0,0,6,21,0,binary_only,0.3977,0
stock,48,15,64,6,0.1,0,0,0,6,25,0,binary_only,0.9871,0
stock,48,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.0062,0
stock,48,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.831,0
stock,48,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.68,0
stock,48,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1074,0
stock,49,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.0119,0
stock,49,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9152,0
stock,49,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7802,0
stock,49,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7892,0
stock,49,15,64,6,0.9,0,0,0,6,18,0,binary_only,0.303,0
stock,50,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0284,0
stock,50,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9731,0
stock,50,15,64,6,0.5,0,0,0,6,22,0,binary_only,0.6656,0
stock,50,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5907,0
stock,50,15,64,6,0.9,0,0,0,6,22,0,binary_only,0.431,0
stock,51,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9888,0
stock,51,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0137,0
stock,51,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.735,0
stock,51,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.6769,0
stock,51,15,64,6,0.9,1,0,0,0,0,0,fallback,0.108,0
stock,52,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9289,0
stock,52,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9418,0
stock,52,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.604,0
stock,52,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1083,0
stock,52,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1431,0
stock,53,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.2942,0
stock,53,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.1857,0
stock,53,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8971,0
stock,53,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.7114,0
stock,53,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1152,0
stock,54,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0039,0
stock,54,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9796,0
stock,54,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8135,0
stock,54,15,64,6,0.7,1,0,0,0,0,0,fallback,0.1125,0
stock,54,15,64,6,0.9,1,0,0,0,0,0,fallback,0.114,0
stock,55,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.1164,0
stock,55,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9131,0
stock,55,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.6894,0
stock,55,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.5268,0
stock,55,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1123,0
stock,56,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0227,0
stock,56,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9514,0
stock,56,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8483,0
stock,56,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8061,0
stock,56,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.6492,0
stock,57,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0359,0
stock,57,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.97,0
stock,57,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7818,0
stock,57,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.4834,0
stock,57,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1118,0
stock,58,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9699,0
stock,58,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9677,0
stock,58,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8994,0
stock,58,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6622,0
stock,58,15,64,6,0.9,0,0,0,6,23,0,binary_only,0.5453,0
stock,59,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9586,0
stock,59,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9265,0
stock,59,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7412,0
stock,59,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.5796,0
stock,59,15,64,6,0.9,1,0,0,0,0,0,fallback,0.139,0
stock,60,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0095,0
stock,60,15,64,6,0.3,0,0,0,6,25,0,binary_only,0.9176,0
stock,60,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8383,0
stock,60,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.7209,0
stock,60,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1198,0
stock,61,15,64,6,0.1,0,0,0,6,23,0,binary_only,1.1107,0
stock,61,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9885,0
stock,61,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.7399,0
stock,61,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.4739,0
stock,61,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1091,0
stock,62,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9743,0
stock,62,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9727,0
stock,62,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.6906,0
stock,62,15,64,6,0.7,0,0,0,6,19,0,binary_only,0.3558,0
stock,62,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1308,0
stock,63,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0066,0
stock,63,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9678,0
stock,63,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8216,0
stock,63,15,64,6,0.7,0,0,0,6,21,0,binary_only,0.8598,0
stock,63,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1166,0
stock,64,15,64,6,0.1,0,0,0,6,25,0,binary_only,1.0484,0
stock,64,15,64,6,0.3,0,0,0,6,25,0,binary_only,1.0536,0
stock,64,15,64,6,0.5,0,0,0,6,25,0,binary_only,0.8149,0
stock,64,15,64,6,0.7,0,0,0,6,22,0,binary_only,0.6037,0
stock,64,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1646,0
stock,65,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9839,0
stock,65,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0693,0
stock,65,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.7278,0
stock,65,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6106,0
stock,65,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1136,0
stock,66,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0012,0
stock,66,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9268,0
stock,66,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.9724,0
stock,66,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7121,0
stock,66,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1239,0
stock,67,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0433,0
stock,67,15,64,6,0.3,0,0,0,6,24,0,binary_only,1.0823,0
stock,67,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8882,0
stock,67,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7435,0
stock,67,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1086,0
stock,68,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0104,0
stock,68,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9467,0
stock,68,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8531,0
stock,68,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.8484,0
stock,68,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1145,0
stock,69,15,64,6,0.1,0,0,0,6,23,0,binary_only,0.9253,0
stock,69,15,64,6,0.3,0,0,0,6,23,0,binary_only,0.9852,0
stock,69,15,64,6,0.5,0,0,0,6,23,0,binary_only,0.801,0
stock,69,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6933,0
stock,69,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1092,0
stock,70,15,64,6,0.1,0,0,0,6,24,0,binary_only,1.0694,0
stock,70,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9314,0
stock,70,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.9784,0
stock,70,15,64,6,0.7,0,0,0,6,24,0,binary_only,0.7809,0
stock,70,15,64,6,0.9,1,0,0,0,0,0,fallback,0.1602,0
stock,71,15,64,6,0.1,0,0,0,6,24,0,binary_only,0.9688,0
stock,71,15,64,6,0.3,0,0,0,6,24,0,binary_only,0.9602,0
stock,71,15,64,6,0.5,0,0,0,6,24,0,binary_only,0.8003,0
stock,71,15,64,6,0.7,0,0,0,6,23,0,binary_only,0.6192,0
