alpha,n_dim,n_cal,method,noise_type,coordinate,score_type,redraw_train_test,n_train,n_test,n_trials,coordinate_length_avg,coordinate_length_1std,coordinate_length_median
0.1,10,100,TSCP_R,Gaussian,3,absolute_residual,True,7200,800,200,23.131957378402777,2.9046312512905534,22.967221299608077
0.1,10,100,TSCP_R,Gaussian,4,absolute_residual,True,7200,800,200,20.411410897147242,2.806139031306096,20.285960108826842
0.1,10,100,TSCP_R,Gaussian,5,absolute_residual,True,7200,800,200,17.424388407310797,2.519209457459669,16.96577245754287
0.1,10,100,TSCP_R,Gaussian,6,absolute_residual,True,7200,800,200,13.859513197709752,1.2053309732654967,13.710726653596563
0.1,10,100,TSCP_R,Gaussian,7,absolute_residual,True,7200,800,200,11.047744431488104,0.8841177474735353,10.973422762086962
0.1,10,100,TSCP_R,Gaussian,8,absolute_residual,True,7200,800,200,8.308060220720684,0.7409447270293308,8.279751564164862
0.1,10,100,TSCP_R,Gaussian,9,absolute_residual,True,7200,800,200,5.529691926040993,0.5175518770316567,5.487072287276234
0.1,10,100,TSCP_R,Gaussian,10,absolute_residual,True,7200,800,200,2.7591311353839187,0.2599602937198787,2.744197510918079
0.1,10,100,Unscaled,Gaussian,1,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,2,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,3,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,4,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,5,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,6,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,7,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,8,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,9,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,100,Unscaled,Gaussian,10,absolute_residual,True,7200,800,200,20.92696893655812,1.8947171856055678,20.84497507772158
0.1,10,300,Empirical_copula,Gaussian,1,absolute_residual,True,7200,800,200,30.011969262185247,3.6480492598602487,29.87332095417286
0.1,10,300,Empirical_copula,Gaussian,2,absolute_residual,True,7200,800,200,27.140299672272512,3.393052169387225,26.715901365300994
0.1,10,300,Empirical_copula,Gaussian,3,absolute_residual,True,7200,800,200,23.93172388965831,3.2718148467811647,23.689795157753153
0.1,10,300,Empirical_copula,Gaussian,4,absolute_residual,True,7200,800,200,20.880752988217104,2.3858407458396496,20.57428364647339
0.1,10,300,Empirical_copula,Gaussian,5,absolute_residual,True,7200,800,200,17.83502563151775,2.1735895841097355,17.806957304626216
0.1,10,300,Empirical_copula,Gaussian,6,absolute_residual,True,7200,800,200,12.614289238905599,0.9048446033554011,12.62894530254165
0.1,10,300,Empirical_copula,Gaussian,7,absolute_residual,True,7200,800,200,10.094403688699074,0.705654426319966,10.16624341433446
0.1,10,300,Empirical_copula,Gaussian,8,absolute_residual,True,7200,800,200,7.527321104618782,0.5629360201882613,7.473929694743234
0.1,10,300,Empirical_copula,Gaussian,9,absolute_residual,True,7200,800,200,5.056302732367631,0.359570496832769,5.045026445392425
0.1,10,300,Empirical_copula,Gaussian,10,absolute_residual,True,7200,800,200,2.5030206390556726,0.1734424243647393,2.4997976928983636
0.1,10,300,Point_CHR,Gaussian,1,absolute_residual,True,7200,800,200,27.464372387616372,2.449274461242501,27.439122623231842
0.1,10,300,Point_CHR,Gaussian,2,absolute_residual,True,7200,800,200,24.898953195790405,2.2451929257978254,24.74009389560088
0.1,10,300,Point_CHR,Gaussian,3,absolute_residual,True,7200,800,200,22.09810047063164,2.2555187520251594,21.84671953667098
0.1,10,300,Point_CHR,Gaussian,4,absolute_residual,True,7200,800,200,19.339639192998863,1.8114257880537408,19.343678163267974
0.1,10,300,Point_CHR,Gaussian,5,absolute_residual,True,7200,800,200,16.709158268731304,1.7391726922667674,16.481124872315053
0.1,10,300,Point_CHR,Gaussian,6,absolute_residual,True,7200,800,200,14.206736896671204,1.3768891301854844,14.226713597334385
0.1,10,300,Point_CHR,Gaussian,7,absolute_residual,True,7200,800,200,11.539969294706973,1.0848696932806288,11.564416978937379
0.1,10,300,Point_CHR,Gaussian,8,absolute_residual,True,7200,800,200,8.565906037993487,0.8247154762080852,8.518475353420893
0.1,10,300,Point_CHR,Gaussian,9,absolute_residual,True,7200,800,200,5.707347767372766,0.5269138556925677,5.658726824842528
0.1,10,300,Point_CHR,Gaussian,10,absolute_residual,True,7200,800,200,2.8578672755867194,0.2607670790400718,2.847339845753996
0.1,10,300,TSCP_R,Gaussian,1,absolute_residual,True,7200,800,200,28.265977691574918,2.0916847542966654,28.13338181706917
0.1,10,300,TSCP_R,Gaussian,2,absolute_residual,True,7200,800,200,25.602338891692543,1.9186950268978964,25.561844376278852
0.1,10,300,TSCP_R,Gaussian,3,absolute_residual,True,7200,800,200,22.737524163459202,1.9728477060584613,22.54554864313657
0.1,10,300,TSCP_R,Gaussian,4,absolute_residual,True,7200,800,200,19.847055911241245,1.403774201827415,19.642332575226305
0.1,10,300,TSCP_R,Gaussian,5,absolute_residual,True,7200,800,200,17.06901919428666,1.2884451773349006,16.96758305260353
0.1,10,300,TSCP_R,Gaussian,6,absolute_residual,True,7200,800,200,13.499252491113957,0.6856758333234664,13.471126114964473
0.1,10,300,TSCP_R,Gaussian,7,absolute_residual,True,7200,800,200,10.845135928138415,0.569451294283929,10.797534644124863
0.1,10,300,TSCP_R,Gaussian,8,absolute_residual,True,7200,800,200,8.07165413430152,0.42022168179559327,8.050035516251754
0.1,10,300,TSCP_R,Gaussian,9,absolute_residual,True,7200,800,200,5.3994216323675674,0.2770870599419591,5.391285285590946
0.1,10,300,TSCP_R,Gaussian,10,absolute_residual,True,7200,800,200,2.7010183971071426,0.1315135696573942,2.6960672120190123
0.1,10,300,Unscaled,Gaussian,1,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,2,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,3,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,4,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,5,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,6,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,7,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,8,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,9,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,300,Unscaled,Gaussian,10,absolute_residual,True,7200,800,200,20.558726124321858,1.0184228955789023,20.53670368053063
0.1,10,500,Empirical_copula,Gaussian,1,absolute_residual,True,7200,800,200,30.409196263758513,2.8027842151389377,30.32443801807927
0.1,10,500,Empirical_copula,Gaussian,2,absolute_residual,True,7200,800,200,26.860763386362382,2.335227626164188,26.61824147217289
0.1,10,500,Empirical_copula,Gaussian,3,absolute_residual,True,7200,800,200,24.123085667576902,2.437836703532558,23.691802812888202
0.1,10,500,Empirical_copula,Gaussian,4,absolute_residual,True,7200,800,200,21.086074976309536,1.905510524592827,20.861435940999574
0.1,10,500,Empirical_copula,Gaussian,5,absolute_residual,True,7200,800,200,17.866657254670077,1.833772085134678,17.775787182942473
