alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,correlation,correlation_structure,redraw_train_test,n_train,n_test
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,6,20.84489858502172,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,7,20.84489858502172,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,8,20.84489858502172,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,9,20.84489858502172,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,10,20.84489858502172,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,1,24.40131001028534,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,2,22.159015691637112,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,3,19.99900800958927,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,4,16.184625484753816,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,5,17.561211976546996,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,6,14.595024831422148,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,7,9.330840491306159,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,8,6.492909636823818,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,9,6.495202086194535,0.6,equicorrelated,True,7200,800
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,10,2.6156202353171807,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,1,23.129811078617223,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,2,19.84187805809562,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,3,16.70572583128691,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,4,14.263105594752407,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,5,14.870172771282604,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,6,11.327933774336296,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,7,8.125718397739885,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,8,6.210749208502004,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,9,4.664519372812375,0.6,equicorrelated,True,7200,800
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,10,2.2403008899786085,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,1,20.09559903826625,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,2,16.772365335477822,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,3,15.766126014245328,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,4,11.687642518605816,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,5,15.31257283976944,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,6,10.774366001808655,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,7,7.995738320085874,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,8,5.168444160041089,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,9,3.67611323716923,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,10,2.089786129394116,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,1,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,2,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,3,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,4,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,5,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,6,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,7,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,8,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,9,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,10,16.356287438965705,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,1,21.82958415454135,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,2,19.333455738653548,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,3,15.191363582108222,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,4,14.88610951993795,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,5,14.959719192401131,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,6,10.83153738741644,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,7,7.259526330654133,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,8,6.226847490360935,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,9,4.060465325094853,0.6,equicorrelated,True,7200,800
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,10,2.250898083507124,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,1,30.88399833644458,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,2,24.84534771712455,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,3,22.704024060860636,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,4,18.53661177240293,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,5,14.908952911428926,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,6,12.701704209138827,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,7,10.197399027800143,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,8,8.084483037950228,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,9,5.480009755695036,0.6,equicorrelated,True,7200,800
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,10,2.9351679001510536,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,1,49.678665184122316,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,2,37.068850401444394,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,3,34.560248635594036,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,4,25.382649074471733,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,5,20.440829120656034,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,6,13.328668562177995,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,7,13.926546370863374,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,8,11.535871024228895,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,9,8.98979353644672,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,10,4.006212791612727,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,1,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,2,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,3,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,4,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,5,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,6,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,7,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,8,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,9,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,10,25.1781145786361,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,1,26.757155684890144,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,2,19.817976205727955,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,3,23.549610051251122,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,4,18.21165066309378,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,5,12.134811537458546,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,6,13.328668562177995,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,7,9.293817596589854,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,8,8.082871499906306,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,9,4.802065398636056,0.6,equicorrelated,True,7200,800
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,10,2.6369665321715914,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,1,27.618457943411848,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,2,22.23011888985549,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,3,20.187020384667413,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,4,16.98299657996177,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,5,13.405190780964354,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,6,11.337190835065194,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,7,9.111650638623507,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,8,7.2696845525474405,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,9,4.882773333230835,0.6,equicorrelated,True,7200,800
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,10,2.608638397863542,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,1,25.665067995262014,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,2,28.74205921820316,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,3,22.781345757803706,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,4,19.210826754477882,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,5,16.570413086133474,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,6,9.801398213332163,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,7,10.135088013883218,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,8,8.46874789050494,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,9,6.322104372292049,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,10,2.7730810391526584,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,1,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,2,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,3,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,4,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,5,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,6,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,7,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,8,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,9,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,10,19.86998934143169,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,1,26.5808851849353,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,2,18.897457257014807,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,3,19.869989341363386,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,4,15.165495081785288,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,5,11.877440374876798,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,6,10.986828396449306,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,7,9.23723971446513,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,8,7.063799008320133,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,9,4.5562023629240755,0.6,equicorrelated,True,7200,800
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,10,2.5266647245860483,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,1,22.978686554527172,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,2,18.514328414858355,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,3,16.68758918138799,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,4,14.147752425284143,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,5,11.268603365446854,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,6,9.398451958557937,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,7,7.568988872020488,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,8,6.046659962715732,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,9,4.052425808404353,0.6,equicorrelated,True,7200,800
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,10,2.144696121855332,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,1,26.007377535030603,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,2,26.224436820632384,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,3,19.00211478868875,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,4,18.02215700570467,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,5,15.06583925270942,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,6,8.501940067508755,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,7,9.554846824110083,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,8,7.666621952226755,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,9,5.9227361931802545,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,10,2.566953591193063,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,1,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,2,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,3,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,4,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,5,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,6,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,7,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,8,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,9,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,10,15.079220641272629,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,1,23.377777931494137,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,2,16.815179913406244,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,3,16.514423284706222,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,4,13.832908532636662,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,5,10.638439307628705,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,6,9.801398213332163,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,7,7.418397588787531,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,8,5.902108974749062,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,9,3.9262401054567713,0.6,equicorrelated,True,7200,800
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,10,2.195534868550836,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,1,29.090441016642067,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,2,24.470713110678403,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,3,20.717026213423082,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,4,20.191440744157617,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,5,15.930264433637355,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,6,13.200196499771973,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,7,10.104118307342958,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,8,7.63181068911107,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,9,5.5905907877807515,0.6,equicorrelated,True,7200,800
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,10,2.769094900763962,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,1,35.08835566756514,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,2,31.314656270836856,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,3,21.0043499388442,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,4,24.155147181546663,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,5,19.958365815779658,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,6,15.263201429254138,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,7,13.134340734339135,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,8,9.469883846800357,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,9,8.47393781946288,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,10,2.843317357234551,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,1,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,2,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,3,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,4,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,5,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,6,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,7,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,8,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,9,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,10,22.356679807436205,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,1,26.86022829390166,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,2,34.29788001646173,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,3,21.0043499388442,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,4,19.696961080074313,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,5,14.545841913324889,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,6,17.35803003086565,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,7,10.376848280495063,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,8,7.246764923879532,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,9,6.492094706105096,0.6,equicorrelated,True,7200,800
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,10,2.299343601331829,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,1,27.609970572447203,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,2,23.206718105821594,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,3,19.687743709816175,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,4,19.184299900773524,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,5,15.122483985443477,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,6,12.52300135053869,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,7,9.596891520778238,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,8,7.241782340160404,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,9,5.302734039568572,0.6,equicorrelated,True,7200,800
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,10,2.630865714879974,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,1,27.86828117255058,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,2,22.35667980739253,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,3,20.569603137991265,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,4,17.87749825944787,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,5,17.068362776305882,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,6,12.756371143835949,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,7,9.318801246160593,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,8,8.89738824598247,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,9,5.187200537909248,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,10,2.6110380794138326,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,1,21.004349938882303,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,2,21.004349938882303,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,3,21.004349938882303,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,4,21.004349938882303,0.6,equicorrelated,True,7200,800
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,5,21.004349938882303,0.6,equicorrelated,True,7200,800
