alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime,redraw_train_test,n_train,n_test
0.1,3,100,5,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.8966666666666666,30319.63782342178,41.413177020463806,,0.0009996891021728516,True,2400,600
0.1,3,100,5,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.935,52070.412497734724,37.81189486358673,,0.0,True,2400,600
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.885,28435.02758412006,41.50123823915988,,0.0009999275207519531,True,2400,600
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.9,0.0,0.8883333333333333,3706290554.551181,855.0718082858749,73.83756111760212,0.0,True,2400,600
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9183333333333333,32513.123935488686,38.72538676163258,,0.0009996891021728516,True,2400,600
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9116666666666666,38646.02408993428,34.174332111704175,,0.0,True,2400,600
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9166666666666666,29885.165486041402,38.5939207834513,,0.0010001659393310547,True,2400,600
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.9,0.0,0.915,1243799105.647231,770.4900108982229,80.16535726805053,0.0,True,2400,600
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9133333333333333,25059.105297893624,37.33878912570911,,0.0009992122650146484,True,2400,600
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9066666666666666,33954.17773919614,32.76018063367583,,0.0,True,2400,600
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.89,21135.410091130456,34.44029771778793,,0.0,True,2400,600
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.9,0.0,0.9516666666666667,4287193030.099143,1089.2517471805354,84.1867198214389,0.0,True,2400,600
0.1,3,100,8,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9233333333333333,33100.19233200276,43.347062809806324,,0.0010039806365966797,True,2400,600
0.1,3,100,8,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.915,41565.39369566144,35.03750313592587,,0.0,True,2400,600
0.1,3,100,8,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9283333333333333,34323.67949857726,45.2657015987255,,0.0010089874267578125,True,2400,600
0.1,3,100,9,CQHR,Gaussian,cqr,native,0.9,0.0,0.93,1888319362.6470752,892.4456135036404,111.45371774162813,0.0,True,2400,600
0.1,3,100,9,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9433333333333334,37799.28785604746,44.495106960287025,,0.0009987354278564453,True,2400,600
0.1,3,100,9,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9366666666666666,52626.57243009739,37.83801443420485,,0.0,True,2400,600
0.1,3,100,9,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9316666666666666,39019.188173236165,47.25461310596968,,0.0010001659393310547,True,2400,600
0.1,3,100,10,CQHR,Gaussian,cqr,native,0.9,0.0,0.9383333333333334,381198973.7365721,642.8039724874268,85.65665071967189,0.0,True,2400,600
0.1,3,100,10,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9,33141.497691137185,40.226955345635176,,0.0010061264038085938,True,2400,600
0.1,3,100,10,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.8916666666666667,44032.17906586401,35.69619895194255,,0.0,True,2400,600
0.1,3,100,10,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.89,29676.222829746865,36.36978097579177,,0.0010004043579101562,True,2400,600
0.1,3,100,11,CQHR,Gaussian,cqr,native,0.9,0.0,0.9133333333333333,211716995.70372775,549.532597900275,80.34410032563439,0.0,True,2400,600
0.1,3,100,11,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9466666666666667,40892.734351267,43.52027750508304,,0.0010001659393310547,True,2400,600
0.1,3,100,11,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9233333333333333,48770.14343902562,36.9247432501356,,0.0,True,2400,600
0.1,3,100,11,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9316666666666666,33271.074501445444,42.4242884954781,,0.0010001659393310547,True,2400,600
0.1,3,100,12,CQHR,Gaussian,cqr,native,0.9,0.0,0.9433333333333334,988280141.2656604,874.4472563055364,86.76057139961779,0.0,True,2400,600
0.1,3,100,12,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9266666666666666,30928.143209331072,40.479683718342756,,0.0009999275207519531,True,2400,600
0.1,3,100,12,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.8716666666666667,29837.210004429544,31.440841845476132,,0.0,True,2400,600
0.1,3,100,12,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.8883333333333333,23539.721262638763,33.75362610720986,,0.0009999275207519531,True,2400,600
0.1,3,100,13,CQHR,Gaussian,cqr,native,0.9,0.0,0.8866666666666667,96308021.46410547,416.02039718807805,55.05220206745163,0.0,True,2400,600
0.1,3,100,13,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.8616666666666667,18411.665932033353,34.1136603157886,,0.00099945068359375,True,2400,600
0.1,3,100,13,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.8716666666666667,25958.026043406364,29.98576868739841,,0.0,True,2400,600
0.1,3,100,13,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.855,17726.601350742945,33.76463093989497,,0.0009999275207519531,True,2400,600
0.1,3,100,14,CQHR,Gaussian,cqr,native,0.9,0.0,0.8966666666666666,567464483.6110178,631.0280167574249,73.63595930647617,0.0,True,2400,600
0.1,3,100,14,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.8883333333333333,29900.50898066322,37.75712510790368,,0.0009996891021728516,True,2400,600
0.1,3,100,14,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.87,33901.9551662748,32.81761553969568,,0.0,True,2400,600
0.1,3,100,14,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.85,21388.47340657794,36.23203530824409,,0.0010068416595458984,True,2400,600
0.1,3,100,15,CQHR,Gaussian,cqr,native,0.9,0.0,0.8316666666666667,793292912.8956372,584.1066813281643,36.09449111145842,0.0,True,2400,600
0.1,3,100,15,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9033333333333333,27800.47303864424,35.35356776020321,,0.0010814666748046875,True,2400,600
0.1,3,100,15,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.905,38137.54679256929,34.08496255213621,,0.0,True,2400,600
0.1,3,100,15,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.89,23920.6662659794,35.22859381468671,,0.0009372234344482422,True,2400,600
0.1,3,100,16,CQHR,Gaussian,cqr,native,0.9,0.0,0.81,337652185.8404204,441.86045141335995,32.39626028777408,0.0,True,2400,600
0.1,3,100,16,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.8,14306.071861714398,30.808020276970044,,0.0009996891021728516,True,2400,600
0.1,3,100,16,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.8016666666666666,19118.598066762264,27.2490667403085,,0.0,True,2400,600
0.1,3,100,16,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.7766666666666666,12790.324457279296,28.585697902413365,,0.0010004043579101562,True,2400,600
0.1,3,100,17,CQHR,Gaussian,cqr,native,0.9,0.0,0.9066666666666666,44998964756.67321,1861.4573493557275,55.79416965438718,0.0009996891021728516,True,2400,600
0.1,3,100,17,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9083333333333333,26299.814824201494,35.559030102653125,,0.0009987354278564453,True,2400,600
0.1,3,100,17,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9066666666666666,32734.129351115822,32.41987861332072,,0.0,True,2400,600
0.1,3,100,17,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.8866666666666667,22126.328413155898,33.74968121228261,,0.0010099411010742188,True,2400,600
0.1,3,100,18,CQHR,Gaussian,cqr,native,0.9,0.0,0.765,1930431525.1540434,650.3540053287024,27.523487162320126,0.0,True,2400,600
0.1,3,100,18,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9233333333333333,29802.307000940844,37.764997111323325,,0.0009937286376953125,True,2400,600
0.1,3,100,18,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9083333333333333,39439.2956856124,34.410566055361734,,0.0,True,2400,600
0.1,3,100,18,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9083333333333333,26872.996210332283,36.75908451321206,,0.0009911060333251953,True,2400,600
0.1,3,100,19,CQHR,Gaussian,cqr,native,0.9,0.0,0.8666666666666667,42656025.93061354,262.7892103507484,44.27844877683868,0.0,True,2400,600
0.1,3,100,19,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.91,27174.160835220293,37.43888424697972,,0.0009996891021728516,True,2400,600
0.1,3,100,19,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9133333333333333,38722.317702781955,34.29342631346353,,0.0,True,2400,600
0.1,3,100,19,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9016666666666666,25399.270174700607,35.40415182784593,,0.0010006427764892578,True,2400,600
0.1,3,100,20,CQHR,Gaussian,cqr,native,0.9,0.0,0.9166666666666666,23682536652.69022,1111.4927699846655,73.03978830072714,0.0,True,2400,600
0.1,3,100,20,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9366666666666666,36569.75794456241,40.57075664723079,,0.0009932518005371094,True,2400,600
0.1,3,100,20,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9283333333333333,46610.975289393515,36.407110988831214,,0.0,True,2400,600
0.1,3,100,20,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9116666666666666,31852.62397040808,38.80767841180952,,0.0,True,2400,600
0.1,3,100,21,CQHR,Gaussian,cqr,native,0.9,0.0,0.8716666666666667,950111712.9206028,529.7844495169231,57.22766477914701,0.0,True,2400,600
0.1,3,100,21,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.94,47072.83977947731,45.397393606202556,,0.0010039806365966797,True,2400,600
0.1,3,100,21,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9583333333333334,71592.1348578939,41.97110773272226,,0.0,True,2400,600
0.1,3,100,21,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.9383333333333334,44675.261230040305,43.95342723053843,,0.0009982585906982422,True,2400,600
0.1,3,100,22,CQHR,Gaussian,cqr,native,0.9,0.0,0.9566666666666667,61999050869.97281,1828.840033580187,132.8069170459342,0.0,True,2400,600
0.1,3,100,22,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9033333333333333,32834.090790496455,38.28140871691409,,0.0010137557983398438,True,2400,600
0.1,3,100,22,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.915,50666.1282397044,37.38825683129838,,0.0,True,2400,600
0.1,3,100,22,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.89,30292.824941248757,40.9573362692231,,0.0009827613830566406,True,2400,600
0.1,3,100,23,CQHR,Gaussian,cqr,native,0.9,0.0,0.925,130251683.4131732,468.02371111275124,87.04852612904156,0.0,True,2400,600
0.1,3,100,23,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.84,15586.415797723364,32.64422224510727,,0.00099945068359375,True,2400,600
0.1,3,100,23,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.8566666666666667,26120.88918283062,30.06572233133742,,0.0,True,2400,600
0.1,3,100,23,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,0.8316666666666667,14660.136183578961,31.567675528388712,,0.0009937286376953125,True,2400,600
0.1,3,100,24,CQHR,Gaussian,cqr,native,0.9,0.0,0.875,199569667.953875,499.6881460007457,55.45298190492828,0.0,True,2400,600
0.1,3,100,24,TSCP_R,Gaussian,cqr,capped,0.9,0.0,0.9283333333333333,33867.49851945261,44.343276584413196,,0.0009906291961669922,True,2400,600
0.1,3,100,24,Unscaled,Gaussian,cqr,raw,0.9,0.0,0.9266666666666666,41229.68506175852,35.03334648837846,,0.0,True,2400,600
