alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,heteroskedastic_fraction,heteroskedastic_strength,redraw_train_test,n_train,n_test
0.1,10,50,75,Point_CHR,Gaussian,absolute_residual,10,2.894479127424074,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,1,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,2,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,3,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,4,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,5,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,6,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,7,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,8,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,9,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Unscaled,Gaussian,absolute_residual,10,23.950566836015344,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,1,24.367629062500047,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,2,26.685965948368203,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,3,28.02913081142331,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,4,15.11101192661765,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,5,14.617109684080804,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,6,12.723979064722627,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,7,10.316432208175812,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,8,6.733201452920262,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,9,3.5265279475189546,0.5,1.5,True,7200,800
0.1,10,50,75,Empirical_copula,Gaussian,absolute_residual,10,2.0836176733647647,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,1,27.96009720109607,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,2,22.972319124255694,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,3,22.89829435651404,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,4,18.95098921854331,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,5,11.513738876861533,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,6,13.262695165935547,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,7,10.29203254094461,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,8,8.814831560352127,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,9,4.510419530998254,0.5,1.5,True,7200,800
0.1,10,50,76,TSCP_R,Gaussian,absolute_residual,10,2.8222770274398705,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,1,39.57575227524502,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,2,28.167082414090828,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,3,24.655717439202974,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,4,18.106101831881656,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,5,13.068570251860383,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,6,17.74940816544985,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,7,12.373556017421478,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,8,11.120501619081324,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,9,5.547908454532474,0.5,1.5,True,7200,800
0.1,10,50,76,Point_CHR,Gaussian,absolute_residual,10,3.335659372027644,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,1,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,2,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,3,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,4,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,5,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,6,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,7,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,8,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,9,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Unscaled,Gaussian,absolute_residual,10,22.853396640528395,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,1,29.7396940629163,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,2,26.337314929657207,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,3,24.305621701487098,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,4,24.295181630016074,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,5,11.951395287829346,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,6,11.061112911015684,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,7,12.373556017421478,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,8,7.040556124131457,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,9,3.7661616746337074,0.5,1.5,True,7200,800
0.1,10,50,76,Empirical_copula,Gaussian,absolute_residual,10,2.464072759019019,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,1,35.1842000848814,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,2,28.41153392940314,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,3,24.944499382139504,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,4,24.985996542040812,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,5,23.77611068616773,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,6,15.5137870116297,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,7,11.521782424037434,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,8,8.83366286049992,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,9,6.43261675127265,0.5,1.5,True,7200,800
0.1,10,50,77,TSCP_R,Gaussian,absolute_residual,10,3.2174802415642425,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,1,25.542918958500366,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,2,30.110739172526912,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,3,28.484326747295952,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,4,21.724484525553862,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,5,21.55498862306874,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,6,20.059583808371173,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,7,12.413654142728689,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,8,11.836193095624498,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,9,7.659439535920366,0.5,1.5,True,7200,800
0.1,10,50,77,Point_CHR,Gaussian,absolute_residual,10,4.2871912868171105,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,1,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,2,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,3,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,4,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,5,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,6,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,7,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,8,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,9,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Unscaled,Gaussian,absolute_residual,10,22.733530817460107,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,1,33.17261862616547,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,2,22.7335308173843,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,3,23.04115238015279,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,4,22.317318800300114,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,5,23.48488739863446,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,6,13.95919713033029,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,7,9.021429557299044,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,8,6.376152924052207,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,9,4.297549880043267,0.5,1.5,True,7200,800
0.1,10,50,77,Empirical_copula,Gaussian,absolute_residual,10,2.45788983304109,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,1,18.031385080553516,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,2,17.311481344976738,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,3,16.524919693433162,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,4,17.530558440395694,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,5,17.26780524097149,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,6,13.346607495553052,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,7,11.400713747289911,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,8,8.458984584182486,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,9,4.975389343822278,0.5,1.5,True,7200,800
0.1,10,50,78,TSCP_R,Gaussian,absolute_residual,10,2.0562024016070044,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,1,14.98362552194365,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,2,19.20492678192793,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,3,20.263820639883697,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,4,18.628783565899866,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,5,20.543687783801516,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,6,17.911133518863583,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,7,10.59195096575993,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,8,8.840668213278523,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,9,5.202872147915965,0.5,1.5,True,7200,800
0.1,10,50,78,Point_CHR,Gaussian,absolute_residual,10,1.8877425966249568,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,1,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,2,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,3,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,4,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,5,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,6,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,7,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,8,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,9,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Unscaled,Gaussian,absolute_residual,10,13.975765719222979,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,1,15.342921740285348,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,2,14.959578214027092,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,3,15.512761477392523,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,4,17.590569556231163,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,5,23.15582823720142,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,6,12.45883952423885,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,7,10.281849962180038,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,8,6.394704259508806,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,9,5.202872147915965,0.5,1.5,True,7200,800
0.1,10,50,78,Empirical_copula,Gaussian,absolute_residual,10,2.375363049010611,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,1,34.03782869959613,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,2,37.355325488930966,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,3,25.83796679659029,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,4,20.950123105657866,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,5,16.333893386120963,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,6,12.48069413673702,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,7,9.294713788385666,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,8,8.358776541759383,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,9,6.11531470622791,0.5,1.5,True,7200,800
0.1,10,50,79,TSCP_R,Gaussian,absolute_residual,10,2.6973391771201776,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,1,28.682013812975015,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,2,31.021377334688296,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,3,29.49202394785369,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,4,24.187122434811844,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,5,18.1578020928005,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,6,12.109221877307048,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,7,11.9575693622646,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,8,11.899727083333381,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,9,6.695479483764871,0.5,1.5,True,7200,800
0.1,10,50,79,Point_CHR,Gaussian,absolute_residual,10,3.0449913903198347,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,1,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,2,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,3,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,4,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,5,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,6,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,7,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,8,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,9,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Unscaled,Gaussian,absolute_residual,10,22.08812491678161,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,1,38.913166826184536,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,2,48.2461743878928,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,3,22.088124916713358,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,4,21.54702522541078,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,5,12.450517968438403,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,6,12.109221877307048,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,7,8.683908758328556,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,8,7.446219146383019,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,9,5.359539582081858,0.5,1.5,True,7200,800
0.1,10,50,79,Empirical_copula,Gaussian,absolute_residual,10,2.2929060168766995,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,1,30.159714741360435,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,2,21.96613373739247,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,3,21.250992435306966,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,4,21.761593624961954,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,5,16.567834433400172,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,6,13.422723915512004,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,7,13.679138747233171,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,8,9.495011975412094,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,9,6.846596266342981,0.5,1.5,True,7200,800
0.1,10,50,80,TSCP_R,Gaussian,absolute_residual,10,2.9520205621949387,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,1,39.00581876701533,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,2,40.13414008022305,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,3,23.33042242849948,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,4,29.68392087339696,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,5,27.441913275256496,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,6,15.597111761916821,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,7,16.36139169550665,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,8,8.771822396451622,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,9,6.844161848928067,0.5,1.5,True,7200,800
0.1,10,50,80,Point_CHR,Gaussian,absolute_residual,10,3.413896275459458,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,1,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,2,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,3,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,4,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,5,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,6,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,7,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,8,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,9,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Unscaled,Gaussian,absolute_residual,10,20.99550871926416,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,1,24.042348762483947,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,2,21.721469194909147,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,3,21.821134082054282,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,4,17.521785644377527,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,5,15.547775194689125,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,6,10.05259152630699,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,7,11.787340749723299,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,8,8.94804550385922,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,9,6.844161848928067,0.5,1.5,True,7200,800
0.1,10,50,80,Empirical_copula,Gaussian,absolute_residual,10,2.6309748752924618,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,1,24.086014427021986,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,2,27.076792430531547,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,3,33.367590498124855,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,4,26.996690234882212,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,5,17.753245675423962,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,6,12.592532495363045,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,7,9.797654359323975,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,8,7.324989851644403,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,9,5.307036416392383,0.5,1.5,True,7200,800
0.1,10,50,81,TSCP_R,Gaussian,absolute_residual,10,2.297521228017504,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,1,31.71642919163109,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,2,24.865385678960926,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,3,35.941695347511,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,4,28.24515244304988,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,5,18.910703002486684,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,6,15.06493576521309,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,7,11.466279545290003,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,8,8.103176427219234,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,9,6.643897301232927,0.5,1.5,True,7200,800
0.1,10,50,81,Point_CHR,Gaussian,absolute_residual,10,2.775117812573072,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,1,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,2,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,3,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,4,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,5,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,6,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,7,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,8,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,9,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Unscaled,Gaussian,absolute_residual,10,20.045755779315858,0.5,1.5,True,7200,800
0.1,10,50,81,Empirical_copula,Gaussian,absolute_residual,1,20.062912588502797,0.5,1.5,True,7200,800
0.1,10,50,81,Empirical_copula,Gaussian,absolute_residual,2,24.865385678960926,0.5,1.5,True,7200,800
