dataset,trial,n_cal,n_test,n_dim,alpha,repeat,runtime_ms,regime
rf2,152,384,1536,8,0.1,2,2.6108,binary_only
rf2,152,384,1536,8,0.1,3,2.6691,binary_only
rf2,152,384,1536,8,0.1,4,2.5699,binary_only
rf2,152,384,1536,8,0.1,5,2.5988,binary_only
rf2,152,384,1536,8,0.1,6,2.6182,binary_only
rf2,153,384,1536,8,0.1,0,2.8602,binary_only
rf2,153,384,1536,8,0.1,1,2.6457,binary_only
rf2,153,384,1536,8,0.1,2,2.5759,binary_only
rf2,153,384,1536,8,0.1,3,2.7146,binary_only
rf2,153,384,1536,8,0.1,4,2.5532,binary_only
rf2,153,384,1536,8,0.1,5,2.668,binary_only
rf2,153,384,1536,8,0.1,6,2.7026,binary_only
rf2,154,384,1536,8,0.1,0,2.9342,binary_only
rf2,154,384,1536,8,0.1,1,2.5897,binary_only
rf2,154,384,1536,8,0.1,2,2.6431,binary_only
rf2,154,384,1536,8,0.1,3,3.0118,binary_only
rf2,154,384,1536,8,0.1,4,2.5555,binary_only
rf2,154,384,1536,8,0.1,5,2.9433,binary_only
rf2,154,384,1536,8,0.1,6,2.5655,binary_only
rf2,155,384,1536,8,0.1,0,2.9145,binary_only
rf2,155,384,1536,8,0.1,1,2.8802,binary_only
rf2,155,384,1536,8,0.1,2,2.8264,binary_only
rf2,155,384,1536,8,0.1,3,3.18,binary_only
rf2,155,384,1536,8,0.1,4,2.7047,binary_only
rf2,155,384,1536,8,0.1,5,3.5337,binary_only
rf2,155,384,1536,8,0.1,6,3.465,binary_only
rf2,156,384,1536,8,0.1,0,3.1869,binary_only
rf2,156,384,1536,8,0.1,1,2.8059,binary_only
rf2,156,384,1536,8,0.1,2,2.8042,binary_only
rf2,156,384,1536,8,0.1,3,3.0577,binary_only
rf2,156,384,1536,8,0.1,4,2.6932,binary_only
rf2,156,384,1536,8,0.1,5,2.9163,binary_only
rf2,156,384,1536,8,0.1,6,2.6916,binary_only
rf2,157,384,1536,8,0.1,0,2.8538,binary_only
rf2,157,384,1536,8,0.1,1,2.6154,binary_only
rf2,157,384,1536,8,0.1,2,2.5503,binary_only
rf2,157,384,1536,8,0.1,3,2.7223,binary_only
rf2,157,384,1536,8,0.1,4,2.5785,binary_only
rf2,157,384,1536,8,0.1,5,3.0322,binary_only
rf2,157,384,1536,8,0.1,6,2.8639,binary_only
rf2,158,384,1536,8,0.1,0,2.5997,binary_only
rf2,158,384,1536,8,0.1,1,3.0235,binary_only
rf2,158,384,1536,8,0.1,2,2.7918,binary_only
rf2,158,384,1536,8,0.1,3,2.6822,binary_only
rf2,158,384,1536,8,0.1,4,2.8465,binary_only
rf2,158,384,1536,8,0.1,5,2.6947,binary_only
rf2,158,384,1536,8,0.1,6,2.9959,binary_only
rf2,159,384,1536,8,0.1,0,2.6718,binary_only
rf2,159,384,1536,8,0.1,1,2.6954,binary_only
rf2,159,384,1536,8,0.1,2,2.5522,binary_only
rf2,159,384,1536,8,0.1,3,2.4779,binary_only
rf2,159,384,1536,8,0.1,4,2.482,binary_only
rf2,159,384,1536,8,0.1,5,2.8401,binary_only
rf2,159,384,1536,8,0.1,6,2.4809,binary_only
rf2,160,384,1536,8,0.1,0,2.9593,binary_only
rf2,160,384,1536,8,0.1,1,2.7608,binary_only
rf2,160,384,1536,8,0.1,2,2.6541,binary_only
rf2,160,384,1536,8,0.1,3,3.1944,binary_only
rf2,160,384,1536,8,0.1,4,2.7053,binary_only
rf2,160,384,1536,8,0.1,5,2.9049,binary_only
rf2,160,384,1536,8,0.1,6,2.913,binary_only
rf2,161,384,1536,8,0.1,0,2.4979,binary_only
rf2,161,384,1536,8,0.1,1,2.7045,binary_only
rf2,161,384,1536,8,0.1,2,2.493,binary_only
rf2,161,384,1536,8,0.1,3,2.6104,binary_only
rf2,161,384,1536,8,0.1,4,2.6331,binary_only
rf2,161,384,1536,8,0.1,5,2.5532,binary_only
rf2,161,384,1536,8,0.1,6,2.6315,binary_only
rf2,162,384,1536,8,0.1,0,3.3969,binary_only
rf2,162,384,1536,8,0.1,1,2.6502,binary_only
rf2,162,384,1536,8,0.1,2,2.7379,binary_only
rf2,162,384,1536,8,0.1,3,2.6835,binary_only
rf2,162,384,1536,8,0.1,4,2.6249,binary_only
rf2,162,384,1536,8,0.1,5,2.7427,binary_only
rf2,162,384,1536,8,0.1,6,2.6919,binary_only
rf2,163,384,1536,8,0.1,0,2.8448,binary_only
rf2,163,384,1536,8,0.1,1,2.8565,binary_only
rf2,163,384,1536,8,0.1,2,3.0856,binary_only
rf2,163,384,1536,8,0.1,3,3.1321,binary_only
rf2,163,384,1536,8,0.1,4,2.9844,binary_only
rf2,163,384,1536,8,0.1,5,2.829,binary_only
rf2,163,384,1536,8,0.1,6,2.8728,binary_only
rf2,164,384,1536,8,0.1,0,2.418,binary_only
rf2,164,384,1536,8,0.1,1,2.9898,binary_only
rf2,164,384,1536,8,0.1,2,2.5974,binary_only
rf2,164,384,1536,8,0.1,3,2.9817,binary_only
rf2,164,384,1536,8,0.1,4,2.7215,binary_only
rf2,164,384,1536,8,0.1,5,2.8093,binary_only
rf2,164,384,1536,8,0.1,6,2.6006,binary_only
rf2,165,384,1536,8,0.1,0,2.9046,binary_only
rf2,165,384,1536,8,0.1,1,2.603,binary_only
rf2,165,384,1536,8,0.1,2,2.7015,binary_only
rf2,165,384,1536,8,0.1,3,2.6034,binary_only
rf2,165,384,1536,8,0.1,4,2.7084,binary_only
rf2,165,384,1536,8,0.1,5,2.6697,binary_only
rf2,165,384,1536,8,0.1,6,2.6886,binary_only
rf2,166,384,1536,8,0.1,0,2.6178,binary_only
rf2,166,384,1536,8,0.1,1,2.3871,binary_only
rf2,166,384,1536,8,0.1,2,2.6466,binary_only
rf2,166,384,1536,8,0.1,3,2.4474,binary_only
rf2,166,384,1536,8,0.1,4,2.3778,binary_only
rf2,166,384,1536,8,0.1,5,2.8081,binary_only
rf2,166,384,1536,8,0.1,6,2.5847,binary_only
rf2,167,384,1536,8,0.1,0,2.8247,binary_only
rf2,167,384,1536,8,0.1,1,2.7362,binary_only
rf2,167,384,1536,8,0.1,2,2.6031,binary_only
rf2,167,384,1536,8,0.1,3,2.6285,binary_only
rf2,167,384,1536,8,0.1,4,2.8983,binary_only
rf2,167,384,1536,8,0.1,5,2.9005,binary_only
rf2,167,384,1536,8,0.1,6,2.8819,binary_only
rf2,168,384,1536,8,0.1,0,2.6569,binary_only
rf2,168,384,1536,8,0.1,1,2.5824,binary_only
rf2,168,384,1536,8,0.1,2,2.6732,binary_only
rf2,168,384,1536,8,0.1,3,2.5038,binary_only
rf2,168,384,1536,8,0.1,4,2.696,binary_only
rf2,168,384,1536,8,0.1,5,2.5696,binary_only
rf2,168,384,1536,8,0.1,6,2.6143,binary_only
rf2,169,384,1536,8,0.1,0,3.0186,binary_only
rf2,169,384,1536,8,0.1,1,2.4616,binary_only
rf2,169,384,1536,8,0.1,2,2.6996,binary_only
rf2,169,384,1536,8,0.1,3,2.5238,binary_only
rf2,169,384,1536,8,0.1,4,2.5661,binary_only
rf2,169,384,1536,8,0.1,5,3.0777,binary_only
rf2,169,384,1536,8,0.1,6,2.5023,binary_only
rf2,170,384,1536,8,0.1,0,2.92,binary_only
rf2,170,384,1536,8,0.1,1,2.7949,binary_only
rf2,170,384,1536,8,0.1,2,2.9058,binary_only
rf2,170,384,1536,8,0.1,3,2.8438,binary_only
rf2,170,384,1536,8,0.1,4,2.8288,binary_only
rf2,170,384,1536,8,0.1,5,2.7044,binary_only
rf2,170,384,1536,8,0.1,6,3.0142,binary_only
rf2,171,384,1536,8,0.1,0,3.135,binary_only
rf2,171,384,1536,8,0.1,1,2.4585,binary_only
rf2,171,384,1536,8,0.1,2,2.939,binary_only
rf2,171,384,1536,8,0.1,3,2.5098,binary_only
rf2,171,384,1536,8,0.1,4,2.4105,binary_only
rf2,171,384,1536,8,0.1,5,3.2469,binary_only
rf2,171,384,1536,8,0.1,6,2.4268,binary_only
rf2,172,384,1536,8,0.1,0,2.6,binary_only
rf2,172,384,1536,8,0.1,1,2.4853,binary_only
rf2,172,384,1536,8,0.1,2,2.4782,binary_only
rf2,172,384,1536,8,0.1,3,2.5421,binary_only
rf2,172,384,1536,8,0.1,4,2.8108,binary_only
rf2,172,384,1536,8,0.1,5,2.4511,binary_only
rf2,172,384,1536,8,0.1,6,3.1492,binary_only
rf2,173,384,1536,8,0.1,0,2.7868,binary_only
rf2,173,384,1536,8,0.1,1,2.9477,binary_only
rf2,173,384,1536,8,0.1,2,2.6944,binary_only
rf2,173,384,1536,8,0.1,3,2.6277,binary_only
rf2,173,384,1536,8,0.1,4,3.0627,binary_only
rf2,173,384,1536,8,0.1,5,2.8869,binary_only
rf2,173,384,1536,8,0.1,6,3.6048,binary_only
rf2,174,384,1536,8,0.1,0,2.5366,binary_only
rf2,174,384,1536,8,0.1,1,2.8152,binary_only
rf2,174,384,1536,8,0.1,2,2.6014,binary_only
rf2,174,384,1536,8,0.1,3,2.3957,binary_only
rf2,174,384,1536,8,0.1,4,2.6461,binary_only
rf2,174,384,1536,8,0.1,5,2.5423,binary_only
rf2,174,384,1536,8,0.1,6,2.4149,binary_only
rf2,175,384,1536,8,0.1,0,2.7279,binary_only
rf2,175,384,1536,8,0.1,1,2.7654,binary_only
rf2,175,384,1536,8,0.1,2,2.6495,binary_only
rf2,175,384,1536,8,0.1,3,2.574,binary_only
rf2,175,384,1536,8,0.1,4,2.5759,binary_only
rf2,175,384,1536,8,0.1,5,2.5892,binary_only
rf2,175,384,1536,8,0.1,6,2.5197,binary_only
rf2,176,384,1536,8,0.1,0,2.5942,binary_only
rf2,176,384,1536,8,0.1,1,2.6318,binary_only
rf2,176,384,1536,8,0.1,2,2.6737,binary_only
rf2,176,384,1536,8,0.1,3,2.5691,binary_only
rf2,176,384,1536,8,0.1,4,2.659,binary_only
rf2,176,384,1536,8,0.1,5,2.575,binary_only
rf2,176,384,1536,8,0.1,6,2.6562,binary_only
rf2,177,384,1536,8,0.1,0,2.6102,binary_only
rf2,177,384,1536,8,0.1,1,2.9171,binary_only
rf2,177,384,1536,8,0.1,2,2.5983,binary_only
rf2,177,384,1536,8,0.1,3,2.5661,binary_only
rf2,177,384,1536,8,0.1,4,2.6869,binary_only
rf2,177,384,1536,8,0.1,5,2.5222,binary_only
rf2,177,384,1536,8,0.1,6,2.5859,binary_only
rf2,178,384,1536,8,0.1,0,2.7289,binary_only
rf2,178,384,1536,8,0.1,1,2.9506,binary_only
rf2,178,384,1536,8,0.1,2,2.7177,binary_only
rf2,178,384,1536,8,0.1,3,2.8594,binary_only
rf2,178,384,1536,8,0.1,4,2.9564,binary_only
rf2,178,384,1536,8,0.1,5,2.758,binary_only
rf2,178,384,1536,8,0.1,6,2.8733,binary_only
rf2,179,384,1536,8,0.1,0,2.9759,binary_only
rf2,179,384,1536,8,0.1,1,2.7627,binary_only
rf2,179,384,1536,8,0.1,2,2.7596,binary_only
rf2,179,384,1536,8,0.1,3,2.7873,binary_only
rf2,179,384,1536,8,0.1,4,2.7205,binary_only
rf2,179,384,1536,8,0.1,5,2.8241,binary_only
rf2,179,384,1536,8,0.1,6,2.8297,binary_only
rf2,180,384,1536,8,0.1,0,2.9535,binary_only
rf2,180,384,1536,8,0.1,1,2.5767,binary_only
rf2,180,384,1536,8,0.1,2,2.9531,binary_only
rf2,180,384,1536,8,0.1,3,2.7657,binary_only
rf2,180,384,1536,8,0.1,4,2.6275,binary_only
rf2,180,384,1536,8,0.1,5,2.7182,binary_only
rf2,180,384,1536,8,0.1,6,2.6635,binary_only
rf2,181,384,1536,8,0.1,0,2.6817,binary_only
rf2,181,384,1536,8,0.1,1,2.7769,binary_only
rf2,181,384,1536,8,0.1,2,2.6813,binary_only
rf2,181,384,1536,8,0.1,3,2.5993,binary_only
rf2,181,384,1536,8,0.1,4,3.0922,binary_only
rf2,181,384,1536,8,0.1,5,2.6007,binary_only
rf2,181,384,1536,8,0.1,6,2.8921,binary_only
rf2,182,384,1536,8,0.1,0,2.7383,binary_only
rf2,182,384,1536,8,0.1,1,2.4034,binary_only
rf2,182,384,1536,8,0.1,2,2.4815,binary_only
rf2,182,384,1536,8,0.1,3,2.7164,binary_only
rf2,182,384,1536,8,0.1,4,2.4068,binary_only
rf2,182,384,1536,8,0.1,5,2.4453,binary_only
rf2,182,384,1536,8,0.1,6,2.5253,binary_only
rf2,183,384,1536,8,0.1,0,2.7512,binary_only
rf2,183,384,1536,8,0.1,1,2.6224,binary_only
rf2,183,384,1536,8,0.1,2,2.9648,binary_only
rf2,183,384,1536,8,0.1,3,2.9659,binary_only
rf2,183,384,1536,8,0.1,4,2.844,binary_only
rf2,183,384,1536,8,0.1,5,2.6926,binary_only
rf2,183,384,1536,8,0.1,6,2.6353,binary_only
rf2,184,384,1536,8,0.1,0,2.6604,binary_only
rf2,184,384,1536,8,0.1,1,2.7601,binary_only
rf2,184,384,1536,8,0.1,2,2.9185,binary_only
rf2,184,384,1536,8,0.1,3,2.8912,binary_only
rf2,184,384,1536,8,0.1,4,2.964,binary_only
rf2,184,384,1536,8,0.1,5,2.7839,binary_only
rf2,184,384,1536,8,0.1,6,2.7503,binary_only
rf2,185,384,1536,8,0.1,0,2.8824,binary_only
rf2,185,384,1536,8,0.1,1,2.7204,binary_only
rf2,185,384,1536,8,0.1,2,2.8546,binary_only
rf2,185,384,1536,8,0.1,3,2.807,binary_only
rf2,185,384,1536,8,0.1,4,2.9328,binary_only
rf2,185,384,1536,8,0.1,5,3.2116,binary_only
rf2,185,384,1536,8,0.1,6,2.6716,binary_only
rf2,186,384,1536,8,0.1,0,2.9082,binary_only
rf2,186,384,1536,8,0.1,1,2.8356,binary_only
rf2,186,384,1536,8,0.1,2,2.7443,binary_only
rf2,186,384,1536,8,0.1,3,2.8501,binary_only
rf2,186,384,1536,8,0.1,4,2.7552,binary_only
rf2,186,384,1536,8,0.1,5,2.8591,binary_only
rf2,186,384,1536,8,0.1,6,2.7924,binary_only
rf2,187,384,1536,8,0.1,0,2.6754,binary_only
rf2,187,384,1536,8,0.1,1,2.6031,binary_only
rf2,187,384,1536,8,0.1,2,2.744,binary_only
rf2,187,384,1536,8,0.1,3,2.6446,binary_only
rf2,187,384,1536,8,0.1,4,2.8737,binary_only
rf2,187,384,1536,8,0.1,5,2.8066,binary_only
rf2,187,384,1536,8,0.1,6,2.5174,binary_only
rf2,188,384,1536,8,0.1,0,2.9142,binary_only
rf2,188,384,1536,8,0.1,1,2.8606,binary_only
rf2,188,384,1536,8,0.1,2,2.6018,binary_only
rf2,188,384,1536,8,0.1,3,3.0446,binary_only
rf2,188,384,1536,8,0.1,4,2.6632,binary_only
rf2,188,384,1536,8,0.1,5,2.874,binary_only
rf2,188,384,1536,8,0.1,6,3.0308,binary_only
rf2,189,384,1536,8,0.1,0,2.894,binary_only
rf2,189,384,1536,8,0.1,1,3.0408,binary_only
rf2,189,384,1536,8,0.1,2,2.7328,binary_only
rf2,189,384,1536,8,0.1,3,3.1508,binary_only
rf2,189,384,1536,8,0.1,4,2.8766,binary_only
rf2,189,384,1536,8,0.1,5,3.0601,binary_only
rf2,189,384,1536,8,0.1,6,2.8719,binary_only
rf2,190,384,1536,8,0.1,0,2.9451,binary_only
rf2,190,384,1536,8,0.1,1,3.1233,binary_only
rf2,190,384,1536,8,0.1,2,3.1055,binary_only
rf2,190,384,1536,8,0.1,3,2.8767,binary_only
rf2,190,384,1536,8,0.1,4,3.0128,binary_only
rf2,190,384,1536,8,0.1,5,2.8741,binary_only
rf2,190,384,1536,8,0.1,6,3.0145,binary_only
rf2,191,384,1536,8,0.1,0,3.0542,binary_only
rf2,191,384,1536,8,0.1,1,3.249,binary_only
rf2,191,384,1536,8,0.1,2,2.6425,binary_only
rf2,191,384,1536,8,0.1,3,2.9313,binary_only
rf2,191,384,1536,8,0.1,4,2.712,binary_only
rf2,191,384,1536,8,0.1,5,3.0254,binary_only
rf2,191,384,1536,8,0.1,6,2.8915,binary_only
rf2,192,384,1536,8,0.1,0,2.6126,binary_only
rf2,192,384,1536,8,0.1,1,2.6098,binary_only
rf2,192,384,1536,8,0.1,2,2.5493,binary_only
rf2,192,384,1536,8,0.1,3,3.0124,binary_only
rf2,192,384,1536,8,0.1,4,2.5527,binary_only
rf2,192,384,1536,8,0.1,5,2.5619,binary_only
rf2,192,384,1536,8,0.1,6,2.8012,binary_only
rf2,193,384,1536,8,0.1,0,3.5495,binary_only
rf2,193,384,1536,8,0.1,1,2.7206,binary_only
rf2,193,384,1536,8,0.1,2,3.0998,binary_only
rf2,193,384,1536,8,0.1,3,2.8274,binary_only
rf2,193,384,1536,8,0.1,4,5.1198,binary_only
rf2,193,384,1536,8,0.1,5,2.7255,binary_only
rf2,193,384,1536,8,0.1,6,2.8217,binary_only
rf2,194,384,1536,8,0.1,0,2.9503,binary_only
rf2,194,384,1536,8,0.1,1,3.1554,binary_only
rf2,194,384,1536,8,0.1,2,3.0394,binary_only
rf2,194,384,1536,8,0.1,3,2.7578,binary_only
rf2,194,384,1536,8,0.1,4,3.0601,binary_only
rf2,194,384,1536,8,0.1,5,2.751,binary_only
rf2,194,384,1536,8,0.1,6,3.1484,binary_only
rf2,195,384,1536,8,0.1,0,2.7466,binary_only
rf2,195,384,1536,8,0.1,1,2.957,binary_only
rf2,195,384,1536,8,0.1,2,2.8266,binary_only
rf2,195,384,1536,8,0.1,3,3.4139,binary_only
rf2,195,384,1536,8,0.1,4,2.7844,binary_only
rf2,195,384,1536,8,0.1,5,2.8313,binary_only
rf2,195,384,1536,8,0.1,6,2.7723,binary_only
rf2,196,384,1536,8,0.1,0,2.5393,binary_only
rf2,196,384,1536,8,0.1,1,2.7388,binary_only
rf2,196,384,1536,8,0.1,2,2.5727,binary_only
rf2,196,384,1536,8,0.1,3,2.7939,binary_only
rf2,196,384,1536,8,0.1,4,2.5783,binary_only
rf2,196,384,1536,8,0.1,5,2.7887,binary_only
rf2,196,384,1536,8,0.1,6,3.4752,binary_only
rf2,197,384,1536,8,0.1,0,2.869,binary_only
rf2,197,384,1536,8,0.1,1,2.8285,binary_only
rf2,197,384,1536,8,0.1,2,2.6781,binary_only
rf2,197,384,1536,8,0.1,3,2.8668,binary_only
rf2,197,384,1536,8,0.1,4,2.9131,binary_only
rf2,197,384,1536,8,0.1,5,2.7503,binary_only
rf2,197,384,1536,8,0.1,6,2.8436,binary_only
rf2,198,384,1536,8,0.1,0,2.6962,binary_only
rf2,198,384,1536,8,0.1,1,2.6521,binary_only
rf2,198,384,1536,8,0.1,2,2.6062,binary_only
rf2,198,384,1536,8,0.1,3,2.9123,binary_only
rf2,198,384,1536,8,0.1,4,2.6206,binary_only
rf2,198,384,1536,8,0.1,5,2.7253,binary_only
rf2,198,384,1536,8,0.1,6,2.6035,binary_only
rf2,199,384,1536,8,0.1,0,2.6131,binary_only
rf2,199,384,1536,8,0.1,1,3.1004,binary_only
rf2,199,384,1536,8,0.1,2,2.6757,binary_only
rf2,199,384,1536,8,0.1,3,2.6654,binary_only
rf2,199,384,1536,8,0.1,4,2.7462,binary_only
rf2,199,384,1536,8,0.1,5,2.8226,binary_only
rf2,199,384,1536,8,0.1,6,2.8946,binary_only
scm1d,0,490,1961,16,0.1,0,7.3518,binary_only
scm1d,0,490,1961,16,0.1,1,7.4246,binary_only
scm1d,0,490,1961,16,0.1,2,7.0486,binary_only
scm1d,0,490,1961,16,0.1,3,7.3414,binary_only
scm1d,0,490,1961,16,0.1,4,7.1762,binary_only
scm1d,0,490,1961,16,0.1,5,7.4276,binary_only
scm1d,0,490,1961,16,0.1,6,7.4437,binary_only
scm1d,1,490,1961,16,0.1,0,6.9784,binary_only
scm1d,1,490,1961,16,0.1,1,6.8297,binary_only
scm1d,1,490,1961,16,0.1,2,7.087,binary_only
scm1d,1,490,1961,16,0.1,3,7.0216,binary_only
scm1d,1,490,1961,16,0.1,4,6.8644,binary_only
scm1d,1,490,1961,16,0.1,5,7.2523,binary_only
scm1d,1,490,1961,16,0.1,6,6.7447,binary_only
scm1d,2,490,1961,16,0.1,0,6.9882,binary_only
scm1d,2,490,1961,16,0.1,1,7.0327,binary_only
scm1d,2,490,1961,16,0.1,2,7.1275,binary_only
scm1d,2,490,1961,16,0.1,3,7.3073,binary_only
scm1d,2,490,1961,16,0.1,4,6.9984,binary_only
scm1d,2,490,1961,16,0.1,5,7.0747,binary_only
scm1d,2,490,1961,16,0.1,6,6.8154,binary_only
scm1d,3,490,1961,16,0.1,0,7.5295,binary_only
scm1d,3,490,1961,16,0.1,1,7.2457,binary_only
scm1d,3,490,1961,16,0.1,2,7.1941,binary_only
scm1d,3,490,1961,16,0.1,3,7.4522,binary_only
scm1d,3,490,1961,16,0.1,4,6.8708,binary_only
scm1d,3,490,1961,16,0.1,5,8.1013,binary_only
scm1d,3,490,1961,16,0.1,6,6.8255,binary_only
scm1d,4,490,1961,16,0.1,0,7.0117,binary_only
scm1d,4,490,1961,16,0.1,1,6.9901,binary_only
scm1d,4,490,1961,16,0.1,2,6.9619,binary_only
scm1d,4,490,1961,16,0.1,3,6.7126,binary_only
scm1d,4,490,1961,16,0.1,4,7.278,binary_only
scm1d,4,490,1961,16,0.1,5,7.1371,binary_only
scm1d,4,490,1961,16,0.1,6,7.5743,binary_only
scm1d,5,490,1961,16,0.1,0,7.3567,binary_only
scm1d,5,490,1961,16,0.1,1,7.1376,binary_only
scm1d,5,490,1961,16,0.1,2,7.1155,binary_only
scm1d,5,490,1961,16,0.1,3,7.0446,binary_only
scm1d,5,490,1961,16,0.1,4,7.6972,binary_only
scm1d,5,490,1961,16,0.1,5,7.8298,binary_only
scm1d,5,490,1961,16,0.1,6,7.7417,binary_only
scm1d,6,490,1961,16,0.1,0,6.455,binary_only
scm1d,6,490,1961,16,0.1,1,6.9837,binary_only
scm1d,6,490,1961,16,0.1,2,7.4614,binary_only
scm1d,6,490,1961,16,0.1,3,6.7179,binary_only
scm1d,6,490,1961,16,0.1,4,6.5449,binary_only
scm1d,6,490,1961,16,0.1,5,6.6494,binary_only
scm1d,6,490,1961,16,0.1,6,7.035,binary_only
scm1d,7,490,1961,16,0.1,0,7.0916,binary_only
scm1d,7,490,1961,16,0.1,1,6.9601,binary_only
scm1d,7,490,1961,16,0.1,2,7.3115,binary_only
scm1d,7,490,1961,16,0.1,3,6.9789,binary_only
scm1d,7,490,1961,16,0.1,4,7.2163,binary_only
scm1d,7,490,1961,16,0.1,5,7.2533,binary_only
scm1d,7,490,1961,16,0.1,6,7.1564,binary_only
scm1d,8,490,1961,16,0.1,0,6.8704,binary_only
scm1d,8,490,1961,16,0.1,1,6.8077,binary_only
scm1d,8,490,1961,16,0.1,2,7.3628,binary_only
scm1d,8,490,1961,16,0.1,3,6.9087,binary_only
scm1d,8,490,1961,16,0.1,4,6.8668,binary_only
scm1d,8,490,1961,16,0.1,5,6.8116,binary_only
scm1d,8,490,1961,16,0.1,6,6.7727,binary_only
scm1d,9,490,1961,16,0.1,0,7.3311,binary_only
scm1d,9,490,1961,16,0.1,1,7.2997,binary_only
scm1d,9,490,1961,16,0.1,2,7.1929,binary_only
scm1d,9,490,1961,16,0.1,3,7.5282,binary_only
scm1d,9,490,1961,16,0.1,4,7.3352,binary_only
scm1d,9,490,1961,16,0.1,5,7.7223,binary_only
scm1d,9,490,1961,16,0.1,6,7.4017,binary_only
scm1d,10,490,1961,16,0.1,0,6.8884,binary_only
scm1d,10,490,1961,16,0.1,1,6.8733,binary_only
scm1d,10,490,1961,16,0.1,2,8.1552,binary_only
scm1d,10,490,1961,16,0.1,3,7.0052,binary_only
scm1d,10,490,1961,16,0.1,4,7.3018,binary_only
scm1d,10,490,1961,16,0.1,5,7.3146,binary_only
scm1d,10,490,1961,16,0.1,6,6.9307,binary_only
scm1d,11,490,1961,16,0.1,0,7.4096,binary_only
scm1d,11,490,1961,16,0.1,1,7.5479,binary_only
scm1d,11,490,1961,16,0.1,2,7.7362,binary_only
scm1d,11,490,1961,16,0.1,3,7.4467,binary_only
scm1d,11,490,1961,16,0.1,4,8.2072,binary_only
scm1d,11,490,1961,16,0.1,5,6.9865,binary_only
scm1d,11,490,1961,16,0.1,6,7.3106,binary_only
scm1d,12,490,1961,16,0.1,0,7.1167,binary_only
scm1d,12,490,1961,16,0.1,1,7.1602,binary_only
scm1d,12,490,1961,16,0.1,2,7.5963,binary_only
scm1d,12,490,1961,16,0.1,3,7.3314,binary_only
scm1d,12,490,1961,16,0.1,4,7.4159,binary_only
scm1d,12,490,1961,16,0.1,5,8.1664,binary_only
scm1d,12,490,1961,16,0.1,6,7.4283,binary_only
scm1d,13,490,1961,16,0.1,0,7.4195,binary_only
scm1d,13,490,1961,16,0.1,1,7.1234,binary_only
scm1d,13,490,1961,16,0.1,2,8.2678,binary_only
scm1d,13,490,1961,16,0.1,3,7.0756,binary_only
scm1d,13,490,1961,16,0.1,4,7.2306,binary_only
scm1d,13,490,1961,16,0.1,5,6.8919,binary_only
scm1d,13,490,1961,16,0.1,6,6.9174,binary_only
scm1d,14,490,1961,16,0.1,0,6.8075,binary_only
scm1d,14,490,1961,16,0.1,1,6.839,binary_only
scm1d,14,490,1961,16,0.1,2,6.9303,binary_only
scm1d,14,490,1961,16,0.1,3,6.8899,binary_only
scm1d,14,490,1961,16,0.1,4,6.9486,binary_only
scm1d,14,490,1961,16,0.1,5,6.6738,binary_only
scm1d,14,490,1961,16,0.1,6,6.703,binary_only
scm1d,15,490,1961,16,0.1,0,7.5328,binary_only
scm1d,15,490,1961,16,0.1,1,7.4158,binary_only
scm1d,15,490,1961,16,0.1,2,7.3258,binary_only
scm1d,15,490,1961,16,0.1,3,7.5609,binary_only
scm1d,15,490,1961,16,0.1,4,7.8459,binary_only
scm1d,15,490,1961,16,0.1,5,7.3291,binary_only
scm1d,15,490,1961,16,0.1,6,7.2951,binary_only
scm1d,16,490,1961,16,0.1,0,6.8421,binary_only
scm1d,16,490,1961,16,0.1,1,7.7543,binary_only
scm1d,16,490,1961,16,0.1,2,7.1676,binary_only
scm1d,16,490,1961,16,0.1,3,8.5333,binary_only
scm1d,16,490,1961,16,0.1,4,6.955,binary_only
scm1d,16,490,1961,16,0.1,5,7.5354,binary_only
scm1d,16,490,1961,16,0.1,6,6.4225,binary_only
scm1d,17,490,1961,16,0.1,0,6.8873,binary_only
scm1d,17,490,1961,16,0.1,1,6.8391,binary_only
scm1d,17,490,1961,16,0.1,2,6.5873,binary_only
scm1d,17,490,1961,16,0.1,3,6.7122,binary_only
scm1d,17,490,1961,16,0.1,4,6.6947,binary_only
scm1d,17,490,1961,16,0.1,5,6.5096,binary_only
scm1d,17,490,1961,16,0.1,6,6.6537,binary_only
scm1d,18,490,1961,16,0.1,0,7.09,binary_only
scm1d,18,490,1961,16,0.1,1,7.8092,binary_only
scm1d,18,490,1961,16,0.1,2,6.8799,binary_only
scm1d,18,490,1961,16,0.1,3,7.3861,binary_only
scm1d,18,490,1961,16,0.1,4,6.9194,binary_only
scm1d,18,490,1961,16,0.1,5,7.4469,binary_only
scm1d,18,490,1961,16,0.1,6,6.898,binary_only
scm1d,19,490,1961,16,0.1,0,6.6904,binary_only
scm1d,19,490,1961,16,0.1,1,7.3736,binary_only
scm1d,19,490,1961,16,0.1,2,10.3875,binary_only
scm1d,19,490,1961,16,0.1,3,8.1212,binary_only
scm1d,19,490,1961,16,0.1,4,6.7804,binary_only
scm1d,19,490,1961,16,0.1,5,6.8592,binary_only
scm1d,19,490,1961,16,0.1,6,6.8978,binary_only
scm1d,20,490,1961,16,0.1,0,7.062,binary_only
scm1d,20,490,1961,16,0.1,1,7.0274,binary_only
scm1d,20,490,1961,16,0.1,2,6.8874,binary_only
