dataset,trial,n_cal,n_test,n_dim,alpha,repeat,runtime_ms,regime
stock,0,15,64,6,0.1,0,1.0357,binary_only
stock,0,15,64,6,0.1,1,1.0168,binary_only
stock,0,15,64,6,0.1,2,1.3182,binary_only
stock,0,15,64,6,0.1,3,1.0693,binary_only
stock,0,15,64,6,0.1,4,1.0027,binary_only
stock,0,15,64,6,0.1,5,1.1067,binary_only
stock,0,15,64,6,0.1,6,1.0072,binary_only
stock,1,15,64,6,0.1,0,1.0252,binary_only
stock,1,15,64,6,0.1,1,0.9719,binary_only
stock,1,15,64,6,0.1,2,0.9919,binary_only
stock,1,15,64,6,0.1,3,1.0453,binary_only
stock,1,15,64,6,0.1,4,1.1978,binary_only
stock,1,15,64,6,0.1,5,1.0089,binary_only
stock,1,15,64,6,0.1,6,0.9675,binary_only
stock,2,15,64,6,0.1,0,1.0569,binary_only
stock,2,15,64,6,0.1,1,0.9967,binary_only
stock,2,15,64,6,0.1,2,1.0257,binary_only
stock,2,15,64,6,0.1,3,0.9968,binary_only
stock,2,15,64,6,0.1,4,1.0486,binary_only
stock,2,15,64,6,0.1,5,1.2838,binary_only
stock,2,15,64,6,0.1,6,1.0765,binary_only
stock,3,15,64,6,0.1,0,1.2818,binary_only
stock,3,15,64,6,0.1,1,1.2966,binary_only
stock,3,15,64,6,0.1,2,1.0794,binary_only
stock,3,15,64,6,0.1,3,1.0025,binary_only
stock,3,15,64,6,0.1,4,1.0205,binary_only
stock,3,15,64,6,0.1,5,1.4779,binary_only
stock,3,15,64,6,0.1,6,1.2921,binary_only
stock,4,15,64,6,0.1,0,1.0565,binary_only
stock,4,15,64,6,0.1,1,0.9991,binary_only
stock,4,15,64,6,0.1,2,1.0334,binary_only
stock,4,15,64,6,0.1,3,1.032,binary_only
stock,4,15,64,6,0.1,4,1.0644,binary_only
stock,4,15,64,6,0.1,5,0.9977,binary_only
stock,4,15,64,6,0.1,6,1.1126,binary_only
stock,5,15,64,6,0.1,0,0.9825,binary_only
stock,5,15,64,6,0.1,1,1.0042,binary_only
stock,5,15,64,6,0.1,2,0.9983,binary_only
stock,5,15,64,6,0.1,3,1.0465,binary_only
stock,5,15,64,6,0.1,4,1.0469,binary_only
stock,5,15,64,6,0.1,5,0.9928,binary_only
stock,5,15,64,6,0.1,6,1.0322,binary_only
stock,6,15,64,6,0.1,0,1.0016,binary_only
stock,6,15,64,6,0.1,1,1.012,binary_only
stock,6,15,64,6,0.1,2,0.97,binary_only
stock,6,15,64,6,0.1,3,0.9809,binary_only
stock,6,15,64,6,0.1,4,0.9878,binary_only
stock,6,15,64,6,0.1,5,1.0076,binary_only
stock,6,15,64,6,0.1,6,1.0694,binary_only
stock,7,15,64,6,0.1,0,1.2962,binary_only
stock,7,15,64,6,0.1,1,1.1171,binary_only
stock,7,15,64,6,0.1,2,1.1072,binary_only
stock,7,15,64,6,0.1,3,0.9573,binary_only
stock,7,15,64,6,0.1,4,0.9363,binary_only
stock,7,15,64,6,0.1,5,0.9276,binary_only
stock,7,15,64,6,0.1,6,1.3176,binary_only
stock,8,15,64,6,0.1,0,1.2229,binary_only
stock,8,15,64,6,0.1,1,1.0556,binary_only
stock,8,15,64,6,0.1,2,1.0117,binary_only
stock,8,15,64,6,0.1,3,0.995,binary_only
stock,8,15,64,6,0.1,4,1.0072,binary_only
stock,8,15,64,6,0.1,5,1.0033,binary_only
stock,8,15,64,6,0.1,6,1.362,binary_only
stock,9,15,64,6,0.1,0,0.9686,binary_only
stock,9,15,64,6,0.1,1,1.0204,binary_only
stock,9,15,64,6,0.1,2,0.9739,binary_only
stock,9,15,64,6,0.1,3,1.4785,binary_only
stock,9,15,64,6,0.1,4,1.3274,binary_only
stock,9,15,64,6,0.1,5,1.0141,binary_only
stock,9,15,64,6,0.1,6,0.9929,binary_only
stock,10,15,64,6,0.1,0,0.982,binary_only
stock,10,15,64,6,0.1,1,1.0134,binary_only
stock,10,15,64,6,0.1,2,1.1328,binary_only
stock,10,15,64,6,0.1,3,1.1912,binary_only
stock,10,15,64,6,0.1,4,0.9862,binary_only
stock,10,15,64,6,0.1,5,0.9733,binary_only
stock,10,15,64,6,0.1,6,0.9299,binary_only
stock,11,15,64,6,0.1,0,0.9513,binary_only
stock,11,15,64,6,0.1,1,0.9599,binary_only
stock,11,15,64,6,0.1,2,0.9306,binary_only
stock,11,15,64,6,0.1,3,0.9692,binary_only
stock,11,15,64,6,0.1,4,1.375,binary_only
stock,11,15,64,6,0.1,5,1.0292,binary_only
stock,11,15,64,6,0.1,6,1.1648,binary_only
stock,12,15,64,6,0.1,0,1.0732,binary_only
stock,12,15,64,6,0.1,1,1.0111,binary_only
stock,12,15,64,6,0.1,2,1.0358,binary_only
stock,12,15,64,6,0.1,3,0.9936,binary_only
stock,12,15,64,6,0.1,4,1.0415,binary_only
stock,12,15,64,6,0.1,5,1.2908,binary_only
stock,12,15,64,6,0.1,6,1.1083,binary_only
stock,13,15,64,6,0.1,0,0.9847,binary_only
stock,13,15,64,6,0.1,1,1.0228,binary_only
stock,13,15,64,6,0.1,2,0.9584,binary_only
stock,13,15,64,6,0.1,3,0.9751,binary_only
stock,13,15,64,6,0.1,4,0.947,binary_only
stock,13,15,64,6,0.1,5,0.9643,binary_only
stock,13,15,64,6,0.1,6,0.9268,binary_only
stock,14,15,64,6,0.1,0,0.987,binary_only
stock,14,15,64,6,0.1,1,1.0154,binary_only
stock,14,15,64,6,0.1,2,0.9795,binary_only
stock,14,15,64,6,0.1,3,1.3204,binary_only
stock,14,15,64,6,0.1,4,1.0427,binary_only
stock,14,15,64,6,0.1,5,1.0329,binary_only
stock,14,15,64,6,0.1,6,1.016,binary_only
stock,15,15,64,6,0.1,0,0.9929,binary_only
stock,15,15,64,6,0.1,1,1.0027,binary_only
stock,15,15,64,6,0.1,2,0.9745,binary_only
stock,15,15,64,6,0.1,3,1.6501,binary_only
stock,15,15,64,6,0.1,4,1.2203,binary_only
stock,15,15,64,6,0.1,5,1.1322,binary_only
stock,15,15,64,6,0.1,6,0.985,binary_only
stock,16,15,64,6,0.1,0,1.0611,binary_only
stock,16,15,64,6,0.1,1,0.9972,binary_only
stock,16,15,64,6,0.1,2,0.999,binary_only
stock,16,15,64,6,0.1,3,0.991,binary_only
stock,16,15,64,6,0.1,4,0.9982,binary_only
stock,16,15,64,6,0.1,5,1.1293,binary_only
stock,16,15,64,6,0.1,6,1.0388,binary_only
stock,17,15,64,6,0.1,0,0.9541,binary_only
stock,17,15,64,6,0.1,1,1.0628,binary_only
stock,17,15,64,6,0.1,2,1.1787,binary_only
stock,17,15,64,6,0.1,3,1.0215,binary_only
stock,17,15,64,6,0.1,4,0.9936,binary_only
stock,17,15,64,6,0.1,5,0.9484,binary_only
stock,17,15,64,6,0.1,6,0.97,binary_only
stock,18,15,64,6,0.1,0,1.0006,binary_only
stock,18,15,64,6,0.1,1,1.3437,binary_only
stock,18,15,64,6,0.1,2,1.0279,binary_only
stock,18,15,64,6,0.1,3,1.0198,binary_only
stock,18,15,64,6,0.1,4,1.0696,binary_only
stock,18,15,64,6,0.1,5,1.0142,binary_only
stock,18,15,64,6,0.1,6,1.0103,binary_only
stock,19,15,64,6,0.1,0,1.2959,binary_only
stock,19,15,64,6,0.1,1,1.0807,binary_only
stock,19,15,64,6,0.1,2,2.4668,binary_only
stock,19,15,64,6,0.1,3,2.0819,binary_only
stock,19,15,64,6,0.1,4,1.3597,binary_only
stock,19,15,64,6,0.1,5,1.2754,binary_only
stock,19,15,64,6,0.1,6,1.3086,binary_only
stock,20,15,64,6,0.1,0,1.0797,binary_only
stock,20,15,64,6,0.1,1,0.9671,binary_only
stock,20,15,64,6,0.1,2,0.9962,binary_only
stock,20,15,64,6,0.1,3,0.9675,binary_only
stock,20,15,64,6,0.1,4,0.9741,binary_only
stock,20,15,64,6,0.1,5,1.3842,binary_only
stock,20,15,64,6,0.1,6,1.2566,binary_only
stock,21,15,64,6,0.1,0,1.097,binary_only
stock,21,15,64,6,0.1,1,0.9947,binary_only
stock,21,15,64,6,0.1,2,1.0248,binary_only
stock,21,15,64,6,0.1,3,1.0055,binary_only
stock,21,15,64,6,0.1,4,1.0421,binary_only
stock,21,15,64,6,0.1,5,0.9777,binary_only
stock,21,15,64,6,0.1,6,1.0134,binary_only
stock,22,15,64,6,0.1,0,1.0157,binary_only
stock,22,15,64,6,0.1,1,1.0225,binary_only
stock,22,15,64,6,0.1,2,0.9929,binary_only
stock,22,15,64,6,0.1,3,1.0122,binary_only
stock,22,15,64,6,0.1,4,0.9885,binary_only
stock,22,15,64,6,0.1,5,1.0609,binary_only
stock,22,15,64,6,0.1,6,1.0214,binary_only
stock,23,15,64,6,0.1,0,0.9993,binary_only
stock,23,15,64,6,0.1,1,1.1148,binary_only
stock,23,15,64,6,0.1,2,1.0261,binary_only
stock,23,15,64,6,0.1,3,1.078,binary_only
stock,23,15,64,6,0.1,4,1.0103,binary_only
stock,23,15,64,6,0.1,5,0.9518,binary_only
stock,23,15,64,6,0.1,6,0.9714,binary_only
stock,24,15,64,6,0.1,0,1.065,binary_only
stock,24,15,64,6,0.1,1,1.079,binary_only
stock,24,15,64,6,0.1,2,1.0067,binary_only
stock,24,15,64,6,0.1,3,0.9802,binary_only
stock,24,15,64,6,0.1,4,0.9966,binary_only
stock,24,15,64,6,0.1,5,0.9885,binary_only
stock,24,15,64,6,0.1,6,1.0816,binary_only
stock,25,15,64,6,0.1,0,1.4025,binary_only
stock,25,15,64,6,0.1,1,0.9851,binary_only
stock,25,15,64,6,0.1,2,0.9889,binary_only
stock,25,15,64,6,0.1,3,0.9432,binary_only
stock,25,15,64,6,0.1,4,0.9561,binary_only
stock,25,15,64,6,0.1,5,0.9293,binary_only
stock,25,15,64,6,0.1,6,1.0117,binary_only
stock,26,15,64,6,0.1,0,1.012,binary_only
stock,26,15,64,6,0.1,1,1.4496,binary_only
stock,26,15,64,6,0.1,2,1.2332,binary_only
stock,26,15,64,6,0.1,3,0.9754,binary_only
stock,26,15,64,6,0.1,4,0.9809,binary_only
stock,26,15,64,6,0.1,5,0.9467,binary_only
stock,26,15,64,6,0.1,6,0.9717,binary_only
stock,27,15,64,6,0.1,0,0.9741,binary_only
stock,27,15,64,6,0.1,1,0.9242,binary_only
stock,27,15,64,6,0.1,2,0.9,binary_only
stock,27,15,64,6,0.1,3,0.9286,binary_only
stock,27,15,64,6,0.1,4,0.9254,binary_only
stock,27,15,64,6,0.1,5,1.0244,binary_only
stock,27,15,64,6,0.1,6,1.0525,binary_only
stock,28,15,64,6,0.1,0,1.2955,binary_only
stock,28,15,64,6,0.1,1,1.0326,binary_only
stock,28,15,64,6,0.1,2,1.1593,binary_only
stock,28,15,64,6,0.1,3,0.9994,binary_only
stock,28,15,64,6,0.1,4,1.0321,binary_only
stock,28,15,64,6,0.1,5,0.9925,binary_only
stock,28,15,64,6,0.1,6,1.2578,binary_only
stock,29,15,64,6,0.1,0,0.9051,binary_only
stock,29,15,64,6,0.1,1,0.9155,binary_only
stock,29,15,64,6,0.1,2,0.8707,binary_only
stock,29,15,64,6,0.1,3,0.8928,binary_only
stock,29,15,64,6,0.1,4,0.9978,binary_only
stock,29,15,64,6,0.1,5,1.1064,binary_only
stock,29,15,64,6,0.1,6,0.9332,binary_only
stock,30,15,64,6,0.1,0,0.9289,binary_only
stock,30,15,64,6,0.1,1,0.9192,binary_only
stock,30,15,64,6,0.1,2,0.9279,binary_only
stock,30,15,64,6,0.1,3,1.2683,binary_only
stock,30,15,64,6,0.1,4,0.9345,binary_only
stock,30,15,64,6,0.1,5,0.9372,binary_only
stock,30,15,64,6,0.1,6,0.9001,binary_only
stock,31,15,64,6,0.1,0,1.3626,binary_only
stock,31,15,64,6,0.1,1,1.2064,binary_only
stock,31,15,64,6,0.1,2,1.3315,binary_only
stock,31,15,64,6,0.1,3,1.0185,binary_only
stock,31,15,64,6,0.1,4,0.9688,binary_only
stock,31,15,64,6,0.1,5,1.0089,binary_only
stock,31,15,64,6,0.1,6,0.9695,binary_only
stock,32,15,64,6,0.1,0,0.9348,binary_only
stock,32,15,64,6,0.1,1,0.9769,binary_only
stock,32,15,64,6,0.1,2,0.9475,binary_only
stock,32,15,64,6,0.1,3,0.9686,binary_only
stock,32,15,64,6,0.1,4,1.5291,binary_only
stock,32,15,64,6,0.1,5,1.4478,binary_only
stock,32,15,64,6,0.1,6,0.996,binary_only
stock,33,15,64,6,0.1,0,1.1379,binary_only
stock,33,15,64,6,0.1,1,0.9788,binary_only
stock,33,15,64,6,0.1,2,1.2438,binary_only
stock,33,15,64,6,0.1,3,1.5179,binary_only
stock,33,15,64,6,0.1,4,0.9919,binary_only
stock,33,15,64,6,0.1,5,1.2675,binary_only
stock,33,15,64,6,0.1,6,0.9618,binary_only
stock,34,15,64,6,0.1,0,1.0287,binary_only
stock,34,15,64,6,0.1,1,0.9904,binary_only
stock,34,15,64,6,0.1,2,0.9285,binary_only
stock,34,15,64,6,0.1,3,0.9679,binary_only
stock,34,15,64,6,0.1,4,0.943,binary_only
stock,34,15,64,6,0.1,5,0.9483,binary_only
stock,34,15,64,6,0.1,6,1.2788,binary_only
stock,35,15,64,6,0.1,0,1.2749,binary_only
stock,35,15,64,6,0.1,1,1.1619,binary_only
stock,35,15,64,6,0.1,2,0.9992,binary_only
stock,35,15,64,6,0.1,3,1.0339,binary_only
stock,35,15,64,6,0.1,4,0.9647,binary_only
stock,35,15,64,6,0.1,5,1.3895,binary_only
stock,35,15,64,6,0.1,6,1.0475,binary_only
stock,36,15,64,6,0.1,0,0.9972,binary_only
stock,36,15,64,6,0.1,1,0.9578,binary_only
stock,36,15,64,6,0.1,2,0.9681,binary_only
stock,36,15,64,6,0.1,3,0.959,binary_only
stock,36,15,64,6,0.1,4,1.1444,binary_only
stock,36,15,64,6,0.1,5,0.975,binary_only
stock,36,15,64,6,0.1,6,0.9709,binary_only
stock,37,15,64,6,0.1,0,0.9655,binary_only
stock,37,15,64,6,0.1,1,1.437,binary_only
stock,37,15,64,6,0.1,2,1.3701,binary_only
stock,37,15,64,6,0.1,3,0.9594,binary_only
stock,37,15,64,6,0.1,4,0.9602,binary_only
stock,37,15,64,6,0.1,5,0.9602,binary_only
stock,37,15,64,6,0.1,6,0.9527,binary_only
stock,38,15,64,6,0.1,0,0.9615,binary_only
stock,38,15,64,6,0.1,1,0.9786,binary_only
stock,38,15,64,6,0.1,2,0.9633,binary_only
stock,38,15,64,6,0.1,3,1.1684,binary_only
stock,38,15,64,6,0.1,4,1.2648,binary_only
stock,38,15,64,6,0.1,5,1.0178,binary_only
stock,38,15,64,6,0.1,6,0.9808,binary_only
stock,39,15,64,6,0.1,0,1.3124,binary_only
stock,39,15,64,6,0.1,1,1.0068,binary_only
stock,39,15,64,6,0.1,2,1.0011,binary_only
stock,39,15,64,6,0.1,3,0.9654,binary_only
stock,39,15,64,6,0.1,4,0.9854,binary_only
stock,39,15,64,6,0.1,5,1.0387,binary_only
stock,39,15,64,6,0.1,6,1.1969,binary_only
stock,40,15,64,6,0.1,0,1.1569,binary_only
stock,40,15,64,6,0.1,1,0.994,binary_only
stock,40,15,64,6,0.1,2,1.0027,binary_only
stock,40,15,64,6,0.1,3,0.9803,binary_only
stock,40,15,64,6,0.1,4,0.9982,binary_only
stock,40,15,64,6,0.1,5,1.0937,binary_only
stock,40,15,64,6,0.1,6,0.9831,binary_only
stock,41,15,64,6,0.1,0,1.4762,binary_only
stock,41,15,64,6,0.1,1,1.1575,binary_only
stock,41,15,64,6,0.1,2,0.9967,binary_only
stock,41,15,64,6,0.1,3,0.9718,binary_only
stock,41,15,64,6,0.1,4,1.0205,binary_only
stock,41,15,64,6,0.1,5,1.3205,binary_only
stock,41,15,64,6,0.1,6,1.2102,binary_only
stock,42,15,64,6,0.1,0,0.9722,binary_only
stock,42,15,64,6,0.1,1,0.9487,binary_only
stock,42,15,64,6,0.1,2,1.4348,binary_only
stock,42,15,64,6,0.1,3,1.1433,binary_only
stock,42,15,64,6,0.1,4,1.0523,binary_only
stock,42,15,64,6,0.1,5,1.0163,binary_only
stock,42,15,64,6,0.1,6,1.0193,binary_only
stock,43,15,64,6,0.1,0,1.0104,binary_only
stock,43,15,64,6,0.1,1,1.0944,binary_only
stock,43,15,64,6,0.1,2,0.9872,binary_only
stock,43,15,64,6,0.1,3,0.9879,binary_only
stock,43,15,64,6,0.1,4,1.0028,binary_only
stock,43,15,64,6,0.1,5,1.0205,binary_only
stock,43,15,64,6,0.1,6,0.9583,binary_only
stock,44,15,64,6,0.1,0,1.1853,binary_only
stock,44,15,64,6,0.1,1,0.9927,binary_only
stock,44,15,64,6,0.1,2,1.1559,binary_only
stock,44,15,64,6,0.1,3,0.9781,binary_only
stock,44,15,64,6,0.1,4,0.9279,binary_only
stock,44,15,64,6,0.1,5,0.9324,binary_only
stock,44,15,64,6,0.1,6,1.0013,binary_only
stock,45,15,64,6,0.1,0,0.9082,binary_only
stock,45,15,64,6,0.1,1,0.9432,binary_only
stock,45,15,64,6,0.1,2,0.8995,binary_only
stock,45,15,64,6,0.1,3,1.5853,binary_only
stock,45,15,64,6,0.1,4,0.9607,binary_only
stock,45,15,64,6,0.1,5,0.9376,binary_only
stock,45,15,64,6,0.1,6,0.9796,binary_only
stock,46,15,64,6,0.1,0,0.9385,binary_only
stock,46,15,64,6,0.1,1,0.9057,binary_only
stock,46,15,64,6,0.1,2,1.0015,binary_only
stock,46,15,64,6,0.1,3,0.9183,binary_only
stock,46,15,64,6,0.1,4,0.9326,binary_only
stock,46,15,64,6,0.1,5,0.8837,binary_only
stock,46,15,64,6,0.1,6,0.927,binary_only
stock,47,15,64,6,0.1,0,1.3091,binary_only
stock,47,15,64,6,0.1,1,0.9951,binary_only
stock,47,15,64,6,0.1,2,0.9336,binary_only
stock,47,15,64,6,0.1,3,0.9583,binary_only
stock,47,15,64,6,0.1,4,0.9378,binary_only
stock,47,15,64,6,0.1,5,1.0133,binary_only
stock,47,15,64,6,0.1,6,1.2586,binary_only
stock,48,15,64,6,0.1,0,0.9846,binary_only
stock,48,15,64,6,0.1,1,1.002,binary_only
stock,48,15,64,6,0.1,2,0.9654,binary_only
stock,48,15,64,6,0.1,3,0.9871,binary_only
stock,48,15,64,6,0.1,4,0.9782,binary_only
stock,48,15,64,6,0.1,5,1.2107,binary_only
stock,48,15,64,6,0.1,6,1.0475,binary_only
stock,49,15,64,6,0.1,0,1.251,binary_only
stock,49,15,64,6,0.1,1,1.0119,binary_only
stock,49,15,64,6,0.1,2,0.9669,binary_only
stock,49,15,64,6,0.1,3,0.9637,binary_only
stock,49,15,64,6,0.1,4,0.9739,binary_only
stock,49,15,64,6,0.1,5,1.0152,binary_only
stock,49,15,64,6,0.1,6,1.3833,binary_only
stock,50,15,64,6,0.1,0,1.0256,binary_only
stock,50,15,64,6,0.1,1,1.2719,binary_only
stock,50,15,64,6,0.1,2,1.0284,binary_only
stock,50,15,64,6,0.1,3,1.2234,binary_only
stock,50,15,64,6,0.1,4,1.0086,binary_only
stock,50,15,64,6,0.1,5,1.0353,binary_only
stock,50,15,64,6,0.1,6,0.9914,binary_only
stock,51,15,64,6,0.1,0,0.9888,binary_only
stock,51,15,64,6,0.1,1,0.9557,binary_only
stock,51,15,64,6,0.1,2,1.2207,binary_only
stock,51,15,64,6,0.1,3,0.9917,binary_only
stock,51,15,64,6,0.1,4,0.9737,binary_only
stock,51,15,64,6,0.1,5,0.9327,binary_only
stock,51,15,64,6,0.1,6,1.0433,binary_only
stock,52,15,64,6,0.1,0,0.9054,binary_only
stock,52,15,64,6,0.1,1,0.9358,binary_only
stock,52,15,64,6,0.1,2,0.8876,binary_only
stock,52,15,64,6,0.1,3,0.8967,binary_only
stock,52,15,64,6,0.1,4,1.1904,binary_only
stock,52,15,64,6,0.1,5,0.9289,binary_only
stock,52,15,64,6,0.1,6,1.1622,binary_only
stock,53,15,64,6,0.1,0,0.9428,binary_only
stock,53,15,64,6,0.1,1,2.2119,binary_only
stock,53,15,64,6,0.1,2,1.3768,binary_only
stock,53,15,64,6,0.1,3,1.2026,binary_only
stock,53,15,64,6,0.1,4,1.1108,binary_only
stock,53,15,64,6,0.1,5,1.2942,binary_only
stock,53,15,64,6,0.1,6,1.5602,binary_only
stock,54,15,64,6,0.1,0,0.9812,binary_only
stock,54,15,64,6,0.1,1,1.0039,binary_only
stock,54,15,64,6,0.1,2,1.0289,binary_only
stock,54,15,64,6,0.1,3,1.1988,binary_only
stock,54,15,64,6,0.1,4,1.0389,binary_only
stock,54,15,64,6,0.1,5,0.9822,binary_only
stock,54,15,64,6,0.1,6,0.9991,binary_only
stock,55,15,64,6,0.1,0,1.3036,binary_only
stock,55,15,64,6,0.1,1,1.3105,binary_only
stock,55,15,64,6,0.1,2,1.7568,binary_only
stock,55,15,64,6,0.1,3,1.1164,binary_only
stock,55,15,64,6,0.1,4,1.0893,binary_only
stock,55,15,64,6,0.1,5,1.0099,binary_only
stock,55,15,64,6,0.1,6,1.1031,binary_only
stock,56,15,64,6,0.1,0,1.2292,binary_only
stock,56,15,64,6,0.1,1,1.0307,binary_only
stock,56,15,64,6,0.1,2,1.1479,binary_only
stock,56,15,64,6,0.1,3,0.9476,binary_only
stock,56,15,64,6,0.1,4,1.0227,binary_only
stock,56,15,64,6,0.1,5,0.9302,binary_only
stock,56,15,64,6,0.1,6,0.9675,binary_only
stock,57,15,64,6,0.1,0,1.0189,binary_only
stock,57,15,64,6,0.1,1,1.1934,binary_only
stock,57,15,64,6,0.1,2,1.4296,binary_only
stock,57,15,64,6,0.1,3,1.0697,binary_only
stock,57,15,64,6,0.1,4,1.0359,binary_only
stock,57,15,64,6,0.1,5,0.9946,binary_only
stock,57,15,64,6,0.1,6,1.023,binary_only
stock,58,15,64,6,0.1,0,1.1285,binary_only
stock,58,15,64,6,0.1,1,0.9924,binary_only
stock,58,15,64,6,0.1,2,0.9352,binary_only
stock,58,15,64,6,0.1,3,0.9699,binary_only
stock,58,15,64,6,0.1,4,0.9307,binary_only
stock,58,15,64,6,0.1,5,0.9635,binary_only
stock,58,15,64,6,0.1,6,1.0247,binary_only
stock,59,15,64,6,0.1,0,0.964,binary_only
stock,59,15,64,6,0.1,1,0.964,binary_only
stock,59,15,64,6,0.1,2,1.0163,binary_only
stock,59,15,64,6,0.1,3,0.9507,binary_only
stock,59,15,64,6,0.1,4,0.9586,binary_only
stock,59,15,64,6,0.1,5,0.9263,binary_only
stock,59,15,64,6,0.1,6,0.9531,binary_only
stock,60,15,64,6,0.1,0,1.1398,binary_only
stock,60,15,64,6,0.1,1,1.2935,binary_only
stock,60,15,64,6,0.1,2,0.9926,binary_only
stock,60,15,64,6,0.1,3,0.9716,binary_only
stock,60,15,64,6,0.1,4,1.0095,binary_only
stock,60,15,64,6,0.1,5,0.9785,binary_only
stock,60,15,64,6,0.1,6,1.1849,binary_only
stock,61,15,64,6,0.1,0,1.222,binary_only
stock,61,15,64,6,0.1,1,1.1107,binary_only
stock,61,15,64,6,0.1,2,0.9635,binary_only
stock,61,15,64,6,0.1,3,1.0311,binary_only
stock,61,15,64,6,0.1,4,0.9592,binary_only
stock,61,15,64,6,0.1,5,1.5441,binary_only
stock,61,15,64,6,0.1,6,1.5478,binary_only
stock,62,15,64,6,0.1,0,1.0201,binary_only
stock,62,15,64,6,0.1,1,0.9606,binary_only
stock,62,15,64,6,0.1,2,0.9743,binary_only
stock,62,15,64,6,0.1,3,0.9634,binary_only
stock,62,15,64,6,0.1,4,0.9697,binary_only
stock,62,15,64,6,0.1,5,1.0201,binary_only
stock,62,15,64,6,0.1,6,0.9823,binary_only
stock,63,15,64,6,0.1,0,1.4845,binary_only
stock,63,15,64,6,0.1,1,1.223,binary_only
stock,63,15,64,6,0.1,2,1.0066,binary_only
stock,63,15,64,6,0.1,3,0.9466,binary_only
stock,63,15,64,6,0.1,4,1.0822,binary_only
stock,63,15,64,6,0.1,5,0.9461,binary_only
stock,63,15,64,6,0.1,6,0.9596,binary_only
stock,64,15,64,6,0.1,0,1.1587,binary_only
stock,64,15,64,6,0.1,1,1.0034,binary_only
stock,64,15,64,6,0.1,2,1.0484,binary_only
stock,64,15,64,6,0.1,3,1.1242,binary_only
stock,64,15,64,6,0.1,4,1.003,binary_only
stock,64,15,64,6,0.1,5,1.0268,binary_only
stock,64,15,64,6,0.1,6,1.0993,binary_only
stock,65,15,64,6,0.1,0,0.9839,binary_only
stock,65,15,64,6,0.1,1,0.9746,binary_only
stock,65,15,64,6,0.1,2,1.1346,binary_only
stock,65,15,64,6,0.1,3,1.3007,binary_only
stock,65,15,64,6,0.1,4,1.132,binary_only
stock,65,15,64,6,0.1,5,0.9812,binary_only
stock,65,15,64,6,0.1,6,0.966,binary_only
stock,66,15,64,6,0.1,0,1.084,binary_only
stock,66,15,64,6,0.1,1,1.0919,binary_only
stock,66,15,64,6,0.1,2,1.0012,binary_only
stock,66,15,64,6,0.1,3,1.0111,binary_only
stock,66,15,64,6,0.1,4,0.9297,binary_only
stock,66,15,64,6,0.1,5,0.9853,binary_only
stock,66,15,64,6,0.1,6,0.9309,binary_only
stock,67,15,64,6,0.1,0,1.0482,binary_only
stock,67,15,64,6,0.1,1,1.0433,binary_only
stock,67,15,64,6,0.1,2,0.975,binary_only
stock,67,15,64,6,0.1,3,0.9308,binary_only
stock,67,15,64,6,0.1,4,0.9614,binary_only
stock,67,15,64,6,0.1,5,1.1575,binary_only
stock,67,15,64,6,0.1,6,1.1919,binary_only
stock,68,15,64,6,0.1,0,0.9909,binary_only
stock,68,15,64,6,0.1,1,1.0001,binary_only
stock,68,15,64,6,0.1,2,0.9934,binary_only
stock,68,15,64,6,0.1,3,1.0104,binary_only
stock,68,15,64,6,0.1,4,1.401,binary_only
stock,68,15,64,6,0.1,5,1.1049,binary_only
stock,68,15,64,6,0.1,6,1.1401,binary_only
stock,69,15,64,6,0.1,0,0.8926,binary_only
stock,69,15,64,6,0.1,1,0.9345,binary_only
stock,69,15,64,6,0.1,2,0.8756,binary_only
stock,69,15,64,6,0.1,3,1.2008,binary_only
stock,69,15,64,6,0.1,4,0.9461,binary_only
stock,69,15,64,6,0.1,5,0.9253,binary_only
stock,69,15,64,6,0.1,6,0.8728,binary_only
stock,70,15,64,6,0.1,0,1.5288,binary_only
stock,70,15,64,6,0.1,1,1.0694,binary_only
stock,70,15,64,6,0.1,2,1.0129,binary_only
stock,70,15,64,6,0.1,3,1.1304,binary_only
stock,70,15,64,6,0.1,4,1.033,binary_only
stock,70,15,64,6,0.1,5,1.0486,binary_only
stock,70,15,64,6,0.1,6,1.192,binary_only
stock,71,15,64,6,0.1,0,1.0455,binary_only
stock,71,15,64,6,0.1,1,1.0818,binary_only
stock,71,15,64,6,0.1,2,0.9399,binary_only
stock,71,15,64,6,0.1,3,0.9841,binary_only
stock,71,15,64,6,0.1,4,0.9411,binary_only
stock,71,15,64,6,0.1,5,0.9688,binary_only
stock,71,15,64,6,0.1,6,0.9274,binary_only
stock,72,15,64,6,0.1,0,1.382,binary_only
stock,72,15,64,6,0.1,1,1.1004,binary_only
stock,72,15,64,6,0.1,2,1.0044,binary_only
stock,72,15,64,6,0.1,3,1.0211,binary_only
stock,72,15,64,6,0.1,4,0.9909,binary_only
stock,72,15,64,6,0.1,5,0.9861,binary_only
stock,72,15,64,6,0.1,6,0.9944,binary_only
stock,73,15,64,6,0.1,0,1.3538,binary_only
stock,73,15,64,6,0.1,1,0.9758,binary_only
stock,73,15,64,6,0.1,2,0.8996,binary_only
stock,73,15,64,6,0.1,3,0.909,binary_only
stock,73,15,64,6,0.1,4,0.9846,binary_only
stock,73,15,64,6,0.1,5,0.8892,binary_only
stock,73,15,64,6,0.1,6,0.9108,binary_only
