dataset,trial,n_cal,n_test,n_dim,method,covered_count,joint_coverage,residual_volume,infinite_region
rf2,141,384,1536,8,TSCP_R,1388,0.9036458333333334,147.4492571612734,0
rf2,142,384,1536,8,Empirical_copula,1376,0.8958333333333334,62.63060735447708,0
rf2,142,384,1536,8,Unscaled,1406,0.9153645833333334,5693.775435397971,0
rf2,142,384,1536,8,Point_CHR,1341,0.873046875,14.580972019642761,0
rf2,142,384,1536,8,TSCP_R,1390,0.9049479166666666,213.64327411621156,0
rf2,143,384,1536,8,Empirical_copula,1408,0.9166666666666666,49.325121544488454,0
rf2,143,384,1536,8,Unscaled,1378,0.8971354166666666,2590.010207801454,0
rf2,143,384,1536,8,Point_CHR,1424,0.9270833333333334,90.06090356733743,0
rf2,143,384,1536,8,TSCP_R,1408,0.9166666666666666,111.93218208298599,0
rf2,144,384,1536,8,Empirical_copula,1398,0.91015625,90.92910035556572,0
rf2,144,384,1536,8,Unscaled,1357,0.8834635416666666,2417.1487435238623,0
rf2,144,384,1536,8,Point_CHR,1422,0.92578125,333.73319855846853,0
rf2,144,384,1536,8,TSCP_R,1367,0.8899739583333334,92.39052446729858,0
rf2,145,384,1536,8,Empirical_copula,1361,0.8860677083333334,34.093417810949845,0
rf2,145,384,1536,8,Unscaled,1342,0.8736979166666666,1711.0947493358226,0
rf2,145,384,1536,8,Point_CHR,1314,0.85546875,8.57891727459537,0
rf2,145,384,1536,8,TSCP_R,1376,0.8958333333333334,1173.053754190377,0
rf2,146,384,1536,8,Empirical_copula,1385,0.9016927083333334,39.320192905187255,0
rf2,146,384,1536,8,Unscaled,1366,0.8893229166666666,2983.663766141057,0
rf2,146,384,1536,8,Point_CHR,1374,0.89453125,22.63078046882389,0
rf2,146,384,1536,8,TSCP_R,1384,0.9010416666666666,46.24473020215541,0
rf2,147,384,1536,8,Empirical_copula,1349,0.8782552083333334,27.511231631566147,0
rf2,147,384,1536,8,Unscaled,1370,0.8919270833333334,3273.7925870886224,0
rf2,147,384,1536,8,Point_CHR,1397,0.9095052083333334,44.13548343594618,0
rf2,147,384,1536,8,TSCP_R,1348,0.8776041666666666,23.418281166286462,0
rf2,148,384,1536,8,Empirical_copula,1367,0.8899739583333334,41.54399930609328,0
rf2,148,384,1536,8,Unscaled,1399,0.9108072916666666,4330.2270267793865,0
rf2,148,384,1536,8,Point_CHR,1411,0.9186197916666666,80.34515693665693,0
rf2,148,384,1536,8,TSCP_R,1403,0.9134114583333334,341.08082021483676,0
rf2,149,384,1536,8,Empirical_copula,1382,0.8997395833333334,63.97682232171576,0
rf2,149,384,1536,8,Unscaled,1390,0.9049479166666666,4940.830803467601,0
rf2,149,384,1536,8,Point_CHR,1376,0.8958333333333334,50.38276008765192,0
rf2,149,384,1536,8,TSCP_R,1404,0.9140625,333.95927912491754,0
rf2,150,384,1536,8,Empirical_copula,1331,0.8665364583333334,21.305814494843105,0
rf2,150,384,1536,8,Unscaled,1318,0.8580729166666666,1272.0000963909047,0
rf2,150,384,1536,8,Point_CHR,1361,0.8860677083333334,27.614860843611886,0
rf2,150,384,1536,8,TSCP_R,1342,0.8736979166666666,486.7740961401153,0
rf2,151,384,1536,8,Empirical_copula,1385,0.9016927083333334,44.331400459865606,0
rf2,151,384,1536,8,Unscaled,1384,0.9010416666666666,3747.4320786713765,0
rf2,151,384,1536,8,Point_CHR,1401,0.912109375,70.15551291995975,0
rf2,151,384,1536,8,TSCP_R,1410,0.91796875,251.67327663726093,0
rf2,152,384,1536,8,Empirical_copula,1375,0.8951822916666666,66.27528473968043,0
rf2,152,384,1536,8,Unscaled,1409,0.9173177083333334,7693.958889523877,0
rf2,152,384,1536,8,Point_CHR,1427,0.9290364583333334,181.46312943990446,0
rf2,152,384,1536,8,TSCP_R,1389,0.904296875,235.59280556717445,0
rf2,153,384,1536,8,Empirical_copula,1357,0.8834635416666666,24.588189483785147,0
rf2,153,384,1536,8,Unscaled,1395,0.908203125,3788.466742281959,0
rf2,153,384,1536,8,Point_CHR,1342,0.8736979166666666,15.989128778420387,0
rf2,153,384,1536,8,TSCP_R,1396,0.9088541666666666,679.578000305154,0
rf2,154,384,1536,8,Empirical_copula,1393,0.9069010416666666,31.672894687087894,0
rf2,154,384,1536,8,Unscaled,1406,0.9153645833333334,5074.207799585869,0
rf2,154,384,1536,8,Point_CHR,1428,0.9296875,96.33459130490114,0
rf2,154,384,1536,8,TSCP_R,1401,0.912109375,590.4518111475209,0
rf2,155,384,1536,8,Empirical_copula,1356,0.8828125,21.780168344185796,0
rf2,155,384,1536,8,Unscaled,1416,0.921875,5058.3695372391585,0
rf2,155,384,1536,8,Point_CHR,1384,0.9010416666666666,31.525462379847756,0
rf2,155,384,1536,8,TSCP_R,1375,0.8951822916666666,36.66869388307705,0
rf2,156,384,1536,8,Empirical_copula,1380,0.8984375,23.762408203041375,0
rf2,156,384,1536,8,Unscaled,1375,0.8951822916666666,2447.078736240641,0
rf2,156,384,1536,8,Point_CHR,1390,0.9049479166666666,38.34403317398532,0
rf2,156,384,1536,8,TSCP_R,1360,0.8854166666666666,55.53664661804753,0
rf2,157,384,1536,8,Empirical_copula,1369,0.8912760416666666,66.4808806099338,0
rf2,157,384,1536,8,Unscaled,1372,0.8932291666666666,3762.0663536327907,0
rf2,157,384,1536,8,Point_CHR,1383,0.900390625,70.76030665648042,0
rf2,157,384,1536,8,TSCP_R,1375,0.8951822916666666,1388.2671394358636,0
rf2,158,384,1536,8,Empirical_copula,1364,0.8880208333333334,33.926438010303734,0
rf2,158,384,1536,8,Unscaled,1373,0.8938802083333334,3510.294075325343,0
rf2,158,384,1536,8,Point_CHR,1433,0.9329427083333334,110.97130086379524,0
rf2,158,384,1536,8,TSCP_R,1375,0.8951822916666666,228.27768563619188,0
rf2,159,384,1536,8,Empirical_copula,1374,0.89453125,32.978860003058685,0
rf2,159,384,1536,8,Unscaled,1367,0.8899739583333334,2323.424519274781,0
rf2,159,384,1536,8,Point_CHR,1400,0.9114583333333334,50.3471925821483,0
rf2,159,384,1536,8,TSCP_R,1385,0.9016927083333334,62.29561056888928,0
rf2,160,384,1536,8,Empirical_copula,1388,0.9036458333333334,30.6250126264171,0
rf2,160,384,1536,8,Unscaled,1397,0.9095052083333334,2970.552343434505,0
rf2,160,384,1536,8,Point_CHR,1389,0.904296875,23.535059642441347,0
rf2,160,384,1536,8,TSCP_R,1398,0.91015625,73.0225081948755,0
rf2,161,384,1536,8,Empirical_copula,1340,0.8723958333333334,18.48361719120372,0
rf2,161,384,1536,8,Unscaled,1399,0.9108072916666666,4024.935902539176,0
rf2,161,384,1536,8,Point_CHR,1388,0.9036458333333334,51.58325497070884,0
rf2,161,384,1536,8,TSCP_R,1395,0.908203125,112.82380136512091,0
rf2,162,384,1536,8,Empirical_copula,1337,0.8704427083333334,19.16660112044549,0
rf2,162,384,1536,8,Unscaled,1382,0.8997395833333334,3328.628245415152,0
rf2,162,384,1536,8,Point_CHR,1426,0.9283854166666666,78.11851400788434,0
rf2,162,384,1536,8,TSCP_R,1403,0.9134114583333334,2085.875273851004,0
rf2,163,384,1536,8,Empirical_copula,1331,0.8665364583333334,8.925421885641,0
rf2,163,384,1536,8,Unscaled,1363,0.8873697916666666,1861.5319867799947,0
rf2,163,384,1536,8,Point_CHR,1355,0.8821614583333334,14.258880638880639,0
rf2,163,384,1536,8,TSCP_R,1331,0.8665364583333334,10.017832788226487,0
rf2,164,384,1536,8,Empirical_copula,1385,0.9016927083333334,74.39811835921404,0
rf2,164,384,1536,8,Unscaled,1396,0.9088541666666666,3931.3941905343713,0
rf2,164,384,1536,8,Point_CHR,1394,0.9075520833333334,70.20710581371209,0
rf2,164,384,1536,8,TSCP_R,1382,0.8997395833333334,78.36797096912812,0
rf2,165,384,1536,8,Empirical_copula,1413,0.919921875,132.61659508842192,0
rf2,165,384,1536,8,Unscaled,1386,0.90234375,3675.3068136414263,0
rf2,165,384,1536,8,Point_CHR,1423,0.9264322916666666,114.80783823758446,0
rf2,165,384,1536,8,TSCP_R,1426,0.9283854166666666,3095.030263557904,0
rf2,166,384,1536,8,Empirical_copula,1380,0.8984375,36.9086061349545,0
rf2,166,384,1536,8,Unscaled,1386,0.90234375,2549.357726672507,0
rf2,166,384,1536,8,Point_CHR,1407,0.916015625,55.06904794565788,0
rf2,166,384,1536,8,TSCP_R,1392,0.90625,104.34674800996963,0
rf2,167,384,1536,8,Empirical_copula,1368,0.890625,62.89876881789265,0
rf2,167,384,1536,8,Unscaled,1377,0.896484375,4022.631660865782,0
rf2,167,384,1536,8,Point_CHR,1397,0.9095052083333334,50.47073347748224,0
rf2,167,384,1536,8,TSCP_R,1399,0.9108072916666666,1831.076472055418,0
rf2,168,384,1536,8,Empirical_copula,1378,0.8971354166666666,61.83944853949882,0
rf2,168,384,1536,8,Unscaled,1384,0.9010416666666666,4659.051244207786,0
rf2,168,384,1536,8,Point_CHR,1407,0.916015625,130.59095727316725,0
rf2,168,384,1536,8,TSCP_R,1409,0.9173177083333334,2673.6701443555357,0
rf2,169,384,1536,8,Empirical_copula,1367,0.8899739583333334,83.807458360232,0
rf2,169,384,1536,8,Unscaled,1396,0.9088541666666666,5788.759634593406,0
rf2,169,384,1536,8,Point_CHR,1331,0.8665364583333334,16.645979760180797,0
rf2,169,384,1536,8,TSCP_R,1403,0.9134114583333334,190.37892763215842,0
rf2,170,384,1536,8,Empirical_copula,1373,0.8938802083333334,27.412351272637686,0
rf2,170,384,1536,8,Unscaled,1373,0.8938802083333334,3013.699193795297,0
rf2,170,384,1536,8,Point_CHR,1422,0.92578125,112.81884238921783,0
rf2,170,384,1536,8,TSCP_R,1378,0.8971354166666666,44.27217944627917,0
rf2,171,384,1536,8,Empirical_copula,1382,0.8997395833333334,103.55409294391517,0
rf2,171,384,1536,8,Unscaled,1371,0.892578125,2319.892559864204,0
rf2,171,384,1536,8,Point_CHR,1417,0.9225260416666666,86.27025012241722,0
rf2,171,384,1536,8,TSCP_R,1430,0.9309895833333334,994.4304853622547,0
rf2,172,384,1536,8,Empirical_copula,1426,0.9283854166666666,299.9592078700035,0
rf2,172,384,1536,8,Unscaled,1433,0.9329427083333334,11472.462341841547,0
rf2,172,384,1536,8,Point_CHR,1425,0.927734375,126.76551291468803,0
rf2,172,384,1536,8,TSCP_R,1437,0.935546875,362.4655802355687,0
rf2,173,384,1536,8,Empirical_copula,1389,0.904296875,48.26703125725842,0
rf2,173,384,1536,8,Unscaled,1360,0.8854166666666666,2661.74107733568,0
rf2,173,384,1536,8,Point_CHR,1385,0.9016927083333334,38.922005299441416,0
rf2,173,384,1536,8,TSCP_R,1387,0.9029947916666666,72.59447717516754,0
rf2,174,384,1536,8,Empirical_copula,1423,0.9264322916666666,160.1589021173797,0
rf2,174,384,1536,8,Unscaled,1439,0.9368489583333334,10358.395906834858,0
rf2,174,384,1536,8,Point_CHR,1424,0.9270833333333334,118.31971751646675,0
rf2,174,384,1536,8,TSCP_R,1424,0.9270833333333334,3409.008831854464,0
rf2,175,384,1536,8,Empirical_copula,1335,0.869140625,15.086909202181422,0
rf2,175,384,1536,8,Unscaled,1368,0.890625,3006.2304719043686,0
rf2,175,384,1536,8,Point_CHR,1329,0.865234375,9.617545159639407,0
rf2,175,384,1536,8,TSCP_R,1349,0.8782552083333334,35.21662142175157,0
rf2,176,384,1536,8,Empirical_copula,1411,0.9186197916666666,171.55308716363612,0
rf2,176,384,1536,8,Unscaled,1411,0.9186197916666666,7279.703838725769,0
rf2,176,384,1536,8,Point_CHR,1443,0.939453125,383.8762429440342,0
rf2,176,384,1536,8,TSCP_R,1427,0.9290364583333334,796.3104161480256,0
rf2,177,384,1536,8,Empirical_copula,1363,0.8873697916666666,22.546955354115443,0
rf2,177,384,1536,8,Unscaled,1364,0.8880208333333334,2525.661062897931,0
rf2,177,384,1536,8,Point_CHR,1378,0.8971354166666666,41.91512765510634,0
rf2,177,384,1536,8,TSCP_R,1360,0.8854166666666666,6050.090638540946,0
rf2,178,384,1536,8,Empirical_copula,1404,0.9140625,25.677990856087398,0
rf2,178,384,1536,8,Unscaled,1401,0.912109375,3498.892552937163,0
rf2,178,384,1536,8,Point_CHR,1422,0.92578125,63.19861126154775,0
rf2,178,384,1536,8,TSCP_R,1393,0.9069010416666666,24.884698270043305,0
rf2,179,384,1536,8,Empirical_copula,1392,0.90625,58.43093841184105,0
rf2,179,384,1536,8,Unscaled,1402,0.9127604166666666,4537.445317731925,0
rf2,179,384,1536,8,Point_CHR,1399,0.9108072916666666,48.681698876318926,0
rf2,179,384,1536,8,TSCP_R,1403,0.9134114583333334,91.6728607786788,0
rf2,180,384,1536,8,Empirical_copula,1285,0.8365885416666666,7.657414802782107,0
rf2,180,384,1536,8,Unscaled,1328,0.8645833333333334,2047.040833189331,0
rf2,180,384,1536,8,Point_CHR,1343,0.8743489583333334,17.928623111000718,0
rf2,180,384,1536,8,TSCP_R,1304,0.8489583333333334,15.577913975031695,0
rf2,181,384,1536,8,Empirical_copula,1341,0.873046875,10.82585557079723,0
rf2,181,384,1536,8,Unscaled,1324,0.8619791666666666,939.8184607039395,0
rf2,181,384,1536,8,Point_CHR,1304,0.8489583333333334,5.370993245453829,0
rf2,181,384,1536,8,TSCP_R,1352,0.8802083333333334,11.526282745540357,0
rf2,182,384,1536,8,Empirical_copula,1348,0.8776041666666666,21.26771018835919,0
rf2,182,384,1536,8,Unscaled,1372,0.8932291666666666,3375.787484568494,0
rf2,182,384,1536,8,Point_CHR,1368,0.890625,20.13176822450471,0
rf2,182,384,1536,8,TSCP_R,1362,0.88671875,2899.4299367419867,0
rf2,183,384,1536,8,Empirical_copula,1330,0.8658854166666666,10.604423463700263,0
rf2,183,384,1536,8,Unscaled,1295,0.8430989583333334,499.8946241028105,0
rf2,183,384,1536,8,Point_CHR,1382,0.8997395833333334,28.42891554482701,0
rf2,183,384,1536,8,TSCP_R,1341,0.873046875,15.724630850960727,0
rf2,184,384,1536,8,Empirical_copula,1388,0.9036458333333334,65.29493662720266,0
rf2,184,384,1536,8,Unscaled,1366,0.8893229166666666,3135.4496725285626,0
rf2,184,384,1536,8,Point_CHR,1402,0.9127604166666666,93.13134233777903,0
rf2,184,384,1536,8,TSCP_R,1391,0.9055989583333334,216.1139463116314,0
rf2,185,384,1536,8,Empirical_copula,1326,0.86328125,12.099826032806169,0
rf2,185,384,1536,8,Unscaled,1339,0.8717447916666666,1644.0892759978017,0
rf2,185,384,1536,8,Point_CHR,1334,0.8684895833333334,19.11977608238773,0
rf2,185,384,1536,8,TSCP_R,1327,0.8639322916666666,15.021819466716897,0
rf2,186,384,1536,8,Empirical_copula,1335,0.869140625,23.099838284463022,0
rf2,186,384,1536,8,Unscaled,1349,0.8782552083333334,1924.266440967659,0
rf2,186,384,1536,8,Point_CHR,1364,0.8880208333333334,36.41014314909151,0
rf2,186,384,1536,8,TSCP_R,1342,0.8736979166666666,26.022919094100764,0
rf2,187,384,1536,8,Empirical_copula,1355,0.8821614583333334,49.68095021073838,0
rf2,187,384,1536,8,Unscaled,1415,0.9212239583333334,8798.055653520902,0
rf2,187,384,1536,8,Point_CHR,1306,0.8502604166666666,10.56382702150247,0
rf2,187,384,1536,8,TSCP_R,1399,0.9108072916666666,195.80006277102967,0
rf2,188,384,1536,8,Empirical_copula,1395,0.908203125,47.379353123797024,0
rf2,188,384,1536,8,Unscaled,1357,0.8834635416666666,2614.0856660547524,0
rf2,188,384,1536,8,Point_CHR,1373,0.8938802083333334,18.736166862636182,0
rf2,188,384,1536,8,TSCP_R,1409,0.9173177083333334,81.03118009696868,0
rf2,189,384,1536,8,Empirical_copula,1366,0.8893229166666666,14.348625372492187,0
rf2,189,384,1536,8,Unscaled,1405,0.9147135416666666,4978.642941302007,0
rf2,189,384,1536,8,Point_CHR,1366,0.8893229166666666,15.481978713018615,0
rf2,189,384,1536,8,TSCP_R,1389,0.904296875,48.89015750858414,0
rf2,190,384,1536,8,Empirical_copula,1333,0.8678385416666666,14.367728341742056,0
rf2,190,384,1536,8,Unscaled,1360,0.8854166666666666,2380.8440512691977,0
rf2,190,384,1536,8,Point_CHR,1377,0.896484375,28.843999746260963,0
rf2,190,384,1536,8,TSCP_R,1352,0.8802083333333334,67.26086117333956,0
rf2,191,384,1536,8,Empirical_copula,1368,0.890625,40.20415428632644,0
rf2,191,384,1536,8,Unscaled,1336,0.8697916666666666,1194.5904104077638,0
rf2,191,384,1536,8,Point_CHR,1416,0.921875,104.31193183412545,0
rf2,191,384,1536,8,TSCP_R,1401,0.912109375,149.51967893651516,0
rf2,192,384,1536,8,Empirical_copula,1344,0.875,13.079433792861728,0
rf2,192,384,1536,8,Unscaled,1393,0.9069010416666666,3356.6314929693776,0
rf2,192,384,1536,8,Point_CHR,1389,0.904296875,36.206469016823704,0
rf2,192,384,1536,8,TSCP_R,1354,0.8815104166666666,14.84163290983016,0
rf2,193,384,1536,8,Empirical_copula,1330,0.8658854166666666,17.09851731241626,0
rf2,193,384,1536,8,Unscaled,1367,0.8899739583333334,2724.1030355488083,0
rf2,193,384,1536,8,Point_CHR,1364,0.8880208333333334,25.436454009452593,0
rf2,193,384,1536,8,TSCP_R,1353,0.880859375,719.7493152904531,0
rf2,194,384,1536,8,Empirical_copula,1365,0.888671875,31.670672872811025,0
rf2,194,384,1536,8,Unscaled,1365,0.888671875,4329.242224569574,0
rf2,194,384,1536,8,Point_CHR,1377,0.896484375,31.532066569378742,0
rf2,194,384,1536,8,TSCP_R,1359,0.884765625,82.04234219115997,0
rf2,195,384,1536,8,Empirical_copula,1381,0.8990885416666666,40.31182936767546,0
rf2,195,384,1536,8,Unscaled,1384,0.9010416666666666,3686.2726961749177,0
rf2,195,384,1536,8,Point_CHR,1365,0.888671875,24.05174200684114,0
rf2,195,384,1536,8,TSCP_R,1379,0.8977864583333334,960.1798951880402,0
rf2,196,384,1536,8,Empirical_copula,1389,0.904296875,57.07889513091213,0
rf2,196,384,1536,8,Unscaled,1420,0.9244791666666666,7116.813913253594,0
rf2,196,384,1536,8,Point_CHR,1400,0.9114583333333334,80.15060933063987,0
rf2,196,384,1536,8,TSCP_R,1414,0.9205729166666666,138.0151560787865,0
rf2,197,384,1536,8,Empirical_copula,1371,0.892578125,25.193990735797055,0
rf2,197,384,1536,8,Unscaled,1386,0.90234375,5369.398124284637,0
rf2,197,384,1536,8,Point_CHR,1382,0.8997395833333334,35.58279092043028,0
rf2,197,384,1536,8,TSCP_R,1387,0.9029947916666666,42.67174221196676,0
rf2,198,384,1536,8,Empirical_copula,1367,0.8899739583333334,28.061023484970654,0
rf2,198,384,1536,8,Unscaled,1378,0.8971354166666666,2008.163582107632,0
rf2,198,384,1536,8,Point_CHR,1351,0.8795572916666666,18.114054105871947,0
rf2,198,384,1536,8,TSCP_R,1381,0.8990885416666666,31.73083375529447,0
rf2,199,384,1536,8,Empirical_copula,1406,0.9153645833333334,66.49423668142859,0
rf2,199,384,1536,8,Unscaled,1429,0.9303385416666666,5773.684070109522,0
rf2,199,384,1536,8,Point_CHR,1448,0.9427083333333334,525.0400821964365,0
rf2,199,384,1536,8,TSCP_R,1418,0.9231770833333334,135.1871451274846,0
scm1d,0,490,1961,16,Empirical_copula,1711,0.8725140234574197,2.6238753100689895e+38,0
scm1d,0,490,1961,16,Unscaled,1718,0.8760836308006119,6.5027420171250875e+38,0
scm1d,0,490,1961,16,Point_CHR,1766,0.9005609382967874,9.665518281112665e+38,0
scm1d,0,490,1961,16,TSCP_R,1725,0.8796532381438041,3.919735327577438e+38,0
scm1d,1,490,1961,16,Empirical_copula,1753,0.8939316675165732,4.73436994423925e+38,0
scm1d,1,490,1961,16,Unscaled,1730,0.8822029576746558,7.055309151197736e+38,0
scm1d,1,490,1961,16,Point_CHR,1779,0.9071902090770015,1.2558442832291645e+39,0
scm1d,1,490,1961,16,TSCP_R,1756,0.8954614992350841,5.664113313228738e+38,0
scm1d,2,490,1961,16,Empirical_copula,1750,0.8924018357980622,6.2973903857498976e+38,0
scm1d,2,490,1961,16,Unscaled,1692,0.8628250892401835,3.559912414905083e+38,0
scm1d,2,490,1961,16,Point_CHR,1785,0.9102498725140235,2.1268532132972537e+39,0
scm1d,2,490,1961,16,TSCP_R,1743,0.88883222845487,4.5797290623052156e+38,0
scm1d,3,490,1961,16,Empirical_copula,1714,0.8740438551759306,3.6891206812255114e+38,0
scm1d,3,490,1961,16,Unscaled,1746,0.8903620601733809,1.2640324021195156e+39,0
scm1d,3,490,1961,16,Point_CHR,1747,0.8908720040795512,6.769628405744128e+38,0
scm1d,3,490,1961,16,TSCP_R,1742,0.8883222845486997,6.3127451694047356e+38,0
scm1d,4,490,1961,16,Empirical_copula,1708,0.8709841917389087,2.3201574748189826e+38,0
scm1d,4,490,1961,16,Unscaled,1758,0.8964813870474247,1.9446835521672843e+39,0
scm1d,4,490,1961,16,Point_CHR,1743,0.88883222845487,5.500997668547875e+38,0
scm1d,4,490,1961,16,TSCP_R,1751,0.8929117797042325,7.173777793300095e+38,0
scm1d,5,490,1961,16,Empirical_copula,1717,0.8755736868944416,2.686421818405719e+38,0
scm1d,5,490,1961,16,Unscaled,1739,0.8867924528301887,1.4031554147338725e+39,0
scm1d,5,490,1961,16,Point_CHR,1806,0.9209586945436002,4.500640773469146e+39,0
scm1d,5,490,1961,16,TSCP_R,1762,0.898521162672106,8.272980251039164e+38,0
scm1d,6,490,1961,16,Empirical_copula,1772,0.9036206017338093,1.8270594054204184e+39,0
scm1d,6,490,1961,16,Unscaled,1807,0.9214686384497706,5.4399151044219366e+39,0
scm1d,6,490,1961,16,Point_CHR,1796,0.915859255481897,3.014626563906966e+39,0
scm1d,6,490,1961,16,TSCP_R,1806,0.9209586945436002,4.9299337499178954e+39,0
scm1d,7,490,1961,16,Empirical_copula,1749,0.8918918918918919,5.961215328657755e+38,0
scm1d,7,490,1961,16,Unscaled,1752,0.8934217236104028,1.460455413037987e+39,0
scm1d,7,490,1961,16,Point_CHR,1769,0.9020907700152984,1.0580709185717369e+39,0
scm1d,7,490,1961,16,TSCP_R,1763,0.8990311065782763,9.401512054742343e+38,0
scm1d,8,490,1961,16,Empirical_copula,1782,0.9087200407955125,9.024217796145179e+38,0
scm1d,8,490,1961,16,Unscaled,1794,0.9148393676695563,2.1280054177968618e+39,0
scm1d,8,490,1961,16,Point_CHR,1783,0.9092299847016828,8.17570995172973e+38,0
scm1d,8,490,1961,16,TSCP_R,1801,0.9184089750127487,1.2636999808717677e+39,0
scm1d,9,490,1961,16,Empirical_copula,1751,0.8929117797042325,1.4566025216872056e+39,0
scm1d,9,490,1961,16,Unscaled,1772,0.9036206017338093,3.151516670905784e+39,0
scm1d,9,490,1961,16,Point_CHR,1804,0.9199388067312596,6.837738336009886e+39,0
scm1d,9,490,1961,16,TSCP_R,1771,0.903110657827639,2.0417565326658338e+39,0
scm1d,10,490,1961,16,Empirical_copula,1747,0.8908720040795512,6.927336715591476e+38,0
scm1d,10,490,1961,16,Unscaled,1777,0.9061703212646609,2.889281999487671e+39,0
scm1d,10,490,1961,16,Point_CHR,1737,0.8857725650178481,4.295387437121512e+38,0
scm1d,10,490,1961,16,TSCP_R,1769,0.9020907700152984,1.036299391997743e+39,0
scm1d,11,490,1961,16,Empirical_copula,1710,0.8720040795512494,3.75718587299271e+38,0
scm1d,11,490,1961,16,Unscaled,1706,0.8699643039265681,4.3514245948757575e+38,0
scm1d,11,490,1961,16,Point_CHR,1723,0.8786333503314635,5.1545592630082996e+38,0
scm1d,11,490,1961,16,TSCP_R,1719,0.8765935747067822,4.5356478577075135e+38,0
scm1d,12,490,1961,16,Empirical_copula,1765,0.9000509943906171,1.9608427220457906e+39,0
scm1d,12,490,1961,16,Unscaled,1775,0.9051504334523203,2.189760415819447e+39,0
scm1d,12,490,1961,16,Point_CHR,1779,0.9071902090770015,1.9519202883132657e+39,0
scm1d,12,490,1961,16,TSCP_R,1759,0.8969913309535951,9.825481479426902e+38,0
scm1d,13,490,1961,16,Empirical_copula,1749,0.8918918918918919,3.2788533422916325e+38,0
scm1d,13,490,1961,16,Unscaled,1786,0.9107598164201938,1.984130164863168e+39,0
scm1d,13,490,1961,16,Point_CHR,1801,0.9184089750127487,1.7273139109250183e+39,0
scm1d,13,490,1961,16,TSCP_R,1773,0.9041305456399796,7.396167888930833e+38,0
scm1d,14,490,1961,16,Empirical_copula,1784,0.9097399286078531,1.5154871333701922e+39,0
scm1d,14,490,1961,16,Unscaled,1790,0.912799592044875,4.542885475131286e+39,0
scm1d,14,490,1961,16,Point_CHR,1788,0.9117797042325344,2.2255297968845602e+39,0
scm1d,14,490,1961,16,TSCP_R,1794,0.9148393676695563,1.7371991690665618e+39,0
scm1d,15,490,1961,16,Empirical_copula,1800,0.9178990311065782,1.9126227871691227e+39,0
scm1d,15,490,1961,16,Unscaled,1802,0.918918918918919,5.0274942083907076e+39,0
scm1d,15,490,1961,16,Point_CHR,1769,0.9020907700152984,8.582185521522584e+38,0
scm1d,15,490,1961,16,TSCP_R,1781,0.9082100968893422,1.3160635686433828e+39,0
scm1d,16,490,1961,16,Empirical_copula,1786,0.9107598164201938,8.30287933880658e+38,0
scm1d,16,490,1961,16,Unscaled,1783,0.9092299847016828,2.5463896388583293e+39,0
scm1d,16,490,1961,16,Point_CHR,1820,0.9280979092299847,3.322634907176508e+39,0
scm1d,16,490,1961,16,TSCP_R,1811,0.9235084140744518,2.6844193537326133e+39,0
scm1d,17,490,1961,16,Empirical_copula,1761,0.8980112187659357,9.987085089772825e+38,0
scm1d,17,490,1961,16,Unscaled,1740,0.887302396736359,8.572631662562535e+38,0
scm1d,17,490,1961,16,Point_CHR,1754,0.8944416114227435,5.95455635805873e+38,0
scm1d,17,490,1961,16,TSCP_R,1763,0.8990311065782763,8.093153182442313e+38,0
scm1d,18,490,1961,16,Empirical_copula,1779,0.9071902090770015,2.6968952275029704e+39,0
scm1d,18,490,1961,16,Unscaled,1784,0.9097399286078531,5.0164007811706103e+39,0
scm1d,18,490,1961,16,Point_CHR,1789,0.9122896481387047,2.5746859123527933e+39,0
scm1d,18,490,1961,16,TSCP_R,1793,0.914329423763386,3.0698949520601205e+39,0
scm1d,19,490,1961,16,Empirical_copula,1714,0.8740438551759306,5.933415112356231e+38,0
scm1d,19,490,1961,16,Unscaled,1730,0.8822029576746558,7.249222658450895e+38,0
scm1d,19,490,1961,16,Point_CHR,1731,0.8827129015808262,5.765012239889732e+38,0
scm1d,19,490,1961,16,TSCP_R,1721,0.8776134625191229,4.407689575539465e+38,0
scm1d,20,490,1961,16,Empirical_copula,1779,0.9071902090770015,1.6642982181493602e+39,0
scm1d,20,490,1961,16,Unscaled,1803,0.9194288628250893,5.029004872344174e+39,0
scm1d,20,490,1961,16,Point_CHR,1828,0.9321774604793472,7.791780658967858e+39,0
scm1d,20,490,1961,16,TSCP_R,1788,0.9117797042325344,1.750875653055888e+39,0
scm1d,21,490,1961,16,Empirical_copula,1748,0.8913819479857216,9.00556929259413e+38,0
scm1d,21,490,1961,16,Unscaled,1767,0.9010708822029577,2.0208276191501614e+39,0
scm1d,21,490,1961,16,Point_CHR,1760,0.8975012748597654,1.106848193876527e+39,0
scm1d,21,490,1961,16,TSCP_R,1762,0.898521162672106,1.3494569608493392e+39,0
scm1d,22,490,1961,16,Empirical_copula,1763,0.8990311065782763,1.0017076433666983e+39,0
scm1d,22,490,1961,16,Unscaled,1773,0.9041305456399796,2.0895926104385564e+39,0
scm1d,22,490,1961,16,Point_CHR,1784,0.9097399286078531,1.0679285594233523e+39,0
scm1d,22,490,1961,16,TSCP_R,1792,0.9138194798572157,1.878460568273545e+39,0
scm1d,23,490,1961,16,Empirical_copula,1682,0.8577256501784803,1.6540115029341346e+38,0
