dataset,trial,n_cal,n_test,n_dim,method,covered_count,joint_coverage,residual_volume,infinite_region
energy,94,38,154,2,Empirical_copula,141,0.9155844155844156,4.450249714999956,0
energy,94,38,154,2,Unscaled,140,0.9090909090909091,11.163283323006617,0
energy,94,38,154,2,Point_CHR,148,0.961038961038961,7.034544172807935,0
energy,94,38,154,2,TSCP_R,147,0.9545454545454546,6.1207992652998815,0
energy,95,38,154,2,Empirical_copula,135,0.8766233766233766,4.447301832500317,0
energy,95,38,154,2,Unscaled,144,0.935064935064935,20.300881922639153,0
energy,95,38,154,2,Point_CHR,138,0.8961038961038961,4.660645575838106,0
energy,95,38,154,2,TSCP_R,144,0.935064935064935,6.840939396175986,0
energy,96,38,154,2,Empirical_copula,134,0.8701298701298701,3.946425115000134,0
energy,96,38,154,2,Unscaled,137,0.8896103896103896,13.931929503068169,0
energy,96,38,154,2,Point_CHR,138,0.8961038961038961,4.6671038005278,0
energy,96,38,154,2,TSCP_R,140,0.9090909090909091,4.718269766677591,0
energy,97,38,154,2,Empirical_copula,149,0.9675324675324676,8.020829849999895,0
energy,97,38,154,2,Unscaled,152,0.987012987012987,24.81683672331927,0
energy,97,38,154,2,Point_CHR,149,0.9675324675324676,10.823163489438622,0
energy,97,38,154,2,TSCP_R,149,0.9675324675324676,9.03430236729344,0
energy,98,38,154,2,Empirical_copula,125,0.8116883116883117,2.986885437500099,0
energy,98,38,154,2,Unscaled,130,0.8441558441558441,9.96380790302242,0
energy,98,38,154,2,Point_CHR,147,0.9545454545454546,6.535443999714163,0
energy,98,38,154,2,TSCP_R,132,0.8571428571428571,3.7317785201260034,0
energy,99,38,154,2,Empirical_copula,150,0.974025974025974,13.07894704500017,0
energy,99,38,154,2,Unscaled,149,0.9675324675324676,22.45812100081416,0
energy,99,38,154,2,Point_CHR,146,0.948051948051948,6.661317122777624,0
energy,99,38,154,2,TSCP_R,152,0.987012987012987,14.194395536157021,0
energy,100,38,154,2,Empirical_copula,140,0.9090909090909091,3.947279599999696,0
energy,100,38,154,2,Unscaled,147,0.9545454545454546,13.437723062962577,0
energy,100,38,154,2,Point_CHR,141,0.9155844155844156,4.815765290057707,0
energy,100,38,154,2,TSCP_R,141,0.9155844155844156,4.726508474481393,0
energy,101,38,154,2,Empirical_copula,143,0.9285714285714286,5.399122349999951,0
energy,101,38,154,2,Unscaled,149,0.9675324675324676,23.04480025021933,0
energy,101,38,154,2,Point_CHR,149,0.9675324675324676,10.555734617581694,0
energy,101,38,154,2,TSCP_R,147,0.9545454545454546,7.27389616352302,0
energy,102,38,154,2,Empirical_copula,145,0.9415584415584416,8.471271187499966,0
energy,102,38,154,2,Unscaled,147,0.9545454545454546,16.456409222576184,0
energy,102,38,154,2,Point_CHR,148,0.961038961038961,10.348258807581006,0
energy,102,38,154,2,TSCP_R,148,0.961038961038961,11.071686556829427,0
energy,103,38,154,2,Empirical_copula,126,0.8181818181818182,4.846840215000369,0
energy,103,38,154,2,Unscaled,126,0.8181818181818182,8.437572562905588,0
energy,103,38,154,2,Point_CHR,138,0.8961038961038961,6.893871863228864,0
energy,103,38,154,2,TSCP_R,141,0.9155844155844156,7.5337983463020475,0
energy,104,38,154,2,Empirical_copula,149,0.9675324675324676,11.342584755000162,0
energy,104,38,154,2,Unscaled,146,0.948051948051948,24.120867690191712,0
energy,104,38,154,2,Point_CHR,153,0.9935064935064936,65.96798260084256,0
energy,104,38,154,2,TSCP_R,150,0.974025974025974,12.672494631231833,0
energy,105,38,154,2,Empirical_copula,140,0.9090909090909091,5.080907610000048,0
energy,105,38,154,2,Unscaled,146,0.948051948051948,15.9053404227952,0
energy,105,38,154,2,Point_CHR,141,0.9155844155844156,5.8224760767610695,0
energy,105,38,154,2,TSCP_R,146,0.948051948051948,6.075658989449056,0
energy,106,38,154,2,Empirical_copula,141,0.9155844155844156,5.674063364999675,0
energy,106,38,154,2,Unscaled,131,0.8506493506493507,7.93520730260981,0
energy,106,38,154,2,Point_CHR,131,0.8506493506493507,4.0712779975534605,0
energy,106,38,154,2,TSCP_R,145,0.9415584415584416,6.969332145232334,0
energy,107,38,154,2,Empirical_copula,129,0.8376623376623377,3.7729742050000152,0
energy,107,38,154,2,Unscaled,135,0.8766233766233766,11.741244902632674,0
energy,107,38,154,2,Point_CHR,128,0.8311688311688312,3.6296136033290165,0
energy,107,38,154,2,TSCP_R,136,0.8831168831168831,5.205690587700355,0
energy,108,38,154,2,Empirical_copula,126,0.8181818181818182,2.764534087499676,0
energy,108,38,154,2,Unscaled,137,0.8896103896103896,9.76343762278081,0
energy,108,38,154,2,Point_CHR,129,0.8376623376623377,2.9493619178888535,0
energy,108,38,154,2,TSCP_R,134,0.8701298701298701,3.600242783401658,0
energy,109,38,154,2,Empirical_copula,135,0.8766233766233766,4.369717400000254,0
energy,109,38,154,2,Unscaled,140,0.9090909090909091,17.355556000630962,0
energy,109,38,154,2,Point_CHR,144,0.935064935064935,6.646705645110507,0
energy,109,38,154,2,TSCP_R,141,0.9155844155844156,5.899835743788491,0
energy,110,38,154,2,Empirical_copula,139,0.9025974025974026,4.788714104999806,0
energy,110,38,154,2,Unscaled,141,0.9155844155844156,11.468043602927313,0
energy,110,38,154,2,Point_CHR,143,0.9285714285714286,7.513819043972086,0
energy,110,38,154,2,TSCP_R,144,0.935064935064935,5.921469860154418,0
energy,111,38,154,2,Empirical_copula,126,0.8181818181818182,2.785883917500103,0
energy,111,38,154,2,Unscaled,142,0.922077922077922,12.628428322638673,0
energy,111,38,154,2,Point_CHR,141,0.9155844155844156,4.882147354871658,0
energy,111,38,154,2,TSCP_R,133,0.8636363636363636,3.4379387519831486,0
energy,112,38,154,2,Empirical_copula,145,0.9415584415584416,5.315183737500221,0
energy,112,38,154,2,Unscaled,152,0.987012987012987,23.890100062929896,0
energy,112,38,154,2,Point_CHR,145,0.9415584415584416,5.909449270833596,0
energy,112,38,154,2,TSCP_R,148,0.961038961038961,6.834895154468211,0
energy,113,38,154,2,Empirical_copula,132,0.8571428571428571,3.5259088149999167,0
energy,113,38,154,2,Unscaled,149,0.9675324675324676,19.27297801039545,0
energy,113,38,154,2,Point_CHR,136,0.8831168831168831,4.122220894147874,0
energy,113,38,154,2,TSCP_R,143,0.9285714285714286,5.257610716302778,0
energy,114,38,154,2,Empirical_copula,127,0.8246753246753247,3.0243580649999164,0
energy,114,38,154,2,Unscaled,133,0.8636363636363636,9.340358440393626,0
energy,114,38,154,2,Point_CHR,131,0.8506493506493507,3.5423653121991543,0
energy,114,38,154,2,TSCP_R,140,0.9090909090909091,5.150206015944281,0
energy,115,38,154,2,Empirical_copula,129,0.8376623376623377,3.536743980000095,0
energy,115,38,154,2,Unscaled,127,0.8246753246753247,6.414822562934851,0
energy,115,38,154,2,Point_CHR,117,0.7597402597402597,2.1619772924605773,0
energy,115,38,154,2,TSCP_R,140,0.9090909090909091,4.515353760950665,0
energy,116,38,154,2,Empirical_copula,148,0.961038961038961,8.612351962500398,0
energy,116,38,154,2,Unscaled,146,0.948051948051948,16.031615602881395,0
energy,116,38,154,2,Point_CHR,151,0.9805194805194806,14.20443290848466,0
energy,116,38,154,2,TSCP_R,151,0.9805194805194806,12.975947589109035,0
energy,117,38,154,2,Empirical_copula,140,0.9090909090909091,4.745205584999928,0
energy,117,38,154,2,Unscaled,139,0.9025974025974026,11.716586702803632,0
energy,117,38,154,2,Point_CHR,146,0.948051948051948,6.1307689201069495,0
energy,117,38,154,2,TSCP_R,142,0.922077922077922,5.626672187960455,0
energy,118,38,154,2,Empirical_copula,138,0.8961038961038961,5.403369480000097,0
energy,118,38,154,2,Unscaled,139,0.9025974025974026,11.984405423015321,0
energy,118,38,154,2,Point_CHR,137,0.8896103896103896,7.188308398350073,0
energy,118,38,154,2,TSCP_R,138,0.8961038961038961,7.001654538353415,0
energy,119,38,154,2,Empirical_copula,130,0.8441558441558441,2.605371349999953,0
energy,119,38,154,2,Unscaled,134,0.8701298701298701,8.074122250210834,0
energy,119,38,154,2,Point_CHR,123,0.7987012987012987,1.8426591937088528,0
energy,119,38,154,2,TSCP_R,134,0.8701298701298701,3.197081850312688,0
energy,120,38,154,2,Empirical_copula,136,0.8831168831168831,4.190543640000493,0
energy,120,38,154,2,Unscaled,141,0.9155844155844156,13.322865002823129,0
energy,120,38,154,2,Point_CHR,151,0.9805194805194806,8.590899920188852,0
energy,120,38,154,2,TSCP_R,143,0.9285714285714286,5.077227286604174,0
energy,121,38,154,2,Empirical_copula,149,0.9675324675324676,9.27105577999995,0
energy,121,38,154,2,Unscaled,148,0.961038961038961,21.373515923094345,0
energy,121,38,154,2,Point_CHR,152,0.987012987012987,12.864921083583303,0
energy,121,38,154,2,TSCP_R,152,0.987012987012987,10.819172096458479,0
energy,122,38,154,2,Empirical_copula,139,0.9025974025974026,5.133388580000015,0
energy,122,38,154,2,Unscaled,132,0.8571428571428571,9.508588960598281,0
energy,122,38,154,2,Point_CHR,127,0.8246753246753247,2.830519682908818,0
energy,122,38,154,2,TSCP_R,143,0.9285714285714286,6.295289648137313,0
energy,123,38,154,2,Empirical_copula,151,0.9805194805194806,8.509717977499866,0
energy,123,38,154,2,Unscaled,151,0.9805194805194806,27.458648010798342,0
energy,123,38,154,2,Point_CHR,153,0.9935064935064936,13.392090164359514,0
energy,123,38,154,2,TSCP_R,149,0.9675324675324676,8.05247567578508,0
energy,124,38,154,2,Empirical_copula,146,0.948051948051948,6.787497487500623,0
energy,124,38,154,2,Unscaled,148,0.961038961038961,23.75051490296441,0
energy,124,38,154,2,Point_CHR,149,0.9675324675324676,9.777531053274888,0
energy,124,38,154,2,TSCP_R,146,0.948051948051948,7.874671709474793,0
energy,125,38,154,2,Empirical_copula,141,0.9155844155844156,3.6559811474995896,0
energy,125,38,154,2,Unscaled,146,0.948051948051948,14.644780922648865,0
energy,125,38,154,2,Point_CHR,146,0.948051948051948,4.847076461939287,0
energy,125,38,154,2,TSCP_R,148,0.961038961038961,6.574377771927056,0
energy,126,38,154,2,Empirical_copula,129,0.8376623376623377,2.860626750000151,0
energy,126,38,154,2,Unscaled,138,0.8961038961038961,9.715689000203058,0
energy,126,38,154,2,Point_CHR,141,0.9155844155844156,6.448531410318272,0
energy,126,38,154,2,TSCP_R,135,0.8766233766233766,4.433755776650168,0
energy,127,38,154,2,Empirical_copula,125,0.8116883116883117,3.215235374999871,0
energy,127,38,154,2,Unscaled,130,0.8441558441558441,10.03939225048196,0
energy,127,38,154,2,Point_CHR,129,0.8376623376623377,4.729780066709897,0
energy,127,38,154,2,TSCP_R,144,0.935064935064935,5.711032827717161,0
energy,128,38,154,2,Empirical_copula,148,0.961038961038961,45.49717758000053,0
energy,128,38,154,2,Unscaled,146,0.948051948051948,40.46422932297111,0
energy,128,38,154,2,Point_CHR,152,0.987012987012987,326.00074258584544,0
energy,128,38,154,2,TSCP_R,148,0.961038961038961,38.99596507675787,0
energy,129,38,154,2,Empirical_copula,135,0.8766233766233766,3.432565850000069,0
energy,129,38,154,2,Unscaled,150,0.974025974025974,22.34216556322031,0
energy,129,38,154,2,Point_CHR,148,0.961038961038961,7.012110494177299,0
energy,129,38,154,2,TSCP_R,140,0.9090909090909091,4.178298258756119,0
energy,130,38,154,2,Empirical_copula,133,0.8636363636363636,4.306624995000064,0
energy,130,38,154,2,Unscaled,139,0.9025974025974026,18.30171180253768,0
energy,130,38,154,2,Point_CHR,148,0.961038961038961,74.03780991279065,0
energy,130,38,154,2,TSCP_R,146,0.948051948051948,21.747948496966007,0
energy,131,38,154,2,Empirical_copula,150,0.974025974025974,7.698470500000259,0
energy,131,38,154,2,Unscaled,148,0.961038961038961,17.04327372279264,0
energy,131,38,154,2,Point_CHR,152,0.987012987012987,13.106688069619256,0
energy,131,38,154,2,TSCP_R,150,0.974025974025974,7.565625071113856,0
energy,132,38,154,2,Empirical_copula,129,0.8376623376623377,3.6568730949998023,0
energy,132,38,154,2,Unscaled,136,0.8831168831168831,11.12656092300556,0
energy,132,38,154,2,Point_CHR,128,0.8311688311688312,3.3722499480027435,0
energy,132,38,154,2,TSCP_R,134,0.8701298701298701,4.185774084534037,0
energy,133,38,154,2,Empirical_copula,145,0.9415584415584416,5.787536400000315,0
energy,133,38,154,2,Unscaled,144,0.935064935064935,12.6383805025306,0
energy,133,38,154,2,Point_CHR,147,0.9545454545454546,6.859884301627597,0
energy,133,38,154,2,TSCP_R,147,0.9545454545454546,7.336306773337631,0
energy,134,38,154,2,Empirical_copula,141,0.9155844155844156,6.08148930750018,0
energy,134,38,154,2,Unscaled,139,0.9025974025974026,14.73254689057181,0
energy,134,38,154,2,Point_CHR,138,0.8961038961038961,6.63359852233271,0
energy,134,38,154,2,TSCP_R,143,0.9285714285714286,6.766644971129575,0
energy,135,38,154,2,Empirical_copula,149,0.9675324675324676,7.3057840000004415,0
energy,135,38,154,2,Unscaled,148,0.961038961038961,21.191291560790045,0
energy,135,38,154,2,Point_CHR,152,0.987012987012987,7.593364454722013,0
energy,135,38,154,2,TSCP_R,152,0.987012987012987,8.92864162953747,0
energy,136,38,154,2,Empirical_copula,143,0.9285714285714286,4.951061310000348,0
energy,136,38,154,2,Unscaled,140,0.9090909090909091,13.161658410647389,0
energy,136,38,154,2,Point_CHR,148,0.961038961038961,7.504874056619324,0
energy,136,38,154,2,TSCP_R,147,0.9545454545454546,6.147122007763136,0
energy,137,38,154,2,Empirical_copula,143,0.9285714285714286,6.215010862500012,0
energy,137,38,154,2,Unscaled,144,0.935064935064935,15.609215723271154,0
energy,137,38,154,2,Point_CHR,143,0.9285714285714286,7.995213641856869,0
energy,137,38,154,2,TSCP_R,149,0.9675324675324676,8.816483990819377,0
energy,138,38,154,2,Empirical_copula,123,0.7987012987012987,1.791650034999917,0
energy,138,38,154,2,Unscaled,139,0.9025974025974026,7.893571202699739,0
energy,138,38,154,2,Point_CHR,124,0.8051948051948052,2.515851054068078,0
energy,138,38,154,2,TSCP_R,124,0.8051948051948052,2.1494129174471257,0
energy,139,38,154,2,Empirical_copula,140,0.9090909090909091,4.683912540000159,0
energy,139,38,154,2,Unscaled,143,0.9285714285714286,18.547234222887912,0
energy,139,38,154,2,Point_CHR,140,0.9090909090909091,4.937757038220808,0
energy,139,38,154,2,TSCP_R,144,0.935064935064935,6.327016669925702,0
energy,140,38,154,2,Empirical_copula,136,0.8831168831168831,4.284661260000251,0
energy,140,38,154,2,Unscaled,135,0.8766233766233766,7.370410523029398,0
energy,140,38,154,2,Point_CHR,136,0.8831168831168831,3.729038507621818,0
energy,140,38,154,2,TSCP_R,143,0.9285714285714286,5.572726492006772,0
energy,141,38,154,2,Empirical_copula,145,0.9415584415584416,7.5992120549998114,0
energy,141,38,154,2,Unscaled,148,0.961038961038961,31.370080810525938,0
energy,141,38,154,2,Point_CHR,141,0.9155844155844156,4.972388000682617,0
energy,141,38,154,2,TSCP_R,147,0.9545454545454546,9.04079725287933,0
energy,142,38,154,2,Empirical_copula,131,0.8506493506493507,4.216668480000321,0
energy,142,38,154,2,Unscaled,134,0.8701298701298701,10.520616602583242,0
energy,142,38,154,2,Point_CHR,139,0.9025974025974026,4.743840213581981,0
energy,142,38,154,2,TSCP_R,137,0.8896103896103896,5.069686221717006,0
energy,143,38,154,2,Empirical_copula,132,0.8571428571428571,3.209446899999733,0
energy,143,38,154,2,Unscaled,141,0.9155844155844156,11.51007402274094,0
energy,143,38,154,2,Point_CHR,139,0.9025974025974026,7.735197561087849,0
energy,143,38,154,2,TSCP_R,136,0.8831168831168831,3.875823125166614,0
energy,144,38,154,2,Empirical_copula,122,0.7922077922077922,2.5256415600001123,0
energy,144,38,154,2,Unscaled,135,0.8766233766233766,10.314695722781602,0
energy,144,38,154,2,Point_CHR,141,0.9155844155844156,7.627222305972583,0
energy,144,38,154,2,TSCP_R,138,0.8961038961038961,4.304762666215144,0
energy,145,38,154,2,Empirical_copula,126,0.8181818181818182,2.65201613999976,0
energy,145,38,154,2,Unscaled,141,0.9155844155844156,10.1741860904968,0
energy,145,38,154,2,Point_CHR,127,0.8246753246753247,2.531660791086202,0
energy,145,38,154,2,TSCP_R,129,0.8376623376623377,3.014534918177329,0
energy,146,38,154,2,Empirical_copula,153,0.9935064935064936,17.408970134999635,0
energy,146,38,154,2,Unscaled,149,0.9675324675324676,32.30501406343515,0
energy,146,38,154,2,Point_CHR,153,0.9935064935064936,50.299478193345195,0
energy,146,38,154,2,TSCP_R,153,0.9935064935064936,17.824891809388202,0
energy,147,38,154,2,Empirical_copula,141,0.9155844155844156,4.85152085249975,0
energy,147,38,154,2,Unscaled,141,0.9155844155844156,15.690709322871912,0
energy,147,38,154,2,Point_CHR,140,0.9090909090909091,4.3509726108390385,0
energy,147,38,154,2,TSCP_R,150,0.974025974025974,7.28291835816605,0
energy,148,38,154,2,Empirical_copula,127,0.8246753246753247,3.469781875000247,0
energy,148,38,154,2,Unscaled,146,0.948051948051948,15.781948022602142,0
energy,148,38,154,2,Point_CHR,128,0.8311688311688312,4.2974893057555095,0
energy,148,38,154,2,TSCP_R,137,0.8896103896103896,4.054931682908041,0
energy,149,38,154,2,Empirical_copula,143,0.9285714285714286,4.7768764999997755,0
energy,149,38,154,2,Unscaled,146,0.948051948051948,17.724100000814293,0
energy,149,38,154,2,Point_CHR,139,0.9025974025974026,3.933619578005199,0
energy,149,38,154,2,TSCP_R,149,0.9675324675324676,7.584630990566942,0
energy,150,38,154,2,Empirical_copula,141,0.9155844155844156,4.684641392500104,0
energy,150,38,154,2,Unscaled,144,0.935064935064935,9.67583236029072,0
energy,150,38,154,2,Point_CHR,149,0.9675324675324676,8.871415193864534,0
energy,150,38,154,2,TSCP_R,147,0.9545454545454546,6.963727151058402,0
energy,151,38,154,2,Empirical_copula,123,0.7987012987012987,2.673704225000034,0
energy,151,38,154,2,Unscaled,134,0.8701298701298701,11.25267025057676,0
energy,151,38,154,2,Point_CHR,99,0.6428571428571429,1.0892920465897276,0
energy,151,38,154,2,TSCP_R,136,0.8831168831168831,4.136094087127996,0
energy,152,38,154,2,Empirical_copula,141,0.9155844155844156,4.856868610000381,0
energy,152,38,154,2,Unscaled,143,0.9285714285714286,21.00022276088927,0
energy,152,38,154,2,Point_CHR,138,0.8961038961038961,3.9098119909159985,0
energy,152,38,154,2,TSCP_R,145,0.9415584415584416,6.55473031429509,0
energy,153,38,154,2,Empirical_copula,134,0.8701298701298701,3.400570950000194,0
energy,153,38,154,2,Unscaled,142,0.922077922077922,10.748234403062645,0
energy,153,38,154,2,Point_CHR,123,0.7987012987012987,2.2992483744667185,0
energy,153,38,154,2,TSCP_R,137,0.8896103896103896,3.9010976359962606,0
energy,154,38,154,2,Empirical_copula,139,0.9025974025974026,6.225145495000298,0
energy,154,38,154,2,Unscaled,140,0.9090909090909091,12.241251563030206,0
energy,154,38,154,2,Point_CHR,149,0.9675324675324676,7.372643060113837,0
energy,154,38,154,2,TSCP_R,141,0.9155844155844156,8.118432004095801,0
energy,155,38,154,2,Empirical_copula,136,0.8831168831168831,3.7637144999998347,0
energy,155,38,154,2,Unscaled,144,0.935064935064935,17.871333502609016,0
energy,155,38,154,2,Point_CHR,130,0.8441558441558441,3.0292406118534134,0
energy,155,38,154,2,TSCP_R,145,0.9415584415584416,5.170155645187021,0
energy,156,38,154,2,Empirical_copula,132,0.8571428571428571,4.2963847049999035,0
energy,156,38,154,2,Unscaled,149,0.9675324675324676,27.090984010135195,0
energy,156,38,154,2,Point_CHR,122,0.7922077922077922,3.2460575480006417,0
energy,156,38,154,2,TSCP_R,150,0.974025974025974,10.397812377047828,0
energy,157,38,154,2,Empirical_copula,144,0.935064935064935,6.834868529999742,0
energy,157,38,154,2,Unscaled,153,0.9935064935064936,35.97720361116363,0
energy,157,38,154,2,Point_CHR,146,0.948051948051948,7.881289177928964,0
energy,157,38,154,2,TSCP_R,146,0.948051948051948,7.573849467720747,0
energy,158,38,154,2,Empirical_copula,119,0.7727272727272727,1.7995939750001433,0
energy,158,38,154,2,Unscaled,126,0.8181818181818182,5.169484322519871,0
energy,158,38,154,2,Point_CHR,129,0.8376623376623377,2.9086263461538646,0
energy,158,38,154,2,TSCP_R,138,0.8961038961038961,4.398866633314894,0
energy,159,38,154,2,Empirical_copula,133,0.8636363636363636,3.297233324999909,0
energy,159,38,154,2,Unscaled,135,0.8766233766233766,12.730980802959467,0
energy,159,38,154,2,Point_CHR,141,0.9155844155844156,5.160810768867024,0
energy,159,38,154,2,TSCP_R,141,0.9155844155844156,5.329284212869519,0
energy,160,38,154,2,Empirical_copula,126,0.8181818181818182,3.2569728075001767,0
energy,160,38,154,2,Unscaled,141,0.9155844155844156,13.559701522846597,0
energy,160,38,154,2,Point_CHR,122,0.7922077922077922,2.5615556363166476,0
energy,160,38,154,2,TSCP_R,128,0.8311688311688312,3.9497371287526963,0
energy,161,38,154,2,Empirical_copula,145,0.9415584415584416,4.332988985000202,0
energy,161,38,154,2,Unscaled,149,0.9675324675324676,16.551471722886916,0
energy,161,38,154,2,Point_CHR,145,0.9415584415584416,4.221727774192783,0
energy,161,38,154,2,TSCP_R,148,0.961038961038961,5.458980247495461,0
energy,162,38,154,2,Empirical_copula,127,0.8246753246753247,4.158413172500168,0
energy,162,38,154,2,Unscaled,126,0.8181818181818182,8.46402649021568,0
energy,162,38,154,2,Point_CHR,127,0.8246753246753247,3.8779273118342426,0
energy,162,38,154,2,TSCP_R,131,0.8506493506493507,5.063129250925493,0
energy,163,38,154,2,Empirical_copula,135,0.8766233766233766,4.356345110000101,0
energy,163,38,154,2,Unscaled,140,0.9090909090909091,15.719639040150499,0
energy,163,38,154,2,Point_CHR,107,0.6948051948051948,1.8006888175373892,0
energy,163,38,154,2,TSCP_R,139,0.9025974025974026,5.649694042113016,0
energy,164,38,154,2,Empirical_copula,137,0.8896103896103896,4.409985560000025,0
energy,164,38,154,2,Unscaled,147,0.9545454545454546,17.70389776069192,0
energy,164,38,154,2,Point_CHR,150,0.974025974025974,6.995299558162752,0
energy,164,38,154,2,TSCP_R,150,0.974025974025974,7.614362014116236,0
energy,165,38,154,2,Empirical_copula,137,0.8896103896103896,3.5045320999999015,0
energy,165,38,154,2,Unscaled,133,0.8636363636363636,8.731729503072042,0
energy,165,38,154,2,Point_CHR,138,0.8961038961038961,3.596470790141473,0
energy,165,38,154,2,TSCP_R,140,0.9090909090909091,4.557972333969863,0
energy,166,38,154,2,Empirical_copula,137,0.8896103896103896,4.275354215000214,0
energy,166,38,154,2,Unscaled,151,0.9805194805194806,23.923348322966078,0
energy,166,38,154,2,Point_CHR,144,0.935064935064935,5.229358085577537,0
energy,166,38,154,2,TSCP_R,146,0.948051948051948,5.940572823042551,0
energy,167,38,154,2,Empirical_copula,135,0.8766233766233766,4.4871883875,0
energy,167,38,154,2,Unscaled,147,0.9545454545454546,24.489136822725545,0
energy,167,38,154,2,Point_CHR,131,0.8506493506493507,4.142058237159507,0
energy,167,38,154,2,TSCP_R,143,0.9285714285714286,5.443741856689328,0
energy,168,38,154,2,Empirical_copula,152,0.987012987012987,9.138057940000477,0
energy,168,38,154,2,Unscaled,145,0.9415584415584416,17.712734823032157,0
energy,168,38,154,2,Point_CHR,154,1.0,15.641903684243319,0
energy,168,38,154,2,TSCP_R,153,0.9935064935064936,9.932742807161706,0
energy,169,38,154,2,Empirical_copula,135,0.8766233766233766,3.1644837200000095,0
energy,169,38,154,2,Unscaled,142,0.922077922077922,14.400507040590911,0
energy,169,38,154,2,Point_CHR,143,0.9285714285714286,6.5090897522444395,0
energy,169,38,154,2,TSCP_R,140,0.9090909090909091,4.355899015963709,0
energy,170,38,154,2,Empirical_copula,151,0.9805194805194806,6.9768306000001115,0
energy,170,38,154,2,Unscaled,152,0.987012987012987,30.924721000616575,0
energy,170,38,154,2,Point_CHR,152,0.987012987012987,8.11586475567421,0
energy,170,38,154,2,TSCP_R,153,0.9935064935064936,8.579764652420877,0
energy,171,38,154,2,Empirical_copula,139,0.9025974025974026,4.729609200000049,0
energy,171,38,154,2,Unscaled,147,0.9545454545454546,17.757796000159498,0
energy,171,38,154,2,Point_CHR,147,0.9545454545454546,8.842266605462823,0
energy,171,38,154,2,TSCP_R,144,0.935064935064935,7.6563567445561285,0
energy,172,38,154,2,Empirical_copula,150,0.974025974025974,35.94734767250073,0
energy,172,38,154,2,Unscaled,150,0.974025974025974,39.050625903658855,0
energy,172,38,154,2,Point_CHR,135,0.8766233766233766,11.075635843030858,0
energy,172,38,154,2,TSCP_R,150,0.974025974025974,35.208929102550144,0
energy,173,38,154,2,Empirical_copula,136,0.8831168831168831,3.5637890924999436,0
energy,173,38,154,2,Unscaled,143,0.9285714285714286,10.950473722625555,0
energy,173,38,154,2,Point_CHR,144,0.935064935064935,7.486443659510807,0
energy,173,38,154,2,TSCP_R,139,0.9025974025974026,4.568459962297341,0
energy,174,38,154,2,Empirical_copula,116,0.7532467532467533,2.438133074999878,0
energy,174,38,154,2,Unscaled,124,0.8051948051948052,6.416595610377551,0
energy,174,38,154,2,Point_CHR,122,0.7922077922077922,3.026390291421061,0
energy,174,38,154,2,TSCP_R,120,0.7792207792207793,2.900825256742541,0
energy,175,38,154,2,Empirical_copula,126,0.8181818181818182,3.3805220624998573,0
energy,175,38,154,2,Unscaled,134,0.8701298701298701,10.980939062529,0
energy,175,38,154,2,Point_CHR,128,0.8311688311688312,3.721957862107372,0
energy,175,38,154,2,TSCP_R,133,0.8636363636363636,5.137324869382504,0
energy,176,38,154,2,Empirical_copula,135,0.8766233766233766,3.313102395000109,0
energy,176,38,154,2,Unscaled,142,0.922077922077922,13.942756000242968,0
energy,176,38,154,2,Point_CHR,143,0.9285714285714286,5.479307425604534,0
energy,176,38,154,2,TSCP_R,143,0.9285714285714286,4.867300051563555,0
energy,177,38,154,2,Empirical_copula,134,0.8701298701298701,3.333228607499798,0
energy,177,38,154,2,Unscaled,137,0.8896103896103896,10.074593402623183,0
energy,177,38,154,2,Point_CHR,137,0.8896103896103896,6.655888089988602,0
energy,177,38,154,2,TSCP_R,140,0.9090909090909091,6.624235225049627,0
energy,178,38,154,2,Empirical_copula,130,0.8441558441558441,3.2833605299997655,0
energy,178,38,154,2,Unscaled,142,0.922077922077922,17.21544572318631,0
energy,178,38,154,2,Point_CHR,121,0.7857142857142857,2.3358381048245715,0
energy,178,38,154,2,TSCP_R,137,0.8896103896103896,4.246924770979053,0
energy,179,38,154,2,Empirical_copula,151,0.9805194805194806,17.416669375000012,0
energy,179,38,154,2,Unscaled,137,0.8896103896103896,11.931843062630957,0
energy,179,38,154,2,Point_CHR,146,0.948051948051948,11.079703264803289,0
energy,179,38,154,2,TSCP_R,151,0.9805194805194806,19.174077717945433,0
energy,180,38,154,2,Empirical_copula,132,0.8571428571428571,3.932415132500046,0
energy,180,38,154,2,Unscaled,132,0.8571428571428571,8.096301160552354,0
energy,180,38,154,2,Point_CHR,142,0.922077922077922,5.5435355809828435,0
energy,180,38,154,2,TSCP_R,133,0.8636363636363636,4.453839123385122,0
energy,181,38,154,2,Empirical_copula,140,0.9090909090909091,4.963250490000363,0
energy,181,38,154,2,Unscaled,152,0.987012987012987,26.20006596084258,0
energy,181,38,154,2,Point_CHR,151,0.9805194805194806,8.592097664405513,0
energy,181,38,154,2,TSCP_R,151,0.9805194805194806,7.072888086000018,0
energy,182,38,154,2,Empirical_copula,150,0.974025974025974,11.845207760000203,0
energy,182,38,154,2,Unscaled,147,0.9545454545454546,16.652520562802234,0
energy,182,38,154,2,Point_CHR,148,0.961038961038961,8.458096995714955,0
energy,182,38,154,2,TSCP_R,154,1.0,19.092833704158846,0
energy,183,38,154,2,Empirical_copula,121,0.7857142857142857,1.9946007899998313,0
energy,183,38,154,2,Unscaled,135,0.8766233766233766,9.068529960498392,0
