alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length,redraw_train_test,n_train,n_test
0.1,3,30,6,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.536064355940786,29.06647315406605,68.66901066407328,True,2400,600
0.1,3,30,6,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.989859592355737,47.93991173689299,106.86968306614172,True,2400,600
0.1,3,30,6,CQHR,Gaussian,cqr,native,0.5,0.0,3,6.046966790768178,24.492704780088605,55.03237635094534,True,2400,600
0.1,3,30,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.536064355940786,17.86007171822213,46.256207792385084,True,2400,600
0.1,3,30,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.989859592355737,14.714672643405875,40.41920487916756,True,2400,600
0.1,3,30,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,6.046966790768178,7.035786480432883,20.118539751633936,True,2400,600
0.1,3,30,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.536064355940786,10.764249839371598,32.06456403468401,True,2400,600
0.1,3,30,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.989859592355737,10.764249839371598,32.51835927109893,True,2400,600
0.1,3,30,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,6.046966790768178,10.764249839371598,27.575466469511387,True,2400,600
0.1,3,30,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.536064355940786,10.627350609170458,31.790765574281703,True,2400,600
0.1,3,30,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.989859592355737,10.764249839294202,32.51835927094415,True,2400,600
0.1,3,30,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,6.046966790768178,6.244125271517312,18.535217333802798,True,2400,600
0.1,3,30,7,CQHR,Gaussian,cqr,native,0.5,0.0,1,9.957005620743956,21.19497434042988,52.34695430160413,True,2400,600
0.1,3,30,7,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.684632358331756,30.684676405910018,72.05398517015176,True,2400,600
0.1,3,30,7,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.763058141808562,17.853316417116947,41.469690976042436,True,2400,600
0.1,3,30,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,9.957005620743956,11.4145649952365,32.78613561121699,True,2400,600
0.1,3,30,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.684632358331756,16.83824331334006,44.3611189850119,True,2400,600
0.1,3,30,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.763058141808562,6.998710975457502,19.76048009272356,True,2400,600
0.1,3,30,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,9.957005620743956,15.251580411035501,40.46016644281499,True,2400,600
0.1,3,30,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.684632358331756,15.251580411035501,41.18779318040274,True,2400,600
0.1,3,30,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.763058141808562,15.251580411035501,36.26621896387955,True,2400,600
0.1,3,30,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,9.957005620743956,10.14779614882561,30.252597918395203,True,2400,600
0.1,3,30,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.684632358331756,15.643582320814353,41.97179699996045,True,2400,600
