alpha,n_dim,n_cal,method,noise_type,coordinate,score_type,score_transform,base_interval_alpha,shift_constant,redraw_train_test,n_train,n_test,n_trials,coordinate_length_avg,coordinate_length_1std,coordinate_length_median,coordinate_base_length_avg,coordinate_adjustment_avg
0.1,3,200,CQHR,Gaussian,1,cqr,native,0.5,0.0,True,2400,600,30,47.23721674455375,4.920589314260227,47.09421100993822,10.146158047536323,18.545529348508698
0.1,3,200,CQHR,Gaussian,2,cqr,native,0.5,0.0,True,2400,600,30,86.12291998571494,31.308546272690325,79.76238772469594,10.606151489938487,37.758384247888216
0.1,3,200,CQHR,Gaussian,3,cqr,native,0.5,0.0,True,2400,600,30,46.26948994036609,13.472637447959857,43.596354796154415,5.89330955032141,20.188090195022333
0.1,3,200,Empirical_copula,Gaussian,1,cqr,raw,0.5,0.0,True,2400,600,30,34.5694645752736,2.570965428064431,34.416095583408975,10.146158047536323,12.211653263868643
0.1,3,200,Empirical_copula,Gaussian,2,cqr,raw,0.5,0.0,True,2400,600,30,35.79441088573857,2.449287230472032,35.480851888979714,10.606151489938487,12.59412969790004
0.1,3,200,Empirical_copula,Gaussian,3,cqr,raw,0.5,0.0,True,2400,600,30,19.39751450640746,1.5517139394955353,19.486109652282984,5.89330955032141,6.752102478043027
0.1,3,200,TSCP_R,Gaussian,1,cqr,capped,0.5,0.0,True,2400,600,30,35.161547936053246,2.5301757251425827,35.30258310774387,10.146158047536323,12.507694944258468
0.1,3,200,TSCP_R,Gaussian,2,cqr,capped,0.5,0.0,True,2400,600,30,36.315799822222274,1.9889796363771135,35.923630542386405,10.606151489938487,12.854824166141888
0.1,3,200,TSCP_R,Gaussian,3,cqr,capped,0.5,0.0,True,2400,600,30,19.84172216913565,1.2994806826281493,19.876103415444042,5.89330955032141,6.974206309407119
0.1,3,200,Unscaled,Gaussian,1,cqr,raw,0.5,0.0,True,2400,600,30,33.14825759455034,1.6447548251599555,33.303794511373056,10.146158047536323,11.501049773507008
0.1,3,200,Unscaled,Gaussian,2,cqr,raw,0.5,0.0,True,2400,600,30,33.608251036952495,1.5859155536527911,33.67393639001534,10.606151489938487,11.501049773507008
0.1,3,200,Unscaled,Gaussian,3,cqr,raw,0.5,0.0,True,2400,600,30,28.895409097335424,1.557781856405623,28.868804454977756,5.89330955032141,11.501049773507008
