alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime,redraw_train_test,n_train,n_test
0.1,3,100,20,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.965,44349.96987071548,43.13508288521252,,0.0009996891021728516,True,2400,600
0.1,3,100,20,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.965,44349.96987071548,43.13508288521252,,0.0,True,2400,600
0.1,3,100,20,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.915,36666.829328356755,34.64459804918997,,0.0,True,2400,600
0.1,3,100,20,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.9316666666666666,36308.26358943884,39.03392854885771,,0.0009999275207519531,True,2400,600
0.1,3,100,21,CQHR,Gaussian,cqr,native,0.5,0.0,0.9116666666666666,469899.3639473313,74.48698098324837,19.239003142825542,0.0,True,2400,600
0.1,3,100,21,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.93,35998.34293390791,40.90973066199122,,0.0009989738464355469,True,2400,600
0.1,3,100,21,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.93,35998.34293390791,40.90973066199122,,0.0,True,2400,600
0.1,3,100,21,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.9283333333333333,38480.551067117456,35.2257750186165,,0.0,True,2400,600
0.1,3,100,21,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.9133333333333333,30181.48663192498,39.06266115067117,,0.001007080078125,True,2400,600
0.1,3,100,22,CQHR,Gaussian,cqr,native,0.5,0.0,0.8816666666666667,736219474.6180458,355.3777215041446,16.862730590852898,0.0,True,2400,600
0.1,3,100,22,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.9166666666666666,33452.2190713343,40.240806174297525,,0.001009225845336914,True,2400,600
0.1,3,100,22,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.9166666666666666,33452.2190713343,40.240806174297525,,0.0,True,2400,600
0.1,3,100,22,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.9383333333333334,48792.85718856564,38.31087952710062,,0.0,True,2400,600
0.1,3,100,22,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.9183333333333333,33040.42552492798,38.637378407463814,,0.0009999275207519531,True,2400,600
0.1,3,100,23,CQHR,Gaussian,cqr,native,0.5,0.0,0.8933333333333333,345866.44292854,88.86385047445003,16.724489210365913,0.0,True,2400,600
0.1,3,100,23,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.9133333333333333,22610.378443305814,38.08743342957623,,0.0010006427764892578,True,2400,600
0.1,3,100,23,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.9133333333333333,22610.378443305814,38.08743342957623,,0.0,True,2400,600
0.1,3,100,23,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8933333333333333,26896.393312153185,31.489174039364716,,0.0,True,2400,600
0.1,3,100,23,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8633333333333333,19321.124833786518,37.42613317263766,,0.0009992122650146484,True,2400,600
0.1,3,100,24,CQHR,Gaussian,cqr,native,0.5,0.0,0.91,114582.99018735418,58.927663042855094,16.305924747065326,0.0,True,2400,600
0.1,3,100,24,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.9516666666666667,39697.83092630358,44.8076541172614,,0.0009989738464355469,True,2400,600
0.1,3,100,24,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.9516666666666667,39697.83092630358,44.8076541172614,,0.0,True,2400,600
0.1,3,100,24,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.9116666666666666,38513.6627982799,35.39674915517903,,0.0,True,2400,600
0.1,3,100,24,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.9183333333333333,28739.64788149969,39.97430070547986,,0.0010080337524414062,True,2400,600
0.1,3,100,25,CQHR,Gaussian,cqr,native,0.5,0.0,0.9183333333333333,349134.59734581184,83.05577606102592,21.01122178975527,0.0,True,2400,600
0.1,3,100,25,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.8316666666666667,19471.09389026294,35.01406539558541,,0.0009996891021728516,True,2400,600
0.1,3,100,25,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.8316666666666667,19471.09389026294,35.01406539558541,,0.0,True,2400,600
0.1,3,100,25,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8383333333333334,23563.471069343956,30.228252198795367,,0.0,True,2400,600
0.1,3,100,25,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.825,19541.487971484974,35.45525848180294,,0.0009937286376953125,True,2400,600
0.1,3,100,26,CQHR,Gaussian,cqr,native,0.5,0.0,0.8466666666666667,1836830793.8326018,498.2116491738055,17.410352909445532,0.0,True,2400,600
0.1,3,100,26,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.885,28675.897556900636,36.2241514682099,,0.0009779930114746094,True,2400,600
0.1,3,100,26,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.885,28675.897556900636,36.2241514682099,,0.0010018348693847656,True,2400,600
0.1,3,100,26,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8383333333333334,24726.328186812905,30.62731749847258,,0.0,True,2400,600
0.1,3,100,26,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8233333333333334,20223.33921288674,30.62731749841178,,0.0,True,2400,600
0.1,3,100,27,CQHR,Gaussian,cqr,native,0.5,0.0,0.89,432294.4105627959,70.58393951654242,16.97792855880132,0.0,True,2400,600
0.1,3,100,27,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.9133333333333333,26937.734947464523,37.687155427936034,,0.0009996891021728516,True,2400,600
0.1,3,100,27,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.9133333333333333,26937.734947464523,37.687155427936034,,0.0,True,2400,600
0.1,3,100,27,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8933333333333333,30520.073308681156,32.905261980383465,,0.0,True,2400,600
0.1,3,100,27,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8916666666666667,23545.121970400593,37.149374618396166,,0.0010001659393310547,True,2400,600
0.1,3,100,28,CQHR,Gaussian,cqr,native,0.5,0.0,0.9,1330525.64785247,76.01459903100097,20.99706395922837,0.0,True,2400,600
0.1,3,100,28,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.91,30473.25731398082,39.694606625778114,,0.0010006427764892578,True,2400,600
0.1,3,100,28,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.91,30473.25731398082,39.694606625778114,,0.0,True,2400,600
0.1,3,100,28,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.9266666666666666,43990.841838316206,36.81982404125373,,0.0,True,2400,600
0.1,3,100,28,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.905,29464.026350351734,37.24119111637496,,0.0009944438934326172,True,2400,600
0.1,3,100,29,CQHR,Gaussian,cqr,native,0.5,0.0,0.8983333333333333,282088.4950319594,61.4014932428817,17.591356084126982,0.0,True,2400,600
0.1,3,100,29,TSCP_R,Gaussian,cqr,shifted,0.5,100.0,0.935,36557.90607244553,40.34856068361761,,0.00099945068359375,True,2400,600
0.1,3,100,29,TSCP_GWC,Gaussian,cqr,shifted,0.5,100.0,0.935,36557.90607244553,40.34856068361761,,0.0009982585906982422,True,2400,600
0.1,3,100,29,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.92,39856.946194691336,35.664802085901094,,0.0,True,2400,600
0.1,3,100,29,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.9216666666666666,32288.25099858687,36.91002371995299,,0.0010094642639160156,True,2400,600
0.1,3,100,0,CQHR,Gaussian,cqr,native,0.5,0.0,0.87,597602.7911681741,75.751249923805,15.94218758114844,0.0,True,2400,600
0.1,3,100,0,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.89,24613.989079803316,35.71022678775043,,0.001007080078125,True,2400,600
0.1,3,100,0,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.89,24613.989079803316,35.71022678775043,,0.0010025501251220703,True,2400,600
0.1,3,100,0,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8833333333333333,27459.69818931396,31.59398587971504,,0.0,True,2400,600
0.1,3,100,0,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8766666666666667,22965.19005884485,35.40896106284853,,0.0009980201721191406,True,2400,600
0.1,3,100,1,CQHR,Gaussian,cqr,native,0.5,0.0,0.8583333333333333,283408.2360974999,59.89474257740419,14.70576971898125,0.0009999275207519531,True,2400,600
0.1,3,100,1,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.88,20717.288813744693,33.725003557379694,,0.0009984970092773438,True,2400,600
0.1,3,100,1,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.88,20717.288813744693,33.725003557379694,,0.0,True,2400,600
0.1,3,100,1,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.9083333333333333,30943.612485968024,33.012790290385375,,0.0,True,2400,600
0.1,3,100,1,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8616666666666667,18276.165553266914,33.22742008445558,,0.0010001659393310547,True,2400,600
0.1,3,100,2,CQHR,Gaussian,cqr,native,0.5,0.0,0.8816666666666667,1056875.268341353,79.99487343682046,17.308726342791257,0.0,True,2400,600
0.1,3,100,2,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9233333333333333,30774.430365045773,39.181872533602366,,0.0010001659393310547,True,2400,600
0.1,3,100,2,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9233333333333333,30774.430365045773,39.181872533602366,,0.0009989738464355469,True,2400,600
0.1,3,100,2,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.91,37319.005788288836,35.060536458439465,,0.0,True,2400,600
0.1,3,100,2,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.915,31378.111178809067,36.81110320586401,,0.0009999275207519531,True,2400,600
0.1,3,100,3,CQHR,Gaussian,cqr,native,0.5,0.0,0.9316666666666666,270307.1524863737,71.89328803065725,19.14199140598907,0.0009965896606445312,True,2400,600
0.1,3,100,3,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.87,21198.562702391984,36.086715690865745,,0.0010106563568115234,True,2400,600
0.1,3,100,3,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.87,21198.562702391984,36.086715690865745,,0.0,True,2400,600
0.1,3,100,3,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.875,25633.272921498326,31.002740445192273,,0.0,True,2400,600
0.1,3,100,3,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8583333333333333,23473.345748374602,43.079203589636876,,0.000989675521850586,True,2400,600
0.1,3,100,4,CQHR,Gaussian,cqr,native,0.5,0.0,0.92,77380704.84718335,308.78094703646275,19.572348392205463,0.0,True,2400,600
0.1,3,100,4,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8916666666666667,26036.815235819024,33.87129155299676,,0.0010027885437011719,True,2400,600
0.1,3,100,4,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8916666666666667,26036.815235819024,33.87129155299676,,0.0,True,2400,600
0.1,3,100,4,Unscaled,Gaussian,cqr,raw,0.5,0.0,0.8416666666666667,23302.711947638003,30.063456941232314,,0.0,True,2400,600
0.1,3,100,4,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,0.8916666666666667,25332.00394182081,34.48314504372458,,0.00099945068359375,True,2400,600
