alpha,n_dim,n_cal,method,noise_type,score_type,redraw_train_test,n_train,n_test,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,runtime_avg,n_shapes_avg
0.1,2,30,ShapeTemplate,Gaussian,absolute_residual,True,2400,600,100,0.9324666666666667,0.06713450324814255,19.247787812695982,17.652742464055933,0.14101818900438956,1.76
0.1,2,50,ShapeTemplate,Gaussian,absolute_residual,True,2400,600,100,0.9194166666666667,0.06129786661196664,12.724243339544541,5.694730486796907,0.10789187500136904,1.66
0.1,2,100,ShapeTemplate,Gaussian,absolute_residual,True,2400,600,100,0.9044,0.044898888775152856,10.069693449406142,2.144943816811933,0.09867024800390936,1.73
0.1,2,200,ShapeTemplate,Gaussian,absolute_residual,True,2400,600,100,0.9055166666666666,0.030953510450401952,9.94253841672255,1.7070334802810545,0.09125577900209464,1.84
