alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8833333333333333,2669.8254726800437,14.123597492333031,,0.0
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.88,2314.309762907716,14.207614398748717,,0.0010063648223876953
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.5,300.0,0.8466666666666667,50276.77954545372,30.074055369742855,8.520504796993427,0.0
0.1,3,100,7,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8416666666666667,1962.878020030196,17.22729741869492,,0.0010001659393310547
0.1,3,100,7,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8416666666666667,1962.878020030196,17.22729741869492,,0.0
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9183333333333333,3396.596818120194,15.460815171925441,,0.0
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8366666666666667,2182.1388860739735,20.585278701277865,,0.0009996891021728516
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.5,300.0,0.8666666666666667,321776.1242843237,37.3185856839611,8.775750274886063,0.0009992122650146484
0.1,3,100,8,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.945,4680.730505983123,19.214648487515213,,0.0009999275207519531
0.1,3,100,8,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.945,4680.730505983123,19.214648487515213,,0.0
0.1,3,100,8,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.93,4343.356541635121,16.537526688700243,,0.0
0.1,3,100,8,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.885,2817.0912947848083,18.258029152306563,,0.0009999275207519531
0.1,3,100,9,CQHR,Gaussian,cqr,native,0.5,300.0,0.9533333333333334,250499.14917637766,49.5862303251885,16.014486531115658,0.0
0.1,3,100,9,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.925,3770.7668277073494,19.131008926153747,,0.0010001659393310547
0.1,3,100,9,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.925,3770.7668277073494,19.131008926153747,,0.0
0.1,3,100,9,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.925,4686.703399765314,16.962320156697082,,0.0
0.1,3,100,9,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8916666666666667,2980.152721337158,18.722056933559823,,0.0010013580322265625
0.1,3,100,10,CQHR,Gaussian,cqr,native,0.5,300.0,0.92,195355.60929118967,40.63118200505792,13.284188364811339,0.0
0.1,3,100,10,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8583333333333333,2670.803183518088,14.909443490750323,,0.000993490219116211
0.1,3,100,10,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8583333333333333,2670.803183518088,14.909443490750323,,0.0
0.1,3,100,10,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8666666666666667,2738.9026149144725,14.347727705448728,,0.0
0.1,3,100,10,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8516666666666667,2252.316868474216,14.068974187429058,,0.0010063648223876953
0.1,3,100,11,CQHR,Gaussian,cqr,native,0.5,300.0,0.8883333333333333,45321.11065799975,32.44559549444057,10.069722479240522,0.0
0.1,3,100,11,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.85,1847.1071943182976,14.547391741756025,,0.0009963512420654297
0.1,3,100,11,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.85,1847.1071943182976,14.547391741756025,,0.0
0.1,3,100,11,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8466666666666667,1894.6047161980143,12.631648394232842,,0.0
0.1,3,100,11,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8416666666666667,1661.063368081284,13.683082460659937,,0.0009946823120117188
0.1,3,100,12,CQHR,Gaussian,cqr,native,0.5,300.0,0.9583333333333334,94880889.46128516,142.62512475456944,22.30200417726445,0.0
0.1,3,100,12,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9266666666666666,2890.8844318436804,15.65227210197159,,0.001001119613647461
0.1,3,100,12,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9266666666666666,2890.8844318436804,15.65227210197159,,0.0
0.1,3,100,12,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8916666666666667,2732.3830206982666,14.477761937927038,,0.0
0.1,3,100,12,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.9066666666666666,2639.6535305409793,15.431624361261605,,0.0009927749633789062
0.1,3,100,13,CQHR,Gaussian,cqr,native,0.5,300.0,0.915,564491.8646817057,41.59162325628421,12.496408183308366,0.0
0.1,3,100,13,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8716666666666667,2597.117778140588,14.822586688563636,,0.0010128021240234375
0.1,3,100,13,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8716666666666667,2597.117778140588,14.822586688563636,,0.0
0.1,3,100,13,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.875,2820.058523405798,14.536983451459216,,0.0
0.1,3,100,13,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.855,2316.9717855357767,14.523276143783402,,0.0009970664978027344
0.1,3,100,14,CQHR,Gaussian,cqr,native,0.5,300.0,0.94,712715.7866156225,61.80179263046543,18.004081443861075,0.0
0.1,3,100,14,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9066666666666666,2878.0237767333233,18.07179528547955,,0.0009980201721191406
0.1,3,100,14,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9066666666666666,2878.0237767333233,18.07179528547955,,0.0
0.1,3,100,14,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9,3271.3379862870293,15.077808458375767,,0.0
0.1,3,100,14,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8983333333333333,2662.3253018347095,16.494662065046565,,0.0010099411010742188
0.1,3,100,15,CQHR,Gaussian,cqr,native,0.5,300.0,0.9233333333333333,437213.163955155,49.29901457460539,14.877258732932132,0.0
0.1,3,100,15,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8983333333333333,2669.68837377916,16.110893655504782,,0.0009999275207519531
