alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length
0.1,3,100,2,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.3064248506538716,3.867116629067926,11.040658108789732
0.1,3,100,3,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.488759120152995,7.624241505236261,19.737242130625617
0.1,3,100,3,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.509062828615594,11.020048378357906,26.54915958533141
0.1,3,100,3,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.4310473944719235,7.812392715972272,19.055832826416474
0.1,3,100,3,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.488759120152995,6.289481182565394,17.067721485283798
0.1,3,100,3,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.509062828615594,5.17310289113019,14.85526861087598
0.1,3,100,3,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.4310473944719235,3.030362342054117,9.491772078580144
0.1,3,100,3,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.488759120152995,5.483044874197739,15.45484886854847
0.1,3,100,3,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.509062828615594,5.483044874197739,15.475152577011055
0.1,3,100,3,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.4310473944719235,5.483044874197739,14.397137142867395
0.1,3,100,3,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.488759120152995,5.891775074067932,16.27230926828885
0.1,3,100,3,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.509062828615594,5.247881856262868,15.004826541141346
0.1,3,100,3,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.4310473944719235,3.014807430042673,9.460662254557278
0.1,3,100,4,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.836870550633614,24.637648159263737,54.11216686916146
0.1,3,100,4,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.533668525005404,29.374750165250518,63.283168855506375
0.1,3,100,4,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.584827510278618,21.87101601116902,47.326859532616666
0.1,3,100,4,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.836870550633614,6.404201638553225,17.645273827740066
0.1,3,100,4,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.533668525005404,5.282445159846692,15.098558844698795
0.1,3,100,4,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.584827510278618,4.553435414051637,12.69169833838188
0.1,3,100,4,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.836870550633614,5.518325524928314,15.873521600490239
0.1,3,100,4,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.533668525005404,5.518325524928314,15.570319574862024
0.1,3,100,4,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.584827510278618,5.518325524928314,14.621478560135245
0.1,3,100,4,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.836870550633614,6.869922659871513,18.576715870376617
0.1,3,100,4,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.533668525005404,5.26170421768167,15.057076960368759
0.1,3,100,4,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.584827510278618,3.8396709906679334,11.264169491614469
0.1,3,100,5,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.611542320069376,15.79682766372132,36.205197647511945
0.1,3,100,5,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.143156274276559,23.975962024585176,52.0950803234469
0.1,3,100,5,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.4226055846517975,15.233495873741653,33.889597332135075
0.1,3,100,5,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.611542320069376,5.226822958509975,15.065188237089336
0.1,3,100,5,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.143156274276559,4.763777724730556,13.670711723737664
0.1,3,100,5,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.4226055846517975,4.368027212759963,12.158660010171726
0.1,3,100,5,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.611542320069376,4.8789601367163264,14.369462593502012
0.1,3,100,5,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.143156274276559,4.8789601367163264,13.901076547709211
0.1,3,100,5,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.4226055846517975,4.8789601367163264,13.180525858084446
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.611542320069376,4.90117661808371,14.413895556236794
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.143156274276559,4.878960136685931,13.901076547648424
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.4226055846517975,4.861688115576208,13.1459818158042
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.68393288105522,12.060689351748612,28.805311584552364
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.436967915808118,16.304910012125518,37.04678794005916
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.409135282457862,11.203513945327602,25.816163173113093
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.68393288105522,5.180992961091493,15.045918803238202
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.436967915808118,4.848585932128813,14.13413978006573
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.409135282457862,3.3015347056840856,10.01220469382603
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.68393288105522,4.719832305638906,14.123597492333031
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.436967915808118,4.719832305638906,13.876632527085922
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.409135282457862,4.719832305638906,12.848799893735675
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.68393288105522,4.761840758846748,14.207614398748717
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.436967915808118,4.815446239545925,14.067860394899975
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.409135282457862,3.717342837951385,10.843820958360629
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.793587662095261,8.520504796993368,21.834597256082127
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.288407522975972,12.892823923383443,30.074055369742855
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.4062808536129916,8.55445054005079,20.51518193371454
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.793587662095261,7.14144044717979,19.076468556454813
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.288407522975972,5.256835781089695,14.802079085155361
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.4062808536129916,2.1475889162095028,7.701458686031993
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.793587662095261,5.333613754915099,15.460815171925441
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.288407522975972,5.333613754915099,14.955635032806173
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.4062808536129916,5.333613754915099,14.073508363443189
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.793587662095261,7.895845519591308,20.585278701277865
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.288407522975972,4.424735174424169,13.137877871824312
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.4062808536129916,2.065085111943846,7.536451077500693
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.53703436576701,8.775750274886091,22.08853491553915
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.508607728869746,16.404988977545692,37.3185856839611
