alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,df,redraw_train_test,n_train,n_test
0.1,10,30,45,Point_CHR,t,absolute_residual,0.99375,3.0522658787248865e+20,730.5508485583211,0.0,1.5,True,7200,800
0.1,10,30,45,Empirical_copula,t,absolute_residual,0.62625,13854232942.026085,93.9586813689779,0.0010004043579101562,1.5,True,7200,800
0.1,10,30,46,TSCP_R,t,absolute_residual,0.8425,714189683434.2515,100.89494710237784,0.0029931068420410156,1.5,True,7200,800
0.1,10,30,46,Point_CHR,t,absolute_residual,0.9825,1.8791310250711519e+18,289.53836192664096,0.0,1.5,True,7200,800
0.1,10,30,46,Empirical_copula,t,absolute_residual,0.67125,5424844785.773461,78.83910926111034,0.0010068416595458984,1.5,True,7200,800
0.1,10,30,47,TSCP_R,t,absolute_residual,0.87875,2131788364235.1785,56.57085215409291,0.00200653076171875,1.5,True,7200,800
0.1,10,30,47,Point_CHR,t,absolute_residual,0.97625,4.017956246020722e+16,109.78258632346669,0.0009930133819580078,1.5,True,7200,800
0.1,10,30,47,Empirical_copula,t,absolute_residual,0.63875,4247506024.217464,51.12728670222016,0.0010006427764892578,1.5,True,7200,800
0.1,10,30,48,TSCP_R,t,absolute_residual,0.96125,1.8656053013164988e+16,360.19973214183847,0.0020062923431396484,1.5,True,7200,800
0.1,10,30,48,Point_CHR,t,absolute_residual,0.99875,5.934560860631392e+23,541.9551420115607,0.0,1.5,True,7200,800
0.1,10,30,48,Empirical_copula,t,absolute_residual,0.7425,225473377079.82968,144.73201981321256,0.0,1.5,True,7200,800
0.1,10,30,49,TSCP_R,t,absolute_residual,0.92,285855226595050.5,109.38245151084801,0.003000020980834961,1.5,True,7200,800
0.1,10,30,49,Point_CHR,t,absolute_residual,0.91875,1400521235909135.5,187.16338066959315,0.0,1.5,True,7200,800
0.1,10,30,49,Empirical_copula,t,absolute_residual,0.76875,319920190828.7703,66.99735980233788,0.0010066032409667969,1.5,True,7200,800
0.1,10,30,50,TSCP_R,t,absolute_residual,0.76625,35907919724.35219,24.950247381187154,0.003000497817993164,1.5,True,7200,800
0.1,10,30,50,Point_CHR,t,absolute_residual,0.755,249552788663.06158,54.967612769534924,0.0,1.5,True,7200,800
0.1,10,30,50,Empirical_copula,t,absolute_residual,0.65375,1167431269.2607088,24.723379683261697,0.0,1.5,True,7200,800
0.1,10,30,51,TSCP_R,t,absolute_residual,0.95125,1083536538335092.4,213.28386319015237,0.0020062923431396484,1.5,True,7200,800
0.1,10,30,51,Point_CHR,t,absolute_residual,0.95625,3200417342910012.5,376.95941685820696,0.0009999275207519531,1.5,True,7200,800
0.1,10,30,51,Empirical_copula,t,absolute_residual,0.71,88520101324.521,106.01416304941509,0.0,1.5,True,7200,800
0.1,10,30,52,TSCP_R,t,absolute_residual,0.945,1965567212839096.0,107.93367028804714,0.0019958019256591797,1.5,True,7200,800
0.1,10,30,52,Point_CHR,t,absolute_residual,0.9875,5.453819091551019e+19,275.56605079303125,0.0009987354278564453,1.5,True,7200,800
0.1,10,30,52,Empirical_copula,t,absolute_residual,0.705,125020440902.82701,54.25948836567822,0.0,1.5,True,7200,800
0.1,10,30,53,TSCP_R,t,absolute_residual,0.77625,36562054007.15456,27.016667097889965,0.002994060516357422,1.5,True,7200,800
0.1,10,30,53,Point_CHR,t,absolute_residual,0.89875,11591166835637.645,86.55031413884434,0.0,1.5,True,7200,800
0.1,10,30,53,Empirical_copula,t,absolute_residual,0.61875,1170509337.0107238,24.389569768185986,0.0009996891021728516,1.5,True,7200,800
0.1,10,30,54,TSCP_R,t,absolute_residual,0.88625,2674937109330.783,36.592578344150894,0.003007173538208008,1.5,True,7200,800
0.1,10,30,54,Point_CHR,t,absolute_residual,0.92625,23482846721245.145,44.808813289556696,0.0,1.5,True,7200,800
0.1,10,30,54,Empirical_copula,t,absolute_residual,0.685,2892028749.432391,29.48176708807823,0.0009925365447998047,1.5,True,7200,800
0.1,10,30,55,TSCP_R,t,absolute_residual,0.95875,6618596527923012.0,69.71664833953949,0.0019919872283935547,1.5,True,7200,800
0.1,10,30,55,Point_CHR,t,absolute_residual,0.9775,2.8567374226231987e+18,235.05179116518934,0.0,1.5,True,7200,800
0.1,10,30,55,Empirical_copula,t,absolute_residual,0.8775,4544172314547.46,35.808235784343154,0.0010006427764892578,1.5,True,7200,800
0.1,10,30,56,TSCP_R,t,absolute_residual,0.90375,15490415330707.389,48.28862775017465,0.002004384994506836,1.5,True,7200,800
