,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,200,Laplace,0.9408250000000001,0.06043357659156241,45.25572784115555,43.33327313969523,8.277444974769375,0.00040920734405517576
1,0.1,2,50,200,Laplace,0.9263125,0.05094251428135965,28.870338128571895,15.19023941408684,7.139472141447121,0.0003214359283447266
2,0.1,2,100,200,Laplace,0.9021375,0.038046806913743215,19.811730757686497,5.912321735909992,6.153579200412539,0.0003337240219116211
3,0.1,2,300,200,Laplace,0.9026968750000001,0.02382093821824325,18.416261460086304,2.98452852552576,6.033885005588569,0.0003989517688751221
4,0.1,2,500,200,Laplace,0.9028499999999999,0.019029289280015495,18.061386055383373,2.3125362665585176,5.960524082843296,0.00042502164840698244
5,0.1,4,30,200,Laplace,0.940990625,0.057446592710574645,43196.34360970897,86471.11751156018,24.088893822154443,0.00034871697425842285
6,0.1,4,50,200,Laplace,0.9237625,0.05606088953474727,12750.032894538357,10457.656129423542,18.050093672695642,0.0003961467742919922
7,0.1,4,100,200,Laplace,0.904846875,0.04443763704666157,6269.466901026,3153.5798600992352,15.785810519763517,0.00039639830589294434
8,0.1,4,300,200,Laplace,0.9020656250000001,0.025847081038784678,4806.108459116709,1459.9464881489737,14.843163403611163,0.0004083096981048584
9,0.1,4,500,200,Laplace,0.9015625,0.019893521520647432,4518.245399251274,984.98506570111,14.628544651252337,0.0004515218734741211
10,0.1,10,30,200,Laplace,0.93826875,0.05980764122948399,5.571882367121039e+16,2.7070760990598032e+17,88.19128995296062,0.00034195899963378906
11,0.1,10,50,200,Laplace,0.9172437500000001,0.05048827969559473,664070190202745.5,1808148065854780.0,65.41882954384016,0.0003521847724914551
12,0.1,10,100,200,Laplace,0.8958281249999999,0.038894049481052344,47356659974504.13,60715381829122.484,51.89216705318211,0.00039219260215759275
13,0.1,10,300,200,Laplace,0.8950437500000001,0.023453711729852812,20145849300727.137,11245067471337.975,47.80701888142096,0.00041717648506164553
14,0.1,10,500,200,Laplace,0.8958875000000001,0.021471316468827027,18342486787138.56,8954571149270.52,46.49874321336422,0.000492398738861084
15,0.1,15,30,200,Laplace,0.9311656249999999,0.06777887897353364,5.370882506551634e+29,7.40916624794838e+30,149.39422158822947,0.0004229891300201416
16,0.1,15,50,200,Laplace,0.9275312500000001,0.05237934620853594,1.059985057398281e+26,7.005713130339365e+26,116.34707913520717,0.0004705965518951416
17,0.1,15,100,200,Laplace,0.907771875,0.03987986324035884,4.917713606514645e+23,1.3149188395749094e+24,88.3491807945467,0.00038523077964782717
18,0.1,15,300,200,Laplace,0.9026249999999999,0.024307865607700114,7.2788531852937395e+22,8.889444953684544e+22,79.12529048893529,0.0005484831333160401
19,0.1,15,500,200,Laplace,0.9027812499999999,0.01920334991419819,5.163926522246362e+22,3.3843554165863467e+22,76.44735740721578,0.0006614267826080322
20,0.1,20,30,200,Laplace,0.94455625,0.054800151919859666,2.5457006541941284e+41,2.76402474747478e+42,226.6859417455123,0.0004170668125152588
21,0.1,20,50,200,Laplace,0.9248656249999999,0.05099908231743467,2.343981897364811e+37,1.9911830031683188e+38,168.50767338448347,0.00038487553596496584
22,0.1,20,100,200,Laplace,0.9046437499999999,0.04197477472546778,3.1435244125650363e+34,1.1612928659778505e+35,129.73833406609552,0.00039055943489074707
23,0.1,20,300,200,Laplace,0.9066968750000001,0.024014689539483193,1.9764248429988936e+33,2.5169159304416104e+33,112.98770295924368,0.0005180001258850098
24,0.1,20,500,200,Laplace,0.90565,0.018658364857235706,1.1801779748390479e+33,1.0162711005246904e+33,110.09234651964616,0.0006723952293395996
