,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,200,Laplace,0.90838125,0.051603382034265656,22.779107104981072,9.10741082665712,6.546710296032046,0.0003667426109313965
1,0.1,2,50,200,Laplace,0.9056562500000002,0.03937152263898439,20.430628071713528,5.986560079101068,6.200318337670827,0.00048212289810180666
2,0.1,2,100,200,Laplace,0.9037999999999999,0.03056795656554368,19.020290732571066,4.164891520513612,6.126263603531935,0.0004730868339538574
3,0.1,2,300,200,Laplace,0.90241875,0.016415172107354534,17.987786454632257,1.968772291541718,5.954403595710236,0.0007818710803985596
4,0.1,2,500,200,Laplace,0.904153125,0.014955820814672052,18.058626314275163,1.7920615998390272,5.979278755916806,0.0010977745056152343
5,0.1,4,30,200,Laplace,0.910834375,0.05443683228089476,9653.305955999396,9152.266049035692,16.666090585303035,0.0006617677211761475
6,0.1,4,50,200,Laplace,0.90406875,0.04545622955066018,6331.440734390245,3266.138949619634,16.11848428283255,0.0007068324089050293
7,0.1,4,100,200,Laplace,0.90466875,0.029945046900226823,5258.570791257129,1711.8953271154794,15.189272489728648,0.0009453201293945313
8,0.1,4,300,200,Laplace,0.9013125,0.01812429603554079,4502.449796504606,859.418332990605,14.705538027842863,0.001487642526626587
9,0.1,4,500,200,Laplace,0.9027875000000001,0.01428312622375151,4469.269950071008,659.4773561147944,14.770122306538576,0.00213290810585022
10,0.1,10,30,200,Laplace,0.90914375,0.05852270496069953,653517490712217.5,2890480027066371.5,61.462874007362544,0.0016700863838195802
11,0.1,10,50,200,Laplace,0.9048375,0.045552307513991495,80581758661228.84,166127419073238.0,54.92726130920488,0.0019195115566253663
12,0.1,10,100,200,Laplace,0.8983093750000001,0.03003137737633715,28491860994406.645,21038559013397.61,50.150345935363504,0.0023670196533203125
13,0.1,10,300,200,Laplace,0.8960906249999999,0.01729759990712904,17777220165158.84,6602314294084.769,47.06260014165926,0.003892362117767334
14,0.1,10,500,200,Laplace,0.8959125,0.016317847344542693,16525753784665.0,5753555427115.791,46.36461216072245,0.005681123733520508
15,0.1,15,30,200,Laplace,0.912325,0.05375212395008897,1.3388692458281714e+25,8.335819941999996e+25,107.35712653903317,0.002352191209793091
16,0.1,15,50,200,Laplace,0.91118125,0.03997691849366011,4.9047991502587235e+23,9.819977667044441e+23,93.57088266454356,0.002893491983413696
17,0.1,15,100,200,Laplace,0.9059468749999999,0.03249401867432547,1.595231244117308e+23,3.066497151155271e+23,83.4093161227064,0.003774739503860474
18,0.1,15,300,200,Laplace,0.9035062500000001,0.016824590863558333,4.879222134030004e+22,2.881462518712523e+22,76.13521680877386,0.0062284767627716064
19,0.1,15,500,200,Laplace,0.90353125,0.01607251718714763,4.440337739559597e+22,2.026618411551704e+22,76.26148025340359,0.009133609533309937
20,0.1,20,30,200,Laplace,0.9136187499999999,0.05689070445560306,6.566424970990186e+36,6.768204177551583e+37,161.55600183219474,0.003510010242462158
21,0.1,20,50,200,Laplace,0.9060250000000001,0.046118669643632315,7.048397195219589e+34,5.848081799016563e+35,136.49696013879975,0.004301120042800904
22,0.1,20,100,200,Laplace,0.9062437499999999,0.03325945087565715,4.4668549043295084e+33,9.536945834878447e+33,118.64122383954512,0.005855292081832886
23,0.1,20,300,200,Laplace,0.905003125,0.01714846784281779,1.1214753824049966e+33,8.366291283953685e+32,109.71944035403715,0.008998032808303833
24,0.1,20,500,200,Laplace,0.9058906250000001,0.01366112171334069,8.67392711676453e+32,4.85573615370524e+32,108.2461504429148,0.012817480564117432
