,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,500,Laplace,0.90983875,0.05108717320148901,22.6142396188323,8.942127665823252,6.5657594660217065,0.0004986529350280762
1,0.1,2,50,500,Laplace,0.9085125000000001,0.03824370871480073,20.522383106281247,5.874988369528257,6.254535323835222,0.0005057587623596192
2,0.1,2,100,500,Laplace,0.9033875,0.030090042623435422,18.764841602904664,3.9843266991244275,6.047152679156941,0.0005245757102966309
3,0.1,2,300,500,Laplace,0.90278625,0.01705094386128291,17.989381398775674,2.085259024992314,5.975325790528159,0.0008151979446411133
4,0.1,2,500,500,Laplace,0.9040450000000001,0.014943808829903083,18.014568048157326,1.712664572569836,6.005486065120001,0.001030660629272461
5,0.1,4,30,500,Laplace,0.9097375,0.054907263489613424,8661.10583581023,7581.788357069449,16.73813685107985,0.0007570381164550781
6,0.1,4,50,500,Laplace,0.9046875,0.04241862900215949,6056.822133230628,3276.8875915634458,15.698232289189153,0.0008956432342529297
7,0.1,4,100,500,Laplace,0.904655,0.02898853364117148,5136.514848434469,1736.629959105795,15.07546231414047,0.0009355554580688476
8,0.1,4,300,500,Laplace,0.9024937499999999,0.018643043093848653,4541.25042323742,941.7751021228165,14.725334268956288,0.0013890581130981444
9,0.1,4,500,500,Laplace,0.9027587499999999,0.014881885657703393,4452.25127443242,688.4509887768506,14.712225374299326,0.001884678840637207
10,0.1,10,30,500,Laplace,0.9069974999999999,0.061777606189484274,308547986910979.0,1220688921838913.0,57.71075143984595,0.0017754955291748047
11,0.1,10,50,500,Laplace,0.9044350000000001,0.04547676106093294,70282459600019.875,126605687469337.53,52.97937526681193,0.0021729769706726075
12,0.1,10,100,500,Laplace,0.8977175,0.030728634923447497,26927412346870.01,20765280480706.36,48.88447308671418,0.0026363234519958495
13,0.1,10,300,500,Laplace,0.8964762500000001,0.018691363683267744,17493886804822.945,6922131563634.629,46.63930818514787,0.003705769062042236
14,0.1,10,500,500,Laplace,0.8954162500000001,0.015556468497436153,16197100881057.58,5243650311276.03,46.32609199060816,0.0051647286415100096
15,0.1,15,30,500,Laplace,0.9172475000000001,0.05202935205921176,7.712301470690308e+24,4.1412190351230755e+25,100.39821215550819,0.0027976698875427247
16,0.1,15,50,500,Laplace,0.90966875,0.041831902398816484,4.696080862294289e+23,1.7837098417693072e+24,90.09242178630782,0.003390422821044922
17,0.1,15,100,500,Laplace,0.907445,0.032163965923185156,1.3658487013267066e+23,3.0132578715987354e+23,81.84060105194783,0.0042454123497009276
18,0.1,15,300,500,Laplace,0.9042162499999999,0.017426096949612512,4.997110409426042e+22,3.0024630398874986e+22,76.55261397835075,0.006312294483184815
19,0.1,15,500,500,Laplace,0.90456125,0.01475895476240976,4.51082752944636e+22,2.018745144780951e+22,76.19496656849377,0.00855545711517334
20,0.1,20,30,500,Laplace,0.9147825,0.05405064477553716,5.716236678694663e+35,4.218730944399492e+36,144.06990066808328,0.003984570503234863
21,0.1,20,50,500,Laplace,0.909645,0.04384528958551506,7.6780172481245e+34,6.580041155273857e+35,130.21012932918484,0.004840988636016846
22,0.1,20,100,500,Laplace,0.9067825,0.029829659080716015,3.355492674694332e+33,5.924406408771812e+33,116.22677333118605,0.006103858947753906
23,0.1,20,300,500,Laplace,0.905085,0.01785700724969981,1.0669815307921172e+33,7.988404858229396e+32,109.02525731576827,0.00920740795135498
24,0.1,20,500,500,Laplace,0.9047324999999999,0.013930778043734942,8.201930897827461e+32,5.025690037030302e+32,107.29427571480986,0.012686418056488038
