,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,200,Cauchy,0.9423625,0.0528687159920994,1219638.7204711256,11318237.454031622,52.57306711197539,0.00032692670822143555
1,0.1,2,50,200,Cauchy,0.926559375,0.0546676515488245,8897.55752368147,70906.28844407924,39.55425429680062,0.00039667010307312014
2,0.1,2,100,200,Cauchy,0.905953125,0.042389929955918934,966.9616308544305,3175.4460623724012,28.822363539793365,0.0004041898250579834
3,0.1,2,300,200,Cauchy,0.90174375,0.025381866072337365,819.9289083927625,5910.326111565927,22.099871691520875,0.00040718913078308105
4,0.1,2,500,200,Cauchy,0.9035249999999999,0.019434434290220657,617.5428068843113,2920.3902942499185,21.437426868117438,0.0004466378688812256
5,0.1,2,1000,200,Cauchy,0.90220625,0.01453623931609458,472.0182570148361,1117.9566645102607,20.098377474375337,0.0005116164684295654
6,0.1,10,30,200,Cauchy,0.9312593749999999,0.07046907058083716,1.9928348513267315e+49,2.818293736148847e+50,1232.4851428138322,0.0004918563365936279
7,0.1,10,50,200,Cauchy,0.91985625,0.05220990646036921,8.238088459554621e+35,1.1381472813077182e+37,795.5103002900036,0.00041191339492797853
8,0.1,10,100,200,Cauchy,0.8990781250000001,0.044397662019789876,1.0761047065120804e+24,1.3183571046768229e+25,469.4236038494542,0.00046115636825561524
9,0.1,10,300,200,Cauchy,0.8965312499999999,0.027265427580421622,1.046866015878012e+22,7.543530592237026e+22,431.42675328359184,0.00046234965324401853
10,0.1,10,500,200,Cauchy,0.8950281250000001,0.021472499201751552,1.312170481567344e+21,9.513604718421269e+21,439.0769504505213,0.0004972600936889648
11,0.1,10,1000,200,Cauchy,0.8976093749999998,0.015119062320847924,6.836310526977358e+21,5.99600417305274e+22,580.1591885802794,0.0005859684944152832
