,alpha,n_dim,n_cals,df,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,1.5,200,t,0.9381437500000002,0.06146804812779322,2901.507039301313,17448.73159816838,19.766287615092452,0.00039128780364990236
1,0.1,2,30,2.0,200,t,0.94234375,0.057258537893891695,597.251740933794,3735.2275874505144,11.7067757281633,0.00044145703315734864
2,0.1,2,30,3.0,200,t,0.9331499999999999,0.06015232183056644,67.7036954643394,211.90111267385393,6.009122028007012,0.0005066859722137452
3,0.1,2,30,10.0,200,t,0.9396375,0.06023516910189319,10.235968733068749,7.280138681052004,3.241712274961515,0.0004074549674987793
4,0.1,2,30,30.0,200,t,0.934653125,0.06268767981519524,7.3340429500504225,4.180568471667549,2.8261224486874683,0.0003859233856201172
5,0.1,2,30,100.0,200,t,0.9323937499999999,0.06066852068161858,6.603288908610673,3.596693987751878,2.7387883800845163,0.00035682916641235354
6,0.1,2,500,1.5,200,t,0.898509375,0.01847098489249746,38.174029034797925,9.526414515277294,6.580380715402487,0.00040197968482971194
7,0.1,2,500,2.0,200,t,0.9000343749999999,0.01870652387300837,19.063670030017025,4.094744386141656,4.549803208212021,0.0004383420944213867
8,0.1,2,500,3.0,200,t,0.90270625,0.021178855743180562,10.269270849941913,1.7152081455351509,3.341029030827494,0.0003919064998626709
9,0.1,2,500,10.0,200,t,0.90616875,0.019847418719739943,5.000631288428977,0.5288428372825643,2.3003249588500587,0.00045657753944396975
10,0.1,2,500,30.0,200,t,0.901403125,0.0183515555557548,4.203323970281794,0.38647101495575953,2.117520228906267,0.00040714859962463377
11,0.1,2,500,100.0,200,t,0.9015375,0.019117918763275357,3.9807882691232845,0.371117508605003,2.0409330728944077,0.00044778823852539064
12,0.1,10,30,1.5,200,t,0.932740625,0.06159300039348411,3.0594320982695215e+26,3.065355942294379e+27,197.40059761417524,0.000321955680847168
13,0.1,10,30,2.0,200,t,0.9372,0.0688735174123826,5.26323879618611e+21,6.493940327083555e+22,61.4122399800891,0.00041604042053222656
14,0.1,10,30,3.0,200,t,0.9369375000000001,0.05963275512391107,4871112000503026.0,6.676610371942508e+16,22.59015167422921,0.0004356658458709717
15,0.1,10,30,10.0,200,t,0.9432249999999999,0.05156549081473795,129099970.69337608,1272090962.6822553,6.954676334596564,0.00046662092208862307
16,0.1,10,30,30.0,200,t,0.9443531250000001,0.04743604269532121,13970923.908025375,102894897.76423259,5.371284751672322,0.0003667902946472168
17,0.1,10,30,100.0,200,t,0.9424562499999999,0.05445447067569707,6025002.640776822,48960392.020452425,5.062855283298383,0.0003712630271911621
18,0.1,10,500,1.5,200,t,0.8950374999999999,0.020758773195274912,7040403774851.05,12775927001696.404,23.344862340546683,0.0004966187477111816
19,0.1,10,500,2.0,200,t,0.9010312500000001,0.020243953242931826,15560483080.2948,21375858321.666386,11.575081020548353,0.0005268096923828125
20,0.1,10,500,3.0,200,t,0.900859375,0.018172906872743335,56191733.71106913,46042302.055601165,6.658264245163027,0.0004907560348510742
21,0.1,10,500,10.0,200,t,0.9053625,0.020961064048138175,119062.76187029388,48231.77763614722,3.508409025729542,0.0004574477672576904
22,0.1,10,500,30.0,200,t,0.9052843749999999,0.01899223731225471,28791.08555034871,9614.005783729835,3.0380233754937276,0.0005218899250030518
23,0.1,10,500,100.0,200,t,0.90421875,0.019512424973056164,17570.70968281663,5834.618520868841,2.8768280910584547,0.0005117702484130859
