,alpha,n_dim,n_cals,df,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,1.5,200,t,0.938021875,0.05984307950114429,2870.5986219560627,17486.07859036882,17.566055681366734,0.0003569924831390381
1,0.1,2,30,2.0,200,t,0.942896875,0.05501056950391534,528.5496541046404,3204.8302034533913,10.866280157916751,0.00038108229637145996
2,0.1,2,30,3.0,200,t,0.9344468749999999,0.059750685218075306,66.78463067936083,225.14797766064208,5.45325540417383,0.00045735955238342287
3,0.1,2,30,10.0,200,t,0.9403625,0.060485867779217856,9.74193180275013,6.664124087170521,3.127067064613888,0.0003274869918823242
4,0.1,2,30,30.0,200,t,0.9358781250000001,0.06187958708125084,7.009203424103576,3.675741994204611,2.7430873502819644,0.00037706017494201663
5,0.1,2,30,100.0,200,t,0.932878125,0.06073878088483713,6.315788260951129,3.1323831846584986,2.5932670731065692,0.000385969877243042
6,0.1,2,500,1.5,200,t,0.897715625,0.020663423313904767,51.697881303247144,72.06380753987112,7.682491024474514,0.00042659521102905273
7,0.1,2,500,2.0,200,t,0.9014937499999999,0.018347842757577358,21.227873838685504,7.971882300740842,5.0342884658836535,0.0004961133003234863
8,0.1,2,500,3.0,200,t,0.9037062499999999,0.02104920186571018,10.693896829457556,2.0028667404357847,3.4898018818848424,0.0004769742488861084
9,0.1,2,500,10.0,200,t,0.9062125000000001,0.02006150639769416,4.9990958887212535,0.5330999973003716,2.3145955042276913,0.000486910343170166
10,0.1,2,500,30.0,200,t,0.9015062500000001,0.01844392029005302,4.193511805493397,0.387755398482595,2.1031704197209393,0.0004522109031677246
11,0.1,2,500,100.0,200,t,0.9014937499999999,0.0192281770757339,3.979377433959328,0.38162303164549016,2.042149648524435,0.0004215645790100098
12,0.1,10,30,1.5,200,t,0.931496875,0.06456624996102471,6.724602000616788e+26,8.076606460623958e+27,166.45011433545966,0.00046756863594055176
13,0.1,10,30,2.0,200,t,0.9373437499999998,0.06802171790295987,1.4478903740277543e+22,1.9600536840453084e+23,53.47584828172826,0.00036648154258728027
14,0.1,10,30,3.0,200,t,0.9359625,0.06269050238430043,5654143551697663.0,7.813842358058406e+16,18.516067586869866,0.0004461085796356201
15,0.1,10,30,10.0,200,t,0.939825,0.058019865608913486,144378943.27336496,1538278955.50634,6.100921012455731,0.0004718172550201416
16,0.1,10,30,30.0,200,t,0.9398031250000001,0.055954155618813936,6927029.086098556,52814066.34538364,4.843597108053043,0.00048708796501159665
17,0.1,10,30,100.0,200,t,0.93831875,0.062480945273731214,2764150.7559933974,15529925.228913723,4.559618857209486,0.0004166328907012939
18,0.1,10,500,1.5,200,t,0.8974093750000001,0.018953191056932283,95630878705436.8,492081278820184.7,57.00729317793382,0.000521690845489502
19,0.1,10,500,2.0,200,t,0.90168125,0.01940161589751414,55318284486.35232,163242076576.48804,20.49150845978247,0.0004962170124053955
20,0.1,10,500,3.0,200,t,0.9019874999999999,0.018713402306352444,85180236.12983859,93989878.33445705,8.32085565062545,0.00047226667404174803
21,0.1,10,500,10.0,200,t,0.9051718750000001,0.02124047760891097,116918.10892090658,46424.841092404255,3.4929931991567003,0.00047787189483642576
22,0.1,10,500,30.0,200,t,0.9048781249999999,0.019919524167879833,28255.76496704502,9205.563216351211,2.994813179232591,0.0004663240909576416
23,0.1,10,500,100.0,200,t,0.9040968749999999,0.018480017888660202,17042.448103056104,5578.256643635105,2.8282832847559187,0.000503453016281128
