alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,correlation,correlation_structure
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,4,11.592001266481539,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,5,7.43825300794074,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,6,8.671019456376142,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,7,8.671244770575235,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,8,6.5382129297512765,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,9,1.7382993399574946,0.0,equicorrelated
0.1,10,10,3,Empirical_copula,Gaussian,absolute_residual,10,1.8272372558512018,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,1,39.430283770156855,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,2,64.73659679739971,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,3,38.97894682173384,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,4,29.470098983089315,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,5,26.254391446676166,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,6,36.38479965640628,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,7,18.623236415296446,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,8,23.063647851838805,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,9,11.249186390139343,0.0,equicorrelated
0.1,10,10,4,TSCP_R,Gaussian,absolute_residual,10,7.168424789226672,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,1,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,2,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,3,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,4,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,5,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,6,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,7,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,8,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,9,inf,0.0,equicorrelated
0.1,10,10,4,Point_CHR,Gaussian,absolute_residual,10,inf,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,1,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,2,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,3,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,4,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,5,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,6,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,7,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,8,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,9,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Unscaled,Gaussian,absolute_residual,10,24.31988976268556,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,1,16.358287426509253,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,2,24.319889762615823,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,3,14.404672803366346,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,4,9.66899128523506,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,5,10.733821724708418,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,6,15.41200544116871,0.0,equicorrelated
