alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,correlation,correlation_structure
0.2,10,100,29,Point_CHR,Gaussian,absolute_residual,6,13.943011386887477,0.6,equicorrelated
0.2,10,100,29,Point_CHR,Gaussian,absolute_residual,7,9.37817867926964,0.6,equicorrelated
0.2,10,100,29,Point_CHR,Gaussian,absolute_residual,8,6.658977913348108,0.6,equicorrelated
0.2,10,100,29,Point_CHR,Gaussian,absolute_residual,9,4.081283892885889,0.6,equicorrelated
0.2,10,100,29,Point_CHR,Gaussian,absolute_residual,10,1.9121509878420908,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,1,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,2,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,3,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,4,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,5,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,6,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,7,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,8,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,9,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Unscaled,Gaussian,absolute_residual,10,16.02650530105538,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,1,20.58131517594308,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,2,21.058431718761224,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,3,16.026505301036433,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,4,14.889158269606561,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,5,14.227776795464507,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,6,11.449019284816494,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,7,7.484793559098859,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,8,5.4240715342624455,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,9,4.457368412859122,0.6,equicorrelated
0.2,10,100,29,Empirical_copula,Gaussian,absolute_residual,10,1.951172442055233,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,1,30.873966772952166,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,2,26.357209930100996,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,3,23.578029152834446,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,4,18.455917035752712,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,5,16.309632546094516,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,6,13.770086109998946,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,7,11.68174379565447,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,8,8.614340946258832,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,9,5.393014060526346,0.6,equicorrelated
0.05,10,100,30,TSCP_R,Gaussian,absolute_residual,10,3.0005296797421233,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,1,42.59028608404884,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,2,28.4641035840225,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,3,23.731803607447368,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,4,20.428128719740954,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,5,15.557515964490593,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,6,14.067673803252038,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,7,14.40652992129614,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,8,8.383950939397934,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,9,6.404825610496957,0.6,equicorrelated
0.05,10,100,30,Point_CHR,Gaussian,absolute_residual,10,3.961280507420251,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,1,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,2,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,3,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,4,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,5,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,6,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,7,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,8,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,9,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Unscaled,Gaussian,absolute_residual,10,21.865600845845552,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,1,30.00799350328192,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,2,21.86560084576415,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,3,21.065312458688584,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,4,19.861033498442765,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,5,15.557515964490593,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,6,13.131783063085592,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,7,10.163006593056226,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,8,8.600075677044849,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,9,4.995484851666733,0.6,equicorrelated
0.05,10,100,30,Empirical_copula,Gaussian,absolute_residual,10,2.8870367066852616,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,1,26.79692844606877,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,2,23.052716282778235,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,3,20.62799502142276,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,4,16.182684905903525,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,5,14.31974613429042,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,6,12.007024403127366,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,7,9.992256235521868,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,8,7.503548007225792,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,9,4.7092226745895704,0.6,equicorrelated
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,10,2.593636719942499,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,1,24.099611977135893,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,2,24.001847010539027,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,3,23.02091473931189,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,4,17.110372980843657,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,5,15.34456280395462,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,6,12.542802457348397,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,7,10.058373537600314,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,8,7.199875888688283,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,9,5.724089074773088,0.6,equicorrelated
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,10,3.1899504163409045,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,1,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,2,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,3,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,4,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,5,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,6,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,7,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,8,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,9,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,10,18.398057695864026,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,1,29.85795189325049,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,2,19.804155232894896,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,3,20.06193533936748,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,4,15.064458693910106,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,5,13.383199342759776,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,6,12.938250763025076,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,7,10.058373537600314,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,8,6.787986723522703,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,9,4.366581799871517,0.6,equicorrelated
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,10,2.591431779754579,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,1,21.81703340005391,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,2,19.016445287879424,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,3,17.024678305040084,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,4,13.406047426870686,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,5,11.889201044995039,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,6,9.853534159492629,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,7,8.288958552527093,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,8,6.1467709031784405,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,9,3.8740062595559603,0.6,equicorrelated
0.2,10,100,30,TSCP_R,Gaussian,absolute_residual,10,2.1740861308245765,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,1,19.914215085551355,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,2,18.963681659445093,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,3,17.734830887591492,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,4,14.80540740772259,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,5,11.109536201521788,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,6,9.936540365228316,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,7,7.110817676303771,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,8,6.458924054601739,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,9,3.888312220231832,0.6,equicorrelated
0.2,10,100,30,Point_CHR,Gaussian,absolute_residual,10,1.8348864325606893,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,1,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,2,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,3,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,4,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,5,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,6,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,7,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,8,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,9,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Unscaled,Gaussian,absolute_residual,10,14.68310391086425,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,1,26.997378601487014,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,2,18.654186623333246,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,3,15.313604828630362,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,4,12.949101212384434,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,5,11.007924825628752,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,6,9.854782499863797,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,7,9.279407439632486,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,8,5.946432631446658,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,9,4.042014748961528,0.6,equicorrelated
0.2,10,100,30,Empirical_copula,Gaussian,absolute_residual,10,2.202906541513278,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,1,27.077009963228008,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,2,26.276879143682734,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,3,24.80707093456633,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,4,19.060644186896816,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,5,17.033383864295473,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,6,14.49334747765352,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,7,12.800089936314754,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,8,8.571216426388897,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,9,5.273559322624567,0.6,equicorrelated
0.05,10,100,31,TSCP_R,Gaussian,absolute_residual,10,2.536089616894096,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,1,30.658920985503862,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,2,28.72265082022601,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,3,26.794722813077144,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,4,17.88558574784554,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,5,17.89299664472246,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,6,16.02089317308609,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,7,13.51870348284449,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,8,10.63330149968611,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,9,4.633653857405146,0.6,equicorrelated
0.05,10,100,31,Point_CHR,Gaussian,absolute_residual,10,2.5347566134280495,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,1,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,2,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,3,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,4,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,5,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,6,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,7,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,8,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,9,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Unscaled,Gaussian,absolute_residual,10,19.914430426527908,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,1,27.01610665900997,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,2,19.726303100697294,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,3,20.593124088151374,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,4,16.99169330721448,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,5,16.530052545759414,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,6,15.00156331139139,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,7,11.99183847341585,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,8,7.415369620266229,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,9,5.26013562090823,0.6,equicorrelated
0.05,10,100,31,Empirical_copula,Gaussian,absolute_residual,10,2.5347566134280495,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,1,21.849279099070515,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,2,20.09046528991417,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,3,18.987519525150685,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,4,14.678521205297818,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,5,13.002422166887364,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,6,11.080878758563223,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,7,9.739951862809722,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,8,6.598445297353478,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,9,4.279850402871424,0.6,equicorrelated
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,10,1.959309778145403,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,1,26.796947861554326,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,2,25.26439140322823,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,3,19.15284586436018,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,4,16.525642369182595,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,5,11.98952447227389,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,6,13.87463792730519,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,7,11.161966412587045,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,8,7.415369620266229,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,9,4.1968435480738915,0.6,equicorrelated
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,10,2.305234250862661,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,1,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,2,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,3,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,4,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,5,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,6,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,7,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,8,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,9,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,10,16.991693307284507,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,1,22.292725149443026,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,2,19.148690368697608,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,3,16.698690723962315,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,4,12.723217562815492,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,5,11.579434971942755,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,6,9.83567467892282,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,7,9.392364996096472,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,8,6.909663524066909,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,9,4.166292641415868,0.6,equicorrelated
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,10,1.722240709741655,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,1,19.666160718788554,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,2,18.04906691023445,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,3,17.067178743163232,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,4,13.232504342274005,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,5,11.672281818674605,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,6,9.954829276824288,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,7,8.730164762801214,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,8,5.947468514764223,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,9,3.862138502272293,0.6,equicorrelated
0.2,10,100,31,TSCP_R,Gaussian,absolute_residual,10,1.7583908221942788,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,1,20.33223415214399,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,2,19.605825670951614,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,3,19.04450601835641,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,4,14.772597891311019,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,5,11.530136295038231,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,6,10.756260013519832,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,7,8.111284050927049,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,8,6.436913463346169,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,9,3.8505328205474805,0.6,equicorrelated
0.2,10,100,31,Point_CHR,Gaussian,absolute_residual,10,2.0153664652421694,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,1,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,2,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,3,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,4,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,5,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,6,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,7,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,8,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,9,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Unscaled,Gaussian,absolute_residual,10,15.14872123887764,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,1,19.91443042644743,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,2,17.63363916929606,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,3,16.206216175271074,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,4,11.437789666648165,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,5,11.19342949763236,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,6,9.040444268272601,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,7,8.630185213319296,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,8,5.979406077299048,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,9,3.7811613484123505,0.6,equicorrelated
0.2,10,100,31,Empirical_copula,Gaussian,absolute_residual,10,1.6074681466510454,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,1,25.268112472818352,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,2,24.44071799359519,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,3,22.909436800345865,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,4,20.146006026257705,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,5,16.27236165338577,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,6,13.430059330373759,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,7,9.958010909190449,0.6,equicorrelated
0.05,10,100,32,TSCP_R,Gaussian,absolute_residual,8,8.313956431094125,0.6,equicorrelated
