alpha,n_dim,n_cal,method,noise_type,correlation,correlation_structure,score_type,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0.1,10,300,Point_CHR,Gaussian,0.3,equicorrelated,absolute_residual,200,0.9019343750000001,0.026509737169734766,51554354716.5471,23083288386.105007,26.00221304209805,0.000445098876953125
0.1,10,300,TSCP_R,Gaussian,0.3,equicorrelated,absolute_residual,200,0.900990625,0.017150274042505555,42889615539.332596,11585037789.114073,25.509113796053537,0.004708684682846069
0.1,10,300,Unscaled,Gaussian,0.3,equicorrelated,absolute_residual,200,0.9029312500000001,0.01821271553677866,7790685060783.013,2833085432501.67,19.345715660666205,4.0024518966674805e-05
0.1,10,500,Empirical_copula,Gaussian,0.3,equicorrelated,absolute_residual,200,0.892021875,0.01690178842219718,37537064778.1117,8469716843.015041,25.34587207992314,0.007506232261657714
0.1,10,500,Point_CHR,Gaussian,0.3,equicorrelated,absolute_residual,200,0.901525,0.019158924406712158,44891391004.67788,14550635814.231335,25.571460217527747,0.0004954981803894043
0.1,10,500,TSCP_R,Gaussian,0.3,equicorrelated,absolute_residual,200,0.900678125,0.014428739061814954,40596870265.56328,8427598669.519647,25.398885128144506,0.005537452697753906
0.1,10,500,Unscaled,Gaussian,0.3,equicorrelated,absolute_residual,200,0.904675,0.014070047527893632,7766567765004.138,2308283140132.4653,19.341639117973884,7.001519203186036e-05
0.1,10,30,Empirical_copula,Gaussian,0.6,equicorrelated,absolute_residual,200,0.80393125,0.07220600779189862,16622105541.887291,17611920751.786022,24.199146765486134,0.0004961121082305908
0.1,10,30,Point_CHR,Gaussian,0.6,equicorrelated,absolute_residual,200,0.9382531249999999,0.05507636948581546,4089973177012.1035,23188773264154.8,33.32847067321,0.00037097930908203125
0.1,10,30,TSCP_R,Gaussian,0.6,equicorrelated,absolute_residual,200,0.9146562500000001,0.05096195982232395,92974574876.88907,121092412673.24959,26.941284512063003,0.0027850365638732912
0.1,10,30,Unscaled,Gaussian,0.6,equicorrelated,absolute_residual,200,0.9098906250000001,0.04885407319325824,15831766293002.46,30283435485703.14,19.38502101870816,5.509257316589355e-05
