alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,correlation,correlation_structure
0.1,10,100,43,Point_CHR,Gaussian,absolute_residual,0.93375,60767429541.4505,26.733141981262605,0.0010063648223876953,0.6,equicorrelated
0.1,10,100,43,Unscaled,Gaussian,absolute_residual,0.92875,7707997115415.357,19.439905719971012,0.0,0.6,equicorrelated
0.1,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.8975,25656354989.406994,24.781881408274643,0.0010008811950683594,0.6,equicorrelated
0.2,10,100,43,TSCP_R,Gaussian,absolute_residual,0.86375,13162841093.800026,21.954607439199176,0.0029993057250976562,0.6,equicorrelated
0.2,10,100,43,Point_CHR,Gaussian,absolute_residual,0.87375,19758476366.424015,23.41063646462401,0.000993490219116211,0.6,equicorrelated
0.2,10,100,43,Unscaled,Gaussian,absolute_residual,0.81875,960418140832.746,15.785052674389796,0.0,0.6,equicorrelated
0.2,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.843125,11417097819.227676,21.883774981066576,0.001001596450805664,0.6,equicorrelated
0.05,10,100,44,TSCP_R,Gaussian,absolute_residual,0.943125,53802570308.124725,25.423146537096073,0.0039997100830078125,0.6,equicorrelated
0.05,10,100,44,Point_CHR,Gaussian,absolute_residual,0.950625,87570446103.1261,25.664137931601665,0.001007080078125,0.6,equicorrelated
0.05,10,100,44,Unscaled,Gaussian,absolute_residual,0.92875,10200621553362.97,19.99229555519599,0.0,0.6,equicorrelated
0.05,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.933125,47559498890.86792,27.482823103052894,0.0009999275207519531,0.6,equicorrelated
0.1,10,100,44,TSCP_R,Gaussian,absolute_residual,0.92625,36664511752.417,24.673425054936967,0.004002809524536133,0.6,equicorrelated
0.1,10,100,44,Point_CHR,Gaussian,absolute_residual,0.92375,39311244847.069405,23.07390862518467,0.0009906291961669922,0.6,equicorrelated
0.1,10,100,44,Unscaled,Gaussian,absolute_residual,0.865,2515257343897.103,17.380338981939744,0.0,0.6,equicorrelated
0.1,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.88625,17350521288.244583,24.825451466349623,0.0010066032409667969,0.6,equicorrelated
0.2,10,100,44,TSCP_R,Gaussian,absolute_residual,0.803125,4981085737.491636,19.985409576923683,0.002993345260620117,0.6,equicorrelated
0.2,10,100,44,Point_CHR,Gaussian,absolute_residual,0.778125,4033892015.890757,19.443620013786322,0.0010023117065429688,0.6,equicorrelated
0.2,10,100,44,Unscaled,Gaussian,absolute_residual,0.775,601490509230.5262,15.063395463961808,0.0,0.6,equicorrelated
0.2,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.79875,5607793651.598373,19.992295555123754,0.0009982585906982422,0.6,equicorrelated
0.05,10,100,45,TSCP_R,Gaussian,absolute_residual,0.948125,68575601483.50942,28.54983053810698,0.003998756408691406,0.6,equicorrelated
0.05,10,100,45,Point_CHR,Gaussian,absolute_residual,0.99,2875026168640.095,44.57478764836,0.0010066032409667969,0.6,equicorrelated
0.05,10,100,45,Unscaled,Gaussian,absolute_residual,0.959375,21106405976957.805,21.500146974073832,0.0,0.6,equicorrelated
0.05,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.9425,104359673457.83752,30.168600445352254,0.000993967056274414,0.6,equicorrelated
0.1,10,100,45,TSCP_R,Gaussian,absolute_residual,0.91125,32072381749.68269,26.507742267783932,0.004008769989013672,0.6,equicorrelated
0.1,10,100,45,Point_CHR,Gaussian,absolute_residual,0.901875,33562818852.76755,27.048936486044518,0.0,0.6,equicorrelated
0.1,10,100,45,Unscaled,Gaussian,absolute_residual,0.89625,5203022605248.558,18.690700193238545,0.0009903907775878906,0.6,equicorrelated
0.1,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.88,22448618673.21234,26.497997077863577,0.0009996891021728516,0.6,equicorrelated
0.2,10,100,45,TSCP_R,Gaussian,absolute_residual,0.81875,7623607832.663566,22.889545467666267,0.003000020980834961,0.6,equicorrelated
0.2,10,100,45,Point_CHR,Gaussian,absolute_residual,0.81125,8137595609.00766,21.500146974036785,0.0,0.6,equicorrelated
0.2,10,100,45,Unscaled,Gaussian,absolute_residual,0.83,1357145744300.7175,16.340398698475777,0.0,0.6,equicorrelated
0.2,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.800625,6540154466.339247,21.500146974036785,0.002001047134399414,0.6,equicorrelated
0.05,10,100,46,TSCP_R,Gaussian,absolute_residual,0.968125,194274693342.47284,31.583627974267795,0.004041433334350586,0.6,equicorrelated
0.05,10,100,46,Point_CHR,Gaussian,absolute_residual,0.986875,662904812370.1378,33.03000539168664,0.0,0.6,equicorrelated
0.05,10,100,46,Unscaled,Gaussian,absolute_residual,0.969375,50107698142378.336,23.441772413843367,0.0,0.6,equicorrelated
0.05,10,100,46,Empirical_copula,Gaussian,absolute_residual,0.9675,206117394202.5375,30.1230235462259,0.0010004043579101562,0.6,equicorrelated
0.1,10,100,46,TSCP_R,Gaussian,absolute_residual,0.928125,45037698506.07109,27.382302260506606,0.003999471664428711,0.6,equicorrelated
0.1,10,100,46,Point_CHR,Gaussian,absolute_residual,0.95875,146335265891.16403,30.74042798218871,0.0010001659393310547,0.6,equicorrelated
0.1,10,100,46,Unscaled,Gaussian,absolute_residual,0.94,14947976908811.248,20.771039988041796,0.0,0.6,equicorrelated
0.1,10,100,46,Empirical_copula,Gaussian,absolute_residual,0.881875,25628898508.8661,27.18979137746937,0.0010027885437011719,0.6,equicorrelated
0.2,10,100,46,TSCP_R,Gaussian,absolute_residual,0.85375,13222304875.703243,24.14577234259867,0.0029909610748291016,0.6,equicorrelated
0.2,10,100,46,Point_CHR,Gaussian,absolute_residual,0.880625,21421000140.892017,28.800599852110217,0.0010089874267578125,0.6,equicorrelated
0.2,10,100,46,Unscaled,Gaussian,absolute_residual,0.85875,2601586599107.2715,17.439090389001812,0.0,0.6,equicorrelated
0.2,10,100,46,Empirical_copula,Gaussian,absolute_residual,0.809375,7940819745.550959,20.77103998795857,0.0009970664978027344,0.6,equicorrelated
0.05,10,100,47,TSCP_R,Gaussian,absolute_residual,0.974375,178545694324.92758,31.54883380510503,0.0039975643157958984,0.6,equicorrelated
0.05,10,100,47,Point_CHR,Gaussian,absolute_residual,0.98875,875794365470.6967,40.30019367841223,0.0,0.6,equicorrelated
0.05,10,100,47,Unscaled,Gaussian,absolute_residual,0.955,25131697036593.43,21.878733665946235,0.0,0.6,equicorrelated
0.05,10,100,47,Empirical_copula,Gaussian,absolute_residual,0.96,143424022297.00333,29.945451885981456,0.0020151138305664062,0.6,equicorrelated
0.1,10,100,47,TSCP_R,Gaussian,absolute_residual,0.94,51206361841.95121,27.79955123311636,0.0029921531677246094,0.6,equicorrelated
0.1,10,100,47,Point_CHR,Gaussian,absolute_residual,0.8675,17249672244.6424,23.441118833994537,0.0009999275207519531,0.6,equicorrelated
0.1,10,100,47,Unscaled,Gaussian,absolute_residual,0.8975,4942989125894.567,18.595119150783496,0.0,0.6,equicorrelated
0.1,10,100,47,Empirical_copula,Gaussian,absolute_residual,0.856875,12848650367.713268,22.49499970655141,0.00099945068359375,0.6,equicorrelated
0.2,10,100,47,TSCP_R,Gaussian,absolute_residual,0.8,5983792237.569719,22.365983398139598,0.003000497817993164,0.6,equicorrelated
0.2,10,100,47,Point_CHR,Gaussian,absolute_residual,0.815625,8406837414.880952,24.819171308274143,0.0,0.6,equicorrelated
0.2,10,100,47,Unscaled,Gaussian,absolute_residual,0.811875,1161689323071.7893,16.088257168640308,0.0009992122650146484,0.6,equicorrelated
0.2,10,100,47,Empirical_copula,Gaussian,absolute_residual,0.813125,6742134551.62132,21.996401493791574,0.0009999275207519531,0.6,equicorrelated
0.05,10,100,48,TSCP_R,Gaussian,absolute_residual,0.97625,216492263641.3879,35.33053501439829,0.003987789154052734,0.6,equicorrelated
0.05,10,100,48,Point_CHR,Gaussian,absolute_residual,0.98875,806854280698.4679,34.01742277029868,0.001007080078125,0.6,equicorrelated
0.05,10,100,48,Unscaled,Gaussian,absolute_residual,0.971875,44160837028613.18,23.147480645849548,0.0,0.6,equicorrelated
0.05,10,100,48,Empirical_copula,Gaussian,absolute_residual,0.959375,237652164767.16345,42.492462571413924,0.0009949207305908203,0.6,equicorrelated
0.1,10,100,48,TSCP_R,Gaussian,absolute_residual,0.9575,96749677402.29945,32.51178618499837,0.003998756408691406,0.6,equicorrelated
0.1,10,100,48,Point_CHR,Gaussian,absolute_residual,0.963125,119085116190.60071,27.424386659213702,0.0010001659393310547,0.6,equicorrelated
0.1,10,100,48,Unscaled,Gaussian,absolute_residual,0.955,19953291047558.35,21.379692460490425,0.0,0.6,equicorrelated
0.1,10,100,48,Empirical_copula,Gaussian,absolute_residual,0.930625,46365017184.01455,31.488577452088148,0.0009989738464355469,0.6,equicorrelated
0.2,10,100,48,TSCP_R,Gaussian,absolute_residual,0.848125,11210300510.921894,26.264142717287452,0.0030014514923095703,0.6,equicorrelated
0.2,10,100,48,Point_CHR,Gaussian,absolute_residual,0.8625,15910566974.866549,25.20071460704964,0.0009987354278564453,0.6,equicorrelated
0.2,10,100,48,Unscaled,Gaussian,absolute_residual,0.895,3901162260549.439,18.160148746373206,0.0,0.6,equicorrelated
0.2,10,100,48,Empirical_copula,Gaussian,absolute_residual,0.821875,7336098756.494789,22.643863365200893,0.0010020732879638672,0.6,equicorrelated
0.05,10,100,49,TSCP_R,Gaussian,absolute_residual,0.9125,34633750827.24091,26.72829351671823,0.004010200500488281,0.6,equicorrelated
0.05,10,100,49,Point_CHR,Gaussian,absolute_residual,0.95625,224705656739.19843,36.495988415114255,0.0,0.6,equicorrelated
0.05,10,100,49,Unscaled,Gaussian,absolute_residual,0.924375,10625613259200.193,20.074068439750334,0.0,0.6,equicorrelated
0.05,10,100,49,Empirical_copula,Gaussian,absolute_residual,0.90375,39258473216.02035,26.23406698327992,0.001989603042602539,0.6,equicorrelated
0.1,10,100,49,TSCP_R,Gaussian,absolute_residual,0.880625,20497689160.757027,25.158870249294587,0.0029990673065185547,0.6,equicorrelated
0.1,10,100,49,Point_CHR,Gaussian,absolute_residual,0.879375,24695415933.791397,24.616311439079915,0.0010075569152832031,0.6,equicorrelated
0.1,10,100,49,Unscaled,Gaussian,absolute_residual,0.910625,6946530419328.032,19.238747474899796,0.0,0.6,equicorrelated
0.1,10,100,49,Empirical_copula,Gaussian,absolute_residual,0.854375,12965072133.13133,24.82392730760787,0.0009927749633789062,0.6,equicorrelated
0.2,10,100,49,TSCP_R,Gaussian,absolute_residual,0.785625,5182086860.68182,22.131552650697692,0.0030012130737304688,0.6,equicorrelated
0.2,10,100,49,Point_CHR,Gaussian,absolute_residual,0.7675,5334571637.282375,21.818991284263927,0.0010027885437011719,0.6,equicorrelated
0.2,10,100,49,Unscaled,Gaussian,absolute_residual,0.753125,385442346361.3749,14.407742653152038,0.0,0.6,equicorrelated
0.2,10,100,49,Empirical_copula,Gaussian,absolute_residual,0.70125,2261870891.0983644,19.91713814412951,0.0009989738464355469,0.6,equicorrelated
0.05,10,100,50,TSCP_R,Gaussian,absolute_residual,0.95,88645782146.92955,27.62991842264988,0.004008769989013672,0.6,equicorrelated
0.05,10,100,50,Point_CHR,Gaussian,absolute_residual,0.93125,65848782480.86257,26.668689059249242,0.0,0.6,equicorrelated
0.05,10,100,50,Unscaled,Gaussian,absolute_residual,0.94875,19746397440727.203,21.357419956803007,0.0,0.6,equicorrelated
0.05,10,100,50,Empirical_copula,Gaussian,absolute_residual,0.91875,67094702188.85922,29.20500727114571,0.0020210742950439453,0.6,equicorrelated
0.1,10,100,50,TSCP_R,Gaussian,absolute_residual,0.921875,41583645950.55692,25.709864589514464,0.003003358840942383,0.6,equicorrelated
0.1,10,100,50,Point_CHR,Gaussian,absolute_residual,0.87125,18393855688.526432,22.48115233411884,0.0010089874267578125,0.6,equicorrelated
0.1,10,100,50,Unscaled,Gaussian,absolute_residual,0.90125,5366622028255.895,18.748654280799155,0.0,0.6,equicorrelated
0.1,10,100,50,Empirical_copula,Gaussian,absolute_residual,0.88375,22731788474.34498,23.30319818549503,0.0009913444519042969,0.6,equicorrelated
0.2,10,100,50,TSCP_R,Gaussian,absolute_residual,0.785,5737807427.447222,20.924122497305532,0.003007650375366211,0.6,equicorrelated
0.2,10,100,50,Point_CHR,Gaussian,absolute_residual,0.818125,10148967559.12675,22.24423402754805,0.0009918212890625,0.6,equicorrelated
0.2,10,100,50,Unscaled,Gaussian,absolute_residual,0.82875,1294709240907.3894,16.26362023712965,0.0,0.6,equicorrelated
0.2,10,100,50,Empirical_copula,Gaussian,absolute_residual,0.78125,5553892939.084914,22.73583018883147,0.0010073184967041016,0.6,equicorrelated
0.05,10,100,51,TSCP_R,Gaussian,absolute_residual,0.98,198871806249.58295,30.61931992166513,0.003999948501586914,0.6,equicorrelated
0.05,10,100,51,Point_CHR,Gaussian,absolute_residual,0.933125,122937629025.18631,35.03476190454763,0.0,0.6,equicorrelated
0.05,10,100,51,Unscaled,Gaussian,absolute_residual,0.946875,17226972875050.184,21.067882958356986,0.0,0.6,equicorrelated
0.05,10,100,51,Empirical_copula,Gaussian,absolute_residual,0.95625,165463895115.71027,30.585691127303114,0.00099945068359375,0.6,equicorrelated
0.1,10,100,51,TSCP_R,Gaussian,absolute_residual,0.96125,102150213920.60057,29.09545741968494,0.003999948501586914,0.6,equicorrelated
0.1,10,100,51,Point_CHR,Gaussian,absolute_residual,0.93125,48115668167.64622,28.22319878291164,0.0,0.6,equicorrelated
0.1,10,100,51,Unscaled,Gaussian,absolute_residual,0.925625,8674443521410.545,19.67089691010672,0.0,0.6,equicorrelated
0.1,10,100,51,Empirical_copula,Gaussian,absolute_residual,0.89125,28041965414.667866,28.03901057064975,0.001001119613647461,0.6,equicorrelated
0.2,10,100,51,TSCP_R,Gaussian,absolute_residual,0.829375,7437491043.672365,22.503752088759143,0.00299835205078125,0.6,equicorrelated
0.2,10,100,51,Point_CHR,Gaussian,absolute_residual,0.791875,5042774629.466725,20.711968478887805,0.0,0.6,equicorrelated
0.2,10,100,51,Unscaled,Gaussian,absolute_residual,0.86625,1891206432078.587,16.891720768244188,0.0,0.6,equicorrelated
0.2,10,100,51,Empirical_copula,Gaussian,absolute_residual,0.81625,6594019348.078619,21.067882958290003,0.0010001659393310547,0.6,equicorrelated
0.05,10,100,52,TSCP_R,Gaussian,absolute_residual,0.9475,80020119004.92642,28.315647234933753,0.0039997100830078125,0.6,equicorrelated
0.05,10,100,52,Point_CHR,Gaussian,absolute_residual,0.961875,140859826687.5337,32.881503123650624,0.001001596450805664,0.6,equicorrelated
0.05,10,100,52,Unscaled,Gaussian,absolute_residual,0.963125,32021732052762.812,22.41529619107921,0.0,0.6,equicorrelated
0.05,10,100,52,Empirical_copula,Gaussian,absolute_residual,0.93875,81319885276.68668,28.614390449128482,0.0010080337524414062,0.6,equicorrelated
0.1,10,100,52,TSCP_R,Gaussian,absolute_residual,0.905625,30212410195.975502,25.556985437313823,0.003990650177001953,0.6,equicorrelated
0.1,10,100,52,Point_CHR,Gaussian,absolute_residual,0.911875,34415130341.00325,27.15072494790265,0.0,0.6,equicorrelated
0.1,10,100,52,Unscaled,Gaussian,absolute_residual,0.9025,5134898558585.123,18.666082751746345,0.0,0.6,equicorrelated
0.1,10,100,52,Empirical_copula,Gaussian,absolute_residual,0.89875,25541716094.01796,26.311209685952498,0.0010008811950683594,0.6,equicorrelated
0.2,10,100,52,TSCP_R,Gaussian,absolute_residual,0.840625,10652541718.983658,23.057688177574388,0.002999544143676758,0.6,equicorrelated
0.2,10,100,52,Point_CHR,Gaussian,absolute_residual,0.835625,12188116294.276249,26.45228354720208,0.0,0.6,equicorrelated
0.2,10,100,52,Unscaled,Gaussian,absolute_residual,0.80125,842943965710.859,15.58044546695373,0.0009992122650146484,0.6,equicorrelated
0.2,10,100,52,Empirical_copula,Gaussian,absolute_residual,0.8025,6204187306.698853,22.4152961909899,0.0009999275207519531,0.6,equicorrelated
0.05,10,100,53,TSCP_R,Gaussian,absolute_residual,0.966875,138252425330.93912,26.806381343558822,0.005000591278076172,0.6,equicorrelated
0.05,10,100,53,Point_CHR,Gaussian,absolute_residual,0.98125,334233213023.69586,33.06696720631509,0.0009996891021728516,0.6,equicorrelated
0.05,10,100,53,Unscaled,Gaussian,absolute_residual,0.95125,24584806517503.56,21.830650633639877,0.0,0.6,equicorrelated
0.05,10,100,53,Empirical_copula,Gaussian,absolute_residual,0.890625,32745856079.769943,25.361426072717748,0.0010063648223876953,0.6,equicorrelated
0.1,10,100,53,TSCP_R,Gaussian,absolute_residual,0.92,45049321722.640625,23.986977249002198,0.0050051212310791016,0.6,equicorrelated
0.1,10,100,53,Point_CHR,Gaussian,absolute_residual,0.908125,62237315242.98807,23.992701021599807,0.0,0.6,equicorrelated
0.1,10,100,53,Unscaled,Gaussian,absolute_residual,0.91625,7207509609676.216,19.309833230566053,0.0009891986846923828,0.6,equicorrelated
0.1,10,100,53,Empirical_copula,Gaussian,absolute_residual,0.856875,16462555604.822979,23.30058402310145,0.001007080078125,0.6,equicorrelated
0.2,10,100,53,TSCP_R,Gaussian,absolute_residual,0.82,9359363638.638243,20.47454650712579,0.002992391586303711,0.6,equicorrelated
0.2,10,100,53,Point_CHR,Gaussian,absolute_residual,0.788125,7157220440.817358,21.68587326551564,0.001001596450805664,0.6,equicorrelated
0.2,10,100,53,Unscaled,Gaussian,absolute_residual,0.808125,1055146863187.5239,15.93423768988703,0.0,0.6,equicorrelated
0.2,10,100,53,Empirical_copula,Gaussian,absolute_residual,0.75375,5287662642.022629,19.512942713287817,0.0010008811950683594,0.6,equicorrelated
0.05,10,100,54,TSCP_R,Gaussian,absolute_residual,0.925,50993867846.50801,27.57712825459381,0.004000425338745117,0.6,equicorrelated
0.05,10,100,54,Point_CHR,Gaussian,absolute_residual,0.89375,30788834395.18412,24.156473335473027,0.0009992122650146484,0.6,equicorrelated
0.05,10,100,54,Unscaled,Gaussian,absolute_residual,0.93875,13982486824286.81,20.632812990166126,0.0,0.6,equicorrelated
0.05,10,100,54,Empirical_copula,Gaussian,absolute_residual,0.919375,52852631924.14255,26.356784217717102,0.0010073184967041016,0.6,equicorrelated
0.1,10,100,54,TSCP_R,Gaussian,absolute_residual,0.88375,18565222298.936543,24.985350989476856,0.003992557525634766,0.6,equicorrelated
0.1,10,100,54,Point_CHR,Gaussian,absolute_residual,0.87125,22532552412.472973,24.960809929404622,0.0,0.6,equicorrelated
0.1,10,100,54,Unscaled,Gaussian,absolute_residual,0.893125,4400978330221.946,18.3803985022753,0.0,0.6,equicorrelated
0.1,10,100,54,Empirical_copula,Gaussian,absolute_residual,0.8675,18695409914.559116,22.6536104310094,0.0010073184967041016,0.6,equicorrelated
0.2,10,100,54,TSCP_R,Gaussian,absolute_residual,0.796875,5851591463.470989,22.268778539641943,0.0029997825622558594,0.6,equicorrelated
0.2,10,100,54,Point_CHR,Gaussian,absolute_residual,0.7425,5905940957.435486,21.57046221132898,0.0,0.6,equicorrelated
0.2,10,100,54,Unscaled,Gaussian,absolute_residual,0.845,1597088030709.5444,16.608594637424563,0.0,0.6,equicorrelated
0.2,10,100,54,Empirical_copula,Gaussian,absolute_residual,0.77875,5185049456.882102,20.822185139326958,0.0012819766998291016,0.6,equicorrelated
0.05,10,100,55,TSCP_R,Gaussian,absolute_residual,0.968125,121447750329.17226,27.705918966893776,0.004000425338745117,0.6,equicorrelated
0.05,10,100,55,Point_CHR,Gaussian,absolute_residual,0.995,1680399129611.1738,33.44276362497029,0.0,0.6,equicorrelated
0.05,10,100,55,Unscaled,Gaussian,absolute_residual,0.951875,15993592638917.994,20.91195342709663,0.0,0.6,equicorrelated
0.05,10,100,55,Empirical_copula,Gaussian,absolute_residual,0.9275,70422389391.65764,23.58759993368232,0.0009992122650146484,0.6,equicorrelated
0.1,10,100,55,TSCP_R,Gaussian,absolute_residual,0.925,39720645578.59992,24.702942604587506,0.0030002593994140625,0.6,equicorrelated
0.1,10,100,55,Point_CHR,Gaussian,absolute_residual,0.93,64216115828.91716,25.643414877245505,0.0010042190551757812,0.6,equicorrelated
0.1,10,100,55,Unscaled,Gaussian,absolute_residual,0.92125,6177817413017.983,19.014438574825473,0.0,0.6,equicorrelated
0.1,10,100,55,Empirical_copula,Gaussian,absolute_residual,0.899375,32193604366.639328,23.119917548317215,0.0009961128234863281,0.6,equicorrelated
0.2,10,100,55,TSCP_R,Gaussian,absolute_residual,0.8575,12248360233.380249,21.993053466447748,0.0029990673065185547,0.6,equicorrelated
0.2,10,100,55,Point_CHR,Gaussian,absolute_residual,0.87,16784988841.08605,23.191030800265814,0.0,0.6,equicorrelated
0.2,10,100,55,Unscaled,Gaussian,absolute_residual,0.844375,1784774358678.0112,16.794161753620585,0.0,0.6,equicorrelated
0.2,10,100,55,Empirical_copula,Gaussian,absolute_residual,0.835625,8132661148.248213,20.152910949013883,0.000993490219116211,0.6,equicorrelated
0.05,10,100,56,TSCP_R,Gaussian,absolute_residual,0.991875,576786249392.0397,34.34552487858668,0.005007505416870117,0.6,equicorrelated
0.05,10,100,56,Point_CHR,Gaussian,absolute_residual,0.990625,358404380732.6181,30.42088066497458,0.0,0.6,equicorrelated
0.05,10,100,56,Unscaled,Gaussian,absolute_residual,0.97375,54526653158097.8,23.640730065170878,0.0,0.6,equicorrelated
0.05,10,100,56,Empirical_copula,Gaussian,absolute_residual,0.976875,216820239338.39297,34.33751911719123,0.0009996891021728516,0.6,equicorrelated
0.1,10,100,56,TSCP_R,Gaussian,absolute_residual,0.9325,47716320189.061226,26.674468982285234,0.002992868423461914,0.6,equicorrelated
0.1,10,100,56,Point_CHR,Gaussian,absolute_residual,0.89125,26040415749.26014,25.21678100702191,0.0010027885437011719,0.6,equicorrelated
0.1,10,100,56,Unscaled,Gaussian,absolute_residual,0.95125,18439679911808.133,21.211693240204355,0.0,0.6,equicorrelated
0.1,10,100,56,Empirical_copula,Gaussian,absolute_residual,0.918125,48475289922.656815,25.21678100702191,0.0009989738464355469,0.6,equicorrelated
0.2,10,100,56,TSCP_R,Gaussian,absolute_residual,0.83625,9014766849.894133,22.140548022308334,0.002998828887939453,0.6,equicorrelated
0.2,10,100,56,Point_CHR,Gaussian,absolute_residual,0.770625,6449047632.517953,20.696762330421848,0.0,0.6,equicorrelated
0.2,10,100,56,Unscaled,Gaussian,absolute_residual,0.78625,699882875646.3887,15.293346793849812,0.0,0.6,equicorrelated
0.2,10,100,56,Empirical_copula,Gaussian,absolute_residual,0.775625,5184469073.749215,23.164262255329078,0.0009989738464355469,0.6,equicorrelated
0.05,10,100,57,TSCP_R,Gaussian,absolute_residual,0.9575,58833839534.61396,27.510792703369162,0.004015684127807617,0.6,equicorrelated
0.05,10,100,57,Point_CHR,Gaussian,absolute_residual,0.92125,51876126103.69741,28.9093994984271,0.0,0.6,equicorrelated
0.05,10,100,57,Unscaled,Gaussian,absolute_residual,0.974375,45492389258070.55,23.216346379320502,0.0,0.6,equicorrelated
0.05,10,100,57,Empirical_copula,Gaussian,absolute_residual,0.91,28237818553.98138,26.26199535343534,0.0009963512420654297,0.6,equicorrelated
0.1,10,100,57,TSCP_R,Gaussian,absolute_residual,0.92375,32112374845.5604,25.745336643033507,0.0039937496185302734,0.6,equicorrelated
0.1,10,100,57,Point_CHR,Gaussian,absolute_residual,0.895,24605487946.644627,26.516209781885927,0.0,0.6,equicorrelated
0.1,10,100,57,Unscaled,Gaussian,absolute_residual,0.934375,7880158866825.69,19.482895329270907,0.0,0.6,equicorrelated
0.1,10,100,57,Empirical_copula,Gaussian,absolute_residual,0.85375,15263793505.988003,25.623889803139317,0.0019998550415039062,0.6,equicorrelated
0.2,10,100,57,TSCP_R,Gaussian,absolute_residual,0.86875,12655823419.061481,23.266890435974677,0.005000591278076172,0.6,equicorrelated
0.2,10,100,57,Point_CHR,Gaussian,absolute_residual,0.859375,12781566884.141056,23.327743275859007,0.001005411148071289,0.6,equicorrelated
0.2,10,100,57,Unscaled,Gaussian,absolute_residual,0.853125,1561958286265.768,16.57169544175778,0.0,0.6,equicorrelated
0.2,10,100,57,Empirical_copula,Gaussian,absolute_residual,0.811875,7872214926.112338,25.393891419260292,0.002004861831665039,0.6,equicorrelated
0.05,10,100,58,TSCP_R,Gaussian,absolute_residual,0.936875,51129896889.15774,24.7935732658156,0.005000114440917969,0.6,equicorrelated
0.05,10,100,58,Point_CHR,Gaussian,absolute_residual,0.95625,168402715425.89532,29.150373621272355,0.0009996891021728516,0.6,equicorrelated
0.05,10,100,58,Unscaled,Gaussian,absolute_residual,0.924375,7597149501754.948,19.411766886337087,0.0,0.6,equicorrelated
0.05,10,100,58,Empirical_copula,Gaussian,absolute_residual,0.82875,12169972734.627087,19.481440255908694,0.0019981861114501953,0.6,equicorrelated
0.1,10,100,58,TSCP_R,Gaussian,absolute_residual,0.848125,11766612513.10247,21.329883112101513,0.002998828887939453,0.6,equicorrelated
0.1,10,100,58,Point_CHR,Gaussian,absolute_residual,0.9025,34706123144.752686,26.161182413432883,0.0,0.6,equicorrelated
0.1,10,100,58,Unscaled,Gaussian,absolute_residual,0.821875,1096732462992.0347,15.995951175550168,0.0,0.6,equicorrelated
0.1,10,100,58,Empirical_copula,Gaussian,absolute_residual,0.82875,12169972734.627087,19.481440255908694,0.0010008811950683594,0.6,equicorrelated
0.2,10,100,58,TSCP_R,Gaussian,absolute_residual,0.75875,3440293780.7669706,18.77594116003713,0.004998207092285156,0.6,equicorrelated
0.2,10,100,58,Point_CHR,Gaussian,absolute_residual,0.79125,6666816697.424809,18.298928564967717,0.0,0.6,equicorrelated
0.2,10,100,58,Unscaled,Gaussian,absolute_residual,0.75375,388870039301.99896,14.42050430070129,0.0,0.6,equicorrelated
0.2,10,100,58,Empirical_copula,Gaussian,absolute_residual,0.720625,2697061740.7569118,18.001949593354222,0.0020008087158203125,0.6,equicorrelated
0.05,10,100,59,TSCP_R,Gaussian,absolute_residual,0.965,133381269602.33055,30.32302037947222,0.0060007572174072266,0.6,equicorrelated
0.05,10,100,59,Point_CHR,Gaussian,absolute_residual,0.9725,194105498571.93222,29.93015639310852,0.000997781753540039,0.6,equicorrelated
0.05,10,100,59,Unscaled,Gaussian,absolute_residual,0.978125,43276143358239.375,23.100684837650565,0.0,0.6,equicorrelated
0.05,10,100,59,Empirical_copula,Gaussian,absolute_residual,0.9475,83761991636.45819,29.93015639310852,0.0010001659393310547,0.6,equicorrelated
0.1,10,100,59,TSCP_R,Gaussian,absolute_residual,0.929375,43489808324.08409,27.13186330054331,0.004000663757324219,0.6,equicorrelated
0.1,10,100,59,Point_CHR,Gaussian,absolute_residual,0.948125,74206490563.1162,28.098233876967825,0.0,0.6,equicorrelated
0.1,10,100,59,Unscaled,Gaussian,absolute_residual,0.920625,7365226962285.817,19.351677305426023,0.0,0.6,equicorrelated
0.1,10,100,59,Empirical_copula,Gaussian,absolute_residual,0.891875,24988688127.16141,25.885125587696884,0.001001119613647461,0.6,equicorrelated
0.2,10,100,59,TSCP_R,Gaussian,absolute_residual,0.855,11280729660.057133,23.730536766289255,0.003998517990112305,0.6,equicorrelated
0.2,10,100,59,Point_CHR,Gaussian,absolute_residual,0.815,11024564458.972122,26.549257968121907,0.0009992122650146484,0.6,equicorrelated
0.2,10,100,59,Unscaled,Gaussian,absolute_residual,0.850625,1940218366894.524,16.934994547315156,0.0,0.6,equicorrelated
0.2,10,100,59,Empirical_copula,Gaussian,absolute_residual,0.829375,7792973071.111885,22.27525962435523,0.0009999275207519531,0.6,equicorrelated
0.05,10,100,60,TSCP_R,Gaussian,absolute_residual,0.9625,111640014248.3344,27.76891815092832,0.005000591278076172,0.6,equicorrelated
