alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,noise_ratio
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,7,2.554755038708615,1
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,8,2.419015092091708,1
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,9,3.191381717324327,1
0.1,10,100,101,TSCP_R,Gaussian,absolute_residual,10,2.9665936024858595,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,1,2.9007817103126845,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,2,3.267425233120939,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,3,3.080518840439475,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,4,2.7916543384981605,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,5,2.992956494470752,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,6,2.671641954335187,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,7,3.2350547944791486,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,8,2.3800664854161804,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,9,3.5074314415066867,1
0.1,10,100,101,Point_CHR,Gaussian,absolute_residual,10,2.8156005099189745,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,1,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,2,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,3,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,4,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,5,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,6,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,7,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,8,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,9,2.7226786427978573,1
0.1,10,100,101,Unscaled,Gaussian,absolute_residual,10,2.7226786427978573,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,1,2.722678642700295,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,2,2.5853311459288477,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,3,2.065529258764783,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,4,2.1904838604669408,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,5,2.168231307577754,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,6,2.259053679875887,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,7,2.511527459199556,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,8,2.4725038320385844,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,9,2.887801948212112,1
0.1,10,100,101,Empirical_copula,Gaussian,absolute_residual,10,2.9652464010081125,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,1,2.7497138838110375,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,2,2.909000623498791,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,3,2.7330321029212388,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,4,2.625731542642659,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,5,2.501733647492805,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,6,3.2493662536226493,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,7,2.9898898570723293,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,8,2.6686579689768632,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,9,2.9616919302629543,1
0.1,10,100,102,TSCP_R,Gaussian,absolute_residual,10,2.9883413996289563,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,1,2.602085272296867,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,2,2.7789080653890306,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,3,2.931084445270063,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,4,2.6385206311677463,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,5,2.709502580707362,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,6,3.2734176579834413,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,7,3.1912545890658555,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,8,2.5478819651139526,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,9,2.320006591639501,1
0.1,10,100,102,Point_CHR,Gaussian,absolute_residual,10,3.262853545906636,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,1,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,2,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,3,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,4,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,5,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,6,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,7,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,8,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,9,2.8140595881151134,1
0.1,10,100,102,Unscaled,Gaussian,absolute_residual,10,2.8140595881151134,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,1,2.8140595880454815,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,2,2.948445345801872,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,3,2.311717338027611,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,4,2.2656605478923133,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,5,2.157833787465881,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,6,2.7785174998142956,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,7,2.510202492535786,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,8,2.2916229959469057,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,9,2.724873378833467,1
0.1,10,100,102,Empirical_copula,Gaussian,absolute_residual,10,3.036456830448465,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,1,2.874676137696376,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,2,2.6075095364406233,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,3,2.7985789417619698,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,4,2.522882486052317,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,5,2.7277252861070194,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,6,2.501297905378559,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,7,2.521853762551418,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,8,2.3999992229718075,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,9,2.9985734779651683,1
0.1,10,100,103,TSCP_R,Gaussian,absolute_residual,10,2.2650236123131045,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,1,2.722277408487881,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,2,2.449696637009387,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,3,2.573996186205159,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,4,2.559965386109603,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,5,2.448571893221861,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,6,2.7027089072075645,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,7,2.901668357423482,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,8,2.1594106400301847,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,9,2.706316469011518,1
0.1,10,100,103,Point_CHR,Gaussian,absolute_residual,10,2.3390659853302145,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,1,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,2,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,3,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,4,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,5,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,6,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,7,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,8,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,9,2.5606246532065664,1
0.1,10,100,103,Unscaled,Gaussian,absolute_residual,10,2.5606246532065664,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,1,2.7149148954688895,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,2,2.5496826760172002,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,3,2.573996186205159,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,4,2.1883453579390135,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,5,2.181274736222477,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,6,2.4645490170371573,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,7,2.7413274676586923,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,8,2.1508035490125312,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,9,2.7885180175922883,1
0.1,10,100,103,Empirical_copula,Gaussian,absolute_residual,10,2.0748086347159793,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,1,2.657233571071401,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,2,2.4604165337461423,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,3,2.7152243368298037,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,4,2.601902560914464,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,5,2.2757686188420534,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,6,2.364136344715292,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,7,2.598591666792503,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,8,2.6958153470894595,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,9,2.7393344590758,1
0.1,10,100,104,TSCP_R,Gaussian,absolute_residual,10,2.9249105646865017,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,1,2.8310079054497876,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,2,2.8301175701450707,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,3,2.8554676339013954,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,4,2.334225285581526,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,5,2.1186934580645493,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,6,2.495460248222704,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,7,2.704079537763495,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,8,2.9205406466059034,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,9,2.4609766483159854,1
0.1,10,100,104,Point_CHR,Gaussian,absolute_residual,10,2.5881446727014636,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,1,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,2,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,3,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,4,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,5,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,6,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,7,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,8,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,9,2.6096063853471563,1
0.1,10,100,104,Unscaled,Gaussian,absolute_residual,10,2.6096063853471563,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,1,2.6090492695675724,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,2,2.152415383522333,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,3,2.371326475413497,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,4,2.151537234555896,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,5,2.1252004431318516,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,6,2.1400820957610165,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,7,2.476796459228714,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,8,2.50569449946961,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,9,2.5110639772364607,1
0.1,10,100,104,Empirical_copula,Gaussian,absolute_residual,10,2.8118234584468773,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,1,2.6007674000178085,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,2,2.4028227374730804,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,3,2.6686054960115815,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,4,2.66165436853512,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,5,2.4035012691681747,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,6,2.374690231797244,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,7,2.9703117331524935,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,8,2.4856273319819655,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,9,2.230189917658574,1
0.1,10,100,105,TSCP_R,Gaussian,absolute_residual,10,2.4911619588007734,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,1,2.4848525950198592,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,2,2.414309926685126,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,3,2.590332554322613,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,4,2.85581732582539,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,5,2.36873143528466,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,6,2.2319134687521887,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,7,2.6050146777700776,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,8,2.3818102105902574,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,9,1.9002781921558822,1
0.1,10,100,105,Point_CHR,Gaussian,absolute_residual,10,2.3598911165792327,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,1,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,2,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,3,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,4,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,5,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,6,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,7,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,8,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,9,2.5258769564341694,1
0.1,10,100,105,Unscaled,Gaussian,absolute_residual,10,2.5258769564341694,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,1,2.4848525950198592,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,2,2.1658651451470874,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,3,2.363789109712968,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,4,2.7181060744483174,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,5,2.2206070878004605,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,6,2.625356919776314,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,7,4.017606308136414,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,8,2.2328045409392434,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,9,2.08546550774199,1
0.1,10,100,105,Empirical_copula,Gaussian,absolute_residual,10,2.302991720615042,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,1,2.688038051139172,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,2,2.5129803401649555,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,3,2.5870712458204363,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,4,2.5222525697730873,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,5,2.298264066952988,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,6,2.506076403228813,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,7,2.3503402477976505,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,8,2.4278958326012714,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,9,2.7811219987660367,1
0.1,10,100,106,TSCP_R,Gaussian,absolute_residual,10,2.129016695447942,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,1,2.655269556553888,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,2,2.479733809051985,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,3,3.029061235542238,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,4,2.7088387861727554,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,5,2.374778703999545,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,6,2.8558411566090123,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,7,2.5114795728579358,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,8,2.8185874441864573,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,9,2.6634379500801986,1
0.1,10,100,106,Point_CHR,Gaussian,absolute_residual,10,1.90201716494514,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,1,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,2,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,3,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,4,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,5,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,6,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,7,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,8,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,9,2.436731146193994,1
0.1,10,100,106,Unscaled,Gaussian,absolute_residual,10,2.436731146193994,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,1,2.738066621181491,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,2,2.44515915265524,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,3,2.253579085479844,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,4,2.017725329884776,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,5,2.193306151990278,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,6,2.436731146138291,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,7,1.86840321762937,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,8,2.0611582759890976,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,9,2.6477015400318544,1
0.1,10,100,106,Empirical_copula,Gaussian,absolute_residual,10,1.916508684524544,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,1,2.5411098228388527,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,2,2.7553246726567373,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,3,2.8627567817580477,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,4,3.293739623441233,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,5,2.675482774961933,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,6,2.8553330647244892,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,7,2.605559976788692,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,8,2.8092285654964284,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,9,2.6221450352828217,1
0.1,10,100,107,TSCP_R,Gaussian,absolute_residual,10,2.890457523098945,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,1,2.973903445598202,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,2,2.9850537998805446,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,3,3.3632208173183953,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,4,4.159747572025036,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,5,2.374416631637633,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,6,3.0961441625792476,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,7,3.2586610589322227,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,8,3.2241931066133844,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,9,3.100085393471336,1
0.1,10,100,107,Point_CHR,Gaussian,absolute_residual,10,2.846664477599318,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,1,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,2,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,3,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,4,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,5,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,6,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,7,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,8,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,9,2.7611292936973304,1
0.1,10,100,107,Unscaled,Gaussian,absolute_residual,10,2.7611292936973304,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,1,2.347910772776145,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,2,2.761129293684519,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,3,2.1278910462299265,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,4,2.9082989061824307,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,5,2.814118805234397,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,6,2.5460392307890487,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,7,2.1053649130305505,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,8,2.215612351676583,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,9,2.2303818737799332,1
0.1,10,100,107,Empirical_copula,Gaussian,absolute_residual,10,2.846664477599318,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,1,3.0753315634970986,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,2,3.0031625569083045,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,3,2.4497337012490035,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,4,2.67111266377907,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,5,2.6600413059627046,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,6,2.320939902103214,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,7,2.8151971916338585,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,8,2.4818748056826356,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,9,2.315256858096652,1
0.1,10,100,108,TSCP_R,Gaussian,absolute_residual,10,2.9240646109580757,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,1,2.767336298463299,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,2,2.3938210599992016,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,3,2.1259134621000504,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,4,2.5628051122522173,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,5,2.4732130923507833,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,6,2.243870213336509,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,7,3.4130744255748184,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,8,2.6001092087098483,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,9,2.408004768954722,1
0.1,10,100,108,Point_CHR,Gaussian,absolute_residual,10,2.8693005327665375,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,1,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,2,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,3,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,4,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,5,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,6,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,7,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,8,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,9,2.502619977039701,1
0.1,10,100,108,Unscaled,Gaussian,absolute_residual,10,2.502619977039701,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,1,2.7945769215083764,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,2,2.930319187676587,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,3,1.9389009825845953,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,4,2.453245773914322,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,5,2.2359767043015246,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,6,1.8072996723291688,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,7,2.278058655640457,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,8,2.4033833697654803,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,9,1.9463615226511983,1
0.1,10,100,108,Empirical_copula,Gaussian,absolute_residual,10,2.8693005327665375,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,1,2.2592933096322625,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,2,2.349695191416362,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,3,2.489920954878141,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,4,2.2998984015572543,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,5,2.1823595819809762,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,6,2.5935586383963773,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,7,2.2317628896549264,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,8,2.790856390743571,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,9,2.5832967315895368,1
0.1,10,100,109,TSCP_R,Gaussian,absolute_residual,10,2.4674979377089397,1
0.1,10,100,109,Point_CHR,Gaussian,absolute_residual,1,2.3730552759584205,1
0.1,10,100,109,Point_CHR,Gaussian,absolute_residual,2,3.046123646658555,1
0.1,10,100,109,Point_CHR,Gaussian,absolute_residual,3,2.8747012695414114,1
