,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,200,Gamma,0.89999375,0.055628157905392085,2.6574016950450745,2.1947044741253827,1.4201098485473949,6.529450416564942e-05
1,0.1,2,50,200,Gamma,0.9002781250000002,0.04089560999291781,2.1707279398178425,1.289790899803053,1.3761327116071655,4.0210485458374024e-05
2,0.1,2,100,200,Gamma,0.8993312499999999,0.029772253063040908,1.9343774980319466,0.8766558687229381,1.3153778322232612,5.5283308029174805e-05
3,0.1,2,300,200,Gamma,0.9018906250000001,0.017629794767725904,1.7989052949512925,0.4626694655073719,1.3273202580233558,5.5153369903564456e-05
4,0.1,2,500,200,Gamma,0.900190625,0.015184584229589642,1.7540879671653553,0.367898554784821,1.3200207719136017,6.021738052368164e-05
5,0.1,10,30,200,Gamma,0.89798125,0.05099087690287471,2687775455027242.0,6177406460056274.0,31.214045676734884,4.508733749389649e-05
6,0.1,10,50,200,Gamma,0.9021062500000001,0.038864835819205114,1935286744226895.0,3541205576245413.5,31.102614666237827,5.0039291381835936e-05
7,0.1,10,100,200,Gamma,0.8974718749999999,0.02991864344749049,967161023824600.5,786319215593159.1,30.692168998043236,5.52821159362793e-05
8,0.1,10,300,200,Gamma,0.89516875,0.017819423079379126,704331027943587.2,345375400824838.4,30.311815250886312,8.540630340576173e-05
9,0.1,10,500,200,Gamma,0.89299375,0.015054286971444144,636787037153120.8,253033776200946.75,29.97447288645772,7.538557052612305e-05
