,alpha,n_dim,n_cals,n_trials,noise_type,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0,0.1,2,30,200,Gaussian,0.93426875,0.06461804056740933,12.986470965503605,6.968702949198822,4.712484074008357,0.00040267348289489745
1,0.1,2,50,200,Gaussian,0.922384375,0.053029198925476556,9.91990807435407,3.4160539655545805,4.2773895119184075,0.00041719555854797364
2,0.1,2,100,200,Gaussian,0.903215625,0.038690909593342156,8.270915752099745,1.6626523243496751,4.0026554616538785,0.00038218021392822266
3,0.1,2,300,200,Gaussian,0.9019906249999999,0.02682935365550643,7.851516406466512,0.9459681970268797,3.984226699213743,0.0003319895267486572
4,0.1,2,500,200,Gaussian,0.9019906250000002,0.018771248167696288,7.72391099294159,0.61709032927254,3.928795397499381,0.000442734956741333
5,0.1,10,30,200,Gaussian,0.9325874999999999,0.06649629599198188,4044306788827.9473,13792586534851.549,38.069477861309046,0.00036186337471008303
6,0.1,10,50,200,Gaussian,0.9190406249999999,0.057367900390465985,484616775820.32666,1724831746661.435,31.572752423620905,0.0003870999813079834
7,0.1,10,100,200,Gaussian,0.901334375,0.04135131447461213,97399567273.51868,92168728952.98245,27.99092110901063,0.0004023861885070801
8,0.1,10,300,200,Gaussian,0.899309375,0.02463803584982091,55970274301.89665,20524978848.138847,26.317788124383164,0.0004168355464935303
9,0.1,10,500,200,Gaussian,0.899934375,0.021881719849046046,51308955711.37942,14915539663.96113,26.06651002669451,0.0004022836685180664
