dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates,fit_seconds
rf2,75,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6826,0,3.868411200121045
rf2,76,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.2451,0,3.8259664999786764
rf2,77,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.5984,0,3.7896771000232548
rf2,78,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.1184,0,3.804853899870068
rf2,79,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7218,0,3.844642899930477
rf2,80,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6483,0,3.7426897999830544
rf2,81,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7957,0,3.757143700029701
rf2,82,384,1536,8,0.1,0,0,0,8,60,0,binary_only,2.6974,0,3.7754470000509173
rf2,83,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7007,0,3.867595799965784
rf2,84,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.9577,0,3.7620623998809606
rf2,85,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7639,0,3.9280465999618173
rf2,86,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6981,0,3.897634399821982
rf2,87,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8528,0,3.8429241999983788
rf2,88,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7282,0,3.819959099870175
rf2,89,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.107,0,3.940710300114006
rf2,90,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7357,0,3.987046199850738
rf2,91,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.8325,0,3.8505732000339776
rf2,92,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6724,0,3.8963554000947624
rf2,93,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.937,0,3.8066235000733286
rf2,94,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7433,0,3.8178526998963207
rf2,95,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.9144,0,3.8172602001577616
rf2,96,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7659,0,3.8356355000287294
rf2,97,384,1536,8,0.1,0,0,0,8,65,0,binary_only,3.2159,0,3.898278900189325
rf2,98,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.731,0,3.763248500181362
rf2,99,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.1117,0,3.68945339997299
rf2,100,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.0807,0,3.829292300157249
rf2,101,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7808,0,3.8386886999942362
rf2,102,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.9995,0,3.7694226000458
rf2,103,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.0446,0,3.756417099852115
rf2,104,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.875,0,3.7608683998696506
rf2,105,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.83,0,3.771249399986118
rf2,106,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.8216,0,3.8724093998316675
rf2,107,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.9556,0,3.82956809992902
rf2,108,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8305,0,3.8816496001090854
rf2,109,384,1536,8,0.1,0,0,0,8,60,0,binary_only,2.5126,0,3.9141202999744564
rf2,110,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6289,0,3.803156499983743
rf2,111,384,1536,8,0.1,0,0,0,8,59,0,binary_only,2.5925,0,3.77954709995538
rf2,112,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9415,0,3.8872666999232024
rf2,113,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.142,0,3.8167355000041425
rf2,114,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.712,0,3.807041099993512
rf2,115,384,1536,8,0.1,0,0,0,8,63,0,binary_only,3.0663,0,3.8104902000632137
rf2,116,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.746,0,3.817563499789685
rf2,117,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6611,0,3.7593878998886794
rf2,118,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8594,0,3.8075087999459356
rf2,119,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6107,0,3.8795471999328583
rf2,120,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8297,0,3.886111800093204
rf2,121,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.723,0,3.860947099979967
rf2,122,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6305,0,3.909363799961284
rf2,123,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6583,0,3.921368599869311
rf2,124,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7126,0,3.946759399957955
rf2,125,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8251,0,3.9481806000694633
rf2,126,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.9021,0,4.008067099843174
rf2,127,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6241,0,3.8256812000181526
rf2,128,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.706,0,3.8545574001036584
rf2,129,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.7857,0,3.827565599931404
rf2,130,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6641,0,4.154589100042358
rf2,131,384,1536,8,0.1,0,0,0,8,64,0,binary_only,3.2719,0,3.8426462998613715
rf2,132,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7406,0,3.757036800030619
rf2,133,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7558,0,3.8284087001811713
rf2,134,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9356,0,3.8723621000535786
rf2,135,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.5729,0,3.8015405000187457
rf2,136,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.8468,0,3.9297374000307173
rf2,137,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8298,0,3.826593300094828
rf2,138,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6988,0,3.822862499859184
rf2,139,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7599,0,3.833876400021836
rf2,140,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7892,0,3.8966565998271108
rf2,141,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7184,0,3.9107564000878483
rf2,142,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.6433,0,3.8072466000448912
rf2,143,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.532,0,3.9476247001439333
rf2,144,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7098,0,3.889135600067675
rf2,145,384,1536,8,0.1,0,0,0,8,60,0,binary_only,2.6058,0,3.828808099962771
rf2,146,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8509,0,3.8690851000137627
rf2,147,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.856,0,3.821934400126338
rf2,148,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.8408,0,3.751839900156483
rf2,149,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6666,0,3.8464283000212163
rf2,150,384,1536,8,0.1,0,0,0,8,59,0,binary_only,2.5905,0,3.8521473000291735
rf2,151,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8842,0,3.835520099848509
rf2,152,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.5988,0,3.8606869999784976
rf2,153,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.668,0,3.8934464999474585
rf2,154,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6431,0,3.8416259000077844
rf2,155,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.9145,0,3.7964697999414057
rf2,156,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8059,0,3.8376881999429315
rf2,157,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.7223,0,3.8959208999294788
rf2,158,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7918,0,3.7539260999765247
rf2,159,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.5522,0,3.7273592001292855
rf2,160,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9049,0,4.167982500046492
rf2,161,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6104,0,3.721819099970162
rf2,162,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.6919,0,3.8483651999849826
rf2,163,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8728,0,3.8081698999740183
rf2,164,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.7215,0,3.825960900168866
rf2,165,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.6886,0,3.8349083999637514
rf2,166,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.5847,0,3.845692199887708
rf2,167,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.8247,0,3.7830352999735624
rf2,168,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6143,0,3.783063600072637
rf2,169,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.5661,0,3.840770799899474
rf2,170,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.8438,0,3.8094366998411715
rf2,171,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.5098,0,3.932678900193423
rf2,172,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.5421,0,3.845804100157693
rf2,173,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.8869,0,3.846168899908662
rf2,174,384,1536,8,0.1,0,0,0,8,59,0,binary_only,2.5423,0,3.8427834999747574
rf2,175,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.5892,0,3.7966295999940485
rf2,176,384,1536,8,0.1,0,0,0,8,62,0,binary_only,2.6318,0,3.9431536998599768
rf2,177,384,1536,8,0.1,0,0,0,8,59,0,binary_only,2.5983,0,3.770245000021532
rf2,178,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8594,0,3.8870316999964416
rf2,179,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7873,0,3.8211146001704037
rf2,180,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.7182,0,3.9155017000157386
rf2,181,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.6817,0,3.9191588000394404
rf2,182,384,1536,8,0.1,0,0,0,8,57,0,binary_only,2.4815,0,3.8425404999870807
rf2,183,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.7512,0,3.824566400144249
rf2,184,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.7839,0,4.058145399903879
rf2,185,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.8546,0,3.8413645999971777
rf2,186,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.8356,0,3.82510230015032
rf2,187,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.6754,0,3.8533129000570625
rf2,188,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.874,0,3.901611200068146
rf2,189,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.894,0,3.8112862000707537
rf2,190,384,1536,8,0.1,0,0,0,8,65,0,binary_only,3.0128,0,3.876463199965656
rf2,191,384,1536,8,0.1,0,0,0,8,64,0,binary_only,2.9313,0,3.7990298001095653
rf2,192,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.6098,0,3.816603999817744
rf2,193,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.8274,0,3.839449299965054
rf2,194,384,1536,8,0.1,0,0,0,8,63,0,binary_only,3.0394,0,3.8496743000578135
rf2,195,384,1536,8,0.1,0,0,0,8,61,0,binary_only,2.8266,0,3.779282199917361
rf2,196,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7388,0,3.8218545999843627
rf2,197,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.8436,0,3.842637100024149
rf2,198,384,1536,8,0.1,0,0,0,8,65,0,binary_only,2.6521,0,3.7655052999034524
rf2,199,384,1536,8,0.1,0,0,0,8,63,0,binary_only,2.7462,0,3.7941467999480665
scm1d,0,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3518,0,11.227503899950534
scm1d,1,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.9784,0,12.953073899960145
scm1d,2,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.0327,0,12.867156600113958
scm1d,3,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.2457,0,12.69576540007256
scm1d,4,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0117,0,12.18055330007337
scm1d,5,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3567,0,12.177135900128633
scm1d,6,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.7179,0,12.485652200179175
scm1d,7,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.1564,0,12.430625700158998
scm1d,8,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.8668,0,12.453946700086817
scm1d,9,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3352,0,12.642843800131232
scm1d,10,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.0052,0,12.815442099934444
scm1d,11,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4467,0,12.606786200078204
scm1d,12,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.4159,0,12.499538799980655
scm1d,13,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.1234,0,12.79223410016857
scm1d,14,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.839,0,12.930703399935737
scm1d,15,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4158,0,12.785711399978027
scm1d,16,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.1676,0,12.941301699960604
scm1d,17,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.6947,0,12.900972000090405
scm1d,18,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.09,0,12.891906599979848
scm1d,19,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.8978,0,12.546523299999535
scm1d,20,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0379,0,12.194148499984294
scm1d,21,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.2811,0,12.331346400082111
scm1d,22,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.2581,0,12.394777900073677
scm1d,23,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.9056,0,12.551343200029805
scm1d,24,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.9199,0,12.704465900082141
scm1d,25,490,1961,16,0.1,0,0,0,16,138,0,binary_only,8.0286,0,12.706748500000685
scm1d,26,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4229,0,12.707921699853614
scm1d,27,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4947,0,12.632516299840063
scm1d,28,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.2389,0,12.694359899964184
scm1d,29,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.1032,0,12.754893299890682
scm1d,30,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3733,0,12.82901670015417
scm1d,31,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.0423,0,12.671789200045168
scm1d,32,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.1208,0,12.778417899971828
scm1d,33,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.9007,0,12.423991300165653
scm1d,34,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.0968,0,12.420744100119919
scm1d,35,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.8203,0,12.391943200025707
scm1d,36,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3927,0,12.205758799798787
scm1d,37,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.9557,0,12.189009600086138
scm1d,38,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.5008,0,12.340607299935073
scm1d,39,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.242,0,12.286396200070158
scm1d,40,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.755,0,12.363220300059766
scm1d,41,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.162,0,12.325919199967757
scm1d,42,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0358,0,12.360317299840972
scm1d,43,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.5528,0,12.183801300125197
scm1d,44,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.1091,0,12.230326400138438
scm1d,45,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.7233,0,12.2924530999735
scm1d,46,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.9454,0,12.324758100090548
scm1d,47,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0925,0,12.240172899793833
scm1d,48,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.999,0,12.344756999984384
scm1d,49,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4736,0,12.139753099996597
scm1d,50,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1775,0,12.194462100043893
scm1d,51,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4516,0,12.233675199793652
scm1d,52,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.7031,0,12.338680400047451
scm1d,53,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.8791,0,12.374186599859968
scm1d,54,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.399,0,12.307869700016454
scm1d,55,490,1961,16,0.1,0,0,0,16,136,0,binary_only,8.1005,0,12.168620000127703
scm1d,56,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.8259,0,12.313340900000185
scm1d,57,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.1758,0,12.293535799952224
scm1d,58,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9879,0,12.425234999973327
scm1d,59,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.8094,0,12.462576000019908
scm1d,60,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9669,0,12.276971400016919
scm1d,61,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2716,0,12.124172599986196
scm1d,62,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3082,0,12.224550599930808
scm1d,63,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.8139,0,12.24286390002817
scm1d,64,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.0939,0,12.350997000001371
scm1d,65,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2079,0,12.244422300020233
scm1d,66,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.9815,0,12.244174200110137
scm1d,67,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.5133,0,12.22404979984276
scm1d,68,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.82,0,12.31425130018033
scm1d,69,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.997,0,12.257275499869138
scm1d,70,490,1961,16,0.1,0,0,0,16,143,0,binary_only,7.6364,0,12.304736800026149
scm1d,71,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4569,0,12.370980400126427
scm1d,72,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2293,0,12.742064899997786
scm1d,73,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.413,0,12.48352720006369
scm1d,74,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3656,0,12.275133999995887
scm1d,75,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.2677,0,12.100172700127587
scm1d,76,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.9524,0,12.19213189999573
scm1d,77,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9019,0,12.316869500093162
scm1d,78,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.7418,0,12.208698000060394
scm1d,79,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4402,0,12.277844299795106
scm1d,80,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2881,0,12.317617300199345
scm1d,81,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.5142,0,12.409542400157079
scm1d,82,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.8238,0,12.340722700115293
scm1d,83,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1128,0,12.256809300044551
scm1d,84,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.4295,0,12.33901710016653
scm1d,85,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.5088,0,12.330092899966985
scm1d,86,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.2646,0,12.265487999888137
scm1d,87,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.4302,0,12.371068200096488
scm1d,88,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.5067,0,12.537218599813059
scm1d,89,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.2752,0,12.565551799954847
scm1d,90,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1079,0,12.556204200023785
scm1d,91,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1818,0,12.264927400043234
scm1d,92,490,1961,16,0.1,0,0,0,16,131,0,binary_only,6.5684,0,12.395327999955043
scm1d,93,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4276,0,12.227838900173083
scm1d,94,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.2544,0,12.366721199825406
scm1d,95,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.8715,0,12.419699200196192
scm1d,96,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3118,0,12.166462799999863
scm1d,97,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9918,0,12.281578999944031
scm1d,98,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2365,0,12.228645600145683
scm1d,99,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.8128,0,12.358975999988616
scm1d,100,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0946,0,12.2065066001378
scm1d,101,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.0269,0,12.126475199824199
scm1d,102,490,1961,16,0.1,0,0,0,16,141,0,binary_only,7.7501,0,12.299134999979287
scm1d,103,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.5631,0,12.152591899968684
scm1d,104,490,1961,16,0.1,0,0,0,16,136,0,binary_only,8.0226,0,12.3294596998021
scm1d,105,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.7296,0,12.228131599957123
scm1d,106,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4563,0,12.28380350000225
scm1d,107,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1997,0,12.110728000057861
scm1d,108,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.289,0,12.229249800089747
scm1d,109,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.8103,0,12.267442400101572
scm1d,110,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.0504,0,12.19006279995665
scm1d,111,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.1288,0,12.247965599875897
scm1d,112,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.399,0,12.25417590001598
scm1d,113,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.0019,0,12.233767400030047
scm1d,114,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0477,0,12.430162400007248
scm1d,115,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.951,0,12.203287100186571
scm1d,116,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3509,0,12.310840100049973
scm1d,117,490,1961,16,0.1,0,0,0,16,136,0,binary_only,6.9421,0,12.28005769988522
scm1d,118,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4782,0,12.295735400170088
scm1d,119,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.5364,0,12.390463500050828
scm1d,120,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1519,0,12.243466200074181
scm1d,121,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4192,0,12.347374700009823
scm1d,122,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.2538,0,12.598319800104946
scm1d,123,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.7444,0,12.671479600016028
scm1d,124,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.8726,0,12.684475000016391
scm1d,125,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3223,0,12.39046229980886
scm1d,126,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.2248,0,12.51214660005644
scm1d,127,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.0283,0,12.350562599953264
scm1d,128,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3653,0,12.727615499868989
scm1d,129,490,1961,16,0.1,0,0,0,16,140,0,binary_only,7.8501,0,12.662533400114626
scm1d,130,490,1961,16,0.1,0,0,0,16,134,0,binary_only,6.9576,0,12.681221300037578
scm1d,131,490,1961,16,0.1,0,0,0,16,139,0,binary_only,8.1133,0,12.336190900066867
scm1d,132,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.2172,0,12.375988299958408
scm1d,133,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.8147,0,12.216826900141314
scm1d,134,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3876,0,12.338889899896458
scm1d,135,490,1961,16,0.1,0,0,0,16,132,0,binary_only,7.3159,0,12.352120300056413
scm1d,136,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.1519,0,12.32561230007559
scm1d,137,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.0249,0,12.172818100079894
scm1d,138,490,1961,16,0.1,0,0,0,16,131,0,binary_only,7.001,0,12.283364299917594
scm1d,139,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3933,0,12.496712899999693
scm1d,140,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.0476,0,12.321616200031713
scm1d,141,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3556,0,12.455048100091517
scm1d,142,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.0419,0,12.293323699850589
scm1d,143,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.4439,0,12.295441099908203
scm1d,144,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.388,0,12.42862999998033
scm1d,145,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4227,0,12.14081920008175
scm1d,146,490,1961,16,0.1,0,0,0,16,139,0,binary_only,8.0655,0,12.246928900014609
scm1d,147,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9477,0,12.287626599892974
scm1d,148,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.702,0,12.270622999873012
scm1d,149,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4818,0,12.368087300099432
scm1d,150,490,1961,16,0.1,0,0,0,16,140,0,binary_only,8.0536,0,12.40059269987978
scm1d,151,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.1138,0,12.362782400101423
scm1d,152,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.1281,0,12.408705400070176
scm1d,153,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2689,0,12.379842400085181
