dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates,fit_seconds
scm1d,154,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4561,0,12.385896700201556
scm1d,155,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.671,0,12.489203300094232
scm1d,156,490,1961,16,0.1,0,0,0,16,143,0,binary_only,7.8371,0,12.394760799827054
scm1d,157,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0443,0,12.332379100145772
scm1d,158,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.0456,0,12.618765000021085
scm1d,159,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.2055,0,12.408969599986449
scm1d,160,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.8165,0,12.42880059988238
scm1d,161,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.366,0,12.387293400010094
scm1d,162,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.1004,0,12.375863199820742
scm1d,163,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3218,0,12.246715999906883
scm1d,164,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3846,0,12.360923200147226
scm1d,165,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.4709,0,12.258367199916393
scm1d,166,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.2412,0,12.268040499882773
scm1d,167,490,1961,16,0.1,0,0,0,16,135,0,binary_only,6.8824,0,12.400442100130022
scm1d,168,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.1134,0,12.233746299985796
scm1d,169,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.4995,0,12.31325770006515
scm1d,170,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3111,0,12.359824399929494
scm1d,171,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9421,0,12.304264400154352
scm1d,172,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.5114,0,12.197780700167641
scm1d,173,490,1961,16,0.1,0,0,0,16,140,0,binary_only,7.8411,0,12.214596000034362
scm1d,174,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.3329,0,12.254772200016305
scm1d,175,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.5128,0,12.323177800048143
scm1d,176,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3038,0,12.454248999943957
scm1d,177,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.5453,0,12.480923400027677
scm1d,178,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.2651,0,12.502501500071958
scm1d,179,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.4202,0,12.308529100148007
scm1d,180,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.6156,0,12.18762409989722
scm1d,181,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.3725,0,12.193555499892682
scm1d,182,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.107,0,12.380631299922243
scm1d,183,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4606,0,12.45276809995994
scm1d,184,490,1961,16,0.1,0,0,0,16,137,0,binary_only,7.7804,0,12.378567199921235
scm1d,185,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.7183,0,12.273980000056326
scm1d,186,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.3086,0,12.492488200077787
scm1d,187,490,1961,16,0.1,0,0,0,16,134,0,binary_only,7.1449,0,12.24993330007419
scm1d,188,490,1961,16,0.1,0,0,0,16,138,0,binary_only,7.4628,0,12.343478200025856
scm1d,189,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.2629,0,12.382379099959508
scm1d,190,490,1961,16,0.1,0,0,0,16,132,0,binary_only,6.6659,0,12.397001500008628
scm1d,191,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.4002,0,12.175169199937955
scm1d,192,490,1961,16,0.1,0,0,0,16,133,0,binary_only,7.1702,0,12.168120899936184
scm1d,193,490,1961,16,0.1,0,0,0,16,136,0,binary_only,7.2731,0,12.124313900014386
scm1d,194,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3682,0,12.342845499981195
scm1d,195,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.3774,0,12.142043499974534
scm1d,196,490,1961,16,0.1,0,0,0,16,135,0,binary_only,7.0926,0,12.103158500045538
scm1d,197,490,1961,16,0.1,0,0,0,16,139,0,binary_only,7.5493,0,11.977111599873751
scm1d,198,490,1961,16,0.1,0,0,0,16,140,0,binary_only,7.4697,0,11.680414499947801
scm1d,199,490,1961,16,0.1,0,0,0,16,133,0,binary_only,6.9393,0,11.154680999927223
scm20d,0,448,1794,16,0.1,0,0,0,16,131,0,binary_only,6.2418,0,5.048244799952954
scm20d,1,448,1794,16,0.1,0,0,0,16,132,0,binary_only,7.2019,0,5.378079100046307
scm20d,2,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.1822,0,5.281856699846685
scm20d,3,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1655,0,5.285176699981093
scm20d,4,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.1754,0,5.021015899954364
scm20d,5,448,1794,16,0.1,0,0,0,16,133,0,binary_only,7.3973,0,5.029224700061604
scm20d,6,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9011,0,4.949982499936596
scm20d,7,448,1794,16,0.1,0,0,0,16,141,0,binary_only,7.5667,0,5.05292829987593
scm20d,8,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.4211,0,5.250336800003424
scm20d,9,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.1626,0,5.157501199981198
scm20d,10,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.4952,0,5.14832690008916
scm20d,11,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.776,0,5.081432499922812
scm20d,12,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9883,0,5.105240999953821
scm20d,13,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1635,0,5.180121199926361
scm20d,14,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.8284,0,5.276512400014326
scm20d,15,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.0219,0,5.220330500043929
scm20d,16,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.8358,0,5.148928700014949
scm20d,17,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.6948,0,5.246582800056785
scm20d,18,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.6637,0,5.512726100161672
scm20d,19,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.0582,0,5.116992099909112
scm20d,20,448,1794,16,0.1,0,0,0,16,137,0,binary_only,6.7744,0,5.068204100010917
scm20d,21,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.6,0,5.063796000089496
scm20d,22,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.6364,0,5.011039200006053
scm20d,23,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.6101,0,5.143418699968606
scm20d,24,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.1778,0,5.347136200172827
scm20d,25,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.3236,0,5.306999000022188
scm20d,26,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.7956,0,5.226668399991468
scm20d,27,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.4191,0,5.149996399879456
scm20d,28,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.8486,0,5.200341299874708
scm20d,29,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.8616,0,5.266228100052103
scm20d,30,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.6439,0,5.204111699946225
scm20d,31,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.9172,0,5.228409899864346
scm20d,32,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.4184,0,5.25504449987784
scm20d,33,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.2578,0,5.212451099883765
scm20d,34,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.6778,0,5.180511699989438
scm20d,35,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1122,0,5.075850700028241
scm20d,36,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.7175,0,5.058476899983361
scm20d,37,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.9561,0,4.994989000027999
scm20d,38,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.3589,0,5.033929000142962
scm20d,39,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.4682,0,5.012585600139573
scm20d,40,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.2077,0,5.040107800159603
scm20d,41,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.238,0,5.101505800150335
scm20d,42,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.7891,0,5.025803399970755
scm20d,43,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.4227,0,5.018669800134376
scm20d,44,448,1794,16,0.1,0,0,0,16,132,0,binary_only,7.0514,0,5.081790100084618
scm20d,45,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.7671,0,5.13954810006544
scm20d,46,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.8211,0,5.053883800050244
scm20d,47,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.8693,0,5.128968100063503
scm20d,48,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.3638,0,5.130007599946111
scm20d,49,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.989,0,5.015406199963763
scm20d,50,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.1765,0,4.899578999960795
scm20d,51,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.915,0,4.972305500181392
scm20d,52,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.0324,0,5.023113499861211
scm20d,53,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9508,0,5.061945700086653
scm20d,54,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9841,0,5.012857099995017
scm20d,55,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.311,0,5.064591699978337
scm20d,56,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.0421,0,5.068994899978861
scm20d,57,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.0748,0,5.0579517998266965
scm20d,58,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.634,0,4.963387200143188
scm20d,59,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0564,0,5.210070700151846
scm20d,60,448,1794,16,0.1,0,0,0,16,138,0,binary_only,6.9931,0,4.9899824999738485
scm20d,61,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.2647,0,5.081121099879965
scm20d,62,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.5681,0,5.003334600012749
scm20d,63,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.0897,0,4.958721400005743
scm20d,64,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0318,0,5.011849700007588
scm20d,65,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.896,0,5.039914299966767
scm20d,66,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.7147,0,5.034996300004423
scm20d,67,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.8772,0,5.003733899910003
scm20d,68,448,1794,16,0.1,0,0,0,16,130,0,binary_only,6.7679,0,4.953544199932367
scm20d,69,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.5905,0,4.9311184999533
scm20d,70,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.8898,0,5.105019399896264
scm20d,71,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.3485,0,5.092332500033081
scm20d,72,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0095,0,5.091206799959764
scm20d,73,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.4831,0,5.2835867998655885
scm20d,74,448,1794,16,0.1,0,0,0,16,131,0,binary_only,6.6301,0,5.036137999966741
scm20d,75,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.918,0,5.1668877000920475
scm20d,76,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.0113,0,5.069772300077602
scm20d,77,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.7468,0,5.042144299950451
scm20d,78,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.2143,0,5.074853100115433
scm20d,79,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1524,0,5.005693800048903
scm20d,80,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.4393,0,4.998196499887854
scm20d,81,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0996,0,5.0784456001129
scm20d,82,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.3044,0,5.100274800090119
scm20d,83,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.2061,0,5.083523999899626
scm20d,84,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.6991,0,5.0469712999183685
scm20d,85,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.3337,0,5.129834400024265
scm20d,86,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.3924,0,5.138081599958241
scm20d,87,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.1089,0,5.0819685000460595
scm20d,88,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.8773,0,4.9617486000061035
scm20d,89,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.4794,0,5.234126500086859
scm20d,90,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9333,0,5.006397699937224
scm20d,91,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.0102,0,5.191489899996668
scm20d,92,448,1794,16,0.1,0,0,0,16,137,0,binary_only,6.9013,0,5.140375399962068
scm20d,93,448,1794,16,0.1,0,0,0,16,133,0,binary_only,7.2491,0,5.035716600017622
scm20d,94,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.9386,0,5.066079899901524
scm20d,95,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.1703,0,5.0618161000311375
scm20d,96,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.979,0,4.974430700065568
scm20d,97,448,1794,16,0.1,0,0,0,16,138,0,binary_only,6.984,0,4.983971699839458
scm20d,98,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.4316,0,5.013138200156391
scm20d,99,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.0648,0,5.025829200167209
scm20d,100,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.3473,0,5.0458092000335455
scm20d,101,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.3645,0,5.031026100041345
scm20d,102,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0721,0,5.00797070004046
scm20d,103,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.5355,0,4.998815200058743
scm20d,104,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.5035,0,4.976847399957478
scm20d,105,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1838,0,4.980862200027332
scm20d,106,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.1052,0,5.053858400089666
scm20d,107,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9521,0,4.990431600017473
scm20d,108,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.1464,0,5.16204039985314
scm20d,109,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.1799,0,5.064347099978477
scm20d,110,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9578,0,5.026265799999237
scm20d,111,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9655,0,5.0434976001270115
scm20d,112,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.8857,0,5.030691700056195
scm20d,113,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1693,0,5.012538800016046
scm20d,114,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.9228,0,5.067926999880001
scm20d,115,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.2518,0,5.073486200068146
scm20d,116,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.3969,0,5.069196500116959
scm20d,117,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.2686,0,5.054834000067785
scm20d,118,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.0463,0,5.0633878000080585
scm20d,119,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.5731,0,5.134860999882221
scm20d,120,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.8126,0,5.052827900042757
scm20d,121,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.2405,0,5.176026899833232
scm20d,122,448,1794,16,0.1,0,0,0,16,133,0,binary_only,7.0896,0,5.140396500006318
scm20d,123,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.7478,0,5.213291499996558
scm20d,124,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.1069,0,5.160486999899149
scm20d,125,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.7926,0,5.223694699816406
scm20d,126,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.4832,0,5.10513829998672
scm20d,127,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.772,0,5.056397499982268
scm20d,128,448,1794,16,0.1,0,0,0,16,131,0,binary_only,6.5505,0,5.089882000116631
scm20d,129,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.6527,0,5.330053800018504
scm20d,130,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.4086,0,5.373118200106546
scm20d,131,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.8659,0,5.155388799961656
scm20d,132,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.4418,0,5.117070300038904
scm20d,133,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.2111,0,5.077623900026083
scm20d,134,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.9227,0,5.148258399916813
scm20d,135,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.121,0,5.005443700123578
scm20d,136,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.3184,0,4.972114400006831
scm20d,137,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.0446,0,5.2208443998824805
scm20d,138,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.2798,0,5.110569900134578
scm20d,139,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.6016,0,5.098614800022915
scm20d,140,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9,0,5.094554400071502
scm20d,141,448,1794,16,0.1,0,0,0,16,132,0,binary_only,7.2452,0,5.060761000029743
scm20d,142,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.8087,0,5.045583700062707
scm20d,143,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.1794,0,5.0445509001147
scm20d,144,448,1794,16,0.1,0,0,0,16,131,0,binary_only,6.5768,0,5.007383899996057
scm20d,145,448,1794,16,0.1,0,0,0,16,134,0,binary_only,7.2265,0,5.0527572999708354
scm20d,146,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.08,0,5.067059299908578
scm20d,147,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.2315,0,4.991999400081113
scm20d,148,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.8001,0,5.053626100067049
scm20d,149,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.3507,0,5.116078299935907
scm20d,150,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.7164,0,5.0622568998951465
scm20d,151,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.0967,0,5.139420500025153
scm20d,152,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.7948,0,5.112068899907172
scm20d,153,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.2944,0,5.0403263999614865
scm20d,154,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9748,0,5.121210400015116
scm20d,155,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.6631,0,5.137376300059259
scm20d,156,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.8661,0,5.112658299971372
scm20d,157,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.4108,0,5.079359600087628
scm20d,158,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.6634,0,5.0934683999512345
scm20d,159,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.3979,0,5.228093500016257
scm20d,160,448,1794,16,0.1,0,0,0,16,132,0,binary_only,6.2143,0,5.361276400042698
scm20d,161,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.5972,0,5.041421799920499
scm20d,162,448,1794,16,0.1,0,0,0,16,137,0,binary_only,6.7275,0,5.031443400075659
scm20d,163,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.3964,0,5.121437900001183
scm20d,164,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.7171,0,5.106524599948898
scm20d,165,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.7614,0,5.109505800064653
scm20d,166,448,1794,16,0.1,0,0,0,16,138,0,binary_only,7.5024,0,5.026581499958411
scm20d,167,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.6866,0,4.991804799996316
scm20d,168,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0624,0,5.0941819997970015
scm20d,169,448,1794,16,0.1,0,0,0,16,133,0,binary_only,6.3213,0,5.130126399919391
scm20d,170,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0856,0,5.066471199970692
scm20d,171,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.0476,0,5.196412099990994
scm20d,172,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.4769,0,5.044928800081834
scm20d,173,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.5905,0,5.043560199905187
scm20d,174,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.968,0,5.009088900173083
scm20d,175,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.5796,0,5.067278200061992
scm20d,176,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.0667,0,5.082898199791089
scm20d,177,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.7671,0,5.0332106000278145
scm20d,178,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.5773,0,5.005262899911031
scm20d,179,448,1794,16,0.1,0,0,0,16,132,0,binary_only,7.084,0,4.991772899869829
scm20d,180,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.2977,0,5.101967800175771
scm20d,181,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.4251,0,5.089510099962354
scm20d,182,448,1794,16,0.1,0,0,0,16,133,0,binary_only,7.2693,0,4.933805099921301
scm20d,183,448,1794,16,0.1,0,0,0,16,139,0,binary_only,7.1264,0,5.156718499958515
scm20d,184,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.5896,0,5.118861000053585
scm20d,185,448,1794,16,0.1,0,0,0,16,130,0,binary_only,6.318,0,5.077141100075096
scm20d,186,448,1794,16,0.1,0,0,0,16,138,0,binary_only,6.9431,0,5.011536499951035
scm20d,187,448,1794,16,0.1,0,0,0,16,131,0,binary_only,6.149,0,5.032490399898961
scm20d,188,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.1702,0,5.042127100052312
scm20d,189,448,1794,16,0.1,0,0,0,16,135,0,binary_only,7.2082,0,5.031672399956733
scm20d,190,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.5122,0,5.036640899954364
scm20d,191,448,1794,16,0.1,0,0,0,16,135,0,binary_only,6.8868,0,5.110052799805999
scm20d,192,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9308,0,5.1338094000238925
scm20d,193,448,1794,16,0.1,0,0,0,16,140,0,binary_only,7.7749,0,5.045478699961677
scm20d,194,448,1794,16,0.1,0,0,0,16,134,0,binary_only,6.9996,0,5.007332699839026
scm20d,195,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.0365,0,5.139980900101364
scm20d,196,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.3319,0,5.01295300014317
scm20d,197,448,1794,16,0.1,0,0,0,16,136,0,binary_only,7.1594,0,5.065566200064495
scm20d,198,448,1794,16,0.1,0,0,0,16,137,0,binary_only,7.2108,0,4.953052599914372
scm20d,199,448,1794,16,0.1,0,0,0,16,136,0,binary_only,6.9255,0,4.821370200021192
energy,0,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4819,0,0.28106870013289154
energy,1,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4402,0,0.2956407000310719
energy,2,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4507,0,0.26114060007967055
energy,3,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4649,0,0.2974221999756992
energy,4,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5249,0,0.2751179998740554
energy,5,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5106,0,0.24894220009446144
energy,6,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5008,0,0.2635273998603225
energy,7,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.42,0,0.2741504998411983
energy,8,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.5152,0,0.28616350004449487
energy,9,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4579,0,0.2683804000262171
energy,10,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4036,0,0.2598572000861168
energy,11,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4679,0,0.2755825000349432
energy,12,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4466,0,0.28606409998610616
energy,13,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4357,0,0.2869724999181926
energy,14,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.491,0,0.2760870000347495
energy,15,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4197,0,0.3023170998785645
energy,16,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4331,0,0.26851360010914505
energy,17,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4342,0,0.24569060001522303
energy,18,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4258,0,0.3143398999236524
energy,19,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5572,0,0.2759602000005543
energy,20,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5278,0,0.260861000046134
energy,21,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.6234,0,0.259307200089097
energy,22,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4771,0,0.257022799924016
energy,23,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5154,0,0.27904579997994006
energy,24,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4518,0,0.2578549000900239
energy,25,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5158,0,0.25307380012236536
energy,26,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4719,0,0.28940610005520284
energy,27,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4803,0,0.25637380010448396
energy,28,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5061,0,0.2626805999316275
energy,29,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.54,0,0.2724879998713732
energy,30,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5111,0,0.2652146997861564
energy,31,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4832,0,0.2651261000428349
energy,32,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4446,0,0.26477560005150735
